pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01013321,1684,863,821,80,127,114,215,181,518,322,127
E01013322,2075,1013,1062,106,187,148,186,255,583,452,158
E01013323,1623,855,768,57,104,101,214,212,406,346,183
E01013324,1542,774,768,63,96,116,153,114,500,297,203
E01013325,1458,737,721,34,100,79,145,128,391,369,212
E01013326,1580,777,803,67,99,92,122,153,412,415,220
E01013327,1329,622,707,44,55,67,93,97,330,348,295
E01013328,1289,612,677,72,106,104,111,131,345,295,125
E01013329,1942,959,983,92,142,161,234,195,548,367,203
E01013330,2262,1280,982,181,159,118,509,490,523,183,99
E01013331,1745,954,791,90,113,104,257,323,504,248,106
E01013332,2148,1156,992,138,189,197,374,468,514,183,85
E01013333,1818,941,877,123,180,140,242,337,453,195,148
E01013334,1620,812,808,86,170,137,221,266,411,207,122
E01015590,1363,661,702,58,166,95,75,107,422,285,155
E01026006,3149,1654,1495,233,267,166,631,626,865,301,60
E01026007,1162,543,619,56,92,63,111,110,299,284,147
E01026008,1503,906,597,29,75,64,141,132,470,412,180
E01026009,1179,585,594,36,77,81,126,89,349,264,157
E01026010,1588,771,817,103,192,132,245,276,380,184,76
E01026011,3266,1653,1613,257,351,219,519,560,826,415,119
E01026012,1129,551,578,65,101,67,116,125,230,227,198
E01026013,1472,708,764,47,123,84,145,131,398,327,217
E01026014,1907,925,982,107,197,130,200,228,478,378,189
E01026015,1654,829,825,129,141,102,279,290,420,204,89
E01026016,2372,1156,1216,110,197,145,244,248,556,563,309
E01026017,1582,776,806,78,130,91,164,163,425,372,159
E01026018,1664,859,805,40,122,80,140,111,417,468,286
E01026019,2876,1410,1466,219,332,214,381,394,660,439,237
E01026020,2784,1368,1416,216,239,166,390,397,601,481,294
E01026021,1653,834,819,69,114,85,234,200,446,276,229
E01026022,2356,1160,1196,95,251,203,178,241,579,489,320
E01026023,1456,760,696,52,91,56,173,136,358,368,222
E01026024,2171,1064,1107,116,190,149,230,198,590,448,250
E01026025,2574,1294,1280,175,265,153,460,493,688,252,88
E01026026,2216,1039,1177,144,249,176,284,372,523,330,138
E01026027,1896,944,952,115,161,142,279,258,487,280,174
E01026028,2011,1003,1008,108,205,112,243,285,490,357,211
E01026029,3114,1565,1549,213,326,223,422,497,751,412,270
E01026030,2662,1346,1316,180,270,175,368,417,614,406,232
E01026031,1477,713,764,57,108,63,152,145,332,361,259
E01026032,2525,1320,1205,134,282,159,427,421,687,263,152
E01026033,2169,1105,1064,117,165,133,246,218,578,473,239
E01026034,1792,875,917,61,168,105,200,199,443,392,224
E01026035,2454,1203,1251,119,205,138,324,281,601,496,290
E01026036,1924,995,929,99,175,118,322,329,577,184,120
E01026037,1613,768,845,112,158,111,202,284,420,237,89
E01026038,1438,687,751,99,104,75,216,179,330,275,160
E01026039,1143,578,565,69,63,52,132,132,273,267,155
E01026040,1535,751,784,132,156,99,229,218,372,211,118
E01026041,1371,660,711,98,165,108,119,196,300,234,151
E01026042,1767,866,901,96,154,124,214,228,419,337,195
E01026043,1827,871,956,106,187,122,196,217,402,352,245
E01026044,1385,671,714,28,70,74,113,106,341,432,221
E01026045,1876,930,946,49,79,106,127,146,488,558,323
E01026046,1328,667,661,82,110,67,121,120,328,324,176
E01026047,1267,574,693,49,75,68,68,66,282,388,271
E01026048,1525,753,772,36,83,58,96,97,325,534,296
E01026049,1582,805,777,50,74,68,87,77,436,508,282
E01026050,1496,712,784,24,52,34,65,73,324,614,310
E01026051,1313,664,649,67,94,82,124,165,360,270,151
E01026052,2044,1017,1027,245,209,70,342,309,356,353,160
E01026053,2285,1102,1183,194,296,178,229,429,533,296,130
E01026054,2303,1383,920,72,148,131,658,307,472,280,235
E01026055,1120,559,561,33,72,58,77,68,319,348,145
E01026056,1090,570,520,39,73,54,79,85,326,303,131
E01026057,2002,995,1007,44,177,130,171,162,565,510,243
E01026058,2260,1157,1103,100,203,120,202,210,615,543,267
E01026059,1176,551,625,42,75,49,83,117,317,337,156
E01026060,1369,654,715,32,74,70,102,97,360,427,207
E01026061,1141,571,570,44,71,56,101,122,316,317,114
E01026062,1140,533,607,50,104,84,115,136,290,260,101
E01026063,1475,699,776,66,99,90,137,118,364,414,187
E01026064,1540,733,807,87,129,112,232,178,428,236,138
E01026065,1873,889,984,66,122,113,133,185,468,426,360
E01026066,2068,987,1081,82,130,135,165,192,537,488,339
E01026067,2013,967,1046,90,120,145,292,235,526,392,213
E01026068,2145,1032,1113,54,118,132,197,150,643,603,248
E01026069,2367,1207,1160,46,117,131,362,246,528,642,295
E01026070,2071,1043,1028,119,126,102,198,188,563,543,232
E01026071,2142,1062,1080,62,135,121,147,155,636,648,238
E01026072,2169,1061,1108,84,186,100,206,197,478,597,321
E01026073,1876,923,953,60,108,98,174,131,483,560,262
E01026074,2175,1038,1137,66,98,97,125,172,549,739,329
E01026075,2243,1095,1148,78,163,144,151,191,675,559,282
E01026076,2276,1121,1155,70,120,158,149,208,631,650,290
E01026077,1498,684,814,107,145,135,179,133,359,252,188
E01026078,1132,527,605,56,101,92,107,136,263,245,132
E01026079,1899,938,961,59,110,120,171,159,458,532,290
E01026080,2004,976,1028,73,109,94,185,144,557,544,298
E01026081,2393,1188,1205,122,156,176,362,265,644,415,253
E01026082,2364,1168,1196,65,133,128,160,145,647,652,434
E01026083,1867,888,979,124,196,127,264,197,446,329,184
E01026084,1657,810,847,86,165,149,211,170,409,312,155
E01026085,2361,1103,1258,127,129,88,251,253,465,641,407
E01026087,1428,648,780,146,210,110,191,189,327,193,62
E01026088,1422,663,759,60,98,84,104,147,378,289,262
E01026089,2069,998,1071,76,109,125,198,176,539,543,303
E01026090,1398,643,755,41,117,66,121,118,348,354,233
E01026091,1110,530,580,49,116,72,96,142,300,196,139
E01026092,1454,742,712,78,113,110,193,173,409,282,96
E01026093,1655,887,768,93,100,97,251,204,479,303,128
E01026094,2128,1009,1119,112,173,155,213,191,531,454,299
E01026095,1248,613,635,45,74,75,140,132,320,297,165
E01026096,1563,760,803,73,118,119,133,150,460,311,199
E01026097,1559,712,847,58,86,94,123,122,377,401,298
E01026098,2062,1040,1022,88,139,148,181,166,571,473,296
E01026099,2042,1021,1021,53,124,99,157,136,537,642,294
E01026100,1936,923,1013,137,177,131,300,203,469,322,197
E01026101,1381,669,712,78,143,84,148,137,316,272,203
E01026102,2325,1128,1197,96,132,153,234,185,632,603,290
E01026103,2134,1015,1119,39,75,81,139,90,437,748,525
E01026104,2127,996,1131,53,109,84,109,101,425,803,443
E01026105,2200,1070,1130,69,132,117,147,155,589,659,332
E01026106,1281,595,686,33,66,86,131,95,353,320,197
E01026107,1297,616,681,68,107,117,127,117,387,308,66
E01026108,2545,1210,1335,165,256,191,320,359,683,390,181
E01026109,2070,1041,1029,49,75,49,114,74,466,824,419
E01026110,1549,734,815,61,71,84,149,103,389,474,218
