pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01012818,1166,568,598,69,95,77,156,143,298,222,106
E01012819,1321,642,679,69,124,68,192,210,374,224,60
E01012820,1289,648,641,51,142,106,182,186,389,161,72
E01012821,1573,751,822,71,129,111,202,188,409,304,159
E01012822,1419,685,734,79,117,75,194,176,383,229,166
E01012823,797,373,424,54,68,64,112,111,179,135,74
E01012824,1929,935,994,94,140,109,233,222,528,300,303
E01012825,1374,668,706,50,83,85,152,147,370,357,130
E01012826,1452,677,775,97,125,110,196,174,324,277,149
E01012827,1547,749,798,73,89,55,236,154,378,332,230
E01012828,1442,713,729,107,131,83,196,166,373,242,144
E01012829,1793,888,905,83,154,94,210,289,450,351,162
E01012830,1362,654,708,86,115,60,144,155,342,312,148
E01012832,1748,823,925,172,166,106,335,288,409,216,56
E01012833,1528,744,784,130,199,120,264,210,330,194,81
E01012834,1666,799,867,144,254,146,258,237,323,202,102
E01012835,967,487,480,37,28,21,103,93,229,319,137
E01012836,1415,779,636,72,110,89,214,231,375,245,79
E01012837,1622,774,848,114,163,117,247,196,345,276,164
E01012838,1558,734,824,139,212,172,263,215,301,174,82
E01012839,1235,586,649,79,106,98,171,143,304,243,91
E01012840,1521,730,791,122,200,121,252,184,327,214,101
E01012841,1570,738,832,147,194,145,245,239,310,205,85
E01012842,1586,758,828,138,234,167,273,206,334,167,67
E01012843,1505,681,824,151,175,112,247,204,300,209,107
E01012844,1247,561,686,109,132,68,182,186,301,199,70
E01012845,1521,775,746,134,199,143,283,202,303,180,77
E01012846,1364,660,704,137,175,97,226,193,284,166,86
E01012847,1355,660,695,130,198,129,215,216,256,156,55
E01012848,2362,1855,507,103,91,61,613,558,649,200,87
E01012849,1568,751,817,87,181,128,210,221,386,253,102
E01012850,1964,1172,792,111,166,122,452,380,515,167,51
E01012851,2482,1448,1034,127,138,93,583,554,629,227,131
E01012852,1783,971,812,89,154,108,350,286,499,213,84
E01012854,2226,1241,985,151,215,83,317,475,608,276,101
E01012855,1871,1007,864,149,160,107,286,302,492,274,101
E01012856,1716,921,795,110,174,117,237,276,404,282,116
E01012857,1786,967,819,109,184,124,289,289,506,224,61
E01012858,1943,925,1018,146,208,142,271,317,443,298,118
E01012859,1517,776,741,123,162,111,291,247,361,181,41
E01012860,2503,1250,1253,196,307,168,395,464,588,284,101
E01012862,1270,614,656,83,115,77,208,184,315,188,100
E01012863,2150,1070,1080,223,207,146,400,353,504,223,94
E01012864,1864,1073,791,124,160,138,412,349,468,160,53
E01012865,1226,626,600,67,146,78,226,168,311,178,52
E01012866,1635,856,779,92,129,79,517,276,354,118,70
