house..sa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
S00093315,52,9,3,27,12,1,0,0
S00093316,49,10,6,19,10,1,0,3
S00093317,41,6,4,19,11,0,1,0
S00093318,41,11,2,19,4,1,0,4
S00093319,44,11,1,24,5,0,0,3
S00093320,54,7,18,9,10,7,1,2
S00093321,40,3,9,12,6,6,1,3
S00093322,56,13,2,28,10,1,0,2
S00093323,66,12,16,19,8,5,2,4
S00093324,58,6,24,13,7,3,3,2
S00093325,52,14,10,18,7,2,0,1
S00093326,48,1,9,14,17,4,0,3
S00093327,47,6,3,23,8,4,0,3
S00093328,59,10,8,18,13,8,0,2
S00093329,60,8,13,19,6,12,0,2
S00093330,47,6,5,12,15,4,0,5
S00093331,45,5,8,12,8,8,0,4
S00093332,69,8,13,31,13,0,3,1
S00093333,43,2,1,24,11,0,2,3
S00093334,99,12,6,64,13,2,0,2
S00093335,71,3,20,12,13,14,5,4
S00093336,63,8,17,13,9,9,0,7
S00093337,40,1,8,10,9,6,1,5
S00093338,40,7,8,18,4,3,0,0
S00093339,62,8,3,33,15,1,1,1
S00093340,49,12,16,14,4,2,0,1
S00093341,29,5,4,12,4,1,0,3
S00093342,69,7,25,14,7,12,1,3
S00093343,38,16,0,19,2,0,0,1
S00093344,56,5,4,23,18,5,1,0
S00093345,51,13,2,24,9,2,0,1
S00093346,41,8,2,22,7,1,0,1
S00093347,23,2,1,16,3,0,0,1
S00093348,34,7,1,22,3,1,0,0
S00093349,62,20,5,21,11,0,1,4
S00093350,67,20,15,14,9,4,1,4
S00093351,59,18,16,13,7,0,0,5
S00093352,37,3,14,8,9,1,0,2
S00093353,73,20,19,25,4,3,0,2
S00093354,57,20,13,14,4,4,0,2
S00093355,75,20,16,20,9,4,1,5
S00093356,40,10,7,10,6,3,0,4
S00093357,56,2,19,19,5,8,0,3
S00093358,55,8,14,19,8,3,0,3
S00093359,51,7,20,15,5,2,0,2
S00093360,51,15,10,16,6,2,0,2
S00093361,55,13,13,13,9,2,0,5
S00093362,69,12,20,22,6,6,0,3
S00093363,56,10,20,17,6,1,0,2
S00093364,35,10,8,7,4,3,1,2
S00093365,46,2,10,21,11,2,0,0
S00093366,72,9,18,17,12,9,0,7
S00093367,32,6,10,9,6,1,0,0
S00093368,48,13,4,15,11,2,1,2
S00093369,41,14,12,11,3,1,0,0
S00093370,65,10,16,24,7,4,0,4
S00093371,45,6,15,9,7,3,2,3
S00093372,65,7,26,18,5,5,0,4
S00093373,32,6,11,10,3,1,0,1
S00093374,64,2,2,30,27,2,1,0
S00093375,57,3,6,31,10,5,0,2
S00093376,77,5,11,26,28,2,2,3
S00093377,73,9,4,40,14,2,2,2
S00093378,39,4,4,22,6,3,0,0
S00093379,35,0,17,4,4,8,1,1
S00093380,45,5,8,15,8,5,1,3
S00093381,55,5,12,25,5,4,0,4
S00093382,47,0,13,6,12,11,1,4
S00093383,37,7,5,12,7,3,0,3
S00093384,54,4,14,15,11,8,0,2
S00093385,68,16,22,14,7,5,0,4
S00093386,45,6,4,19,11,2,2,1
S00093387,34,2,7,17,7,0,1,0
S00093388,63,6,18,23,12,1,0,3
S00093389,41,8,0,27,2,1,0,3
S00093390,37,3,2,21,9,0,1,1
S00093391,70,12,4,39,12,2,0,1
S00093392,51,8,8,20,9,3,2,1
S00093393,49,10,4,15,9,7,1,3
S00093394,45,7,4,18,11,2,1,2
S00093395,55,9,3,23,8,7,0,5
S00093396,39,7,1,14,9,3,2,3
S00093397,65,6,6,29,9,4,3,8
S00093398,47,5,1,27,11,3,0,0
S00093399,51,6,10,14,4,12,0,5
S00093400,43,4,14,10,9,4,0,2
S00093401,24,3,4,7,8,1,0,1
S00093402,55,10,9,16,11,5,0,4
S00093403,67,10,6,22,16,6,1,6
S00093404,48,5,3,17,10,2,6,5
S00093405,55,2,4,21,11,6,2,9
S00093406,40,2,1,12,12,5,1,7
S00093407,44,9,12,8,5,5,2,3
S00093408,34,4,15,7,3,3,0,2
S00093409,56,4,19,11,14,4,0,4
S00093410,68,7,6,17,17,15,1,5
S00093411,34,5,5,10,4,8,0,2
S00093412,47,12,9,10,6,7,0,3
S00093413,38,6,9,7,6,7,0,3
S00093414,32,3,4,11,5,7,2,0
S00093415,49,8,3,13,10,10,1,4
S00093416,50,4,6,15,7,15,0,3
S00093417,31,2,8,4,3,10,1,3
S00093418,21,1,2,8,5,2,0,3
S00093419,42,5,4,6,12,3,0,12
S00093420,72,1,8,14,28,9,3,9
S00093421,59,0,11,15,15,11,1,6
S00093422,47,2,5,17,13,3,2,5
S00093423,47,6,4,25,5,3,1,3
S00093424,43,6,2,19,9,3,0,4
S00093425,69,33,9,23,3,0,0,1
S00093431,71,12,4,36,15,0,0,4
S00093432,27,4,2,11,8,1,0,1
S00093433,68,8,12,27,17,0,1,3
S00093528,53,12,6,24,4,4,1,2
S00093529,60,9,7,16,16,2,3,7
S00093530,56,12,12,19,10,2,1,0
S00093531,56,11,9,21,8,2,0,5
S00093532,48,4,18,16,6,2,0,2
S00093533,59,9,6,27,9,4,1,3
S00093573,51,25,8,9,6,0,0,3
S00093574,44,9,8,12,11,2,0,2
S00093575,62,13,14,20,8,1,0,6
S00093576,39,3,8,18,7,3,0,0
S00093577,48,6,10,23,7,1,0,1
S00093578,35,5,9,9,6,4,0,2
S00093579,45,8,13,17,6,0,1,0
S00093580,72,11,24,14,11,5,0,7
S00093581,40,4,11,13,5,4,1,2
S00093582,48,2,10,10,10,10,2,4
S00093583,36,1,13,3,9,5,3,2
S00093584,28,5,8,8,6,0,0,1
S00093585,48,2,28,11,3,1,0,3
S00093586,61,11,20,11,5,7,2,5
S00093587,60,7,22,9,12,5,0,5
S00093588,66,9,41,7,2,3,0,4
S00093589,40,2,15,11,4,3,0,5
S00093590,52,9,11,9,9,8,0,6
S00093591,82,7,39,14,7,11,0,4
S00093592,48,3,16,15,11,0,0,3
S00093593,52,30,7,6,1,3,1,4
S00093594,75,3,28,20,10,8,1,5
S00093595,74,2,34,13,10,14,0,1
S00093596,65,7,33,5,5,6,4,5
S00093597,63,7,21,22,8,2,0,3
S00093598,66,5,20,10,12,14,0,5
S00093599,70,33,13,15,4,3,0,2
S00093600,35,6,9,11,4,2,1,2
S00093601,44,4,16,13,4,5,0,2
S00093602,58,8,21,19,5,4,0,1
S00093603,34,6,8,11,5,1,1,2
S00093604,42,9,7,14,3,7,0,2
S00093605,36,3,2,14,8,3,0,6
S00093606,35,8,11,12,3,0,0,1
S00093607,57,9,14,15,7,5,2,5
S00093608,73,19,6,36,10,0,0,2
S00093609,42,7,8,20,5,1,0,1
S00093610,49,11,5,14,10,4,0,5
S00093611,65,4,18,21,12,4,1,5
S00093612,47,8,5,21,8,2,0,3
S00093613,62,6,19,19,12,1,1,4
S00093614,59,16,13,19,7,2,1,1
S00093615,71,23,27,11,3,6,0,1
S00093616,61,6,29,9,6,4,0,7
S00093617,45,5,18,7,7,4,1,3
S00093618,55,2,25,10,11,4,0,3
S00093619,33,3,2,8,8,5,0,7
S00093620,54,9,14,20,9,0,0,2
S00093621,60,9,10,21,10,6,2,2
S00093622,41,16,11,7,1,1,0,5
S00093623,51,13,13,17,3,2,1,2
S00093624,51,24,15,4,3,0,0,5
S00093625,46,9,13,14,4,1,2,3
S00093626,59,8,18,22,6,2,0,3
S00093627,49,8,17,8,5,4,0,7
S00093628,38,4,16,7,3,5,1,2
S00093629,37,5,4,10,9,6,0,3
S00093630,65,11,6,31,9,2,0,6
S00093631,44,10,9,17,6,0,0,2
S00093632,59,6,8,29,12,3,1,0
S00093633,69,12,9,25,15,4,2,2
S00093634,60,5,10,15,12,13,0,5
S00093635,43,4,4,21,7,5,0,2
S00093636,60,9,9,31,9,0,0,2
S00093637,62,20,22,14,1,1,0,4
S00093638,52,6,7,18,11,4,1,5
S00093639,49,9,7,17,12,2,0,2
S00093640,47,8,6,15,12,2,2,2
S00093641,46,9,8,14,4,4,2,5
S00093642,55,6,15,19,6,6,0,3
S00093643,31,2,0,12,11,0,2,4
S00093644,63,2,27,13,11,5,0,5
S00093645,58,4,3,25,20,4,0,2
S00093646,33,0,13,9,5,4,0,2
S00093647,53,7,8,13,8,13,1,3
S00093648,53,7,1,29,12,0,1,3
S00093649,67,8,1,43,13,0,0,2
S00093650,57,10,3,31,10,0,2,1
S00093651,67,6,13,19,11,12,2,4
S00093652,45,4,4,24,9,4,0,0
S00093653,42,7,4,17,10,3,0,1
S00093654,75,15,23,26,6,2,0,3
S00093655,62,11,13,24,12,0,0,2
S00093656,61,19,20,14,3,4,0,1
S00093657,57,4,8,10,27,4,3,1
S00093658,57,8,37,5,1,1,0,5
S00093659,27,2,1,14,4,3,0,3
S00093660,40,5,8,12,5,7,0,3
S00093661,45,5,5,20,13,0,0,2
S00093662,33,2,3,12,12,2,0,2
S00093663,77,6,7,38,20,3,0,3
S00093664,50,13,16,11,6,3,1,0
S00093665,53,4,3,35,8,1,1,1
S00093666,54,12,6,29,6,0,0,1
S00093667,42,9,16,13,0,3,0,1
S00093668,44,11,17,9,4,2,1,0
S00093669,55,10,30,5,6,2,1,1
S00093670,66,4,24,20,14,3,0,1
S00093671,54,6,6,27,10,2,0,3
S00093672,67,13,17,19,3,10,1,4
S00093673,76,5,25,23,11,6,0,6
S00093674,51,6,20,14,7,2,0,2
S00093675,52,10,11,15,8,4,0,4
S00093676,58,11,15,19,6,2,2,3
S00093677,57,6,12,20,5,8,0,6
S00093678,74,23,10,29,6,2,1,3
S00093679,50,31,5,11,0,0,1,2
S00093680,55,13,3,22,11,2,1,3
S00093681,58,9,2,36,6,1,0,4
S00093682,40,6,7,15,6,1,1,4
S00093683,44,4,4,23,5,2,2,4
S00093684,57,13,3,24,10,3,0,4
S00093685,50,6,2,22,14,1,1,4
S00093686,38,5,3,18,10,1,0,1
S00093687,42,6,2,18,9,5,0,2
S00093688,47,19,16,11,1,0,0,0
S00093689,44,2,11,12,9,4,1,5
S00093690,67,9,14,33,10,0,0,1
S00093691,79,5,11,30,21,7,0,5
S00093692,64,9,11,28,10,1,0,5
S00093693,44,8,8,14,9,2,0,3
S00093694,57,10,6,22,14,0,1,4
S00093695,44,11,5,14,7,2,0,5
S00093696,59,10,3,30,10,2,2,2
S00093697,54,11,14,15,8,3,0,3
S00093698,68,12,35,9,8,3,1,0
S00093699,62,10,24,13,7,3,2,3
S00093700,63,8,25,8,16,4,1,1
S00093701,26,2,1,9,7,3,1,3
S00093702,33,5,3,17,3,2,0,3
S00093703,49,8,13,13,5,6,1,3
S00093704,31,2,12,4,6,3,0,4
S00093705,78,21,5,23,15,9,1,4
S00093706,54,8,20,9,7,4,0,6
S00093707,34,4,16,9,3,1,1,0
S00093708,53,16,9,7,7,6,1,7
S00093709,42,13,12,6,4,4,0,3
S00093710,71,3,21,10,17,11,2,7
S00093711,39,3,7,10,11,4,1,3
S00093712,49,17,15,9,4,1,1,2
S00093713,50,5,6,23,9,3,0,4
S00093714,68,6,6,22,17,7,2,8
S00093715,54,7,6,18,11,7,1,4
S00093716,49,9,2,17,14,2,0,5
S00093717,42,6,7,14,4,4,3,4
S00093718,51,17,12,9,12,1,0,0
S00093719,27,6,7,11,2,1,0,0
S00093720,40,9,8,12,9,2,0,0
S00093721,50,7,4,17,14,8,0,0
S00093722,60,6,6,32,11,0,1,4
S00093723,45,6,8,18,9,2,0,2
S00093724,34,5,2,10,11,4,0,2
S00093725,63,16,10,18,11,4,0,4
S00093726,63,29,3,24,3,1,0,3
S00093727,57,15,9,21,8,2,0,2
S00093728,67,14,5,28,14,5,0,1
S00093729,60,10,6,35,9,0,0,0
S00093730,45,4,7,14,14,5,0,1
S00093731,47,2,11,20,8,3,0,3
S00093732,40,8,6,12,11,0,0,3
S00093733,50,15,9,13,8,1,1,3
S00093735,43,10,6,17,9,0,0,1
S00093741,66,6,4,30,17,1,1,7
S00093742,65,6,15,23,13,5,0,3
S00093743,29,0,5,12,10,2,0,0
S00093744,54,7,8,20,12,1,3,3
S00093745,47,4,9,18,13,1,1,1
S00093746,28,2,5,16,5,0,0,0
S00093747,84,4,29,34,9,0,2,6
S00093748,48,3,7,18,11,0,3,6
S00093749,27,4,3,12,6,1,1,0
S00093750,25,2,8,8,4,1,1,1
S00093751,32,0,2,5,23,1,0,1
S00093752,34,2,8,16,7,1,0,0
S00093754,40,3,5,17,13,1,0,1
S00093755,58,3,13,19,14,8,0,1
S00093756,54,4,1,29,16,1,0,3
S00093757,61,7,2,26,20,0,3,3
S00093758,51,0,0,6,41,2,2,0
S00093759,39,0,1,9,25,2,2,0
S00093760,63,2,4,10,44,1,2,0
S00093761,47,5,4,23,11,1,1,2
S00093762,49,15,5,22,5,1,0,1
S00093763,63,9,9,20,19,2,0,4
S00093764,46,7,8,20,8,2,0,1
S00093765,50,1,4,24,15,2,2,2
S00093766,36,1,8,15,5,2,3,2
S00093767,50,10,12,13,9,4,1,1
S00093769,64,6,5,24,24,2,0,3
S00093770,69,9,5,39,11,2,1,2
S00093771,62,6,3,42,5,1,0,5
S00093772,41,6,2,19,8,2,0,4
S00093773,23,1,0,13,9,0,0,0
S00093774,59,3,4,28,21,3,0,0
S00093775,36,12,9,8,4,1,1,1
S00093777,37,5,3,20,4,3,0,2
S00093778,33,3,4,14,6,3,0,3
S00093779,43,1,8,15,9,4,2,4
S00093780,41,4,6,24,4,0,0,3
S00093781,30,3,9,13,2,1,0,2
S00093782,54,6,5,23,8,5,0,7
S00093783,49,6,7,25,4,3,1,3
S00093784,49,8,7,15,10,3,1,5
S00093785,43,7,9,12,11,2,0,2
S00093786,46,3,5,22,7,2,1,6
S00093787,73,11,4,31,19,2,3,3
S00093798,27,4,2,16,3,2,0,0
S00093799,34,9,5,12,8,0,0,0
S00093804,73,9,15,33,10,3,1,2
S00093805,45,11,17,11,5,0,0,1
S00093806,57,15,13,17,7,2,1,2
S00093807,40,1,7,17,12,0,1,2
S00093808,36,3,12,7,7,3,0,4
S00093809,36,6,15,4,4,1,1,5
S00093810,29,4,2,15,7,1,0,0
S00093811,50,3,11,19,7,5,0,5
S00093812,41,12,7,17,4,0,0,1
S00093813,43,7,19,11,1,2,0,3
S00093815,37,2,9,17,9,0,0,0
S00093816,75,10,6,40,16,2,0,1
S00093817,40,10,3,24,2,0,0,1
S00093818,59,6,9,19,11,5,1,8
S00093819,58,16,14,15,3,5,0,5
S00093820,61,4,5,32,14,4,0,2
S00093821,38,4,5,26,3,0,0,0
S00093822,109,14,17,54,15,4,1,4
S00093827,39,5,10,14,7,1,0,2
S00093828,56,3,14,26,10,0,1,2
S00093829,48,8,13,9,9,6,1,2
S00093830,39,12,8,11,5,2,0,1
S00093831,44,6,1,21,10,2,2,2
S00093832,35,2,0,19,10,2,0,2
S00093833,58,6,8,18,21,1,2,2
S00093834,47,6,6,20,12,3,0,0
S00093835,43,4,7,11,13,5,0,3
S00093836,46,5,3,24,9,1,0,4
S00093838,32,0,4,23,4,1,0,0
S00093840,55,5,8,20,19,1,1,1
S00093841,31,1,4,15,7,2,0,2
S00093842,58,2,1,15,33,5,2,0
S00093843,28,7,2,8,9,1,0,1
S00093844,56,5,3,25,18,3,1,1
S00093845,73,15,5,38,8,0,1,6
S00093846,29,4,2,15,6,0,1,1
S00093847,50,2,12,17,7,6,0,6
S00093848,64,3,10,33,13,1,0,4
S00093849,48,3,10,25,9,1,0,0
S00093850,50,8,5,24,9,0,0,4
S00093851,65,7,4,42,9,0,3,0
S00093852,61,5,6,37,9,2,0,2
S00093853,42,4,6,21,9,0,1,1
S00093854,45,4,9,18,7,1,1,5
S00093855,55,2,7,34,9,2,1,0
S00093857,32,3,3,16,7,0,0,3
S00093858,62,8,5,28,19,1,0,1
S00093859,70,2,5,23,34,2,3,1
S00093860,27,3,2,13,6,3,0,0
S00093861,56,3,6,25,19,0,2,1
S00093862,50,8,3,23,10,2,2,2
S00093863,30,3,7,12,6,0,0,2
S00093864,65,5,6,29,15,4,4,2
S00093865,67,5,6,33,17,2,2,2
S00093866,45,2,5,18,15,3,1,1
S00093867,34,1,5,16,8,2,0,2
S00093868,75,7,5,31,28,1,0,3
S00093869,34,3,4,14,10,2,0,1
S00093870,51,5,1,26,14,1,0,4
S00093871,50,5,1,24,17,2,0,1
S00093872,52,2,5,29,10,3,0,3
S00093873,51,2,3,23,14,4,2,3
S00093874,45,9,14,15,4,2,0,1
S00093875,55,4,19,16,9,3,0,4
S00093876,55,8,3,33,10,0,0,1
S00093877,55,9,3,30,9,1,0,3
S00093878,44,11,3,18,9,1,1,1
S00093879,43,4,5,10,22,1,0,1
S00093880,52,7,3,28,8,2,0,4
S00093881,30,3,4,14,6,2,1,0
S00093882,22,0,4,12,4,1,0,1
S00093883,78,3,18,33,15,5,3,1
S00093884,34,9,2,16,3,2,1,1
S00093885,68,8,5,31,19,1,1,3
S00093886,77,32,4,28,9,1,0,3
S00093887,48,6,3,20,13,1,1,4
S00093888,60,5,7,21,10,7,3,7
S00093889,51,3,14,19,10,2,0,3
S00093890,25,2,4,7,6,2,0,4
S00093891,51,5,5,12,13,10,4,2
S00093892,45,5,13,10,12,4,1,0
S00093893,46,5,23,6,8,1,1,2
S00093894,75,14,34,10,4,7,0,6
S00093895,63,7,33,8,5,7,1,2
S00093896,42,14,13,10,4,0,0,1
S00093897,67,7,28,14,7,8,0,3
S00093898,64,2,4,33,18,3,1,3
S00093899,61,10,15,18,7,5,3,3
S00093900,39,1,11,11,6,7,1,2
S00093901,58,10,7,24,10,5,0,2
S00093902,36,3,18,5,3,3,1,3
S00093903,64,1,8,13,18,21,3,0
S00093904,60,4,1,19,29,1,5,1
S00093905,69,8,22,30,3,4,1,1
S00093906,36,9,3,17,6,0,0,1
S00093907,46,22,5,10,6,1,0,2
S00093908,46,12,7,20,3,3,0,1
S00093909,52,2,3,32,11,2,0,2
S00093910,65,1,8,23,20,7,1,5
S00093911,32,4,2,15,6,2,0,3
S00093912,62,3,15,31,8,1,0,4
S00093913,54,13,2,30,7,0,0,2
S00093914,39,25,3,7,4,0,0,0
S00093915,50,7,4,21,10,5,0,3
S00093916,50,33,5,12,0,0,0,0
S00093917,58,0,7,16,13,17,3,2
S00093918,40,1,16,7,8,3,0,5
S00093919,56,5,3,27,14,1,2,4
S00093920,58,6,8,24,15,2,0,3
S00093946,35,8,7,11,6,1,0,2
S00093947,75,32,10,22,6,2,0,3
S00093948,77,26,25,19,3,2,0,2
S00093949,44,14,14,9,3,2,0,2
S00093950,57,6,21,12,7,2,1,8
S00093951,42,3,16,12,4,2,2,3
S00093952,45,9,7,15,5,2,1,6
S00093953,41,3,12,12,5,6,1,2
S00093954,37,11,4,13,5,2,0,2
S00093955,60,2,3,10,23,19,0,3
S00093956,55,2,6,27,16,0,1,3
S00093957,48,0,4,18,14,8,1,3
S00093958,36,15,4,7,4,4,0,2
S00093959,66,10,31,13,1,3,3,5
S00093960,26,7,4,6,6,2,0,1
S00093961,59,10,7,23,15,4,0,0
S00093962,67,6,20,18,9,9,0,5
S00093963,71,7,11,19,14,13,2,5
S00093964,26,1,2,16,4,2,0,1
S00093965,70,4,6,36,16,1,1,6
S00093966,36,5,4,19,6,0,0,2
S00093967,45,10,2,22,7,3,0,1
S00093968,62,19,2,29,11,0,1,0
S00093969,44,5,7,24,6,0,1,1
S00093970,58,10,7,36,4,0,0,1
S00093971,58,24,13,9,5,6,0,1
S00093972,77,10,5,45,8,3,1,5
S00093973,59,8,7,28,8,3,0,5
S00093974,66,9,11,28,9,6,0,3
S00093975,23,2,2,9,9,1,0,0
S00093976,31,2,3,19,4,0,2,1
S00093977,45,6,3,18,16,0,1,1
S00093978,58,4,7,17,26,2,0,2
S00093979,58,9,4,29,12,2,1,1
S00093980,34,4,5,16,6,2,0,1
S00093981,64,6,10,32,12,2,0,2
S00093982,45,7,8,15,12,2,0,1
S00093983,61,3,4,23,17,9,2,3
S00093984,54,3,9,20,14,2,2,4
S00093985,39,5,2,22,7,2,1,0
S00093986,56,0,12,20,18,4,0,2
S00093987,52,3,8,28,10,1,0,2
S00093988,57,2,5,25,19,2,3,1
S00093989,28,1,2,8,12,2,1,2
S00093990,26,1,1,7,12,1,3,1
S00093991,65,1,2,19,39,1,1,2
S00098439,26,0,3,3,1,0,0,19
S00098440,43,1,20,6,1,2,0,13
S00098441,63,0,28,6,2,0,0,27
S00098442,31,0,12,1,0,0,1,17
S00098443,63,3,15,6,2,1,1,35
S00098444,62,10,13,15,0,3,0,21
S00098445,57,7,21,10,8,2,0,9
S00098446,60,1,26,14,2,3,0,14
S00098447,78,6,44,15,2,0,0,11
S00098448,70,5,44,8,2,3,1,7
S00098449,51,4,21,4,7,6,1,8
S00098450,69,6,16,19,6,2,3,17
S00098451,48,0,11,7,0,2,0,28
S00098452,44,0,15,3,2,5,0,19
S00098453,71,0,42,8,2,1,0,18
S00098454,71,2,20,14,3,2,0,30
S00098455,44,1,16,13,2,2,1,9
S00098456,51,3,28,10,2,0,0,8
S00098457,47,3,10,11,2,1,3,17
S00098458,56,2,19,14,2,0,0,19
S00098459,51,3,22,10,0,0,1,15
S00098460,36,3,2,5,3,3,1,19
S00098461,77,0,16,12,4,3,1,41
S00098462,58,20,9,10,3,1,1,14
S00098463,67,0,12,5,0,1,0,49
S00098464,44,1,8,9,0,2,0,24
S00098465,41,1,22,4,3,1,0,10
S00098466,42,1,24,6,3,2,0,6
S00098467,52,4,36,2,2,1,0,7
S00098468,56,0,33,7,1,0,0,15
S00098469,34,0,18,1,2,0,0,13
S00098470,72,2,38,8,0,2,3,19
S00098471,38,0,25,4,3,2,0,4
S00098472,64,5,35,4,1,10,1,8
S00098473,74,1,39,7,1,0,0,26
S00098474,72,2,30,5,2,0,1,32
S00098475,45,4,15,7,3,6,1,9
S00098476,77,8,21,16,1,9,1,21
S00098477,50,2,23,5,3,6,1,10
S00098478,41,2,24,7,3,4,0,1
S00098479,85,44,20,12,0,0,0,9
S00098480,77,3,10,7,9,4,0,44
S00098481,34,0,15,5,3,5,1,5
S00098482,48,1,10,2,6,7,2,20
S00098483,61,3,35,12,1,3,0,7
S00098484,78,2,35,17,6,7,0,11
S00098485,41,0,27,6,1,1,0,6
S00098486,42,7,22,5,4,0,0,4
S00098487,50,10,28,2,2,1,1,6
S00098488,75,9,32,5,3,8,1,17
S00098489,62,2,30,14,1,4,0,11
S00098490,55,7,2,27,9,6,1,3
S00098491,48,10,3,21,9,1,0,4
S00098492,31,0,4,5,15,1,1,5
S00098493,40,7,4,17,9,3,0,0
S00098494,65,9,21,13,8,1,0,13
S00098495,61,7,8,23,16,3,0,4
S00098496,42,8,6,14,9,0,2,3
S00098497,53,5,6,24,12,4,1,1
S00098498,23,3,3,9,3,0,1,4
S00098499,49,8,3,23,13,0,0,2
S00098500,71,10,2,36,9,2,0,12
S00098501,54,11,1,24,12,0,2,4
S00098502,50,6,2,30,7,0,1,4
S00098503,31,3,3,11,8,3,0,3
S00098504,68,6,14,32,11,1,0,4
S00098505,47,7,5,13,15,0,0,7
S00098506,64,12,3,24,16,3,1,5
S00098507,48,6,9,16,5,3,0,9
S00098508,58,7,7,23,14,0,1,6
S00098509,46,4,3,20,13,0,1,5
S00098510,39,4,15,7,0,2,0,11
S00098511,48,5,22,6,1,0,0,14
S00098512,49,13,11,13,7,0,0,5
S00098513,32,1,14,7,2,2,1,5
S00098514,59,8,35,9,2,2,0,3
S00098515,49,2,33,2,1,3,1,7
S00098516,43,11,16,12,1,0,0,3
S00098517,35,11,8,7,2,1,0,6
S00098518,32,3,10,7,4,0,0,8
S00098519,49,10,12,15,2,1,0,9
S00098520,48,9,8,18,9,4,0,0
S00098521,63,26,16,12,1,1,0,7
S00098522,71,11,27,10,5,0,0,18
S00098523,66,5,19,8,5,3,0,26
S00098524,62,1,19,12,4,5,2,19
S00098525,59,10,20,14,1,1,2,11
S00098526,66,18,12,16,3,2,1,14
S00098527,49,5,27,8,2,0,0,7
S00098528,34,0,20,8,0,0,0,6
S00098529,39,1,24,6,2,3,0,3
S00098530,45,0,14,10,4,3,1,13
S00098531,34,0,11,7,3,3,1,9
S00098532,96,5,49,18,7,1,1,15
S00098533,50,5,11,12,7,1,0,14
S00098534,57,2,19,13,3,3,1,16
S00098535,33,7,5,6,8,2,1,4
S00098536,50,18,3,17,6,1,0,5
S00098537,55,7,9,14,2,3,0,20
S00098538,57,6,13,14,7,0,0,17
S00098539,52,6,13,11,11,5,2,4
S00098540,58,11,12,24,9,0,0,2
S00098541,57,2,29,13,3,2,0,8
S00098542,30,7,3,11,6,1,0,2
S00098543,60,2,17,8,1,4,0,28
S00098544,47,36,2,9,0,0,0,0
S00098545,41,3,18,11,2,1,0,6
S00098546,49,5,5,19,10,6,0,4
S00098547,64,6,7,35,8,0,2,6
S00098548,59,15,2,25,10,2,0,5
S00098549,72,6,8,16,25,8,1,8
S00098550,21,1,4,9,2,3,1,1
S00098551,44,1,5,23,10,1,1,3
S00098552,72,9,5,25,8,13,2,10
S00098553,58,7,8,16,6,9,2,10
S00098554,42,7,1,19,7,3,1,4
S00098555,39,6,3,13,5,1,1,10
S00098556,56,11,5,17,9,8,1,5
S00098557,44,27,5,7,2,1,1,1
S00098558,47,9,8,16,3,5,0,6
S00098559,51,13,8,17,8,2,0,3
S00098560,64,4,22,20,11,3,0,4
S00098561,56,8,7,17,9,11,1,3
S00098562,47,10,7,21,4,2,1,2
S00098563,43,12,1,18,8,1,0,3
S00098564,50,6,2,35,5,2,0,0
S00098565,57,12,8,27,6,1,1,2
S00098566,55,11,34,6,2,0,0,2
S00098567,56,7,11,20,10,1,1,6
S00098568,58,8,11,25,5,2,3,4
S00098569,41,5,8,18,7,1,1,1
S00098570,45,10,2,24,7,2,0,0
S00098571,52,7,5,26,12,1,0,1
S00098572,43,2,2,23,10,2,1,3
S00098573,39,4,11,9,10,2,0,3
S00098574,48,2,6,14,8,10,0,8
S00098575,43,8,7,18,5,3,0,2
S00098576,65,52,2,8,0,1,0,2
S00098577,52,11,7,14,9,8,0,3
S00098578,61,28,24,3,2,1,1,2
S00098579,52,10,4,15,9,3,1,10
S00098580,67,3,36,9,7,7,0,5
S00098581,32,1,12,8,3,7,0,1
S00098582,47,8,11,6,2,14,0,6
S00098583,63,2,30,9,4,5,0,13
S00098584,50,4,15,10,4,7,0,10
S00098585,46,7,9,16,3,6,0,5
S00098586,38,7,13,4,6,4,0,4
S00098587,83,16,36,10,7,3,0,11
S00098588,55,18,23,8,2,0,1,3
S00098589,54,24,10,18,0,0,0,2
S00098590,64,19,18,16,4,1,0,6
S00098591,49,22,6,12,2,0,0,7
S00098592,76,16,26,21,3,3,0,7
S00098593,78,18,34,12,4,0,1,9
S00098594,59,2,27,11,4,7,0,8
S00098595,38,1,27,3,1,4,0,2
S00098596,76,1,43,20,4,2,0,6
S00098597,40,0,19,11,1,1,0,8
S00098598,41,2,21,10,2,1,0,5
S00098599,70,1,37,10,2,7,0,13
S00098600,63,2,33,9,5,4,0,10
S00098601,53,0,32,4,1,1,0,15
S00098602,71,0,41,13,3,4,1,9
S00098603,62,4,18,9,8,10,1,12
S00098604,76,4,50,9,5,0,0,8
S00098605,66,0,10,13,22,14,1,6
S00098606,40,2,14,6,12,3,2,1
S00098607,32,0,3,7,6,16,0,0
S00098608,59,2,6,16,28,6,1,0
S00098609,72,3,24,13,13,10,3,6
S00098610,34,3,11,8,7,3,0,2
S00098611,49,5,14,9,4,11,3,3
S00098612,47,5,13,10,4,4,4,7
S00098613,55,35,5,4,1,4,1,5
S00098614,29,2,13,2,4,5,1,2
S00098615,76,1,15,12,15,28,1,4
S00098616,69,5,24,9,5,15,3,8
S00098617,57,9,34,6,2,1,0,5
