ethn..sa_id,ethn..total_persons,ethn..ethnic_group_e_s_w_white_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00091374,105,104,0,0,0,0,0,0,1,0,0,104,0,1,0,0
S00091375,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00091377,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00091378,118,114,0,4,0,0,0,0,0,0,0,114,0,0,4,0
S00091379,179,169,0,3,1,5,0,0,1,0,0,169,0,7,3,0
S00091380,96,93,0,2,0,0,0,0,0,1,0,93,1,0,2,0
S00091381,161,158,0,0,2,0,0,0,0,0,1,158,0,2,0,1
S00091383,137,136,0,0,0,0,0,0,1,0,0,136,0,1,0,0
S00091384,107,104,0,0,0,2,0,1,0,0,0,104,0,3,0,0
S00091385,88,88,0,0,0,0,0,0,0,0,0,88,0,0,0,0
S00091386,192,191,0,0,1,0,0,0,0,0,0,191,0,1,0,0
S00091387,138,138,0,0,0,0,0,0,0,0,0,138,0,0,0,0
S00091388,161,161,0,0,0,0,0,0,0,0,0,161,0,0,0,0
S00091389,55,54,0,0,0,0,0,0,1,0,0,54,0,1,0,0
S00091390,143,138,0,2,0,0,0,0,1,0,2,138,0,1,2,2
S00091393,218,216,0,1,1,0,0,0,0,0,0,216,0,1,1,0
S00091431,126,124,0,1,0,0,0,0,1,0,0,124,0,1,1,0
S00091432,146,145,0,1,0,0,0,0,0,0,0,145,0,0,1,0
S00091433,68,65,0,2,0,0,0,0,1,0,0,65,0,1,2,0
S00091434,123,119,0,1,0,0,0,1,1,1,0,119,1,2,1,0
S00091435,170,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0
S00091436,145,142,0,0,0,0,0,0,0,1,2,142,1,0,0,2
S00091443,149,148,0,0,0,0,0,1,0,0,0,148,0,1,0,0
S00091445,153,153,0,0,0,0,0,0,0,0,0,153,0,0,0,0
S00091446,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00091447,148,147,0,0,0,0,0,0,1,0,0,147,0,1,0,0
S00091448,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00091449,131,127,0,0,0,0,0,0,0,4,0,127,4,0,0,0
S00091450,151,148,0,2,0,0,0,0,0,1,0,148,1,0,2,0
S00091451,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00091452,109,106,0,1,2,0,0,0,0,0,0,106,0,2,1,0
S00091453,168,164,0,1,0,0,0,0,3,0,0,164,0,3,1,0
S00091454,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00091455,154,151,0,3,0,0,0,0,0,0,0,151,0,0,3,0
S00091456,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00091457,95,88,0,0,3,0,4,0,0,0,0,88,0,7,0,0
S00091458,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00091459,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00091460,131,129,0,2,0,0,0,0,0,0,0,129,0,0,2,0
S00091461,150,135,0,0,3,0,0,4,2,6,0,135,6,9,0,0
S00091462,123,118,0,0,0,0,0,0,0,5,0,118,5,0,0,0
S00091463,170,166,0,0,0,0,0,0,4,0,0,166,0,4,0,0
S00091464,95,94,0,0,0,0,1,0,0,0,0,94,0,1,0,0
S00091465,114,113,0,0,0,0,0,0,1,0,0,113,0,1,0,0
S00091466,147,140,0,0,0,0,0,7,0,0,0,140,0,7,0,0
S00091467,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00091468,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00091469,110,109,0,1,0,0,0,0,0,0,0,109,0,0,1,0
S00091470,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00091471,136,136,0,0,0,0,0,0,0,0,0,136,0,0,0,0
S00091472,124,121,0,0,0,0,0,0,0,3,0,121,3,0,0,0
S00091473,155,152,0,0,0,0,0,0,3,0,0,152,0,3,0,0
S00091474,122,122,0,0,0,0,0,0,0,0,0,122,0,0,0,0
S00091475,154,152,0,0,0,0,0,0,2,0,0,152,0,2,0,0
S00091476,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00091477,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00091478,115,111,1,0,0,0,0,0,3,0,0,112,0,3,0,0
S00091479,80,76,0,1,0,0,0,0,2,1,0,76,1,2,1,0
S00091480,151,148,0,3,0,0,0,0,0,0,0,148,0,0,3,0
S00091481,57,57,0,0,0,0,0,0,0,0,0,57,0,0,0,0
S00091482,167,166,0,1,0,0,0,0,0,0,0,166,0,0,1,0
S00091483,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00091484,108,107,0,0,0,0,0,0,1,0,0,107,0,1,0,0
S00091485,162,161,0,1,0,0,0,0,0,0,0,161,0,0,1,0
S00091486,163,162,0,1,0,0,0,0,0,0,0,162,0,0,1,0
S00091487,105,104,0,0,0,0,0,0,0,1,0,104,1,0,0,0
S00091488,96,95,0,0,0,0,0,0,0,0,1,95,0,0,0,1
S00091489,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00091490,106,105,0,0,0,0,0,0,0,1,0,105,1,0,0,0
S00091491,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
S00091492,150,148,0,0,0,0,0,0,0,2,0,148,2,0,0,0
S00091493,194,186,0,2,4,0,0,0,1,1,0,186,1,5,2,0
S00091494,207,207,0,0,0,0,0,0,0,0,0,207,0,0,0,0
S00091495,181,174,0,3,2,0,0,0,2,0,0,174,0,4,3,0
S00091496,112,110,0,0,0,0,0,0,0,2,0,110,2,0,0,0
S00091497,193,192,0,0,0,0,0,0,0,1,0,192,1,0,0,0
S00091498,105,100,2,2,0,0,0,0,0,1,0,102,1,0,2,0
S00091499,110,110,0,0,0,0,0,0,0,0,0,110,0,0,0,0
S00091500,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00091501,117,113,0,4,0,0,0,0,0,0,0,113,0,0,4,0
S00091502,51,51,0,0,0,0,0,0,0,0,0,51,0,0,0,0
S00091503,119,118,0,0,0,0,0,0,1,0,0,118,0,1,0,0
S00091504,136,133,0,2,0,0,0,0,1,0,0,133,0,1,2,0
S00091505,106,101,0,0,0,1,0,1,1,2,0,101,2,3,0,0
S00091506,153,150,0,2,0,0,0,0,1,0,0,150,0,1,2,0
S00091507,60,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0
S00091508,111,97,4,4,1,0,4,0,1,0,0,101,0,6,4,0
S00091509,104,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0
S00091510,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00091511,100,94,0,1,0,0,0,4,0,1,0,94,1,4,1,0
S00091512,162,162,0,0,0,0,0,0,0,0,0,162,0,0,0,0
S00091513,120,119,0,0,0,0,0,0,1,0,0,119,0,1,0,0
S00091514,72,68,0,0,0,0,0,0,0,4,0,68,4,0,0,0
S00091515,96,91,0,4,0,1,0,0,0,0,0,91,0,1,4,0
S00091516,115,115,0,0,0,0,0,0,0,0,0,115,0,0,0,0
S00091517,68,67,0,0,0,0,0,0,0,1,0,67,1,0,0,0
S00091518,92,89,0,0,0,0,0,0,1,2,0,89,2,1,0,0
S00091519,58,53,0,1,1,0,0,0,3,0,0,53,0,4,1,0
S00091520,84,80,0,2,0,2,0,0,0,0,0,80,0,2,2,0
S00091521,130,130,0,0,0,0,0,0,0,0,0,130,0,0,0,0
S00091522,80,79,0,0,0,0,0,0,0,0,1,79,0,0,0,1
S00091523,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00091524,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00091525,108,106,0,0,0,0,0,0,1,0,1,106,0,1,0,1
S00091526,97,93,0,0,3,0,0,0,1,0,0,93,0,4,0,0
S00091527,100,97,1,1,1,0,0,0,0,0,0,98,0,1,1,0
S00091528,76,73,0,1,0,0,0,1,1,0,0,73,0,2,1,0
S00091529,85,81,0,0,0,0,0,0,1,3,0,81,3,1,0,0
S00091530,234,234,0,0,0,0,0,0,0,0,0,234,0,0,0,0
S00091531,117,117,0,0,0,0,0,0,0,0,0,117,0,0,0,0
S00091532,119,112,0,4,0,0,0,0,2,1,0,112,1,2,4,0
S00091533,187,185,0,1,0,0,0,0,0,0,1,185,0,0,1,1
S00091534,153,152,0,0,0,0,0,0,1,0,0,152,0,1,0,0
S00091535,119,117,0,0,0,0,0,0,1,0,1,117,0,1,0,1
S00091536,130,128,0,0,0,1,0,0,1,0,0,128,0,2,0,0
S00091537,140,138,0,1,0,0,0,0,0,1,0,138,1,0,1,0
S00091538,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00091539,87,85,0,0,0,0,0,0,2,0,0,85,0,2,0,0
S00091548,74,69,0,2,0,0,0,0,2,1,0,69,1,2,2,0
S00091568,124,124,0,0,0,0,0,0,0,0,0,124,0,0,0,0
S00091575,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00091576,141,135,0,0,0,0,1,0,5,0,0,135,0,6,0,0
S00091577,101,98,0,3,0,0,0,0,0,0,0,98,0,0,3,0
S00091578,59,58,0,0,0,0,0,0,0,1,0,58,1,0,0,0
S00091579,106,88,0,6,5,0,0,0,4,3,0,88,3,9,6,0
S00091580,135,134,0,0,1,0,0,0,0,0,0,134,0,1,0,0
S00091581,180,173,0,0,0,0,0,1,6,0,0,173,0,7,0,0
S00091582,162,160,0,1,0,0,0,0,0,1,0,160,1,0,1,0
S00091583,120,116,0,0,4,0,0,0,0,0,0,116,0,4,0,0
S00091584,116,110,0,0,3,0,0,2,1,0,0,110,0,6,0,0
S00091585,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00091586,74,74,0,0,0,0,0,0,0,0,0,74,0,0,0,0
S00091587,226,224,0,0,0,0,0,0,0,2,0,224,2,0,0,0
S00091588,161,156,0,1,1,0,0,0,3,0,0,156,0,4,1,0
S00091589,87,86,0,1,0,0,0,0,0,0,0,86,0,0,1,0
S00091590,193,189,0,0,2,1,0,0,1,0,0,189,0,4,0,0
S00091591,222,214,0,3,3,0,0,0,0,2,0,214,2,3,3,0
S00091592,189,179,0,4,0,0,0,0,0,6,0,179,6,0,4,0
S00091593,227,216,0,0,0,0,0,0,5,5,1,216,5,5,0,1
S00091594,128,123,0,0,4,0,0,0,1,0,0,123,0,5,0,0
S00091595,84,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0
S00091596,93,87,0,0,0,0,0,0,2,4,0,87,4,2,0,0
S00091597,67,67,0,0,0,0,0,0,0,0,0,67,0,0,0,0
S00091598,232,221,0,3,1,1,0,3,3,0,0,221,0,8,3,0
S00092224,71,70,1,0,0,0,0,0,0,0,0,71,0,0,0,0
S00092225,101,97,0,0,4,0,0,0,0,0,0,97,0,4,0,0
S00092226,187,186,0,0,0,0,0,1,0,0,0,186,0,1,0,0
S00092227,153,143,0,4,0,0,0,0,5,0,1,143,0,5,4,1
S00092228,141,136,0,1,0,0,0,1,1,1,1,136,1,2,1,1
S00092229,122,120,0,2,0,0,0,0,0,0,0,120,0,0,2,0
S00092230,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00092231,134,133,0,0,0,0,0,0,1,0,0,133,0,1,0,0
S00092232,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00092398,191,185,0,2,0,1,0,0,1,2,0,185,2,2,2,0
S00092399,149,147,0,1,1,0,0,0,0,0,0,147,0,1,1,0
S00092400,195,190,0,2,0,0,0,2,0,1,0,190,1,2,2,0
S00092401,160,154,0,0,2,0,0,0,0,0,4,154,0,2,0,4
S00092402,143,141,0,0,1,0,0,0,0,1,0,141,1,1,0,0
S00092403,183,174,0,1,0,0,3,0,5,0,0,174,0,8,1,0
S00092404,76,75,0,1,0,0,0,0,0,0,0,75,0,0,1,0
S00092405,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00092406,149,148,0,0,0,0,0,0,0,1,0,148,1,0,0,0
S00092407,213,204,0,0,0,4,5,0,0,0,0,204,0,9,0,0
S00092408,134,132,0,0,1,0,0,0,0,0,1,132,0,1,0,1
S00092409,140,139,0,1,0,0,0,0,0,0,0,139,0,0,1,0
S00092412,113,111,0,1,0,0,0,0,1,0,0,111,0,1,1,0
S00092413,128,126,0,0,0,0,0,0,1,0,1,126,0,1,0,1
S00092417,79,77,0,0,0,0,0,0,1,1,0,77,1,1,0,0
S00092419,76,76,0,0,0,0,0,0,0,0,0,76,0,0,0,0
S00092420,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
S00092421,65,64,0,0,0,0,0,0,1,0,0,64,0,1,0,0
S00092422,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00092423,142,141,0,0,0,0,0,0,1,0,0,141,0,1,0,0
S00092424,63,63,0,0,0,0,0,0,0,0,0,63,0,0,0,0
S00092429,105,104,0,0,0,0,0,1,0,0,0,104,0,1,0,0
S00092430,112,110,0,0,0,0,0,0,0,2,0,110,2,0,0,0
S00092431,133,133,0,0,0,0,0,0,0,0,0,133,0,0,0,0
S00092432,117,112,0,2,0,0,0,0,3,0,0,112,0,3,2,0
S00092433,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00092434,217,216,0,0,0,0,0,0,0,0,1,216,0,0,0,1
S00092435,65,63,0,0,0,0,0,0,1,1,0,63,1,1,0,0
S00092438,65,63,0,0,0,0,0,0,1,1,0,63,1,1,0,0
S00092439,128,128,0,0,0,0,0,0,0,0,0,128,0,0,0,0
S00092440,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00092441,222,221,0,1,0,0,0,0,0,0,0,221,0,0,1,0
S00092443,108,108,0,0,0,0,0,0,0,0,0,108,0,0,0,0
S00092444,106,101,0,0,5,0,0,0,0,0,0,101,0,5,0,0
S00092445,57,55,0,1,0,0,0,0,1,0,0,55,0,1,1,0
S00092451,128,125,0,2,0,0,0,0,0,1,0,125,1,0,2,0
S00092452,116,115,0,0,0,0,0,0,0,0,1,115,0,0,0,1
S00092453,124,120,0,0,0,4,0,0,0,0,0,120,0,4,0,0
S00092454,86,85,0,0,0,0,0,0,0,1,0,85,1,0,0,0
S00092455,123,121,0,1,0,0,0,0,0,1,0,121,1,0,1,0
S00092456,86,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0
S00092457,92,89,0,0,0,0,0,0,0,3,0,89,3,0,0,0
S00092458,180,180,0,0,0,0,0,0,0,0,0,180,0,0,0,0
S00092459,179,179,0,0,0,0,0,0,0,0,0,179,0,0,0,0
S00092460,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00092473,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00092474,167,166,0,0,0,0,0,0,0,1,0,166,1,0,0,0
S00092561,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00092562,184,181,0,0,0,0,0,2,1,0,0,181,0,3,0,0
S00092563,164,160,0,0,1,0,0,0,2,0,1,160,0,3,0,1
S00092564,91,88,0,1,0,0,0,0,0,1,1,88,1,0,1,1
S00092565,167,159,0,0,0,0,4,0,1,0,3,159,0,5,0,3
S00092566,106,105,0,1,0,0,0,0,0,0,0,105,0,0,1,0
S00092567,166,161,0,2,0,0,0,0,2,1,0,161,1,2,2,0
S00092568,125,124,0,0,0,0,0,0,0,1,0,124,1,0,0,0
S00092569,201,199,0,1,0,0,0,0,0,1,0,199,1,0,1,0
S00092570,153,143,0,0,0,0,10,0,0,0,0,143,0,10,0,0
S00092571,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00092572,81,81,0,0,0,0,0,0,0,0,0,81,0,0,0,0
S00092573,196,192,0,0,0,0,0,0,1,1,2,192,1,1,0,2
S00092574,137,132,1,1,0,0,0,0,0,3,0,133,3,0,1,0
S00092575,163,161,0,1,0,0,0,0,0,0,1,161,0,0,1,1
S00092576,102,102,0,0,0,0,0,0,0,0,0,102,0,0,0,0
S00092585,172,169,0,2,0,0,0,1,0,0,0,169,0,1,2,0
S00092586,164,161,0,0,2,0,0,1,0,0,0,161,0,3,0,0
S00092587,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00092588,133,131,0,2,0,0,0,0,0,0,0,131,0,0,2,0
S00092592,177,177,0,0,0,0,0,0,0,0,0,177,0,0,0,0
S00092593,113,110,0,0,0,0,0,0,3,0,0,110,0,3,0,0
S00092594,121,121,0,0,0,0,0,0,0,0,0,121,0,0,0,0
S00092595,103,102,0,0,0,1,0,0,0,0,0,102,0,1,0,0
S00092596,252,250,0,1,1,0,0,0,0,0,0,250,0,1,1,0
S00092597,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00092598,115,113,0,1,1,0,0,0,0,0,0,113,0,1,1,0
S00092599,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00092600,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00092601,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00092602,131,128,0,2,0,0,0,0,1,0,0,128,0,1,2,0
S00092603,152,151,0,0,0,0,0,0,0,0,1,151,0,0,0,1
S00092604,176,168,0,2,0,0,0,0,0,6,0,168,6,0,2,0
S00092605,106,103,0,0,1,0,0,2,0,0,0,103,0,3,0,0
S00092606,107,104,0,3,0,0,0,0,0,0,0,104,0,0,3,0
S00092607,93,90,0,2,0,0,0,0,1,0,0,90,0,1,2,0
S00092608,106,105,0,1,0,0,0,0,0,0,0,105,0,0,1,0
S00092609,171,169,0,0,2,0,0,0,0,0,0,169,0,2,0,0
S00092610,199,199,0,0,0,0,0,0,0,0,0,199,0,0,0,0
S00092611,130,128,0,0,0,0,0,0,0,0,2,128,0,0,0,2
S00092612,167,166,0,0,0,0,0,0,0,0,1,166,0,0,0,1
S00092613,83,83,0,0,0,0,0,0,0,0,0,83,0,0,0,0
S00092614,93,93,0,0,0,0,0,0,0,0,0,93,0,0,0,0
S00092615,72,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0
S00092616,141,140,0,0,0,0,0,0,0,0,1,140,0,0,0,1
S00092617,95,93,1,0,0,0,0,0,0,1,0,94,1,0,0,0
S00092618,159,157,2,0,0,0,0,0,0,0,0,159,0,0,0,0
S00092619,177,176,0,0,0,0,0,0,1,0,0,176,0,1,0,0
S00092620,156,156,0,0,0,0,0,0,0,0,0,156,0,0,0,0
S00092621,218,210,0,3,0,0,0,0,1,3,1,210,3,1,3,1
S00092622,70,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0
S00092623,95,93,0,1,0,0,0,0,0,1,0,93,1,0,1,0
S00092624,155,154,0,1,0,0,0,0,0,0,0,154,0,0,1,0
S00092625,170,170,0,0,0,0,0,0,0,0,0,170,0,0,0,0
S00092626,80,79,0,0,0,0,0,0,0,1,0,79,1,0,0,0
S00092627,107,107,0,0,0,0,0,0,0,0,0,107,0,0,0,0
S00092628,67,57,0,0,3,6,0,0,1,0,0,57,0,10,0,0
S00092629,205,196,0,4,0,0,0,3,2,0,0,196,0,5,4,0
S00092630,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0
S00092631,191,191,0,0,0,0,0,0,0,0,0,191,0,0,0,0
S00092632,111,111,0,0,0,0,0,0,0,0,0,111,0,0,0,0
S00092652,69,69,0,0,0,0,0,0,0,0,0,69,0,0,0,0
S00092653,130,129,0,0,0,1,0,0,0,0,0,129,0,1,0,0
S00092654,124,121,0,1,0,0,0,2,0,0,0,121,0,2,1,0
S00092655,134,134,0,0,0,0,0,0,0,0,0,134,0,0,0,0
S00092656,112,109,0,0,0,0,0,0,3,0,0,109,0,3,0,0
S00092657,185,177,0,0,0,0,0,3,1,4,0,177,4,4,0,0
S00092658,89,89,0,0,0,0,0,0,0,0,0,89,0,0,0,0
S00092659,182,179,0,0,0,0,0,1,2,0,0,179,0,3,0,0
S00092660,101,99,0,0,0,0,0,0,2,0,0,99,0,2,0,0
S00092661,117,116,0,0,0,0,0,0,0,1,0,116,1,0,0,0
S00092662,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00092663,112,108,0,2,0,0,0,0,0,2,0,108,2,0,2,0
S00092979,73,69,0,0,0,0,0,4,0,0,0,69,0,4,0,0
S00092980,140,134,0,0,0,0,0,0,0,6,0,134,6,0,0,0
S00092981,64,61,0,1,0,1,0,0,0,1,0,61,1,1,1,0
S00092982,105,105,0,0,0,0,0,0,0,0,0,105,0,0,0,0
S00092983,182,182,0,0,0,0,0,0,0,0,0,182,0,0,0,0
S00092984,163,157,0,4,1,0,0,0,0,1,0,157,1,1,4,0
S00092985,148,146,0,0,1,0,0,0,1,0,0,146,0,2,0,0
S00092986,180,180,0,0,0,0,0,0,0,0,0,180,0,0,0,0
S00092987,140,140,0,0,0,0,0,0,0,0,0,140,0,0,0,0
S00092988,165,164,0,0,0,0,0,0,0,1,0,164,1,0,0,0
S00092989,192,191,0,0,0,0,0,0,1,0,0,191,0,1,0,0
S00092990,186,181,0,0,0,5,0,0,0,0,0,181,0,5,0,0
S00092991,191,191,0,0,0,0,0,0,0,0,0,191,0,0,0,0
S00092992,154,154,0,0,0,0,0,0,0,0,0,154,0,0,0,0
S00092993,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00092994,151,146,0,2,0,0,0,1,1,0,1,146,0,2,2,1
S00093001,139,139,0,0,0,0,0,0,0,0,0,139,0,0,0,0
S00093002,176,176,0,0,0,0,0,0,0,0,0,176,0,0,0,0
S00093008,132,132,0,0,0,0,0,0,0,0,0,132,0,0,0,0
S00093009,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00093010,96,96,0,0,0,0,0,0,0,0,0,96,0,0,0,0
S00093011,96,95,0,0,1,0,0,0,0,0,0,95,0,1,0,0
S00093012,112,110,1,0,1,0,0,0,0,0,0,111,0,1,0,0
S00093013,138,133,0,1,1,2,0,0,1,0,0,133,0,4,1,0
S00093014,82,82,0,0,0,0,0,0,0,0,0,82,0,0,0,0
S00093015,65,62,1,2,0,0,0,0,0,0,0,63,0,0,2,0
S00093016,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00093017,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00093018,113,113,0,0,0,0,0,0,0,0,0,113,0,0,0,0
S00093019,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00093020,78,75,0,0,1,0,0,0,0,0,2,75,0,1,0,2
S00093021,95,95,0,0,0,0,0,0,0,0,0,95,0,0,0,0
S00093025,109,109,0,0,0,0,0,0,0,0,0,109,0,0,0,0
S00093027,118,115,1,1,1,0,0,0,0,0,0,116,0,1,1,0
S00093028,120,120,0,0,0,0,0,0,0,0,0,120,0,0,0,0
S00093034,103,103,0,0,0,0,0,0,0,0,0,103,0,0,0,0
S00093035,106,102,0,2,1,1,0,0,0,0,0,102,0,2,2,0
S00093038,63,57,0,0,0,1,0,0,0,0,5,57,0,1,0,5
S00093045,172,171,0,0,0,0,0,0,0,1,0,171,1,0,0,0
S00093046,159,159,0,0,0,0,0,0,0,0,0,159,0,0,0,0
S00093047,128,126,0,1,0,0,0,0,0,1,0,126,1,0,1,0
S00093048,80,77,0,3,0,0,0,0,0,0,0,77,0,0,3,0
S00093049,80,80,0,0,0,0,0,0,0,0,0,80,0,0,0,0
S00093050,71,71,0,0,0,0,0,0,0,0,0,71,0,0,0,0
S00093051,79,75,0,3,1,0,0,0,0,0,0,75,0,1,3,0
S00093052,90,85,3,0,0,0,0,1,0,0,1,88,0,1,0,1
S00093053,115,113,0,0,0,0,0,0,0,2,0,113,2,0,0,0
S00093054,78,78,0,0,0,0,0,0,0,0,0,78,0,0,0,0
S00093055,106,106,0,0,0,0,0,0,0,0,0,106,0,0,0,0
S00093056,66,66,0,0,0,0,0,0,0,0,0,66,0,0,0,0
S00093057,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00093058,137,135,0,1,0,0,0,0,1,0,0,135,0,1,1,0
S00093059,147,147,0,0,0,0,0,0,0,0,0,147,0,0,0,0
S00093060,122,121,0,1,0,0,0,0,0,0,0,121,0,0,1,0
S00093061,99,94,4,0,0,0,0,0,0,1,0,98,1,0,0,0
S00093062,127,127,0,0,0,0,0,0,0,0,0,127,0,0,0,0
S00093063,126,126,0,0,0,0,0,0,0,0,0,126,0,0,0,0
S00093064,147,146,0,0,0,0,0,0,1,0,0,146,0,1,0,0
S00093065,189,189,0,0,0,0,0,0,0,0,0,189,0,0,0,0
S00093066,125,124,1,0,0,0,0,0,0,0,0,125,0,0,0,0
S00093067,67,66,0,1,0,0,0,0,0,0,0,66,0,0,1,0
S00093068,127,121,0,1,0,1,0,0,4,0,0,121,0,5,1,0
S00093069,80,79,0,0,1,0,0,0,0,0,0,79,0,1,0,0
S00093070,131,131,0,0,0,0,0,0,0,0,0,131,0,0,0,0
S00093071,121,118,0,3,0,0,0,0,0,0,0,118,0,0,3,0
S00093072,109,106,2,0,0,0,0,1,0,0,0,108,0,1,0,0
S00093073,123,123,0,0,0,0,0,0,0,0,0,123,0,0,0,0
S00093074,116,116,0,0,0,0,0,0,0,0,0,116,0,0,0,0
S00093075,99,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0
S00093076,145,145,0,0,0,0,0,0,0,0,0,145,0,0,0,0
S00093077,151,150,0,1,0,0,0,0,0,0,0,150,0,0,1,0
S00093078,87,86,0,0,0,0,0,0,0,1,0,86,1,0,0,0
S00093079,61,61,0,0,0,0,0,0,0,0,0,61,0,0,0,0
S00093080,182,181,0,0,0,0,0,0,1,0,0,181,0,1,0,0
S00093081,145,145,0,0,0,0,0,0,0,0,0,145,0,0,0,0
S00093082,176,176,0,0,0,0,0,0,0,0,0,176,0,0,0,0
S00093083,199,197,0,0,1,0,0,0,1,0,0,197,0,2,0,0
S00093084,98,96,0,1,0,0,0,0,0,1,0,96,1,0,1,0
S00093085,118,118,0,0,0,0,0,0,0,0,0,118,0,0,0,0
S00093086,55,55,0,0,0,0,0,0,0,0,0,55,0,0,0,0
S00093087,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00093088,176,176,0,0,0,0,0,0,0,0,0,176,0,0,0,0
S00093089,122,120,1,0,0,0,0,0,0,1,0,121,1,0,0,0
S00093090,91,91,0,0,0,0,0,0,0,0,0,91,0,0,0,0
S00093091,115,113,0,1,0,0,0,0,0,0,1,113,0,0,1,1
S00093092,156,155,0,0,0,0,0,0,0,0,1,155,0,0,0,1
S00093093,114,110,0,0,0,0,0,0,3,1,0,110,1,3,0,0
S00093094,92,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0
S00093099,144,138,0,2,0,0,0,0,0,4,0,138,4,0,2,0
S00093100,157,153,0,0,3,1,0,0,0,0,0,153,0,4,0,0
S00093101,183,170,0,5,1,0,0,0,0,0,7,170,0,1,5,7
S00093102,193,173,0,0,3,11,0,3,0,0,3,173,0,17,0,3
S00093103,142,142,0,0,0,0,0,0,0,0,0,142,0,0,0,0
