house..sa_id,house..total_households,house..one_person_household,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
A067013019,109,19,17,55,11,5,2
A067013020,74,26,10,27,7,3,1
A067014001,55,12,12,21,5,4,1
A067014002,124,28,28,48,9,6,5
A067014003,90,21,16,33,14,5,1
A067014004,114,14,24,52,16,5,3
A067014005,125,27,24,53,6,5,10
A067015001,96,33,6,30,16,8,3
A067015002,109,27,15,50,11,5,1
A067016001,86,14,29,32,7,4,0
A067016002,87,25,20,23,5,11,3
A067017001,117,23,20,33,28,7,6
A067017002,101,28,22,28,16,5,2
A067017003,137,26,38,53,14,2,4
A067017004,116,19,20,53,14,6,4
A067017005,70,7,13,35,8,2,5
A067017006,84,7,17,43,8,4,5
A067017007,70,19,11,21,14,2,3
A067017008,55,17,9,18,5,4,2
A067017009,77,11,13,33,12,3,5
A067017010,92,19,15,40,10,5,3
A067017011,76,33,12,17,5,6,3
A067017012,63,20,11,11,6,10,5
A067017013,96,16,18,51,6,4,1
A067017014,87,17,15,48,5,0,2
A067017015,71,11,19,35,2,2,2
A067017016,87,17,22,42,1,4,1
A067017017,78,9,14,36,13,2,4
A067017018,95,19,17,44,8,3,4
A067017019,100,32,18,37,7,3,3
A067017020,105,24,26,39,9,4,3
A067017021,102,22,19,45,5,5,6
A067017022,78,19,14,25,11,7,2
A067017023,75,23,18,14,16,2,2
A067017024,124,39,28,30,14,9,4
A067017025,87,10,9,47,10,1,10
A067017026,76,19,16,28,5,3,5
A067017027,68,20,17,19,3,7,2
A067017028,143,35,16,60,18,5,9
A067017029,95,20,16,36,9,9,5
A067018001,102,20,24,38,8,6,6
A067019001,76,24,3,25,12,5,7
A067019002,76,23,14,17,16,4,2
A067020001,77,26,26,13,9,3,0
A067020002,87,17,12,42,13,1,2
A067021001,74,26,17,24,6,0,1
A067021002,72,23,9,28,10,2,0
A067021003,88,49,14,5,5,12,3
A067021004,73,21,21,20,5,4,2
A067021005,67,27,5,22,6,5,2
A067022001,51,29,4,6,4,7,1
A067023001,89,25,15,29,10,3,7
A067024001,84,21,13,30,14,3,3
A067026001/067026005,70,32,13,14,3,6,2
A067026002,121,36,29,33,8,12,3
A067026003,129,24,29,57,10,3,6
A067026004,77,16,19,29,6,6,1
A067027001,74,11,10,37,7,8,1
A067028001,71,20,15,23,8,3,2
A067028002,126,31,39,39,5,8,4
A067029001/067029004,99,15,27,43,4,5,5
A067029002,66,8,13,34,5,2,4
A067029003,101,13,28,45,8,5,2
A067031001,97,13,22,49,5,4,4
A067031002,84,14,20,33,10,4,3
A067031003,100,17,21,49,5,5,3
A067031004,130,22,41,42,8,12,5
A067032001,81,22,14,29,10,3,3
A067032002,61,12,15,23,6,1,4
A067032003,109,30,17,43,9,6,4
A067032004,56,19,12,17,5,1,2
A067032005,101,26,22,35,10,5,3
A067032006,126,22,29,57,9,2,7
A067032007,69,6,12,39,5,2,5
A067032008,95,14,25,40,10,6,0
A067032009,110,19,21,58,8,1,3
A067032010,76,24,16,26,5,4,1
A067032011,116,36,24,38,10,6,2
A067032012,102,16,22,50,10,2,2
A067033001,64,19,13,21,7,1,3
A067033002,48,19,6,9,4,10,0
A067033003,68,18,9,19,13,6,3
A067034001,57,15,9,25,5,1,2
A067035001,91,28,24,26,6,2,5
A067035002,76,9,16,39,8,3,1
A067035003,88,14,18,40,10,1,5
A067036001,75,13,9,40,9,2,2
A067036002,82,14,14,43,9,2,0
A067037001,109,13,16,54,14,5,7
A067038001,102,14,21,51,8,1,7
A067039001,122,20,23,67,2,5,5
A067039002,86,14,25,33,8,3,3
A067040001,83,10,18,37,10,3,5
A067041001,110,18,19,54,8,4,7
A067041002/067041003,61,19,13,22,2,2,3
A067041004/067041005,106,30,23,38,8,5,2
A067042001,96,19,21,37,8,7,4
A067042002,120,15,27,59,7,3,9
A067043001,74,7,13,44,2,4,4
A067043002,120,13,26,62,9,5,5
A067044001,93,22,25,31,12,3,0
A067044002,88,22,19,36,5,1,5
A067045001,75,13,24,32,2,3,1
A067046001,125,26,22,55,13,7,2
A067047001,106,17,19,45,12,6,7
A067047002,80,9,17,45,1,2,6
A067047003,72,15,16,29,6,3,3
A067047004,135,24,26,66,10,5,4
A067047005,79,18,17,27,8,4,5
A067047006,56,24,11,10,5,4,2
A067047007,84,19,13,39,7,3,3
A067047008,80,17,15,37,7,4,0
A067048001,79,15,8,35,9,6,6
A067048002,95,18,17,42,9,8,1
A067048003,69,24,16,16,8,4,1
A067049001,37,11,6,13,4,2,1
A067049002,60,15,13,12,7,7,6
A067050001,86,22,11,44,2,5,2
A067050002,91,14,13,50,10,3,1
A067051001,71,17,19,26,4,5,0
A067051002,65,18,10,29,4,3,1
A067052001,55,13,13,14,7,6,2
A067052002,65,16,7,26,7,6,3
A067053001,130,29,21,60,11,3,6
A067053002,39,15,6,11,2,2,3
A067054001,133,24,20,82,3,4,0
A067054002,130,20,25,65,9,4,7
A067055001,80,11,11,38,12,7,1
A067055002,93,21,19,30,16,6,1
A067055003,105,15,30,45,4,5,6
A067055004,92,11,14,56,6,2,3
A067055005,93,16,16,41,6,8,6
A067055006,130,16,32,58,17,3,4
A067055007,93,9,18,49,4,6,7
A067056001,73,15,12,28,7,4,7
A067056002,138,19,30,60,17,7,5
A067056003,73,13,16,35,3,3,3
A067057001/067057007,72,20,13,31,3,1,4
A067057002,73,14,11,35,5,3,5
A067057003,80,16,17,32,5,6,4
A067057004,112,25,18,48,9,7,5
A067057005,72,15,17,27,6,3,4
A067057006,109,25,20,42,10,8,4
A067057008,75,14,14,37,4,4,2
A067057009,97,32,17,42,0,4,2
A067057010,82,19,13,39,5,3,3
A067057011,95,16,22,44,9,2,2
A067057012,104,5,15,68,9,4,3
A067057013,93,13,20,38,12,2,8
A067058001,121,16,21,62,8,10,4
A067058002,78,13,15,37,5,4,4
A067059001/067059004,139,23,29,70,6,6,5
A067059002,77,8,22,40,0,2,5
A067059003,71,17,15,25,6,8,0
A067059005,94,17,19,42,9,5,2
A067059006,120,20,26,53,11,5,5
A067059007,123,20,18,53,15,13,4
A067059008,121,22,30,45,7,14,3
A067059009,127,14,29,66,11,7,0
A067059010,76,11,17,33,6,7,2
A067059011,102,16,23,52,5,5,1
A067059012,110,22,27,45,4,11,1
A067059013,93,16,27,40,6,3,1
A067060001,90,13,25,39,4,6,3
A067060002,94,41,29,15,5,4,0
A067061001,70,12,24,30,3,1,0
A067061002,111,17,16,60,11,4,3
A067062001,130,31,26,50,7,5,11
A067062002,131,27,25,61,12,4,2
A067063001,117,16,29,56,9,6,1
A067064001,45,9,7,20,3,4,2
A067064002,60,17,17,19,4,2,1
A067064003,76,17,10,26,11,5,7
A067064004,61,17,15,18,5,3,3
A067064005,84,21,21,30,8,1,3
A067065001,69,19,21,19,4,4,2
A067066001,71,24,17,18,6,2,4
A067066002,123,55,12,25,24,3,4
A067067001,71,19,5,19,21,4,3
A067067002,62,15,19,19,5,2,2
A067068001,40,17,2,10,3,7,1
A067069001,56,20,15,10,5,6,0
A067069002,48,13,17,9,3,5,1
A067069003,41,16,13,8,4,0,0
A067070001,68,16,14,23,9,5,1
A067070002,61,9,9,32,6,4,1
A067071001,108,22,23,42,14,2,5
A067072001,92,21,15,46,2,3,5
A067072002,69,8,17,27,5,5,7
A067072003,69,17,12,28,6,3,3
A067072004,90,23,21,27,9,6,4
A067072005,86,33,15,23,9,3,3
A067072006,81,24,18,31,2,4,2
A067073001,62,15,15,23,6,3,0
A067073002,42,15,9,11,2,3,2
A067074001,79,19,20,33,2,3,2
A067074002,113,32,22,42,10,2,5
A067074003,70,11,14,34,5,2,4
A067074004,81,19,12,35,5,7,3
A067074005,70,15,18,30,3,3,1
A067074006,77,21,19,20,12,4,1
A067074007,52,12,17,16,5,1,1
A067074008/067074015,77,13,19,33,7,4,1
A067074009,57,17,11,14,5,5,5
A067074010/067074013,59,18,16,14,8,2,1
A067074011,109,20,17,44,17,6,5
A067074012,70,16,11,33,6,2,2
A067074014,49,19,11,14,3,1,1
A067075001,99,7,20,53,7,6,6
A067075002,117,24,23,53,9,6,2
A067075003,112,16,18,65,6,5,2
A067075004,73,9,11,41,6,3,3
A067076001,84,19,12,42,6,2,3
A067077001,73,11,12,42,2,3,3
A067078001/067078002,76,24,19,27,3,0,3
A067079001,61,13,17,25,5,1,0
A067079002,73,24,14,24,6,4,1
A067079003,95,23,19,32,14,4,3
A067079004,65,21,14,13,10,6,1
A067080001,73,20,16,24,7,1,5
A067081001/067084001/067084002,46,14,5,16,4,4,3
A067082001,52,21,7,12,9,2,1
A067082002,50,12,12,20,4,1,1
A067082003,79,21,14,26,6,5,7
A067082004,89,27,19,31,5,5,2
A067083001,86,26,17,28,10,2,3
A067085001,81,13,17,32,9,5,5
A067085002,53,13,7,18,9,4,2
A067086001,76,21,16,27,4,5,3
A067086002,94,11,12,46,7,13,5
A067086003,104,14,26,46,13,2,3
A067087001/067087002,82,10,12,49,5,4,2
A067088001/067088003,69,9,10,39,6,4,1
A067088002/067088006,59,12,15,26,5,1,0
A067088004,59,11,13,28,3,2,2
A067088005,67,21,9,20,8,6,3
A067089001/067089004,105,8,18,58,9,8,4
A067089002,95,15,19,44,8,5,4
A067089003,98,20,21,39,9,7,2
A067089005,116,9,24,63,10,8,2
A067089006,56,10,9,29,5,0,3
A067090001,115,22,33,38,9,5,8
A067090002,65,12,18,28,4,2,1
A067090003,77,24,12,34,3,1,3
A067091001,74,12,15,38,4,4,1
A067091002,80,13,13,41,8,3,2
A067092001,42,12,10,10,8,2,0
A067092002,113,25,17,56,9,2,4
A067093001,78,20,18,26,8,3,3
A067093002,57,16,7,29,2,1,2
A067093003,75,21,16,27,8,1,2
A067093004,80,15,18,31,8,2,6
A067094001,37,13,6,10,4,4,0
A067094002,52,8,10,27,5,1,1
A067095001,79,14,13,41,4,3,4
A067095002,67,15,14,29,5,3,1
A067096001,71,13,14,33,5,2,4
A067096002,104,27,19,40,9,5,4
A067096003,88,23,21,29,10,3,2
A067097001,93,19,17,46,6,3,2
A067097002,104,18,19,59,5,0,3
A067097003,73,25,10,32,5,0,1
A067097004,66,17,10,28,4,5,2
A067097005,81,15,18,37,7,3,1
A067097006,67,16,15,26,6,3,1
A067098001,75,18,18,26,7,5,1
A067100001,63,17,11,28,4,1,2
A067100002,123,22,27,47,13,9,5
A067100003,83,15,25,25,11,5,2
A067100004,98,23,22,31,17,4,1
A067101001,123,37,23,48,8,4,3
A067101002,64,39,11,8,4,1,1
A067101003,56,17,10,17,9,2,1
A067101004,44,13,13,8,4,3,3
A067101005,46,14,14,11,4,2,1
A067101006,117,41,15,42,13,3,3
A067101007,66,23,15,13,5,8,2
A067101008,86,18,13,42,11,1,1
A067101009,62,21,9,23,2,4,3
A067101010,83,17,22,25,8,5,6
A067101011,87,19,12,38,9,5,4
A067101012,107,21,23,38,15,7,3
A067102001/067102006,61,18,9,21,8,4,1
A067102002,90,26,9,40,7,4,4
A067102003,63,9,12,33,3,5,1
A067102004,64,16,14,23,7,2,2
A067102005,37,7,7,20,1,0,2
A067103001,93,39,8,26,13,4,3
A067104001,65,21,15,18,4,4,3
A067104002,81,22,20,29,4,3,3
A067104003,102,27,25,30,11,7,2
A067105001,88,36,14,22,9,1,6
A067105002,73,25,8,19,14,5,2
A067105003,91,25,7,32,11,12,4
A067106001,80,14,9,31,17,7,2
A067106002,78,31,15,14,5,8,5
A067106003,108,36,16,36,12,4,4
A067106004,104,29,15,27,10,15,8
A067106005,111,45,11,23,13,13,6
A067106006,112,25,17,42,9,15,4
A067106007,114,25,12,44,17,12,4
A067107001,96,28,14,33,12,7,2
A067107002,104,38,14,29,11,9,3
A067108001,116,40,19,30,17,4,6
A067109001/067109002,121,40,24,36,12,5,4
A067109001/067109002,121,40,24,36,12,5,4
A067110001/067110002,75,15,13,38,6,0,3
A067110003,66,13,12,22,13,3,3
A067110004,121,49,23,26,15,7,1
A067110005,124,20,24,59,12,3,6
A067110006,92,10,23,40,6,6,7
A067110007,75,14,16,34,7,1,3
A067112001,119,18,23,61,7,3,7
A067113001,81,16,14,42,6,2,1
A067114001,104,5,22,61,7,7,2
A067114002,101,21,22,44,6,4,4
A067115001,102,39,16,23,15,6,3
A067116001,82,23,13,34,7,3,2
A067116002,69,24,16,17,4,5,3
A067116003,100,23,18,35,19,4,1
A067117001,78,25,15,31,2,5,0
A067117002,68,19,14,23,5,6,1
A067118001,96,18,17,50,4,4,3
A067118002,125,27,22,55,8,3,10
A067119001,40,14,8,16,2,0,0
A067119002,72,34,11,17,5,3,2
A067121001,69,32,8,17,8,1,3
A067122001,89,35,10,24,8,9,3
A067122002/067122007,110,37,12,32,14,7,8
A067122003,89,23,21,29,5,6,5
A067122004,122,22,30,47,11,3,9
A067122005,117,28,23,42,14,4,6
A067122006,62,18,13,21,5,1,4
A067123001,66,19,12,27,6,1,1
A067123002,111,26,26,43,10,3,3
A067124001,70,11,9,38,7,3,2
A067124002,70,13,12,36,3,3,3
A067125001,70,11,16,28,7,3,5
A067125002,111,25,21,52,10,2,1
A067125003,92,19,15,47,6,3,2
A067125004,105,23,19,52,4,2,5
A067126001,113,32,21,42,13,3,2
A067126002,119,24,23,59,6,4,3
A067127001,95,18,16,48,7,4,2
A067127002,84,31,9,27,11,2,4
A067127003,62,15,18,23,2,3,1
A067127004,61,11,15,21,7,4,3
A067127005,54,14,11,19,4,4,2
A067127006,123,29,29,39,17,3,6
A067128001,71,13,18,22,7,5,6
A067128002,67,22,14,22,5,0,4
A067129001,82,14,17,33,12,3,3
A067129002,63,14,10,23,5,6,5
A067130001,82,34,6,28,7,1,6
A067130002,95,17,28,36,6,3,5
A067130003,93,17,20,33,17,6,0
A067131001,83,20,13,24,15,8,3
A067131002,88,21,18,35,5,5,4
A067131003,85,15,17,37,7,3,6
A067131004,98,23,15,43,10,5,2
A067131005,102,25,24,34,10,4,5
A067131006,101,33,21,29,6,4,8
A067131007,94,18,20,41,9,3,3
A067132001,114,18,26,51,15,3,1
A067132002,91,12,21,52,3,1,2
A067133001,76,12,25,33,3,1,2
A067133002,115,20,16,66,8,3,2
A067133003,82,10,16,46,7,2,1
A067134001,77,10,11,48,3,2,3
A067135001,85,5,11,52,7,5,5
A067135002,114,21,20,53,6,8,6
A067136001,119,23,25,60,7,1,3
A067136002,131,21,20,70,10,4,6
A067136003,119,16,29,49,13,5,7
A067137001,90,14,23,39,6,3,5
A067138001,69,13,11,33,4,4,4
A067138002,95,15,25,42,6,0,7
A067138003,85,23,19,23,16,3,1
A067139001,64,21,11,22,6,3,1
A067139002,75,27,14,25,4,4,1
A067139003,64,20,16,16,6,5,1
A067140001,67,18,11,30,7,0,1
A067140002,79,20,14,35,7,2,1
A067140003,59,8,9,30,5,4,3
A067140004,66,24,9,23,7,2,1
A067140005,58,12,12,23,8,2,1
A067141001,92,22,17,37,12,2,2
A067142001,63,15,16,23,3,5,1
A067143001,100,36,20,31,11,2,0
A067143002,126,33,19,47,16,8,3
A067144001,73,13,14,35,5,4,2
A067144002,81,15,19,39,6,1,1
A067144003,111,16,27,56,5,4,3
A067145001,76,9,11,48,4,1,3
A067146001,89,15,14,45,6,3,6
A067147001,96,24,14,36,7,7,8
A067147002,120,14,23,64,8,5,6
A067148001,74,13,10,42,3,4,2
A067148002,80,9,10,48,8,2,3
A067148003,82,19,16,25,15,4,3
A067149001,87,18,16,35,3,4,11
A067150001,68,18,17,21,6,2,4
A067151001,80,16,18,30,4,10,2
A067151002,60,8,11,30,8,2,1
A067152001,97,24,19,45,8,0,1
A067152002,91,19,15,40,11,4,2
A067153001,65,14,17,27,4,2,1
A067154001,80,22,6,31,7,5,9
A067154002,87,20,21,33,6,1,6
A067154003,96,23,14,45,9,0,5
A067154004/067154005,122,26,23,57,9,3,4
A067154006,117,21,19,62,10,2,3
A067154007,121,20,20,66,7,6,2
A067154008,102,16,25,49,6,0,6
A067155001,106,27,19,42,9,5,4
A067155002,117,23,26,47,11,7,3
A067155003,79,12,26,26,9,1,5
A067155004,52,7,10,24,3,5,3
A067156001,89,12,14,46,7,7,3
A067157001,127,27,32,46,7,9,6
A067157002,67,16,17,24,9,1,0
A067157003,119,23,18,57,13,5,3
A067157004,37,14,7,11,4,1,0
A067157005,91,16,24,36,4,4,7
A067158001,79,20,19,22,8,3,7
A067159001,123,20,20,70,8,4,1
A067159002,114,16,25,54,9,2,8
A067160001,83,24,19,27,6,2,5
A067160002,97,18,11,59,8,0,1
A067161001,71,10,16,32,5,5,3
A067161002,85,17,16,37,11,2,2
A067162001,76,11,17,35,10,3,0
A067162002,69,20,13,26,6,3,1
A067163001,53,21,12,12,5,1,2
A067163002,58,17,6,15,11,6,3
A067163003,64,21,9,21,8,3,2
A067163004,88,29,14,24,15,3,3
A067164001,92,26,23,26,10,4,3
A067164002,55,14,5,19,6,8,3
A067165001,62,18,16,19,3,2,4
A067165002,138,20,27,69,11,4,7
A067165003,101,25,19,48,5,1,3
A067165004,70,10,22,28,5,1,4
A067165005,92,14,11,56,6,3,2
A067165006,99,14,19,57,3,0,6
A067166001,113,10,14,73,9,5,2
A067166002,66,12,16,25,8,1,4
A067166003,69,24,9,16,10,6,4
A067167001,78,11,20,33,6,4,4
A067168001/067171002/067171001,80,18,15,38,6,3,0
A067169001,40,16,11,6,3,4,0
A067169002,46,13,14,9,2,6,2
A067169003,45,13,12,15,1,4,0
A067170001,50,7,17,17,7,2,0
A067170002,79,22,16,24,9,2,6
A067170003,64,18,13,19,8,6,0
A067170004,139,41,19,50,15,10,4
A067170005,38,8,6,14,4,2,4
A067170006,64,13,12,28,8,0,3
A067170007,64,17,13,25,6,3,0
A067170008,110,22,24,54,6,3,1
A067170009,93,15,17,40,5,8,8
A067170010,74,9,12,40,9,3,1
A067170011,76,17,13,37,2,4,3
A067170012,65,10,18,30,4,1,2
A067170013,81,11,18,41,8,2,1
A067170014/067170015,70,12,10,37,4,5,2
A067170016,110,13,17,65,6,3,6
A067170017,136,10,29,74,13,3,7
A067170018,88,21,18,38,3,1,7
A067170019,139,33,30,51,14,7,4
A067170020,89,13,26,38,7,0,5
A067170021,113,17,29,52,10,5,0
A067170022,78,11,16,40,6,5,0
A067170023,112,35,24,31,17,2,3
A067170024,129,28,25,49,18,6,3
A067170025,90,21,18,40,8,3,0
A067170026,65,24,16,14,4,4,3
A067170027,82,24,12,20,23,1,2
A067172001,79,26,14,27,7,2,3
A067173001,93,38,18,20,11,4,2
A067173002,71,35,11,10,12,3,0
A067173003,71,18,10,16,22,1,4
A067174001,93,39,11,18,18,2,5
A067175001,93,17,17,37,13,7,2
A067175002,98,38,30,15,7,6,2
A067176001,79,26,22,19,3,6,3
A067176002,106,52,24,13,6,9,2
A067176003,40,23,4,3,3,6,1
A067176004,47,19,10,10,4,4,0
A067176005,70,10,11,27,13,6,3
A067176006,87,16,12,36,17,3,3
A067176007,69,17,10,26,7,8,1
A067176008,65,8,9,34,9,4,1
A067177001,126,29,20,45,18,11,3
A067178001,101,34,14,24,24,4,1
A067178002,102,34,9,41,12,4,2
A067179001,92,20,28,27,11,5,1
A067179002,72,32,17,6,8,6,3
A067179003,81,33,7,16,15,8,2
A067179004,92,20,15,44,5,4,4
A067179005,95,23,24,30,12,3,3
A067179006,82,22,14,29,11,2,4
A067179007,82,25,19,22,9,4,3
A067180001,51,12,8,16,12,2,1
A067180002,114,21,32,43,12,1,5
A067181001,117,17,19,59,9,9,4
A067182001,103,24,19,44,10,6,0
A067182002,78,13,17,32,13,2,1
A067182003/067182004/067182005,110,29,23,43,11,3,1
A067183001,74,18,13,27,9,5,2
A067183002,104,18,22,48,8,6,2
A067184001,79,20,12,32,7,3,5
A067184002,49,19,10,14,3,2,1
A067184003,80,14,26,32,5,0,3
A067184004,95,19,18,44,10,3,1
A067184005,111,24,24,44,12,2,5
A067184006,72,19,18,29,5,0,1
A067184007,104,14,15,57,4,7,7
A067184008,129,31,22,53,13,7,3
A067184009,112,18,29,52,5,2,6
A067184010,121,20,12,64,15,2,8
A067184011,80,12,21,38,6,3,0
A067184012,92,17,22,40,8,2,3
A067184013,70,9,11,40,6,1,3
A067184014,123,25,29,51,7,7,4
A067184015,104,19,15,54,9,3,4
A067184016,86,17,17,41,6,3,2
A067184017,33,6,8,12,4,0,3
A067184018,56,14,11,18,4,5,4
A067185001,43,12,11,11,3,4,2
A067185002,82,13,16,37,5,6,5
A067185003,64,16,13,22,11,1,1
A067185004,88,14,31,26,5,8,4
A067185005,78,11,14,32,8,12,1
A067185006,100,18,26,26,9,17,4
A067185007,81,19,17,32,6,7,0
A067185008,110,24,22,34,7,17,6
A067185009,102,7,19,59,6,6,5
A067185010,93,10,15,55,8,1,4
A067185011,74,13,18,37,3,2,1
A067185012,96,11,32,44,4,2,3
A067186001/067186003/067186004,58,30,13,8,4,3,0
A067186002,76,18,22,20,7,7,2
A067187001,67,17,15,20,7,7,1
A067187002,65,14,13,25,8,5,0
A067188001,91,20,13,41,10,4,3
A067188002,117,18,35,48,9,5,2
A067188003,70,20,11,33,4,1,1
A067188004,77,22,17,25,10,3,0
A067188005,78,15,19,34,3,5,2
A067188006,61,15,7,24,8,4,3
A067188007,68,13,14,32,2,4,3
A067188008,107,33,30,29,10,4,1
A067188009,83,18,18,36,4,6,1
A067188010,110,27,26,43,9,2,3
A067188011,69,16,13,24,11,4,1
A067188012,97,23,11,38,17,2,6
A067188013,70,16,11,33,7,1,2
A067189001,88,23,21,23,15,5,1
A067189002,89,25,15,31,14,2,2
A067190001,66,21,11,13,16,2,3
A067191001,57,22,6,22,4,3,0
A067191002,58,19,8,13,8,8,2
A067192001/067192006,55,17,15,18,3,2,0
A067192002,51,9,11,26,3,2,0
A067192003,86,24,14,30,9,6,3
A067192004,95,42,16,15,14,6,2
A067192005,94,31,18,27,9,4,5
A067192007/067192009,78,15,21,31,5,3,3
A067192008,57,12,17,23,3,1,1
A067193001,66,14,18,26,5,1,2
A067194001,62,27,8,12,10,3,2
A067194002,48,26,8,7,3,4,0
A067194003/067194005,67,15,9,21,15,5,2
A067194004,36,16,6,9,3,1,1
A067195001,98,34,20,34,9,0,1
A067195002,47,11,12,18,3,3,0
A067196001,77,18,16,24,12,5,2
A067197001,62,19,11,21,3,1,7
A067197002,78,18,12,34,6,3,5
A067197003,99,28,24,37,6,1,3
A067197004,112,16,26,55,7,5,3
A067197005,95,32,16,34,8,3,2
A067197006,85,25,21,30,8,1,0
A067198001,55,12,11,24,3,4,1
A067199001,51,16,10,14,5,3,3
A067199003,70,18,17,21,11,1,2
A067200001/067200005,62,10,17,25,7,1,2
A067200002/067200003,66,17,17,21,5,4,2
A067200004,44,13,5,16,4,3,3
A067201001,35,12,4,12,4,2,1
A067201002,37,17,6,6,5,1,2
A067202001,52,18,7,13,5,6,3
A067202002,53,23,13,8,3,2,4
A067202003,34,10,5,14,3,2,0
A067203001,138,18,30,77,5,3,5
A067203002,111,17,14,65,10,3,2
A067203003,79,17,14,30,5,9,4
A067203004,93,25,19,27,13,3,6
A067203005,80,19,11,30,11,4,5
A067204001,92,21,19,33,9,4,6
A067204002,73,16,11,26,9,8,3
A067204003,91,25,17,35,6,4,4
A067204004,102,32,19,41,6,0,4
A067205001,123,50,21,34,12,3,3
A067206001,79,24,16,22,12,3,2
A067206002,43,19,11,8,2,1,2
A067207001,52,18,16,9,6,2,1
A067207002,80,18,9,26,13,7,7
A067208001,61,30,6,12,11,0,2
A067209001,92,27,13,30,12,3,7
A067209002,95,18,14,53,8,1,1
A067210002,87,15,17,41,6,3,5
A067211001,79,20,14,25,6,6,8
A067211002,96,23,16,43,4,8,2
A067211003,89,26,14,26,13,8,2
A067211004,108,24,22,43,14,1,4
A067211005,126,26,25,57,10,6,2
A067211006,108,21,22,43,13,3,6
A067211007,70,16,16,27,4,4,3
A067211008,136,23,18,74,13,3,5
A067211009,69,9,13,41,0,3,3
A067211010,76,19,16,31,5,2,3
A067211011,94,9,16,63,5,1,0
A067211012,73,16,13,34,2,2,6
A067211013,86,23,17,30,8,1,7
A067211014,56,17,13,23,1,2,0
A067211015,89,14,17,45,7,3,3
A067211016,136,20,20,74,12,5,5
A067211017,62,19,11,27,3,0,2
A067211018/067211020,78,14,23,24,10,6,1
A067211019,56,13,10,22,6,3,2
A067211021,61,17,11,27,5,0,1
A067211022,56,22,8,20,2,3,1
A067211023,82,17,19,38,4,3,1
A067211024,89,14,13,46,7,8,1
A067212001,83,18,9,39,6,5,6
A067212002,110,43,6,31,17,11,2
A067212003,91,10,14,47,9,7,4
A067212004,103,25,17,48,9,4,0
A067212005,81,23,8,35,4,8,3
A067212006,98,20,5,32,29,8,4
A067212007,103,21,20,41,14,4,3
A067212008,97,47,7,18,13,8,4
A067212009,78,24,5,33,6,3,7
A067212010,66,18,19,20,5,3,1
A067212011,61,15,14,14,8,8,2
A067212012,115,23,32,42,11,4,3
A067212013,97,14,11,45,16,8,3
A067212014,112,23,24,44,10,10,1
A067212015,103,24,28,34,12,4,1
A067212016,159,35,36,57,23,6,2
A067212017,131,39,20,50,12,9,1
A067212018,75,14,12,33,13,2,1
A067212019,69,19,15,21,8,5,1
A067212020,106,36,24,23,16,6,1
A067213001,105,31,16,23,24,3,8
A067213002,80,16,8,37,9,4,6
A067213003,80,25,15,27,6,4,3
A067213004,67,24,9,19,5,10,0
A067213005,90,22,15,40,5,3,5
A067213006,53,27,13,6,4,3,0
A067213007,74,16,25,21,4,6,2
A067213008,91,46,20,13,7,4,1
A067214001/067214006,78,19,16,29,5,6,3
A067214002/067214005,86,30,11,21,14,5,5
A067214003,77,33,17,16,5,3,3
A067214004,64,38,4,8,3,11,0
A067215001,107,40,22,26,10,6,3
A067215002,92,44,12,19,10,6,1
A067216001,75,33,5,14,19,3,1
A067216002,70,36,11,16,2,2,3
A067217001,57,23,12,14,6,1,1
A067217002,92,36,27,12,9,6,2
A067217003,50,27,9,3,7,4,0
A067217004,84,44,18,6,9,5,2
A067217005,79,58,10,6,2,1,2
A067217006,97,25,14,33,16,6,3
A067217007,74,10,22,31,4,7,0
A068001001,76,14,17,33,8,3,1
A068001002,120,13,24,70,11,2,0
A068001003,70,12,8,37,7,3,3
A068001004,79,9,18,39,8,4,1
A068001005,76,12,11,39,9,2,3
A068001006,69,6,14,33,9,4,3
A068001007,66,27,7,18,5,4,5
A068001008,44,14,8,9,7,6,0
A068001009,55,19,12,12,6,3,3
A068001010,50,13,9,12,11,1,4
A068001011,81,18,14,34,11,3,1
A068001012,79,21,17,28,10,2,1
A068001013,103,24,23,38,11,3,4
A068001014,78,27,16,20,9,5,1
A068001015,94,10,21,50,8,0,5
A068001016,103,23,14,50,9,4,3
A068001017,82,8,19,41,11,1,2
A068001018,117,20,22,58,11,3,3
A068001019,112,16,25,53,9,3,6
A068001020,132,18,26,69,10,3,6
A068001021,122,18,31,58,8,4,3
A068001022,92,15,19,33,5,20,0
A068001023,137,32,21,49,9,24,2
A068001024,109,11,15,43,9,21,10
A068001025,136,39,9,40,30,15,3
A068001026,95,20,1,36,33,4,1
A068001027,30,6,3,9,0,11,1
A068001028,97,26,22,17,14,13,5
A068001029,67,20,5,14,26,2,0
A068001030,111,26,8,29,29,11,8
A068001031,87,19,3,37,22,0,6
A068001032,77,16,10,21,12,14,4
A068001033,120,13,18,48,9,26,6
A068001034,96,14,14,48,8,9,3
A068001035,98,21,17,38,9,12,1
A068001036,111,16,14,44,12,20,5
A068001037,109,11,9,48,19,9,13
A068001038,69,5,10,35,9,4,6
A068001039,113,16,15,30,15,30,7
A068001040,93,20,20,16,4,29,4
A068001041,113,34,12,37,20,6,4
A068001042,125,29,21,31,21,16,7
A068001043,108,31,18,31,15,9,4
A068001044,86,19,4,4,1,56,2
