rel..sa_id,rel..total_persons,rel..religion_catholic,rel..religion_presbyterian_church_in_ireland,rel..religion_church_of_ireland,rel..religion_methodist_church_in_ireland,rel..religion_other_christian_including_christian_related,rel..religion_other_religions,rel..religion_no_religion,rel..religion_religion_not_stated
N00001620,333,56,62,57,3,27,10,77,41
N00001621,241,34,72,35,5,11,4,61,19
N00001622,240,41,53,31,12,30,3,50,20
N00001750,256,6,80,46,26,27,3,59,9
N00001751,318,7,114,65,19,46,7,50,10
N00001752,299,9,89,66,20,44,2,60,9
N00001753,321,20,83,68,24,31,4,72,19
N00001754,356,26,87,79,43,56,0,62,3
N00001755,380,10,193,58,17,29,0,63,10
N00001756,326,5,129,48,21,38,5,59,21
N00001757,243,16,61,39,15,50,3,49,10
N00001758,272,11,78,59,33,36,4,40,11
N00001759,313,10,138,52,20,29,4,47,13
N00001760,1278,602,185,147,36,64,25,155,64
N00001761,503,241,78,54,15,32,7,60,16
N00001762,275,14,58,87,14,19,5,66,12
N00001763,1425,438,242,229,73,95,32,239,77
N00001764,234,7,73,60,11,28,0,38,17
N00001765,990,206,190,189,72,91,21,152,69
N00001766,256,9,64,64,34,23,4,46,12
N00001767,299,125,44,35,22,6,4,55,8
N00001768,296,146,42,18,15,9,7,35,24
N00001769,374,159,44,49,11,30,8,56,17
N00001770,333,180,61,22,1,8,5,40,16
N00001771,437,192,52,40,14,46,3,58,32
N00001772,278,89,49,44,12,28,7,42,7
N00001773,278,76,71,40,9,26,3,42,11
N00001774,281,106,33,25,18,13,14,60,12
N00001775,301,135,35,43,12,19,2,42,13
N00001776,294,131,49,22,15,8,1,55,13
N00001777,352,153,43,60,7,24,2,54,9
N00001778,307,5,78,72,9,49,2,66,26
N00001779,293,11,104,72,21,26,0,43,16
N00001780,621,28,194,97,50,95,8,121,28
N00001781,429,15,119,72,39,79,9,69,27
N00001782,354,8,103,98,20,52,0,65,8
N00001783,348,24,136,74,17,36,0,53,8
N00001784,257,9,82,55,22,17,5,52,15
N00001785,348,3,108,100,27,25,4,57,24
N00001786,319,6,112,62,15,33,2,46,43
N00001787,281,1,94,65,13,31,0,54,23
N00001788,335,11,96,101,18,23,3,70,13
N00001789,425,16,140,60,22,71,4,93,19
N00001790,359,172,62,35,11,22,0,44,13
N00001791,474,309,52,24,6,20,1,46,16
N00001792,345,220,23,31,4,8,13,34,12
N00001793,456,278,63,23,8,23,1,48,12
N00001794,915,182,248,174,29,88,9,114,71
N00001795,320,149,49,30,6,21,9,40,16
N00001796,336,139,39,35,14,36,9,37,27
N00001797,341,137,62,36,8,20,6,52,20
N00001798,423,214,42,30,15,21,3,79,19
N00001799,314,60,101,48,17,34,1,44,9
N00001800,343,135,59,44,17,21,12,36,19
N00001801,439,231,49,23,12,33,10,60,21
N00001802,331,194,24,23,8,17,1,40,24
N00001803,302,97,64,51,9,13,4,45,19
N00001804,353,145,54,42,11,38,5,44,14
N00001805,893,410,122,107,13,55,8,141,37
N00001806,324,11,86,68,20,35,2,74,28
N00001807,249,64,58,23,6,10,2,67,19
N00001808,249,10,90,54,10,19,1,47,18
N00001809,255,6,87,45,16,29,7,58,7
N00001810,231,6,93,30,15,14,4,41,28
N00001811,249,6,96,31,22,23,2,47,22
N00001812,340,11,90,79,25,19,2,64,50
N00001813,193,14,49,47,17,16,1,27,22
N00001814,644,61,185,117,44,79,6,117,35
N00001815,347,22,71,62,42,53,4,81,12
N00001816,486,29,148,91,52,37,0,98,31
N00001817,287,25,46,66,44,32,2,60,12
N00001818,274,27,81,55,39,22,0,39,11
N00001819,379,37,86,73,49,26,7,80,21
N00001820,314,27,104,89,19,29,1,28,17
N00001821,618,93,160,111,21,57,11,134,31
N00001822,270,10,73,44,19,37,5,61,21
N00001823,383,33,96,90,35,49,5,65,10
N00001824,365,15,110,99,34,44,6,49,8
N00001825,240,7,77,48,10,34,0,46,18
N00001826,344,7,117,64,28,53,3,57,15
N00001827,334,21,101,79,26,42,1,48,16
N00001828,257,20,62,54,26,31,2,40,22
N00001829,238,9,60,54,16,31,3,51,14
N00001830,393,8,121,90,28,28,2,78,38
N00001831,337,12,126,74,16,35,0,64,10
N00001832,251,0,65,76,30,22,0,41,17
N00001833,327,10,121,57,45,18,1,57,18
N00001834,235,1,49,88,24,22,6,35,10
N00001835,295,5,86,66,36,33,5,50,14
N00001836,284,17,70,70,30,31,4,51,11
N00001837,236,12,79,57,16,24,0,30,18
N00001838,234,3,79,56,20,20,3,43,10
N00001839,396,177,68,52,9,19,4,56,11
N00001840,374,176,63,30,19,21,1,35,29
N00001841,345,175,37,28,11,11,6,63,14
N00001842,258,101,36,43,3,19,5,36,15
N00001843,326,138,39,50,10,8,3,68,10
N00001844,297,123,46,40,7,17,1,43,20
N00001845,292,113,55,31,7,23,2,49,12
N00001846,279,89,41,30,21,35,4,48,11
N00001847,287,18,91,60,28,41,4,35,10
N00001848,298,14,84,69,35,33,1,54,8
N00001849,303,23,101,58,18,27,2,56,18
N00001850,636,29,195,122,31,69,5,143,42
N00001851,295,19,86,53,26,31,2,70,8
N00001852,349,29,94,41,31,56,0,61,37
N00001853,344,40,88,56,29,36,11,65,19
N00001854,232,1,76,44,19,31,4,40,17
N00001855,292,22,84,65,12,41,7,51,10
N00001856,272,29,73,49,12,37,6,48,18
N00001857,268,12,71,56,11,24,6,49,39
N00001858,232,4,76,52,8,26,0,47,19
N00001859,266,2,74,67,23,15,2,59,24
N00001860,210,1,59,48,12,30,1,38,21
N00001861,271,3,53,51,51,27,4,53,29
N00001862,387,36,97,63,24,65,12,61,29
N00001863,272,22,79,43,24,30,2,52,20
N00001864,364,145,63,56,25,11,3,50,11
N00001865,541,218,107,52,37,34,0,64,29
N00001866,252,31,69,30,45,31,7,32,7
N00001867,359,74,106,47,14,36,8,65,9
N00001868,372,21,127,70,48,48,0,52,6
N00001869,350,47,84,55,36,56,1,43,28
N00001870,323,122,63,37,12,16,1,55,17
N00001871,355,162,31,28,14,35,2,64,19
N00001872,256,125,19,24,15,4,8,50,11
N00001873,806,410,75,55,17,38,10,139,62
N00001874,376,158,66,28,20,24,11,43,26
N00001875,291,107,49,43,6,28,0,46,12
N00001876,332,150,47,38,8,22,1,51,15
N00001877,282,103,80,29,7,17,4,29,13
N00001878,307,79,57,32,14,36,4,59,26
N00001879,352,122,62,30,14,26,3,82,13
N00001880,313,5,88,45,74,23,4,45,29
N00001881,979,24,328,213,117,98,10,129,60
N00001882,281,22,60,57,61,18,1,46,16
N00001883,292,6,80,60,47,24,1,57,17
N00001884,261,6,79,42,52,34,1,34,13
N00001885,229,2,66,68,22,23,3,30,15
N00001886,232,6,86,42,35,14,1,41,7
N00001887,289,10,93,34,35,35,2,52,28
N00001888,287,11,90,75,20,32,8,42,9
N00001889,231,0,82,26,23,22,3,48,27
N00001890,555,28,187,71,47,62,16,109,35
N00001891,390,22,114,95,33,46,9,56,15
N00001892,280,14,112,42,40,30,1,32,9
N00001893,270,5,79,76,13,21,3,38,35
N00001894,320,6,79,106,14,41,2,49,23
N00001895,342,12,87,77,37,39,7,42,41
N00001896,546,49,130,125,52,59,7,79,45
N00001897,283,7,64,97,11,36,4,36,28
N00001898,279,17,70,80,11,31,6,45,19
N00001899,186,10,39,54,12,16,2,37,16
N00001900,346,55,116,41,11,51,6,49,17
N00001901,377,16,196,46,15,35,0,50,19
N00001902,411,27,189,35,12,74,5,55,14
N00001903,427,227,51,48,16,34,0,39,12
N00001904,265,44,69,39,17,42,1,43,10
N00001905,267,9,126,53,5,18,3,40,13
N00001906,308,6,154,25,6,42,2,47,26
N00001907,331,11,154,46,12,47,2,48,11
N00001908,321,8,177,36,15,20,1,37,27
N00001909,331,2,178,37,11,32,4,58,9
N00001910,386,5,197,68,30,42,4,31,9
N00001911,290,41,76,52,15,24,2,63,17
N00001912,428,143,50,57,20,28,4,89,37
N00001913,280,77,49,47,15,15,3,53,21
N00001914,303,115,45,38,12,27,7,37,22
N00001915,651,286,78,74,21,38,12,109,33
N00001916,267,83,55,51,3,13,5,45,12
N00001917,312,100,50,41,14,22,1,59,25
N00001918,249,110,42,17,10,12,4,36,18
N00001919,324,6,109,79,13,28,1,56,32
N00001920,327,4,109,70,17,48,5,61,13
N00001921,272,3,125,69,15,9,0,31,20
N00001922,300,6,115,41,30,40,0,37,31
N00001923,236,9,73,51,11,15,0,38,39
N00001924,367,15,118,62,25,37,2,63,45
N00001925,273,0,98,71,24,20,0,35,25
N00001926,320,0,90,92,19,31,1,73,14
N00001927,225,8,57,41,32,11,0,52,24
N00001928,232,12,64,53,40,10,0,42,11
N00001929,440,55,135,77,37,50,2,65,19
N00001930,249,4,112,23,33,23,1,42,11
N00001931,267,7,81,34,28,43,0,65,9
N00001932,278,6,91,56,36,35,1,43,10
N00001933,292,17,115,40,29,39,0,44,8
N00001934,265,5,74,54,24,33,1,61,13
N00001935,350,114,52,50,20,27,5,73,9
N00001936,304,181,32,22,7,8,1,35,18
N00001937,304,177,25,13,14,4,1,44,26
N00001938,311,8,114,39,28,39,11,57,15
N00001939,278,46,70,45,12,12,1,67,25
N00001940,359,209,31,22,10,5,7,64,11
N00001941,284,135,30,26,16,19,3,38,17
N00002170,313,265,4,5,1,3,0,23,12
N00002171,531,487,5,3,0,3,2,21,10
N00002172,630,542,6,1,3,4,17,28,29
N00002173,476,233,64,75,7,20,1,53,23
N00002174,538,385,11,45,7,9,1,32,48
N00002175,742,655,1,10,5,8,0,41,22
N00002176,570,478,6,8,1,8,0,32,37
N00002177,617,425,17,48,29,9,2,49,38
N00002178,514,453,3,2,2,3,2,36,13
N00002203,1147,74,242,392,124,167,3,103,42
N00002204,431,66,101,110,22,58,2,43,29
N00002205,805,20,145,268,110,120,11,90,41
N00002206,325,72,52,96,23,37,4,26,15
N00002207,299,84,52,74,10,33,1,24,21
N00002208,334,148,26,51,6,25,34,12,32
N00002209,361,167,38,60,6,14,17,41,18
N00002210,417,108,97,130,3,20,5,36,18
N00002221,448,30,70,182,34,55,1,44,32
N00002222,282,70,34,97,12,15,0,38,16
N00002223,138,14,20,53,2,13,7,17,12
N00002224,198,55,20,46,2,10,1,39,25
N00002225,331,15,38,138,26,42,8,41,23
N00002226,225,10,38,79,11,29,2,39,17
N00002227,249,11,36,80,19,46,2,31,24
N00002228,260,12,26,97,11,41,3,48,22
N00002236,611,429,19,52,5,18,8,35,45
N00002237,340,285,0,5,0,1,1,25,23
N00002238,274,207,4,3,1,1,0,15,43
N00002239,242,213,1,0,0,3,0,17,8
N00002240,329,287,5,10,0,4,1,10,12
N00002241,323,179,25,50,9,16,4,21,19
N00002242,276,248,0,1,1,5,0,10,11
N00002243,242,176,6,17,4,10,3,11,15
N00002244,299,276,0,1,0,0,0,5,17
N00002245,214,153,8,17,2,8,1,5,20
N00002246,467,438,2,1,0,2,1,14,9
N00002247,471,417,4,1,8,3,1,24,13
N00002248,778,692,7,10,0,9,0,24,36
N00002249,613,551,3,12,1,2,0,24,20
N00002250,351,326,0,1,3,1,0,9,11
N00002251,394,341,2,1,0,9,0,16,25
N00002252,895,669,12,50,5,92,3,20,44
N00002253,418,378,5,6,2,7,0,5,15
N00002254,545,418,7,24,5,24,7,31,29
N00002255,543,368,8,54,28,30,1,10,44
N00002256,499,120,100,134,25,31,1,60,28
N00002257,342,15,88,74,20,70,5,49,21
N00002258,344,10,108,104,22,40,0,46,14
N00002259,353,11,94,117,23,39,2,54,13
N00002260,797,48,201,235,60,100,7,94,52
N00002261,723,28,255,161,53,115,1,78,32
N00002262,444,47,103,119,63,48,9,34,21
N00002263,487,28,184,127,27,49,6,38,28
N00002264,732,562,12,12,1,5,10,48,82
N00002265,618,492,11,40,0,7,6,30,32
N00002266,290,228,0,18,0,4,1,20,19
N00002267,486,329,7,22,3,2,5,67,51
N00002268,803,640,8,19,1,10,17,52,56
N00002269,326,287,6,0,0,1,2,14,16
N00002270,352,291,1,10,1,0,1,13,35
N00002271,333,313,0,1,0,1,2,10,6
N00002272,272,239,2,3,1,1,4,16,6
N00002273,597,322,35,60,10,33,17,89,31
N00002274,251,107,11,39,4,1,6,32,51
N00002275,254,102,25,47,6,10,3,23,38
N00002276,299,185,19,34,0,7,5,32,17
N00002277,515,286,27,62,3,9,8,69,51
N00002278,336,196,11,30,2,9,2,47,39
N00002279,205,130,16,12,6,7,0,18,16
N00002280,288,134,25,33,6,13,1,40,36
N00002281,420,339,0,5,0,11,10,2,53
N00002282,276,230,0,3,0,1,1,4,37
N00002283,277,253,0,1,0,0,4,7,12
N00002284,297,268,1,1,4,2,0,5,16
N00002285,420,378,2,2,0,0,0,8,30
N00002286,359,353,0,0,0,0,0,1,5
N00002287,308,276,1,4,0,0,0,6,21
N00002288,294,253,3,1,0,0,0,5,32
N00002289,242,9,22,94,41,30,1,25,20
N00002290,456,20,113,145,43,53,4,45,33
N00002291,442,48,63,119,41,48,11,57,55
N00002292,309,16,55,74,31,64,8,45,16
N00002293,231,12,46,96,11,28,4,20,14
N00002294,292,10,74,111,23,28,2,31,13
N00002295,334,21,58,86,39,67,0,32,31
N00002296,407,45,78,115,38,59,2,40,30
N00002297,335,12,64,128,37,47,7,32,8
N00002298,277,14,40,107,28,43,4,30,11
N00002299,372,23,55,145,31,47,6,40,25
N00002300,813,122,169,219,69,116,10,72,36
N00002301,671,119,90,180,57,97,5,90,33
N00002302,658,63,161,188,87,61,10,70,18
N00002303,447,187,19,51,55,59,8,43,25
N00002304,218,30,31,62,4,33,4,45,9
N00002305,790,155,109,230,58,87,3,121,27
N00002306,1483,447,168,264,52,143,15,263,131
N00002307,378,87,55,82,50,39,3,38,24
N00002308,329,13,70,106,28,58,2,40,12
N00002309,224,20,47,59,16,32,0,31,19
N00002310,218,15,35,92,13,26,2,26,9
N00002311,285,37,46,64,28,63,2,35,10
N00002312,309,17,46,110,32,44,8,20,32
N00002313,302,16,50,110,32,28,3,43,20
N00002314,274,19,49,95,17,38,0,44,12
N00002315,344,31,88,115,27,34,4,39,6
N00002316,254,23,65,65,18,34,2,39,8
N00002317,304,13,64,110,14,69,1,22,11
N00002318,383,15,93,116,23,79,3,33,21
N00002319,698,20,155,222,46,113,12,95,35
N00002320,299,11,54,88,20,57,5,52,12
N00002321,290,9,53,109,8,63,5,33,10
N00002322,302,24,66,96,23,42,1,39,11
N00002323,331,15,59,127,26,65,0,29,10
N00002324,291,20,45,123,18,43,1,34,7
N00002325,453,30,66,162,20,96,3,51,25
N00002326,307,12,55,138,21,46,5,15,15
N00002327,1297,79,271,456,60,188,19,155,69
N00002328,363,19,48,158,4,47,8,45,34
N00002329,316,10,40,146,14,54,1,37,14
N00002330,619,229,83,136,23,63,4,65,16
N00002331,606,316,41,96,8,48,3,50,44
N00002332,360,85,40,142,11,18,3,47,14
N00002333,395,148,32,133,13,22,1,31,15
N00002334,345,126,42,91,8,39,0,20,19
N00002335,540,111,99,163,13,69,6,50,29
N00002336,322,15,64,110,26,47,4,44,12
N00002337,355,306,7,5,2,7,1,8,19
N00002338,263,4,64,106,13,40,2,20,14
N00002339,296,43,67,90,3,31,5,35,22
N00002340,295,13,60,122,15,37,2,36,10
N00002341,236,24,43,115,14,25,0,10,5
N00002342,284,217,3,5,0,7,0,3,49
N00002343,350,306,2,5,1,9,0,12,15
N00002344,378,293,6,4,1,7,3,28,36
N00002345,300,122,27,56,12,27,1,17,38
N00002346,235,48,25,67,9,21,3,29,33
N00002347,678,81,106,232,32,69,8,94,56
N00002348,338,31,63,118,15,42,2,47,20
N00002349,250,8,34,93,17,40,8,37,13
N00002350,180,3,30,69,10,31,1,20,16
N00002351,1332,1161,14,13,2,19,0,51,72
N00002352,292,233,4,6,3,8,0,15,23
N00002353,1824,1542,10,26,3,27,18,95,103
N00002354,378,317,5,6,2,6,0,14,28
N00002355,278,246,1,0,0,1,0,2,28
N00002356,409,346,0,4,0,2,0,30,27
N00002357,348,293,2,2,0,0,0,12,39
N00002358,236,203,0,2,0,1,0,9,21
N00002359,255,226,2,0,2,0,0,3,22
N00002376,436,33,96,177,10,38,1,53,28
N00002377,433,36,134,97,20,54,8,67,17
N00002378,749,66,186,213,40,138,9,67,30
N00002379,667,65,198,173,23,76,10,92,30
N00002380,298,12,66,120,15,45,0,14,26
N00002381,386,30,111,121,22,40,4,40,18
N00002382,458,32,111,124,26,71,1,55,38
N00002383,454,5,149,170,24,49,13,32,12
N00002384,377,14,100,138,18,45,3,48,11
N00002385,278,29,65,94,7,42,4,33,4
N00002386,265,220,1,4,0,4,0,10,26
N00002387,451,354,1,6,1,10,1,29,49
N00002388,199,153,0,3,0,5,4,10,24
N00002389,311,254,3,0,1,6,8,12,27
N00002390,293,227,8,8,0,1,2,17,30
N00002391,402,366,6,3,0,4,0,12,11
N00002392,349,330,0,1,0,6,0,8,4
N00002393,653,600,0,7,5,1,8,22,10
N00002394,363,308,1,5,2,3,0,11,33
N00002395,412,390,0,2,0,0,0,5,15
N00002632,414,346,5,9,0,0,0,17,37
N00002633,426,328,13,11,0,8,0,20,46
N00002634,311,214,18,20,0,9,1,22,27
N00002635,341,297,8,2,0,5,3,9,17
N00002636,393,339,10,10,2,0,0,15,17
N00002637,499,372,17,45,0,6,2,28,29
N00002638,485,382,10,23,0,9,1,25,35
N00002639,309,251,2,6,1,0,1,20,28
N00002640,343,299,5,3,2,0,1,18,15
N00002641,361,295,10,12,0,10,0,25,9
N00002642,468,407,14,13,0,4,0,14,16
N00002643,392,340,3,12,0,0,2,16,19
N00002644,330,271,5,12,1,2,1,11,27
N00002645,317,248,11,3,0,5,0,20,30
N00002646,351,51,92,37,9,61,4,74,23
N00002647,766,206,193,110,30,80,8,100,39
N00002648,202,63,41,24,8,19,0,28,19
N00002649,496,52,175,82,30,88,0,48,21
N00002650,305,6,79,100,17,53,1,18,31
N00002651,479,50,154,78,21,106,3,50,17
N00002652,297,20,83,86,16,26,0,45,21
N00002653,444,322,24,10,2,7,3,18,58
N00002654,337,214,12,4,2,5,2,22,76
N00002655,280,220,3,4,0,6,0,22,25
N00002656,717,541,18,7,1,6,8,43,93
N00002657,370,314,5,7,1,2,1,12,28
N00002658,429,322,4,4,1,4,1,18,75
N00002659,357,278,1,1,0,1,2,22,52
N00002660,427,136,102,53,0,59,5,48,24
N00002661,490,300,49,35,0,11,3,33,59
N00002662,402,170,67,57,9,35,4,33,27
N00002663,340,151,56,34,1,17,2,56,23
N00002664,298,219,24,9,2,8,0,14,22
N00002665,277,127,44,37,2,26,0,36,5
N00002666,263,102,55,43,3,13,0,32,15
N00002667,778,658,8,18,0,4,2,32,56
N00002668,317,274,0,1,0,5,8,16,13
N00002669,530,407,28,25,0,16,3,21,30
N00002670,1917,1558,69,71,4,27,5,83,100
N00002671,1354,1213,14,21,6,7,7,45,41
N00002672,333,279,0,2,1,4,1,11,35
N00002673,1282,1014,25,62,1,18,15,57,90
N00002674,289,255,3,2,0,1,0,7,21
N00002675,385,126,104,48,5,25,3,52,22
N00002676,708,400,124,36,0,26,5,64,53
N00002677,408,146,92,70,3,18,6,59,14
N00002678,368,218,28,19,3,29,1,38,32
N00002679,534,344,60,35,6,11,5,39,34
N00002680,430,229,48,58,0,16,2,54,23
N00002681,436,173,76,89,6,28,2,53,9
N00002682,457,286,66,23,6,24,0,29,23
N00002683,395,108,163,40,2,15,4,47,16
N00002684,458,170,138,33,1,31,4,56,25
N00002685,385,28,203,45,3,36,2,57,11
N00002686,337,10,137,64,4,47,2,56,17
N00002687,306,69,113,36,0,15,0,59,14
N00002688,375,43,183,58,2,29,0,44,16
N00002689,308,161,68,30,0,5,3,17,24
N00002690,249,139,19,37,3,17,0,23,11
N00002691,325,199,40,18,11,13,2,21,21
N00002692,276,159,21,21,0,11,1,44,19
N00002693,338,161,39,40,7,26,1,30,34
N00002694,319,172,43,28,2,25,1,42,6
N00002695,467,336,31,19,4,14,3,43,17
N00002696,316,170,40,28,13,14,1,38,12
N00002697,367,226,37,34,1,5,3,48,13
N00002698,536,330,49,27,8,18,7,58,39
N00002699,351,311,5,2,0,2,1,8,22
N00002700,529,416,25,10,3,14,1,39,21
N00002701,533,393,5,29,3,17,1,45,40
N00002702,371,308,7,9,0,10,2,17,18
N00002703,614,475,43,15,2,6,0,54,19
N00002704,558,417,30,22,3,9,1,53,23
N00002705,483,396,19,5,3,3,1,25,31
N00002706,437,239,79,40,2,19,1,42,15
N00002707,564,333,88,61,2,21,3,43,13
N00002708,264,225,8,7,0,3,0,6,15
N00002709,468,239,66,35,12,19,3,78,16
N00002710,418,274,41,37,5,12,1,33,15
N00002711,764,342,109,117,10,38,5,113,30
N00002712,373,204,78,43,0,14,0,9,25
N00002713,424,295,41,29,0,10,4,31,14
N00002714,490,43,200,69,7,59,5,75,32
N00002715,424,172,111,32,7,36,6,45,15
N00002716,348,33,111,78,4,53,6,51,12
N00002717,566,396,52,42,0,18,0,45,13
N00002718,473,122,99,82,12,74,4,68,12
N00002719,333,51,111,41,14,51,3,50,12
N00002720,344,235,7,33,0,8,2,25,34
N00002721,363,246,22,15,0,16,1,30,33
N00002722,437,331,20,24,0,9,2,20,31
N00002723,407,318,7,8,0,7,1,28,38
N00002724,230,178,5,10,0,2,1,12,22
N00002725,433,290,36,36,3,18,0,28,22
N00002726,1345,672,29,78,21,217,12,218,98
N00002727,390,121,127,50,4,3,3,64,18
N00002728,1055,315,327,184,8,30,2,116,73
N00002729,293,84,76,81,3,4,0,34,11
N00002730,271,87,55,59,1,2,3,46,18
N00002731,277,138,56,41,0,5,0,20,17
N00002732,307,110,74,56,1,5,0,41,20
N00002733,401,93,85,73,4,22,2,96,26
N00002734,493,92,147,76,7,55,1,83,32
N00002735,431,44,162,71,11,76,1,49,17
N00002736,357,50,131,64,0,58,2,40,12
N00002737,320,33,111,60,9,52,4,44,7
N00002738,456,184,139,29,3,39,1,43,18
N00002739,398,41,181,64,5,35,1,54,17
N00002740,383,149,109,38,5,26,0,34,22
N00002741,456,162,76,61,1,48,7,77,24
N00002742,379,260,30,21,2,4,0,28,34
N00002743,364,208,42,49,3,5,1,30,26
N00002744,267,213,4,9,0,3,0,16,22
N00002745,324,229,18,15,2,6,0,12,42
N00002746,309,234,20,16,1,2,0,21,15
N00002747,262,183,24,11,1,3,0,21,19
N00002748,351,204,50,24,0,18,1,41,13
N00002749,334,219,21,26,1,7,3,23,34
N00002750,261,227,7,0,1,1,0,3,22
N00002751,301,154,22,45,1,15,0,35,29
N00002752,283,129,44,60,3,10,3,23,11
N00002753,524,438,8,28,0,1,3,23,23
N00002754,410,312,21,8,4,13,2,38,12
N00002755,589,364,55,43,2,17,5,60,43
N00002756,315,61,134,51,9,18,1,34,7
N00002757,483,154,115,88,5,28,3,57,33
N00002758,254,75,70,66,5,1,1,24,12
N00002759,337,86,71,57,9,36,2,63,13
N00002760,306,82,76,47,1,27,3,53,17
N00002761,941,186,301,150,11,62,4,182,45
N00002762,364,48,136,78,3,30,0,61,8
N00002763,381,67,161,72,1,9,1,55,15
N00002764,427,234,44,46,11,24,4,42,22
N00002765,371,168,57,45,1,36,2,37,25
N00002766,499,335,65,32,0,10,2,31,24
N00002767,396,167,95,35,5,35,2,32,25
N00002768,362,86,129,57,5,23,6,34,22
N00002769,483,280,54,75,3,20,3,37,11
N00002770,463,284,66,39,7,23,3,23,18
N00002771,272,217,15,8,1,0,1,13,17
N00002772,297,158,59,25,2,6,8,18,21
N00002773,217,153,9,27,0,1,0,11,16
N00002774,640,424,63,38,5,23,0,62,25
N00002775,478,314,63,23,4,17,1,39,17
N00002776,292,182,42,19,10,11,1,20,7
N00002777,237,180,16,6,0,5,0,16,14
N00002778,254,153,24,11,1,11,3,25,26
N00002779,496,383,24,21,0,7,2,38,21
N00002780,345,243,7,22,0,0,0,45,28
N00002781,401,258,5,44,0,23,6,47,18
N00002782,510,394,16,25,3,1,2,48,21
N00002783,390,314,5,15,0,0,0,30,26
N00002784,544,464,4,15,2,1,4,20,34
N00002785,599,485,23,25,0,0,1,29,36
N00002786,503,434,4,6,0,19,4,13,23
N00002787,464,337,64,4,3,7,1,15,33
N00002788,370,215,36,31,1,19,1,53,14
N00002789,539,406,32,29,5,1,4,27,35
N00002790,493,456,1,3,0,1,0,13,19
N00002791,419,240,57,40,2,13,0,44,23
N00003240,792,211,160,205,30,66,6,87,27
N00003245,476,65,59,133,36,70,7,89,17
N00003246,810,105,139,295,49,61,2,133,26
N00003262,364,21,149,69,14,55,0,47,9
N00003263,417,27,175,52,8,48,4,71,32
N00003264,418,14,189,112,5,42,7,36,13
N00003265,381,32,145,64,8,74,2,37,19
N00003266,356,21,161,75,4,53,1,33,8
N00003267,408,32,156,56,5,81,4,63,11
N00003268,344,68,118,49,11,23,4,47,24
N00003269,354,39,140,67,10,29,1,55,13
N00003270,330,22,139,56,16,48,1,36,12
N00003290,499,92,122,117,25,40,8,81,14
N00003291,694,97,240,86,34,91,2,108,36
N00003292,299,54,73,81,14,22,1,36,18
N00003317,333,20,119,60,7,61,1,54,11
N00003318,965,76,282,205,29,149,6,145,73
N00003319,372,28,103,94,11,67,2,50,17
N00003320,304,16,126,63,3,33,0,53,10
N00003321,411,26,174,50,10,82,7,34,28
N00003322,410,18,189,63,9,60,3,47,21
N00003323,455,55,171,58,17,64,5,66,19
N00003324,358,66,123,49,9,29,7,64,11
N00003325,429,54,159,82,1,54,4,59,16
N00003326,661,123,224,135,9,68,2,71,29
N00003327,375,80,88,98,6,33,4,53,13
N00003328,214,22,51,41,5,15,6,63,11
N00003329,338,83,78,80,10,21,3,45,18
N00003330,328,102,78,60,13,12,6,43,14
N00003331,442,96,114,105,15,28,2,59,23
N00003332,395,87,122,51,8,54,3,55,15
N00003333,305,31,86,66,9,30,3,57,23
N00003334,321,32,116,49,14,46,2,56,6
N00003335,244,12,91,52,13,14,5,48,9
N00003336,402,26,162,62,5,52,1,78,16
N00003385,448,48,217,50,29,23,5,52,24
N00003387,341,19,121,98,17,33,2,41,10
N00003388,346,39,105,108,17,17,2,46,12
N00003389,376,25,127,105,14,39,6,48,12
N00003390,358,33,129,88,16,36,0,40,16
N00003391,372,36,118,130,10,22,5,43,8
N00003392,434,49,157,105,18,52,1,34,18
N00003393,424,52,124,106,21,54,4,30,33
N00003394,392,26,152,91,4,58,5,41,15
N00003395,279,30,55,84,9,27,6,52,16
N00003396,436,46,119,121,9,47,0,71,23
N00003443,713,43,148,225,45,103,3,113,33
N00003444,424,25,90,167,40,49,5,38,10
N00003445,509,30,130,133,44,50,13,97,12
N00003446,413,31,96,123,27,51,0,65,20
N00003447,273,8,32,117,27,13,1,54,21
N00003448,540,118,94,150,27,68,1,57,25
N00003449,431,51,121,114,18,68,5,34,20
N00003450,353,105,64,88,15,39,0,27,15
N00003451,620,43,142,184,60,58,4,99,30
N00003452,440,13,103,172,46,51,1,40,14
N00003463,491,50,171,138,31,19,1,62,19
N00003464,364,22,116,89,18,34,4,62,19
N00003465,267,6,72,91,31,22,4,30,11
N00003466,310,54,90,58,13,24,4,56,11
N00003467,473,35,159,126,14,31,11,76,21
N00003468,253,16,64,77,11,12,4,53,16
N00003469,373,10,96,130,41,40,2,35,19
N00003472,310,20,93,93,21,30,0,41,12
N00003473,365,16,106,109,32,25,1,59,17
N00003474,449,73,89,154,13,26,8,59,27
N00003475,1177,207,243,323,50,130,16,157,51
N00003476,734,103,147,256,23,56,7,110,32
N00003477,462,88,80,133,12,38,6,77,28
N00003478,817,113,170,263,26,111,1,110,23
N00003479,814,173,150,175,34,76,9,171,26
N00003480,258,36,42,94,22,15,1,36,12
N00003481,175,49,16,53,5,12,1,19,20
N00003482,253,47,34,92,11,22,2,25,20
N00003667,395,228,79,36,1,24,0,11,16
N00003668,425,85,180,76,1,33,7,23,20
N00003669,451,299,77,21,2,15,0,17,20
N00003670,385,232,40,24,1,17,2,24,45
