ethn..geo_code,ethn..total_persons,ethn..ethnic_group_white,ethn..ethnic_group_chinese,ethn..ethnic_group_irish_traveller,ethn..ethnic_group_indian,ethn..ethnic_group_pakistani,ethn..ethnic_group_bangladeshi,ethn..ethnic_group_other_asian,ethn..ethnic_group_black_caribbean,ethn..ethnic_group_black_african,ethn..ethnic_group_black_other,ethn..ethnic_group_mixed,ethn..ethnic_group_other,ethn..white_or_white_british_or_white_irish,ethn..black_or_black_british_or_black_irish,ethn..asian_or_asian_british_or_asian_irish,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
N00001414,278,273,4,0,0,0,0,0,0,1,0,0,0,273,1,4,0,0
N00001445,371,368,0,0,0,0,0,1,0,0,0,2,0,368,0,1,2,0
N00001446,304,304,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
N00001447,315,306,3,0,0,0,0,3,0,1,0,2,0,306,1,6,2,0
N00001448,350,350,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0
N00001449,323,317,1,0,0,0,0,0,4,0,0,0,1,317,4,1,0,1
N00001450,263,260,0,0,0,1,0,0,0,0,0,0,2,260,0,1,0,2
N00001451,248,239,0,0,1,0,8,0,0,0,0,0,0,239,0,9,0,0
N00001452,324,323,0,0,0,0,0,0,0,1,0,0,0,323,1,0,0,0
N00001453,372,368,0,0,0,0,0,0,0,0,0,3,1,368,0,0,3,1
N00001454,319,316,0,0,2,0,0,0,0,0,1,0,0,316,1,2,0,0
N00001455,261,261,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0
N00001456,334,331,3,0,0,0,0,0,0,0,0,0,0,331,0,3,0,0
N00001457,318,313,0,0,1,0,4,0,0,0,0,0,0,313,0,5,0,0
N00001458,376,370,0,0,0,0,0,3,0,0,0,0,3,370,0,3,0,3
N00001459,471,412,50,0,1,0,0,4,0,1,0,2,1,412,1,55,2,1
N00001460,599,587,0,0,4,0,0,0,0,0,0,6,2,587,0,4,6,2
N00001480,477,470,0,0,1,1,0,0,0,2,0,3,0,470,2,2,3,0
N00001481,229,221,0,0,0,0,2,0,0,2,1,2,1,221,3,2,2,1
N00001482,307,291,6,0,2,1,0,0,1,2,3,0,1,291,6,9,0,1
N00001483,254,240,3,0,6,3,0,2,0,0,0,0,0,240,0,14,0,0
N00001484,213,209,0,0,0,0,0,0,0,0,0,0,4,209,0,0,0,4
N00001485,248,238,0,0,2,3,0,0,0,0,1,4,0,238,1,5,4,0
N00001486,358,333,10,0,9,0,0,0,1,0,0,5,0,333,1,19,5,0
N00001487,298,298,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
N00001488,277,268,4,0,4,0,0,0,0,0,0,1,0,268,0,8,1,0
N00001489,293,287,1,0,4,1,0,0,0,0,0,0,0,287,0,6,0,0
N00001490,196,191,0,0,2,0,0,0,1,0,0,2,0,191,1,2,2,0
N00001491,250,248,0,0,0,0,0,1,0,0,0,1,0,248,0,1,1,0
N00001492,226,222,0,0,0,0,0,0,0,0,1,2,1,222,1,0,2,1
N00001493,260,257,3,0,0,0,0,0,0,0,0,0,0,257,0,3,0,0
N00001494,198,191,0,0,0,0,0,7,0,0,0,0,0,191,0,7,0,0
N00001495,288,278,0,0,0,0,0,9,0,0,0,0,1,278,0,9,0,1
N00001496,266,254,0,0,2,0,0,2,1,0,1,6,0,254,2,4,6,0
N00001497,236,222,4,0,4,0,0,5,0,0,0,1,0,222,0,13,1,0
N00001498,460,450,1,0,4,0,0,0,0,3,0,1,1,450,3,5,1,1
N00001499,335,314,12,0,1,0,0,1,0,0,0,6,1,314,0,14,6,1
N00001500,214,192,2,0,4,0,1,1,0,2,2,9,1,192,4,8,9,1
N00001501,497,486,6,0,0,0,0,0,0,2,0,2,1,486,2,6,2,1
N00001502,409,402,1,0,0,0,0,0,0,4,0,2,0,402,4,1,2,0
N00001503,204,198,2,0,0,0,0,1,0,1,0,1,1,198,1,3,1,1
N00001504,272,263,1,0,0,0,0,4,0,4,0,0,0,263,4,5,0,0
N00001505,473,460,0,0,1,0,0,0,0,7,0,5,0,460,7,1,5,0
N00001506,239,226,0,1,6,0,0,1,0,5,0,0,0,227,5,7,0,0
N00001507,254,247,1,0,0,0,0,1,0,4,0,1,0,247,4,2,1,0
N00001508,466,442,1,0,0,0,1,6,0,5,7,0,4,442,12,8,0,4
N00001509,385,364,1,0,2,0,0,7,0,0,0,8,3,364,0,10,8,3
N00001510,215,207,0,0,0,0,0,2,0,4,0,2,0,207,4,2,2,0
N00001511,638,624,1,3,0,0,0,8,0,1,0,1,0,627,1,9,1,0
N00001512,294,285,1,0,0,0,0,2,1,1,0,3,1,285,2,3,3,1
N00001513,236,231,0,0,0,0,0,0,0,1,0,4,0,231,1,0,4,0
N00001514,249,227,10,0,3,0,0,4,0,1,3,1,0,227,4,17,1,0
N00001604,276,264,3,0,1,0,0,2,0,4,0,2,0,264,4,6,2,0
N00001605,283,263,2,0,1,0,0,9,0,3,0,5,0,263,3,12,5,0
N00001606,197,187,1,0,1,0,0,0,0,5,0,2,1,187,5,2,2,1
N00001607,262,254,0,0,6,0,0,0,0,0,0,2,0,254,0,6,2,0
N00001608,238,220,6,0,5,0,0,7,0,0,0,0,0,220,0,18,0,0
N00001609,243,217,0,0,9,0,2,0,0,7,1,6,1,217,8,11,6,1
N00001610,220,205,1,0,8,1,0,0,2,1,0,1,1,205,3,10,1,1
N00001611,292,276,4,0,4,0,0,0,0,3,1,4,0,276,4,8,4,0
N00001612,295,272,4,0,0,0,0,0,0,14,1,4,0,272,15,4,4,0
N00001613,691,644,15,0,16,0,0,0,0,8,3,3,2,644,11,31,3,2
N00001614,245,231,3,0,2,0,0,0,0,0,1,8,0,231,1,5,8,0
N00001615,318,308,0,0,0,0,0,2,0,6,0,2,0,308,6,2,2,0
N00001616,299,276,0,0,1,0,3,3,0,9,1,5,1,276,10,7,5,1
N00001617,258,247,0,0,0,4,0,1,0,5,0,0,1,247,5,5,0,1
N00001618,236,221,6,0,0,0,0,0,0,9,0,0,0,221,9,6,0,0
N00001619,278,266,0,0,0,0,4,0,0,5,0,3,0,266,5,4,3,0
N00001620,333,291,3,0,1,3,0,4,0,18,5,4,4,291,23,11,4,4
N00001621,241,230,3,0,1,0,3,0,0,2,0,1,1,230,2,7,1,1
N00001622,240,224,0,0,0,0,0,1,0,10,0,1,4,224,10,1,1,4
N00001750,256,246,1,0,3,0,0,0,1,0,0,5,0,246,1,4,5,0
N00001751,318,306,1,0,1,0,0,5,0,2,1,1,1,306,3,7,1,1
N00001752,299,298,0,0,0,0,0,0,1,0,0,0,0,298,1,0,0,0
N00001753,321,309,5,1,1,0,1,4,0,0,0,0,0,310,0,11,0,0
N00001754,356,341,0,0,4,0,0,11,0,0,0,0,0,341,0,15,0,0
N00001755,380,380,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0
N00001756,326,326,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0
N00001757,243,228,0,0,0,0,0,13,0,0,0,2,0,228,0,13,2,0
N00001758,272,270,0,0,0,0,0,2,0,0,0,0,0,270,0,2,0,0
N00001759,313,313,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0
N00001760,1278,1203,30,4,9,7,6,2,0,2,0,9,6,1207,2,54,9,6
N00001761,503,482,7,1,3,0,0,6,0,0,0,4,0,483,0,16,4,0
N00001762,275,260,1,0,4,0,0,8,0,0,0,1,1,260,0,13,1,1
N00001763,1425,1358,9,0,12,2,0,17,0,9,0,12,6,1358,9,40,12,6
N00001764,234,231,1,0,0,0,0,0,0,1,0,0,1,231,1,1,0,1
N00001765,990,956,18,0,2,0,0,3,0,1,0,8,2,956,1,23,8,2
N00001766,256,255,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,1
N00001767,299,291,4,0,4,0,0,0,0,0,0,0,0,291,0,8,0,0
N00001768,296,284,5,0,0,0,0,2,0,0,0,4,1,284,0,7,4,1
N00001769,374,344,18,0,4,0,0,1,0,1,0,5,1,344,1,23,5,1
N00001770,333,322,2,0,0,4,0,5,0,0,0,0,0,322,0,11,0,0
N00001771,437,405,22,0,4,4,0,0,0,0,0,2,0,405,0,30,2,0
N00001772,278,268,4,0,4,0,0,0,0,0,0,2,0,268,0,8,2,0
N00001773,278,267,4,0,3,0,0,0,0,3,0,1,0,267,3,7,1,0
N00001774,281,268,2,0,4,0,0,3,0,0,0,0,4,268,0,9,0,4
N00001775,301,291,0,0,5,0,1,0,0,0,0,4,0,291,0,6,4,0
N00001776,294,285,8,0,0,0,0,0,0,0,0,1,0,285,0,8,1,0
N00001777,352,337,8,0,4,0,0,0,0,3,0,0,0,337,3,12,0,0
N00001778,307,283,19,0,2,0,0,1,0,0,0,2,0,283,0,22,2,0
N00001779,293,287,0,0,2,0,0,3,0,0,0,1,0,287,0,5,1,0
N00001780,621,603,10,0,1,0,0,0,0,5,0,2,0,603,5,11,2,0
N00001781,429,408,7,0,4,0,0,1,0,2,0,0,7,408,2,12,0,7
N00001782,354,347,0,0,5,0,0,2,0,0,0,0,0,347,0,7,0,0
N00001783,348,331,5,0,0,0,0,9,0,2,0,1,0,331,2,14,1,0
N00001784,257,250,0,0,0,0,0,7,0,0,0,0,0,250,0,7,0,0
N00001785,348,340,2,0,0,0,0,0,0,0,0,6,0,340,0,2,6,0
N00001786,319,319,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0
N00001787,281,277,1,0,0,0,0,0,0,1,0,2,0,277,1,1,2,0
N00001788,335,325,0,0,1,0,0,9,0,0,0,0,0,325,0,10,0,0
N00001789,425,419,0,0,3,0,0,3,0,0,0,0,0,419,0,6,0,0
N00001790,359,359,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0
N00001791,474,463,1,0,1,0,0,0,0,1,0,6,2,463,1,2,6,2
N00001792,345,327,4,0,0,7,1,0,0,0,0,0,6,327,0,12,0,6
N00001793,456,436,15,0,4,0,0,0,0,0,0,1,0,436,0,19,1,0
N00001794,915,887,4,0,8,1,0,11,0,0,0,4,0,887,0,24,4,0
N00001795,320,309,1,0,3,6,0,0,0,0,0,1,0,309,0,10,1,0
N00001796,336,308,0,0,8,5,0,14,0,1,0,0,0,308,1,27,0,0
N00001797,341,333,2,0,6,0,0,0,0,0,0,0,0,333,0,8,0,0
N00001798,423,413,4,0,1,1,0,0,0,2,0,2,0,413,2,6,2,0
N00001799,314,314,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0
N00001800,343,333,1,0,0,7,0,0,0,0,0,2,0,333,0,8,2,0
N00001801,439,411,9,0,0,0,6,2,0,6,0,3,2,411,6,17,3,2
N00001802,331,319,3,0,3,0,1,0,0,0,0,5,0,319,0,7,5,0
N00001803,302,301,0,0,1,0,0,0,0,0,0,0,0,301,0,1,0,0
N00001804,353,349,0,0,4,0,0,0,0,0,0,0,0,349,0,4,0,0
N00001805,893,870,11,0,4,1,0,0,0,1,0,3,3,870,1,16,3,3
N00001806,324,319,2,0,0,0,0,0,0,0,0,3,0,319,0,2,3,0
N00001807,249,238,0,0,0,0,0,0,0,1,0,9,1,238,1,0,9,1
N00001808,249,248,0,0,0,0,0,1,0,0,0,0,0,248,0,1,0,0
N00001809,255,244,6,0,0,0,1,0,0,0,0,2,2,244,0,7,2,2
N00001810,231,231,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0
N00001811,249,245,1,0,1,0,0,0,0,2,0,0,0,245,2,2,0,0
N00001812,340,336,0,1,1,0,0,0,0,1,0,1,0,337,1,1,1,0
N00001813,193,189,0,0,0,0,0,4,0,0,0,0,0,189,0,4,0,0
N00001814,644,629,1,0,5,0,0,0,0,2,3,4,0,629,5,6,4,0
N00001815,347,345,0,0,0,0,0,0,0,1,0,0,1,345,1,0,0,1
N00001816,486,483,1,0,0,0,0,0,0,0,0,2,0,483,0,1,2,0
N00001817,287,283,0,0,0,0,0,0,0,1,0,3,0,283,1,0,3,0
N00001818,274,268,0,0,2,0,0,0,0,0,1,2,1,268,1,2,2,1
N00001819,379,365,1,0,0,0,0,0,0,1,0,3,9,365,1,1,3,9
N00001820,314,293,0,0,15,0,0,1,0,0,0,3,2,293,0,16,3,2
N00001821,618,546,2,0,10,3,0,46,0,1,0,7,3,546,1,61,7,3
N00001822,270,264,4,0,0,0,0,2,0,0,0,0,0,264,0,6,0,0
N00001823,383,370,0,0,5,4,0,1,0,0,0,2,1,370,0,10,2,1
N00001824,365,358,1,0,0,1,0,0,0,0,0,4,1,358,0,2,4,1
N00001825,240,227,2,0,0,0,0,4,0,1,0,4,2,227,1,6,4,2
N00001826,344,337,3,0,0,0,0,1,0,0,0,2,1,337,0,4,2,1
N00001827,334,312,0,0,4,0,0,18,0,0,0,0,0,312,0,22,0,0
N00001828,257,236,3,0,1,0,0,14,0,0,0,3,0,236,0,18,3,0
N00001829,238,222,5,0,1,0,0,8,0,0,0,2,0,222,0,14,2,0
N00001830,393,383,0,0,0,0,0,5,1,1,0,2,1,383,2,5,2,1
N00001831,337,334,0,0,0,0,0,0,1,0,0,0,2,334,1,0,0,2
N00001832,251,249,0,0,0,0,0,0,0,0,0,0,2,249,0,0,0,2
N00001833,327,324,0,0,0,0,0,0,0,2,0,1,0,324,2,0,1,0
N00001834,235,230,0,0,0,3,0,0,0,0,0,0,2,230,0,3,0,2
N00001835,295,284,0,0,0,0,6,0,1,2,0,0,2,284,3,6,0,2
N00001836,284,281,0,0,0,0,0,0,0,0,0,3,0,281,0,0,3,0
N00001837,236,231,0,0,0,0,0,3,1,0,0,1,0,231,1,3,1,0
N00001838,234,232,0,0,0,0,0,0,0,0,0,1,1,232,0,0,1,1
N00001839,396,386,0,1,0,0,0,6,0,0,0,3,0,387,0,6,3,0
N00001840,374,370,1,0,0,0,0,0,0,2,0,1,0,370,2,1,1,0
N00001841,345,326,6,0,8,0,0,0,0,5,0,0,0,326,5,14,0,0
N00001842,258,248,1,0,2,0,0,4,0,0,0,3,0,248,0,7,3,0
N00001843,326,316,5,0,0,0,0,0,0,0,0,5,0,316,0,5,5,0
N00001844,297,290,2,0,0,0,1,0,1,0,0,3,0,290,1,3,3,0
N00001845,292,283,3,0,1,0,0,3,0,0,0,2,0,283,0,7,2,0
N00001846,279,275,0,0,0,0,4,0,0,0,0,0,0,275,0,4,0,0
N00001847,287,283,0,0,0,0,0,0,0,0,0,4,0,283,0,0,4,0
N00001848,298,297,0,0,0,0,0,0,0,0,0,0,1,297,0,0,0,1
N00001849,303,300,0,0,0,0,0,0,1,0,0,2,0,300,1,0,2,0
N00001850,636,635,1,0,0,0,0,0,0,0,0,0,0,635,0,1,0,0
N00001851,295,292,0,0,0,0,0,0,0,0,0,2,1,292,0,0,2,1
N00001852,349,338,0,0,0,0,0,1,0,3,1,5,1,338,4,1,5,1
N00001853,344,344,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0
N00001854,232,230,0,0,0,0,0,2,0,0,0,0,0,230,0,2,0,0
N00001855,292,263,1,0,5,3,0,18,0,1,0,1,0,263,1,27,1,0
N00001856,272,239,1,0,8,0,0,24,0,0,0,0,0,239,0,33,0,0
N00001857,268,254,0,0,0,0,0,7,0,7,0,0,0,254,7,7,0,0
N00001858,232,223,0,0,0,0,0,9,0,0,0,0,0,223,0,9,0,0
N00001859,266,265,0,0,0,0,0,1,0,0,0,0,0,265,0,1,0,0
N00001860,210,201,0,0,0,0,0,5,0,1,0,3,0,201,1,5,3,0
N00001861,271,263,0,0,0,0,0,6,0,0,0,1,1,263,0,6,1,1
N00001862,387,344,0,0,16,0,0,21,0,4,0,2,0,344,4,37,2,0
N00001863,272,253,0,0,0,0,0,15,0,0,0,4,0,253,0,15,4,0
N00001864,364,354,1,0,3,0,0,1,0,1,0,2,2,354,1,5,2,2
N00001865,541,536,0,0,0,0,0,0,0,0,0,1,4,536,0,0,1,4
N00001866,252,242,0,0,0,0,0,1,0,1,0,5,3,242,1,1,5,3
N00001867,359,353,1,0,0,0,0,2,0,1,0,1,1,353,1,3,1,1
N00001868,372,371,1,0,0,0,0,0,0,0,0,0,0,371,0,1,0,0
N00001869,350,350,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0
N00001870,323,317,6,0,0,0,0,0,0,0,0,0,0,317,0,6,0,0
N00001871,355,328,24,0,0,0,0,0,0,0,0,3,0,328,0,24,3,0
N00001872,256,222,26,0,5,2,0,0,0,1,0,0,0,222,1,33,0,0
N00001873,806,768,16,0,10,1,0,0,0,1,0,10,0,768,1,27,10,0
N00001874,376,356,7,0,0,8,0,0,0,2,0,1,2,356,2,15,1,2
N00001875,291,283,0,0,0,0,0,2,0,0,0,6,0,283,0,2,6,0
N00001876,332,325,0,0,0,0,0,0,0,4,0,3,0,325,4,0,3,0
N00001877,282,281,0,0,0,1,0,0,0,0,0,0,0,281,0,1,0,0
N00001878,307,303,0,0,3,0,0,0,0,0,0,1,0,303,0,3,1,0
N00001879,352,345,0,0,0,0,0,1,0,1,0,5,0,345,1,1,5,0
N00001880,313,309,4,0,0,0,0,0,0,0,0,0,0,309,0,4,0,0
N00001881,979,975,0,0,0,1,0,0,0,0,0,3,0,975,0,1,3,0
N00001882,281,281,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0
N00001883,292,289,1,0,0,0,0,0,0,0,0,2,0,289,0,1,2,0
N00001884,261,258,1,0,1,0,0,0,0,0,0,0,1,258,0,2,0,1
N00001885,229,229,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0
N00001886,232,232,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0
N00001887,289,282,7,0,0,0,0,0,0,0,0,0,0,282,0,7,0,0
N00001888,287,279,0,0,1,7,0,0,0,0,0,0,0,279,0,8,0,0
N00001889,231,226,3,0,0,0,0,1,0,0,0,1,0,226,0,4,1,0
N00001890,555,534,11,0,0,8,0,0,0,1,0,0,1,534,1,19,0,1
N00001891,390,376,5,0,0,8,0,1,0,0,0,0,0,376,0,14,0,0
N00001892,280,279,0,0,0,0,0,1,0,0,0,0,0,279,0,1,0,0
N00001893,270,267,3,0,0,0,0,0,0,0,0,0,0,267,0,3,0,0
N00001894,320,308,2,0,0,0,0,1,0,5,0,3,1,308,5,3,3,1
N00001895,342,327,2,0,11,0,0,0,0,2,0,0,0,327,2,13,0,0
N00001896,546,528,0,1,4,0,0,7,0,3,0,3,0,529,3,11,3,0
N00001897,283,280,2,0,0,0,0,1,0,0,0,0,0,280,0,3,0,0
N00001898,279,269,6,0,0,0,0,4,0,0,0,0,0,269,0,10,0,0
N00001899,186,178,2,0,0,0,0,5,0,0,0,0,1,178,0,7,0,1
N00001900,346,340,0,0,0,0,0,0,0,0,0,2,4,340,0,0,2,4
N00001901,377,370,1,0,0,0,0,0,0,0,0,5,1,370,0,1,5,1
N00001902,411,405,3,0,0,0,2,0,0,0,0,0,1,405,0,5,0,1
N00001903,427,424,2,0,0,0,0,0,0,0,0,1,0,424,0,2,1,0
N00001904,265,258,4,0,0,0,0,0,0,0,0,1,2,258,0,4,1,2
N00001905,267,265,0,0,0,0,0,2,0,0,0,0,0,265,0,2,0,0
N00001906,308,300,0,0,0,0,0,4,1,0,0,3,0,300,1,4,3,0
N00001907,331,331,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0
N00001908,321,321,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0
N00001909,331,330,0,0,0,0,0,1,0,0,0,0,0,330,0,1,0,0
N00001910,386,386,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0
N00001911,290,266,4,0,14,0,0,2,0,0,0,4,0,266,0,20,4,0
N00001912,428,410,8,0,0,0,0,0,1,0,0,6,3,410,1,8,6,3
N00001913,280,265,4,0,0,0,0,9,0,0,0,1,1,265,0,13,1,1
N00001914,303,276,2,0,14,1,1,5,0,0,0,1,3,276,0,23,1,3
N00001915,651,624,0,0,11,0,0,10,0,0,0,3,3,624,0,21,3,3
N00001916,267,258,0,0,7,0,0,0,0,0,0,2,0,258,0,7,2,0
N00001917,312,305,3,0,4,0,0,0,0,0,0,0,0,305,0,7,0,0
N00001918,249,235,0,0,9,0,0,2,1,0,0,2,0,235,1,11,2,0
N00001919,324,320,0,0,0,0,0,3,0,1,0,0,0,320,1,3,0,0
N00001920,327,326,0,0,0,0,0,0,0,0,0,0,1,326,0,0,0,1
N00001921,272,272,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0
N00001922,300,298,1,0,0,0,0,1,0,0,0,0,0,298,0,2,0,0
N00001923,236,236,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0
N00001924,367,351,6,0,1,0,0,4,0,1,0,3,1,351,1,11,3,1
N00001925,273,272,1,0,0,0,0,0,0,0,0,0,0,272,0,1,0,0
N00001926,320,320,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0
N00001927,225,219,6,0,0,0,0,0,0,0,0,0,0,219,0,6,0,0
N00001928,232,227,3,0,0,0,0,0,0,1,0,1,0,227,1,3,1,0
N00001929,440,435,0,1,0,0,0,1,0,0,0,3,0,436,0,1,3,0
N00001930,249,245,4,0,0,0,0,0,0,0,0,0,0,245,0,4,0,0
N00001931,267,263,0,0,0,0,0,1,0,0,2,1,0,263,2,1,1,0
N00001932,278,278,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0
N00001933,292,289,0,0,1,0,0,0,0,0,0,2,0,289,0,1,2,0
N00001934,265,264,0,0,1,0,0,0,0,0,0,0,0,264,0,1,0,0
N00001935,350,342,0,0,0,0,5,0,0,1,0,1,1,342,1,5,1,1
N00001936,304,302,1,0,0,0,0,1,0,0,0,0,0,302,0,2,0,0
N00001937,304,303,0,0,0,0,0,0,0,1,0,0,0,303,1,0,0,0
N00001938,311,295,10,0,0,0,0,0,0,0,0,6,0,295,0,10,6,0
N00001939,278,278,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0
N00001940,359,345,0,0,0,0,0,11,0,0,0,3,0,345,0,11,3,0
N00001941,284,278,0,0,0,0,2,4,0,0,0,0,0,278,0,6,0,0
N00002170,313,309,0,0,0,0,0,0,0,0,0,4,0,309,0,0,4,0
N00002171,531,524,0,0,0,0,0,0,0,0,0,7,0,524,0,0,7,0
N00002172,630,616,0,0,0,11,0,1,0,0,0,2,0,616,0,12,2,0
N00002173,476,476,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0
N00002174,538,537,0,0,0,0,0,0,0,0,0,1,0,537,0,0,1,0
N00002175,742,740,0,0,0,1,0,0,0,0,0,1,0,740,0,1,1,0
N00002176,570,570,0,0,0,0,0,0,0,0,0,0,0,570,0,0,0,0
N00002177,617,613,0,0,0,1,0,1,2,0,0,0,0,613,2,2,0,0
N00002178,514,512,1,0,0,1,0,0,0,0,0,0,0,512,0,2,0,0
N00002203,1147,1104,13,0,5,0,1,14,0,0,0,10,0,1104,0,33,10,0
N00002204,431,427,0,0,0,0,0,4,0,0,0,0,0,427,0,4,0,0
N00002205,805,774,19,0,1,0,5,6,0,0,0,0,0,774,0,31,0,0
N00002206,325,324,0,0,0,0,0,0,0,0,0,0,1,324,0,0,0,1
N00002207,299,293,0,0,0,0,0,0,0,5,0,0,1,293,5,0,0,1
N00002208,334,296,0,1,0,26,0,4,0,0,0,1,6,297,0,30,1,6
N00002209,361,343,0,0,0,17,0,0,0,0,0,0,1,343,0,17,0,1
N00002210,417,414,0,0,0,3,0,0,0,0,0,0,0,414,0,3,0,0
N00002221,448,444,1,0,0,1,0,0,0,0,0,2,0,444,0,2,2,0
N00002222,282,271,2,0,3,0,0,4,0,0,0,2,0,271,0,9,2,0
N00002223,138,129,4,0,4,0,0,1,0,0,0,0,0,129,0,9,0,0
N00002224,198,192,0,0,0,0,0,1,0,1,0,4,0,192,1,1,4,0
N00002225,331,328,0,0,0,2,0,1,0,0,0,0,0,328,0,3,0,0
N00002226,225,224,0,0,0,0,1,0,0,0,0,0,0,224,0,1,0,0
N00002227,249,243,4,0,0,2,0,0,0,0,0,0,0,243,0,6,0,0
N00002228,260,260,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0
N00002236,611,608,0,0,0,0,0,0,2,0,0,0,1,608,2,0,0,1
N00002237,340,338,1,0,1,0,0,0,0,0,0,0,0,338,0,2,0,0
N00002238,274,271,0,0,3,0,0,0,0,0,0,0,0,271,0,3,0,0
N00002239,242,239,1,0,0,0,0,0,0,0,1,1,0,239,1,1,1,0
N00002240,329,322,0,0,0,0,0,0,0,1,4,1,1,322,5,0,1,1
N00002241,323,320,0,0,0,0,0,0,1,0,0,1,1,320,1,0,1,1
N00002242,276,263,0,0,1,6,0,1,0,0,5,0,0,263,5,8,0,0
N00002243,242,234,0,6,0,2,0,0,0,0,0,0,0,240,0,2,0,0
N00002244,299,298,0,0,0,0,0,0,0,0,0,1,0,298,0,0,1,0
N00002245,214,213,0,0,0,0,0,0,0,0,0,0,1,213,0,0,0,1
N00002246,467,465,1,0,0,1,0,0,0,0,0,0,0,465,0,2,0,0
N00002247,471,467,1,0,1,0,0,1,0,0,0,1,0,467,0,3,1,0
N00002248,778,773,5,0,0,0,0,0,0,0,0,0,0,773,0,5,0,0
N00002249,613,612,0,0,0,0,0,0,0,1,0,0,0,612,1,0,0,0
N00002250,351,350,0,0,0,0,0,1,0,0,0,0,0,350,0,1,0,0
N00002251,394,391,1,0,0,0,0,0,0,0,0,2,0,391,0,1,2,0
N00002252,895,894,0,0,0,0,0,1,0,0,0,0,0,894,0,1,0,0
N00002253,418,416,0,0,0,0,0,0,0,2,0,0,0,416,2,0,0,0
N00002254,545,543,0,0,0,0,0,2,0,0,0,0,0,543,0,2,0,0
N00002255,543,543,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0
N00002256,499,486,7,0,3,0,0,3,0,0,0,0,0,486,0,13,0,0
N00002257,342,340,1,0,0,0,0,1,0,0,0,0,0,340,0,2,0,0
N00002258,344,336,3,0,0,0,0,5,0,0,0,0,0,336,0,8,0,0
N00002259,353,349,1,0,0,0,0,2,0,0,1,0,0,349,1,3,0,0
N00002260,797,789,3,0,4,0,0,1,0,0,0,0,0,789,0,8,0,0
N00002261,723,719,0,0,4,0,0,0,0,0,0,0,0,719,0,4,0,0
N00002262,444,436,3,0,0,0,0,3,0,1,0,1,0,436,1,6,1,0
N00002263,487,480,0,0,6,0,0,0,0,0,0,1,0,480,0,6,1,0
N00002264,732,719,4,0,0,8,0,0,0,0,0,0,1,719,0,12,0,1
N00002265,618,600,7,0,1,0,0,1,0,3,2,4,0,600,5,9,4,0
N00002266,290,289,0,0,0,0,0,1,0,0,0,0,0,289,0,1,0,0
N00002267,486,455,19,1,0,4,0,2,0,0,0,5,0,456,0,25,5,0
N00002268,803,782,0,0,1,13,0,1,0,0,2,4,0,782,2,15,4,0
N00002269,326,319,1,3,0,0,1,1,0,0,0,1,0,322,0,3,1,0
N00002270,352,347,1,0,0,0,0,0,0,1,0,3,0,347,1,1,3,0
N00002271,333,324,0,0,0,0,1,4,0,0,0,4,0,324,0,5,4,0
N00002272,272,263,1,7,0,0,0,0,0,0,0,1,0,270,0,1,1,0
N00002273,597,556,8,0,5,0,3,4,1,0,8,12,0,556,9,20,12,0
N00002274,251,243,3,0,0,0,0,4,0,0,0,1,0,243,0,7,1,0
N00002275,254,246,0,0,0,0,0,0,0,0,0,8,0,246,0,0,8,0
N00002276,299,292,6,1,0,0,0,0,0,0,0,0,0,293,0,6,0,0
N00002277,515,509,0,0,0,0,0,0,0,0,0,2,4,509,0,0,2,4
N00002278,336,326,0,0,4,0,0,0,0,0,0,4,2,326,0,4,4,2
N00002279,205,203,0,0,0,0,0,0,0,0,0,2,0,203,0,0,2,0
N00002280,288,285,0,0,0,0,0,0,0,0,0,1,2,285,0,0,1,2
N00002281,420,408,0,0,0,10,0,1,0,0,0,1,0,408,0,11,1,0
