ethn..geo_code,ethn..total_persons,ethn..ethnic_group_white,ethn..ethnic_group_chinese,ethn..ethnic_group_irish_traveller,ethn..ethnic_group_indian,ethn..ethnic_group_pakistani,ethn..ethnic_group_bangladeshi,ethn..ethnic_group_other_asian,ethn..ethnic_group_black_caribbean,ethn..ethnic_group_black_african,ethn..ethnic_group_black_other,ethn..ethnic_group_mixed,ethn..ethnic_group_other,ethn..white_or_white_british_or_white_irish,ethn..black_or_black_british_or_black_irish,ethn..asian_or_asian_british_or_asian_irish,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
N00002282,276,269,1,0,0,0,0,0,0,0,2,4,0,269,2,1,4,0
N00002283,277,273,0,0,0,0,0,0,0,2,2,0,0,273,4,0,0,0
N00002284,297,291,0,0,0,0,0,0,0,3,0,3,0,291,3,0,3,0
N00002285,420,413,1,0,0,0,0,0,0,3,0,3,0,413,3,1,3,0
N00002286,359,359,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0
N00002287,308,307,0,0,0,0,0,0,0,0,0,0,1,307,0,0,0,1
N00002288,294,294,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0
N00002289,242,232,4,1,0,0,0,4,0,0,0,1,0,233,0,8,1,0
N00002290,456,437,16,0,1,1,0,0,0,1,0,0,0,437,1,18,0,0
N00002291,442,423,1,0,6,0,0,0,1,1,1,8,1,423,3,7,8,1
N00002292,309,309,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0
N00002293,231,224,1,0,2,1,0,1,0,0,0,2,0,224,0,5,2,0
N00002294,292,290,1,0,0,0,0,0,0,0,0,1,0,290,0,1,1,0
N00002295,334,318,1,0,8,0,0,0,0,5,0,2,0,318,5,9,2,0
N00002296,407,395,0,0,6,0,1,4,0,1,0,0,0,395,1,11,0,0
N00002297,335,325,0,0,0,0,0,7,0,0,0,2,1,325,0,7,2,1
N00002298,277,263,0,0,2,0,0,9,0,2,0,1,0,263,2,11,1,0
N00002299,372,361,5,0,3,3,0,0,0,0,0,0,0,361,0,11,0,0
N00002300,813,796,0,0,0,4,0,8,0,1,0,3,1,796,1,12,3,1
N00002301,671,624,14,1,7,0,0,18,1,2,0,4,0,625,3,39,4,0
N00002302,658,632,10,0,10,0,0,4,0,0,0,2,0,632,0,24,2,0
N00002303,447,417,1,0,5,0,0,12,0,3,3,3,3,417,6,18,3,3
N00002304,218,206,4,0,0,4,0,0,0,0,0,4,0,206,0,8,4,0
N00002305,790,746,11,0,1,0,0,22,0,0,3,5,2,746,3,34,5,2
N00002306,1483,1405,16,0,13,6,0,14,0,14,11,3,1,1405,25,49,3,1
N00002307,378,369,4,0,0,0,0,0,0,1,0,4,0,369,1,4,4,0
N00002308,329,317,7,0,5,0,0,0,0,0,0,0,0,317,0,12,0,0
N00002309,224,221,0,1,2,0,0,0,0,0,0,0,0,222,0,2,0,0
N00002310,218,216,0,0,0,0,0,1,0,1,0,0,0,216,1,1,0,0
N00002311,285,262,3,0,12,0,0,7,0,0,0,1,0,262,0,22,1,0
N00002312,309,283,0,0,19,0,0,4,0,1,0,2,0,283,1,23,2,0
N00002313,302,288,3,0,7,0,0,0,0,0,0,3,1,288,0,10,3,1
N00002314,274,270,0,0,3,0,0,0,0,0,0,1,0,270,0,3,1,0
N00002315,344,325,1,0,7,0,0,6,0,1,0,4,0,325,1,14,4,0
N00002316,254,245,0,0,4,0,0,4,0,0,0,1,0,245,0,8,1,0
N00002317,304,304,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
N00002318,383,378,0,0,3,1,0,1,0,0,0,0,0,378,0,5,0,0
N00002319,698,687,2,0,0,8,0,0,0,0,0,1,0,687,0,10,1,0
N00002320,299,295,0,0,0,1,0,0,0,0,0,2,1,295,0,1,2,1
N00002321,290,286,0,0,0,3,0,0,0,0,0,1,0,286,0,3,1,0
N00002322,302,299,1,0,0,0,0,0,0,0,0,0,2,299,0,1,0,2
N00002323,331,329,1,0,0,0,0,0,0,0,0,1,0,329,0,1,1,0
N00002324,291,291,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0
N00002325,453,453,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0
N00002326,307,306,0,0,0,0,0,0,0,0,0,1,0,306,0,0,1,0
N00002327,1297,1272,1,0,3,5,0,2,2,1,1,9,1,1272,4,11,9,1
N00002328,363,356,3,0,0,0,0,0,0,0,0,4,0,356,0,3,4,0
N00002329,316,309,1,0,0,0,0,0,0,0,0,6,0,309,0,1,6,0
N00002330,619,610,5,0,0,0,0,0,0,0,0,1,3,610,0,5,1,3
N00002331,606,602,2,0,0,0,0,0,0,0,0,2,0,602,0,2,2,0
N00002332,360,357,0,0,0,0,0,1,0,0,0,0,2,357,0,1,0,2
N00002333,395,393,0,0,0,0,0,0,0,0,0,0,2,393,0,0,0,2
N00002334,345,343,0,1,0,0,0,0,0,1,0,0,0,344,1,0,0,0
N00002335,540,530,4,0,0,0,0,2,0,0,0,2,2,530,0,6,2,2
N00002336,322,322,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0
N00002337,355,354,0,0,0,0,0,1,0,0,0,0,0,354,0,1,0,0
N00002338,263,263,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0
N00002339,296,295,0,0,1,0,0,0,0,0,0,0,0,295,0,1,0,0
N00002340,295,293,0,0,0,0,0,0,0,0,0,2,0,293,0,0,2,0
N00002341,236,236,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0
N00002342,284,284,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0
N00002343,350,346,2,0,0,0,0,0,0,0,1,1,0,346,1,2,1,0
N00002344,378,367,4,0,0,0,0,0,0,1,3,3,0,367,4,4,3,0
N00002345,300,293,0,0,0,0,0,0,0,1,0,3,3,293,1,0,3,3
N00002346,235,230,0,0,0,0,0,0,0,0,0,1,4,230,0,0,1,4
N00002347,678,666,4,0,0,1,0,1,0,0,0,6,0,666,0,6,6,0
N00002348,338,323,2,0,10,0,0,0,0,0,0,2,1,323,0,12,2,1
N00002349,250,240,3,0,0,0,0,0,0,0,0,5,2,240,0,3,5,2
N00002350,180,179,0,0,0,0,0,0,0,0,0,1,0,179,0,0,1,0
N00002351,1332,1318,1,0,0,0,1,0,0,0,0,10,2,1318,0,2,10,2
N00002352,292,286,0,0,0,0,0,4,0,0,0,0,2,286,0,4,0,2
N00002353,1824,1778,5,1,0,0,0,11,0,6,0,18,5,1779,6,16,18,5
N00002354,378,372,0,5,0,0,0,0,0,0,0,1,0,377,0,0,1,0
N00002355,278,275,0,1,0,0,0,0,0,0,0,0,2,276,0,0,0,2
N00002356,409,394,0,6,0,0,0,1,0,0,0,7,1,400,0,1,7,1
N00002357,348,339,0,5,0,0,0,0,0,1,0,1,2,344,1,0,1,2
N00002358,236,234,0,0,0,0,0,0,0,0,0,2,0,234,0,0,2,0
N00002359,255,254,0,0,0,0,0,1,0,0,0,0,0,254,0,1,0,0
N00002376,436,435,0,0,0,0,0,0,0,0,0,1,0,435,0,0,1,0
N00002377,433,432,0,0,0,0,0,0,0,0,0,0,1,432,0,0,0,1
N00002378,749,737,0,0,0,1,0,5,1,1,0,3,1,737,2,6,3,1
N00002379,667,659,2,0,1,1,0,0,1,0,0,3,0,659,1,4,3,0
N00002380,298,298,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
N00002381,386,383,0,0,0,0,0,1,0,0,0,1,1,383,0,1,1,1
N00002382,458,452,5,0,0,0,0,0,0,0,0,0,1,452,0,5,0,1
N00002383,454,444,0,0,0,5,0,3,0,0,0,2,0,444,0,8,2,0
N00002384,377,372,1,0,0,0,0,0,0,0,0,3,1,372,0,1,3,1
N00002385,278,273,2,0,0,0,0,0,0,0,0,3,0,273,0,2,3,0
N00002386,265,265,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0
N00002387,451,446,0,1,0,0,0,0,0,1,0,0,3,447,1,0,0,3
N00002388,199,194,1,1,0,0,0,0,0,1,0,1,1,195,1,1,1,1
N00002389,311,294,1,0,0,1,0,0,0,0,0,4,11,294,0,2,4,11
N00002390,293,289,0,0,0,0,0,0,0,0,1,2,1,289,1,0,2,1
N00002391,402,402,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0
N00002392,349,348,0,0,0,0,0,0,0,0,1,0,0,348,1,0,0,0
N00002393,653,644,1,0,1,0,0,0,0,0,0,5,2,644,0,2,5,2
N00002394,363,360,0,0,0,0,0,0,0,0,2,1,0,360,2,0,1,0
N00002395,412,412,0,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0
N00002632,414,413,0,1,0,0,0,0,0,0,0,0,0,414,0,0,0,0
N00002633,426,422,0,2,0,0,0,0,0,0,0,0,2,424,0,0,0,2
N00002634,311,310,0,0,0,0,0,0,0,0,0,1,0,310,0,0,1,0
N00002635,341,340,0,0,0,0,0,0,0,0,0,1,0,340,0,0,1,0
N00002636,393,393,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0
N00002637,499,497,0,0,0,0,0,1,0,0,0,1,0,497,0,1,1,0
N00002638,485,484,0,0,0,0,0,0,1,0,0,0,0,484,1,0,0,0
N00002639,309,305,2,0,0,0,0,1,0,1,0,0,0,305,1,3,0,0
N00002640,343,339,3,0,1,0,0,0,0,0,0,0,0,339,0,4,0,0
N00002641,361,352,9,0,0,0,0,0,0,0,0,0,0,352,0,9,0,0
N00002642,468,468,0,0,0,0,0,0,0,0,0,0,0,468,0,0,0,0
N00002643,392,391,0,0,0,0,0,1,0,0,0,0,0,391,0,1,0,0
N00002644,330,328,1,0,0,0,0,0,0,0,0,1,0,328,0,1,1,0
N00002645,317,311,1,0,0,0,0,0,0,0,1,4,0,311,1,1,4,0
N00002646,351,331,11,0,8,0,0,0,0,1,0,0,0,331,1,19,0,0
N00002647,766,750,2,0,6,0,0,0,1,0,0,6,1,750,1,8,6,1
N00002648,202,200,0,0,0,0,0,0,0,0,2,0,0,200,2,0,0,0
N00002649,496,492,3,0,0,0,0,0,0,0,0,0,1,492,0,3,0,1
N00002650,305,305,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0
N00002651,479,472,6,0,0,0,0,0,0,0,1,0,0,472,1,6,0,0
N00002652,297,297,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0
N00002653,444,423,4,0,4,0,0,5,0,0,0,3,5,423,0,13,3,5
N00002654,337,333,1,0,3,0,0,0,0,0,0,0,0,333,0,4,0,0
N00002655,280,273,1,0,5,1,0,0,0,0,0,0,0,273,0,7,0,0
N00002656,717,695,4,6,1,0,0,0,1,0,6,4,0,701,7,5,4,0
N00002657,370,364,0,0,0,0,0,1,0,0,0,5,0,364,0,1,5,0
N00002658,429,426,0,0,0,0,0,0,0,0,0,3,0,426,0,0,3,0
N00002659,357,352,4,0,0,0,0,0,0,0,0,0,1,352,0,4,0,1
N00002660,427,418,1,0,7,0,0,0,0,0,0,0,1,418,0,8,0,1
N00002661,490,481,1,3,4,0,1,0,0,0,0,0,0,484,0,6,0,0
N00002662,402,396,0,0,0,0,0,0,0,1,5,0,0,396,6,0,0,0
N00002663,340,336,0,0,3,0,0,1,0,0,0,0,0,336,0,4,0,0
N00002664,298,291,0,0,4,0,0,0,0,3,0,0,0,291,3,4,0,0
N00002665,277,277,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0
N00002666,263,260,0,0,1,0,0,0,0,0,0,2,0,260,0,1,2,0
N00002667,778,769,2,0,0,1,0,1,0,0,0,3,2,769,0,4,3,2
N00002668,317,314,0,0,0,0,0,0,0,1,1,1,0,314,2,0,1,0
N00002669,530,522,0,0,0,1,0,2,0,0,0,4,1,522,0,3,4,1
N00002670,1917,1893,0,0,0,0,1,2,0,1,0,12,8,1893,1,3,12,8
N00002671,1354,1335,0,0,2,0,2,0,0,3,2,8,2,1335,5,4,8,2
N00002672,333,331,0,0,0,0,0,0,0,0,0,1,1,331,0,0,1,1
N00002673,1282,1248,0,1,14,0,10,0,0,0,2,5,2,1249,2,24,5,2
N00002674,289,284,0,0,5,0,0,0,0,0,0,0,0,284,0,5,0,0
N00002675,385,381,0,0,0,0,0,0,0,0,0,4,0,381,0,0,4,0
N00002676,708,705,0,0,0,0,0,0,0,0,0,3,0,705,0,0,3,0
N00002677,408,407,0,0,0,0,0,0,0,0,0,0,1,407,0,0,0,1
N00002678,368,368,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0
N00002679,534,529,0,0,0,0,0,2,0,2,0,1,0,529,2,2,1,0
N00002680,430,427,0,0,1,0,0,0,0,0,0,2,0,427,0,1,2,0
N00002681,436,435,0,0,0,0,0,1,0,0,0,0,0,435,0,1,0,0
N00002682,457,453,0,0,0,0,0,0,0,2,0,1,1,453,2,0,1,1
N00002683,395,393,0,0,0,0,0,0,0,0,0,1,1,393,0,0,1,1
N00002684,458,452,1,0,4,0,0,0,0,0,0,1,0,452,0,5,1,0
N00002685,385,385,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0
N00002686,337,336,0,0,0,0,0,1,0,0,0,0,0,336,0,1,0,0
N00002687,306,303,3,0,0,0,0,0,0,0,0,0,0,303,0,3,0,0
N00002688,375,375,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0
N00002689,308,306,0,0,0,0,0,2,0,0,0,0,0,306,0,2,0,0
N00002690,249,246,0,1,0,0,0,0,0,0,0,2,0,247,0,0,2,0
N00002691,325,319,0,0,1,0,0,1,0,0,0,4,0,319,0,2,4,0
N00002692,276,275,0,0,0,0,0,0,0,0,0,1,0,275,0,0,1,0
N00002693,338,331,0,0,0,0,0,0,0,1,1,5,0,331,2,0,5,0
N00002694,319,317,0,0,0,0,0,1,1,0,0,0,0,317,1,1,0,0
N00002695,467,462,0,0,0,0,0,0,0,0,1,2,2,462,1,0,2,2
N00002696,316,312,0,0,0,0,0,0,0,0,0,3,1,312,0,0,3,1
N00002697,367,365,0,0,0,0,0,0,0,0,0,1,1,365,0,0,1,1
N00002698,536,523,0,0,2,0,0,0,0,4,0,7,0,523,4,2,7,0
N00002699,351,351,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0
N00002700,529,526,0,0,0,0,0,0,0,1,0,1,1,526,1,0,1,1
N00002701,533,532,0,0,0,0,0,0,0,0,0,0,1,532,0,0,0,1
N00002702,371,371,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0
N00002703,614,613,0,0,0,0,0,0,0,0,0,1,0,613,0,0,1,0
N00002704,558,558,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0
N00002705,483,483,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0
N00002706,437,432,1,0,1,0,0,0,3,0,0,0,0,432,3,2,0,0
N00002707,564,562,1,0,0,0,0,0,0,0,0,0,1,562,0,1,0,1
N00002708,264,264,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0
N00002709,468,465,0,0,0,0,0,0,0,0,0,1,2,465,0,0,1,2
N00002710,418,414,0,0,0,0,0,0,0,1,0,3,0,414,1,0,3,0
N00002711,764,754,1,0,0,0,0,0,0,0,1,1,7,754,1,1,1,7
N00002712,373,372,0,0,0,0,0,0,0,0,0,1,0,372,0,0,1,0
N00002713,424,421,1,0,2,0,0,0,0,0,0,0,0,421,0,3,0,0
N00002714,490,489,1,0,0,0,0,0,0,0,0,0,0,489,0,1,0,0
N00002715,424,419,4,0,0,0,0,0,0,0,0,0,1,419,0,4,0,1
N00002716,348,344,0,0,0,0,0,0,0,1,0,3,0,344,1,0,3,0
N00002717,566,566,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0
N00002718,473,464,7,0,0,0,0,1,0,0,0,1,0,464,0,8,1,0
N00002719,333,331,0,0,0,0,0,0,0,0,0,1,1,331,0,0,1,1
N00002720,344,343,0,0,1,0,0,0,0,0,0,0,0,343,0,1,0,0
N00002721,363,362,0,0,0,0,0,0,0,0,1,0,0,362,1,0,0,0
N00002722,437,436,0,0,0,0,0,1,0,0,0,0,0,436,0,1,0,0
N00002723,407,406,0,0,1,0,0,0,0,0,0,0,0,406,0,1,0,0
N00002724,230,228,0,0,0,0,0,0,0,0,0,2,0,228,0,0,2,0
N00002725,433,421,0,0,0,0,0,0,0,2,6,4,0,421,8,0,4,0
N00002726,1345,1272,1,0,0,0,0,5,14,19,16,10,8,1272,49,6,10,8
N00002727,390,389,0,0,0,0,1,0,0,0,0,0,0,389,0,1,0,0
N00002728,1055,1040,0,0,0,0,0,1,0,6,1,7,0,1040,7,1,7,0
N00002729,293,290,1,0,0,0,0,0,0,0,0,2,0,290,0,1,2,0
N00002730,271,270,1,0,0,0,0,0,0,0,0,0,0,270,0,1,0,0
N00002731,277,276,0,1,0,0,0,0,0,0,0,0,0,277,0,0,0,0
N00002732,307,305,0,0,0,0,0,0,0,0,0,1,1,305,0,0,1,1
N00002733,401,390,4,0,0,0,0,2,0,0,1,1,3,390,1,6,1,3
N00002734,493,487,0,0,6,0,0,0,0,0,0,0,0,487,0,6,0,0
N00002735,431,431,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0
N00002736,357,354,0,0,0,0,0,0,0,1,0,2,0,354,1,0,2,0
N00002737,320,316,0,0,1,0,0,0,0,0,0,2,1,316,0,1,2,1
N00002738,456,453,0,0,0,0,0,0,0,0,0,2,1,453,0,0,2,1
N00002739,398,397,1,0,0,0,0,0,0,0,0,0,0,397,0,1,0,0
N00002740,383,383,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0
N00002741,456,453,1,0,0,0,0,0,0,0,0,2,0,453,0,1,2,0
N00002742,379,375,1,0,0,0,0,0,0,0,0,3,0,375,0,1,3,0
N00002743,364,361,0,0,0,0,0,0,0,0,0,3,0,361,0,0,3,0
N00002744,267,263,0,0,4,0,0,0,0,0,0,0,0,263,0,4,0,0
N00002745,324,318,0,0,0,0,0,0,0,0,0,6,0,318,0,0,6,0
N00002746,309,308,0,0,0,0,0,0,0,0,0,0,1,308,0,0,0,1
N00002747,262,262,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0
N00002748,351,350,1,0,0,0,0,0,0,0,0,0,0,350,0,1,0,0
N00002749,334,327,0,0,5,0,0,1,0,0,0,1,0,327,0,6,1,0
N00002750,261,253,0,0,4,0,0,4,0,0,0,0,0,253,0,8,0,0
N00002751,301,300,0,0,0,0,0,1,0,0,0,0,0,300,0,1,0,0
N00002752,283,277,0,0,5,0,0,0,0,0,0,1,0,277,0,5,1,0
N00002753,524,511,9,0,0,0,0,0,3,0,0,1,0,511,3,9,1,0
N00002754,410,399,3,0,0,0,0,1,0,0,3,4,0,399,3,4,4,0
N00002755,589,580,1,0,4,0,0,1,0,0,0,3,0,580,0,6,3,0
N00002756,315,309,0,0,4,0,0,0,1,0,0,1,0,309,1,4,1,0
N00002757,483,478,1,2,1,1,0,0,0,0,0,0,0,480,0,3,0,0
N00002758,254,252,0,0,2,0,0,0,0,0,0,0,0,252,0,2,0,0
N00002759,337,318,9,0,4,0,0,4,0,0,0,2,0,318,0,17,2,0
N00002760,306,306,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0
N00002761,941,932,6,0,0,0,0,1,0,0,0,2,0,932,0,7,2,0
N00002762,364,360,0,0,0,0,0,0,0,1,0,3,0,360,1,0,3,0
N00002763,381,373,0,0,0,0,0,0,0,0,0,3,5,373,0,0,3,5
N00002764,427,427,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0
N00002765,371,371,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0
N00002766,499,499,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0
N00002767,396,394,0,1,0,0,0,1,0,0,0,0,0,395,0,1,0,0
N00002768,362,362,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0
N00002769,483,481,0,1,0,0,0,0,0,0,0,1,0,482,0,0,1,0
N00002770,463,463,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0
N00002771,272,267,0,0,0,0,0,1,0,0,1,3,0,267,1,1,3,0
N00002772,297,295,0,0,0,0,2,0,0,0,0,0,0,295,0,2,0,0
N00002773,217,214,0,0,0,0,0,3,0,0,0,0,0,214,0,3,0,0
N00002774,640,619,12,0,0,0,0,6,0,0,0,3,0,619,0,18,3,0
N00002775,478,465,1,0,0,0,0,1,0,2,4,5,0,465,6,2,5,0
N00002776,292,290,0,0,0,0,0,2,0,0,0,0,0,290,0,2,0,0
N00002777,237,235,0,0,0,0,0,0,0,0,0,1,1,235,0,0,1,1
N00002778,254,244,0,0,0,0,4,0,0,2,4,0,0,244,6,4,0,0
N00002779,496,496,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0
N00002780,345,340,0,0,0,0,0,0,0,0,1,2,2,340,1,0,2,2
N00002781,401,399,0,0,0,0,0,0,0,0,0,2,0,399,0,0,2,0
N00002782,510,510,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0
N00002783,390,388,0,0,0,0,0,2,0,0,0,0,0,388,0,2,0,0
N00002784,544,543,0,0,0,0,0,0,0,0,0,0,1,543,0,0,0,1
N00002785,599,598,0,0,0,0,0,0,0,0,0,0,1,598,0,0,0,1
N00002786,503,490,1,1,0,0,0,2,1,0,0,8,0,491,1,3,8,0
N00002787,464,458,0,0,1,0,0,0,0,2,0,3,0,458,2,1,3,0
N00002788,370,369,1,0,0,0,0,0,0,0,0,0,0,369,0,1,0,0
N00002789,539,537,1,0,0,0,0,0,0,0,0,1,0,537,0,1,1,0
N00002790,493,493,0,0,0,0,0,0,0,0,0,0,0,493,0,0,0,0
N00002791,419,411,5,0,1,0,0,0,0,0,0,1,1,411,0,6,1,1
N00003240,792,781,0,7,0,0,0,0,0,3,1,0,0,788,4,0,0,0
N00003245,476,473,0,0,0,0,0,0,1,0,0,1,1,473,1,0,1,1
N00003246,810,809,0,0,0,0,0,0,0,0,0,1,0,809,0,0,1,0
N00003262,364,362,1,0,0,0,0,0,0,0,0,1,0,362,0,1,1,0
N00003263,417,414,3,0,0,0,0,0,0,0,0,0,0,414,0,3,0,0
N00003264,418,416,1,0,0,0,0,0,0,0,0,0,1,416,0,1,0,1
N00003265,381,381,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0
N00003266,356,356,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0
N00003267,408,407,0,0,0,0,0,0,0,0,0,1,0,407,0,0,1,0
N00003268,344,340,1,0,1,2,0,0,0,0,0,0,0,340,0,4,0,0
N00003269,354,352,0,0,0,1,0,0,0,0,0,1,0,352,0,1,1,0
N00003270,330,328,0,0,2,0,0,0,0,0,0,0,0,328,0,2,0,0
N00003290,499,484,1,0,0,0,0,0,0,0,0,9,5,484,0,1,9,5
N00003291,694,685,9,0,0,0,0,0,0,0,0,0,0,685,0,9,0,0
N00003292,299,286,0,0,4,1,0,2,0,0,0,4,2,286,0,7,4,2
N00003317,333,329,0,0,0,0,0,0,0,0,0,2,2,329,0,0,2,2
N00003318,965,964,1,0,0,0,0,0,0,0,0,0,0,964,0,1,0,0
N00003319,372,371,0,0,0,0,0,0,0,0,0,1,0,371,0,0,1,0
N00003320,304,304,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0
N00003321,411,411,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0
N00003322,410,408,0,0,0,0,0,0,0,0,0,2,0,408,0,0,2,0
N00003323,455,455,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0
N00003324,358,356,0,0,0,0,1,0,0,0,0,1,0,356,0,1,1,0
N00003325,429,423,0,0,2,0,0,0,0,0,0,4,0,423,0,2,4,0
N00003326,661,652,0,0,0,0,0,0,0,4,0,5,0,652,4,0,5,0
N00003327,375,370,4,0,1,0,0,0,0,0,0,0,0,370,0,5,0,0
N00003328,214,207,4,0,0,0,0,0,0,2,0,1,0,207,2,4,1,0
N00003329,338,338,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0
N00003330,328,314,2,0,5,0,0,0,0,0,0,5,2,314,0,7,5,2
N00003331,442,439,0,0,0,0,0,1,0,0,0,1,1,439,0,1,1,1
N00003332,395,394,0,0,0,0,0,0,0,0,0,0,1,394,0,0,0,1
N00003333,305,303,1,0,0,0,0,1,0,0,0,0,0,303,0,2,0,0
N00003334,321,318,0,0,0,0,0,0,0,0,0,1,2,318,0,0,1,2
N00003335,244,243,1,0,0,0,0,0,0,0,0,0,0,243,0,1,0,0
N00003336,402,397,4,0,0,0,0,0,0,0,0,0,1,397,0,4,0,1
N00003385,448,434,0,0,4,1,0,6,0,0,0,3,0,434,0,11,3,0
N00003387,341,341,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0
N00003388,346,344,0,0,0,0,0,0,0,0,0,1,1,344,0,0,1,1
N00003389,376,364,1,0,8,0,0,0,0,0,1,2,0,364,1,9,2,0
N00003390,358,357,0,0,1,0,0,0,0,0,0,0,0,357,0,1,0,0
N00003391,372,371,0,0,0,0,0,0,0,0,0,1,0,371,0,0,1,0
N00003392,434,432,0,0,0,0,0,0,0,0,0,2,0,432,0,0,2,0
N00003393,424,424,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0
N00003394,392,390,2,0,0,0,0,0,0,0,0,0,0,390,0,2,0,0
N00003395,279,276,1,0,0,0,0,2,0,0,0,0,0,276,0,3,0,0
N00003396,436,436,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0
N00003443,713,712,0,0,0,0,0,0,0,0,0,1,0,712,0,0,1,0
N00003444,424,421,0,0,0,1,0,0,0,0,0,2,0,421,0,1,2,0
N00003445,509,509,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0
N00003446,413,413,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0
N00003447,273,272,0,0,0,0,0,0,0,0,0,0,1,272,0,0,0,1
N00003448,540,536,0,0,0,0,0,2,0,0,0,2,0,536,0,2,2,0
N00003449,431,429,0,0,0,0,0,1,0,0,0,1,0,429,0,1,1,0
N00003450,353,352,0,0,0,0,0,0,0,0,1,0,0,352,1,0,0,0
N00003451,620,618,0,0,0,0,0,1,0,0,1,0,0,618,1,1,0,0
N00003452,440,440,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0
N00003463,491,490,1,0,0,0,0,0,0,0,0,0,0,490,0,1,0,0
N00003464,364,354,0,0,6,0,0,0,0,0,2,2,0,354,2,6,2,0
N00003465,267,266,0,0,0,0,0,0,0,0,0,1,0,266,0,0,1,0
N00003466,310,309,1,0,0,0,0,0,0,0,0,0,0,309,0,1,0,0
N00003467,473,463,0,0,1,1,0,1,0,0,0,5,2,463,0,3,5,2
N00003468,253,249,1,0,1,0,0,0,0,0,0,2,0,249,0,2,2,0
N00003469,373,368,1,0,0,0,0,0,1,0,0,3,0,368,1,1,3,0
N00003472,310,306,0,0,4,0,0,0,0,0,0,0,0,306,0,4,0,0
N00003473,365,365,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0
N00003474,449,433,1,0,4,0,0,0,0,0,0,2,9,433,0,5,2,9
N00003475,1177,1167,0,0,0,0,0,0,1,7,0,2,0,1167,8,0,2,0
N00003476,734,726,0,1,0,0,0,4,0,0,0,0,3,727,0,4,0,3
N00003477,462,452,0,0,4,0,0,1,1,2,0,2,0,452,3,5,2,0
N00003478,817,799,2,0,1,0,0,1,0,0,1,10,3,799,1,4,10,3
N00003479,814,806,1,1,2,0,0,1,0,0,0,3,0,807,0,4,3,0
N00003480,258,253,0,0,5,0,0,0,0,0,0,0,0,253,0,5,0,0
N00003481,175,155,4,0,12,0,0,0,0,4,0,0,0,155,4,16,0,0
N00003482,253,240,0,0,5,2,0,0,0,4,0,0,2,240,4,7,0,2
N00003667,395,394,0,0,0,0,0,0,0,1,0,0,0,394,1,0,0,0
