health..sa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
N00002241,323,99,87,83,42,12
N00002242,276,102,81,72,19,2
N00002243,242,85,69,64,19,5
N00002244,299,112,97,57,19,14
N00002245,214,28,47,95,33,11
N00002246,467,243,126,63,27,8
N00002247,471,259,138,55,15,4
N00002248,778,423,238,81,28,8
N00002249,613,360,167,69,16,1
N00002250,351,188,96,47,19,1
N00002251,394,178,124,60,23,9
N00002252,895,486,247,113,38,11
N00002253,418,185,147,71,10,5
N00002254,545,293,170,65,12,5
N00002255,543,308,161,62,11,1
N00002256,499,280,136,63,18,2
N00002257,342,164,103,60,13,2
N00002258,344,185,105,47,7,0
N00002259,353,157,118,59,14,5
N00002260,797,492,229,48,25,3
N00002261,723,388,234,69,20,12
N00002262,444,243,134,54,11,2
N00002263,487,259,148,62,12,6
N00002264,732,359,230,94,33,16
N00002265,618,315,211,61,24,7
N00002266,290,99,95,63,30,3
N00002267,486,243,127,73,33,10
N00002268,803,435,218,109,34,7
N00002269,326,138,87,69,24,8
N00002270,352,151,108,60,27,6
N00002271,333,140,96,63,29,5
N00002272,272,102,78,60,22,10
N00002273,597,291,204,72,25,5
N00002274,251,94,93,46,13,5
N00002275,254,101,78,47,20,8
N00002276,299,126,91,60,15,7
N00002277,515,244,155,62,44,10
N00002278,336,127,106,66,28,9
N00002279,205,58,66,53,21,7
N00002280,288,108,108,45,24,3
N00002281,420,174,128,62,46,10
N00002282,276,103,60,66,31,16
N00002283,277,99,76,67,30,5
N00002284,297,102,75,69,40,11
N00002285,420,218,123,57,20,2
N00002286,359,162,119,55,19,4
N00002287,308,119,88,74,21,6
N00002288,294,100,83,80,23,8
N00002289,242,106,68,55,11,2
N00002290,456,171,162,91,23,9
N00002291,442,187,150,74,23,8
N00002292,309,158,94,45,9,3
N00002293,231,63,73,55,32,8
N00002294,292,106,121,47,13,5
N00002295,334,154,113,50,12,5
N00002296,407,149,148,86,22,2
N00002297,335,173,95,56,9,2
N00002298,277,108,82,70,15,2
N00002299,372,195,107,57,8,5
N00002300,813,487,228,75,19,4
N00002301,671,323,231,79,33,5
N00002302,658,375,193,65,18,7
N00002303,447,222,156,50,12,7
N00002304,218,58,88,52,14,6
N00002305,790,433,276,67,12,2
N00002306,1483,758,500,166,42,17
N00002307,378,203,108,51,12,4
N00002308,329,185,113,28,2,1
N00002309,224,83,81,42,14,4
N00002310,218,67,72,57,16,6
N00002311,285,128,94,48,13,2
N00002312,309,133,94,58,18,6
N00002313,302,127,113,52,10,0
N00002314,274,109,106,50,8,1
N00002315,344,161,111,58,11,3
N00002316,254,103,84,48,15,4
N00002317,304,134,105,45,18,2
N00002318,383,149,124,86,17,7
N00002319,698,374,215,79,24,6
N00002320,299,106,111,59,20,3
N00002321,290,135,99,38,14,4
N00002322,302,140,111,41,8,2
N00002323,331,160,122,40,8,1
N00002324,291,125,105,45,13,3
N00002325,453,229,145,57,18,4
N00002326,307,117,125,45,15,5
N00002327,1297,697,400,161,34,5
N00002328,363,197,123,32,11,0
N00002329,316,159,74,49,29,5
N00002330,619,321,212,66,16,4
N00002331,606,373,152,67,11,3
N00002332,360,177,109,54,17,3
N00002333,395,203,130,53,9,0
N00002334,345,163,92,69,15,6
N00002335,540,308,143,71,14,4
N00002336,322,134,97,73,15,3
N00002337,355,159,95,66,28,7
N00002338,263,99,94,49,19,2
N00002339,296,128,102,48,15,3
N00002340,295,106,126,41,16,6
N00002341,236,79,95,46,12,4
N00002342,284,112,86,55,25,6
N00002343,350,194,111,32,10,3
N00002344,378,132,136,86,20,4
N00002345,300,101,102,70,21,6
N00002346,235,79,105,37,11,3
N00002347,678,332,230,93,19,4
N00002348,338,133,101,77,21,6
N00002349,250,107,90,42,9,2
N00002350,180,59,70,43,8,0
N00002351,1332,826,383,98,20,5
N00002352,292,96,91,71,29,5
N00002353,1824,945,598,194,68,19
N00002354,378,174,114,59,24,7
N00002355,278,114,89,55,18,2
N00002356,409,180,158,57,10,4
N00002357,348,151,121,36,32,8
N00002358,236,96,66,48,21,5
N00002359,255,91,83,57,21,3
N00002376,436,226,147,50,12,1
N00002377,433,245,116,57,15,0
N00002378,749,457,211,67,12,2
N00002379,667,398,197,61,9,2
N00002380,298,125,105,52,13,3
N00002381,386,194,137,44,10,1
N00002382,458,234,143,60,14,7
N00002383,454,261,135,36,16,6
N00002384,377,205,122,43,7,0
N00002385,278,153,89,23,11,2
N00002386,265,109,85,49,18,4
N00002387,451,129,124,125,63,10
N00002388,199,82,64,35,15,3
N00002389,311,117,119,60,10,5
N00002390,293,126,95,51,17,4
N00002391,402,196,130,50,21,5
N00002392,349,172,106,59,10,2
N00002393,653,411,174,48,20,0
N00002394,363,184,111,51,15,2
N00002395,412,249,107,35,15,6
N00002632,414,189,130,67,22,6
N00002633,426,200,117,66,27,16
N00002634,311,137,119,36,19,0
N00002635,341,126,103,77,31,4
N00002636,393,180,125,70,14,4
N00002637,499,258,142,70,22,7
N00002638,485,238,161,68,13,5
N00002639,309,117,105,50,28,9
N00002640,343,148,120,56,18,1
N00002641,361,197,117,38,8,1
N00002642,468,238,163,58,7,2
N00002643,392,210,122,45,14,1
N00002644,330,123,112,68,18,9
N00002645,317,142,107,52,12,4
N00002646,351,150,111,76,11,3
N00002647,766,403,237,97,22,7
N00002648,202,73,80,42,6,1
N00002649,496,201,173,71,28,23
N00002650,305,130,105,52,11,7
N00002651,479,252,155,57,13,2
N00002652,297,110,99,65,20,3
N00002653,444,187,135,82,31,9
N00002654,337,117,96,81,38,5
N00002655,280,107,63,79,25,6
N00002656,717,377,187,88,55,10
N00002657,370,151,128,66,22,3
N00002658,429,199,143,55,30,2
N00002659,357,136,132,57,27,5
N00002660,427,208,144,54,12,9
N00002661,490,210,150,88,38,4
N00002662,402,212,120,50,16,4
N00002663,340,172,116,40,12,0
N00002664,298,116,98,59,15,10
N00002665,277,122,100,48,6,1
N00002666,263,133,93,32,4,1
N00002667,778,319,255,153,40,11
N00002668,317,158,95,49,11,4
N00002669,530,289,168,51,17,5
N00002670,1917,981,562,276,72,26
N00002671,1354,675,449,170,49,11
N00002672,333,141,105,64,20,3
N00002673,1282,553,391,259,65,14
N00002674,289,126,100,46,13,4
N00002675,385,193,139,41,9,3
N00002676,708,298,265,101,36,8
N00002677,408,193,134,64,13,4
N00002678,368,195,111,50,10,2
N00002679,534,266,150,88,23,7
N00002680,430,248,125,45,9,3
N00002681,436,259,110,55,9,3
N00002682,457,256,141,49,9,2
N00002683,395,213,123,46,13,0
N00002684,458,255,134,55,11,3
N00002685,385,233,114,35,2,1
N00002686,337,152,122,52,11,0
N00002687,306,153,105,36,11,1
N00002688,375,164,131,66,11,3
N00002689,308,143,87,54,20,4
N00002690,249,103,74,56,14,2
N00002691,325,177,92,39,13,4
N00002692,276,108,98,54,11,5
N00002693,338,99,95,116,26,2
N00002694,319,152,110,40,15,2
N00002695,467,282,127,47,10,1
N00002696,316,138,97,58,18,5
N00002697,367,178,126,50,12,1
N00002698,536,302,169,55,9,1
N00002699,351,125,106,83,32,5
N00002700,529,249,179,77,22,2
N00002701,533,281,189,54,8,1
N00002702,371,162,125,56,25,3
N00002703,614,326,206,62,18,2
N00002704,558,315,174,53,14,2
N00002705,483,263,165,43,12,0
N00002706,437,224,137,50,22,4
N00002707,564,324,162,59,16,3
N00002708,264,82,109,50,17,6
N00002709,468,212,190,49,12,5
N00002710,418,191,135,59,26,7
N00002711,764,347,258,126,26,7
N00002712,373,203,119,37,11,3
N00002713,424,230,121,46,20,7
N00002714,490,259,143,78,9,1
N00002715,424,220,145,46,10,3
N00002716,348,182,105,49,11,1
N00002717,566,283,184,73,20,6
N00002718,473,230,167,62,8,6
N00002719,333,183,97,38,12,3
N00002720,344,178,105,38,17,6
N00002721,363,184,109,54,10,6
N00002722,437,256,127,46,7,1
N00002723,407,190,133,64,12,8
N00002724,230,94,72,40,20,4
N00002725,433,229,142,40,20,2
N00002726,1345,773,412,116,29,15
N00002727,390,170,145,66,7,2
N00002728,1055,500,336,147,52,20
N00002729,293,125,99,57,12,0
N00002730,271,96,97,60,14,4
N00002731,277,103,112,45,14,3
N00002732,307,151,93,45,17,1
N00002733,401,161,134,80,20,6
N00002734,493,269,149,53,11,11
N00002735,431,212,128,74,12,5
N00002736,357,182,117,52,6,0
N00002737,320,158,116,40,5,1
N00002738,456,246,132,58,16,4
N00002739,398,204,135,50,8,1
N00002740,383,211,118,44,7,3
N00002741,456,226,171,48,8,3
N00002742,379,147,129,79,22,2
N00002743,364,142,138,61,21,2
N00002744,267,103,78,58,22,6
N00002745,324,116,94,76,31,7
N00002746,309,133,115,43,14,4
N00002747,262,96,90,56,14,6
N00002748,351,202,108,31,7,3
N00002749,334,151,117,50,12,4
N00002750,261,94,75,61,25,6
N00002751,301,109,108,59,18,7
N00002752,283,133,82,52,14,2
N00002753,524,317,128,58,20,1
N00002754,410,254,95,50,10,1
N00002755,589,280,164,107,31,7
N00002756,315,151,104,46,11,3
N00002757,483,243,162,55,17,6
N00002758,254,132,76,37,8,1
N00002759,337,182,108,34,9,4
N00002760,306,164,102,37,3,0
N00002761,941,519,307,94,17,4
N00002762,364,182,135,37,9,1
N00002763,381,192,113,66,10,0
N00002764,427,226,121,62,16,2
N00002765,371,169,134,56,7,5
N00002766,499,217,201,57,18,6
N00002767,396,225,113,49,6,3
N00002768,362,133,139,72,15,3
N00002769,483,248,131,93,7,4
N00002770,463,248,138,63,10,4
N00002771,272,103,89,59,18,3
N00002772,297,102,117,60,15,3
N00002773,217,82,66,47,17,5
N00002774,640,389,189,48,11,3
N00002775,478,259,141,64,9,5
N00002776,292,114,116,48,13,1
N00002777,237,99,76,52,8,2
N00002778,254,72,94,66,14,8
N00002779,496,246,167,66,14,3
N00002780,345,138,110,68,26,3
N00002781,401,202,129,57,9,4
N00002782,510,261,166,58,20,5
N00002783,390,175,135,65,13,2
N00002784,544,293,163,69,18,1
N00002785,599,310,188,76,21,4
N00002786,503,291,133,63,13,3
N00002787,464,259,123,56,18,8
N00002788,370,178,122,56,14,0
N00002789,539,240,173,88,29,9
N00002790,493,253,154,66,10,10
N00002791,419,239,115,49,15,1
N00003240,792,340,266,144,34,8
N00003245,476,258,136,66,6,10
N00003246,810,419,259,100,27,5
N00003262,364,181,126,49,8,0
N00003263,417,227,132,43,12,3
N00003264,418,225,138,44,8,3
N00003265,381,194,119,58,8,2
N00003266,356,176,135,34,8,3
N00003267,408,231,117,48,11,1
N00003268,344,196,98,43,6,1
N00003269,354,171,125,46,8,4
N00003270,330,185,109,27,6,3
N00003290,499,263,149,62,19,6
N00003291,694,414,209,54,14,3
N00003292,299,127,125,39,4,4
N00003317,333,156,107,53,14,3
N00003318,965,596,264,86,13,6
N00003319,372,196,99,65,9,3
N00003320,304,156,97,37,10,4
N00003321,411,216,125,51,13,6
N00003322,410,192,148,55,14,1
N00003323,455,260,129,52,11,3
N00003324,358,167,123,52,14,2
N00003325,429,215,137,62,13,2
N00003326,661,350,197,83,26,5
N00003327,375,221,105,40,9,0
N00003328,214,125,58,25,1,5
N00003329,338,186,109,37,4,2
N00003330,328,197,91,33,6,1
N00003331,442,272,127,36,6,1
N00003332,395,235,111,35,10,4
N00003333,305,165,89,38,10,3
N00003334,321,171,104,41,3,2
N00003335,244,126,76,27,10,5
N00003336,402,203,126,61,10,2
N00003385,448,266,120,48,13,1
N00003387,341,202,114,20,3,2
N00003388,346,152,126,47,18,3
N00003389,376,237,113,21,5,0
N00003390,358,169,119,52,16,2
N00003391,372,178,119,51,22,2
N00003392,434,230,139,53,10,2
N00003393,424,220,115,68,14,7
N00003394,392,216,146,20,9,1
N00003395,279,127,87,49,13,3
N00003396,436,241,149,39,6,1
N00003443,713,425,212,64,10,2
N00003444,424,211,147,58,6,2
N00003445,509,314,160,31,4,0
N00003446,413,212,134,51,12,4
N00003447,273,109,87,59,15,3
N00003448,540,273,184,66,13,4
N00003449,431,222,135,63,9,2
N00003450,353,189,102,50,10,2
N00003451,620,341,204,57,13,5
N00003452,440,218,151,58,11,2
N00003463,491,289,137,51,10,4
N00003464,364,190,129,38,6,1
N00003465,267,108,86,55,16,2
N00003466,310,192,82,27,8,1
N00003467,473,250,162,50,9,2
N00003468,253,134,90,23,6,0
N00003469,373,195,122,42,9,5
N00003472,310,161,106,30,9,4
N00003473,365,182,112,50,16,5
N00003474,449,251,144,46,5,3
N00003475,1177,687,336,94,53,7
N00003476,734,423,226,67,17,1
N00003477,462,244,140,68,8,2
N00003478,817,434,264,101,16,2
N00003479,814,536,208,58,12,0
N00003480,258,113,74,50,17,4
N00003481,175,107,55,9,4,0
N00003482,253,103,75,58,14,3
N00003667,395,185,141,59,9,1
N00003668,425,212,142,54,10,7
N00003669,451,240,150,44,9,8
N00003670,385,187,127,49,17,5
N00003671,296,117,87,66,23,3
N00003672,289,127,90,56,10,6
N00003673,249,105,70,50,22,2
N00003674,413,212,133,54,12,2
N00003675,308,129,109,53,13,4
N00003676,303,118,95,60,26,4
N00003677,295,137,91,41,19,7
N00003678,378,152,123,62,31,10
N00003679,327,145,96,54,21,11
N00003680,254,67,96,53,29,9
N00003681,409,181,132,65,19,12
N00003682,226,64,69,65,20,8
N00003690,543,275,168,76,19,5
N00003691,467,284,126,45,10,2
N00003692,379,198,109,52,16,4
N00003693,423,209,131,59,19,5
N00003694,516,286,172,44,13,1
N00003695,379,180,136,45,13,5
N00003696,431,207,156,46,18,4
N00003697,454,244,138,57,11,4
N00003698,704,417,190,73,18,6
N00003699,406,239,109,44,13,1
N00003700,400,218,127,42,9,4
N00003701,624,373,187,44,14,6
N00003702,862,552,229,60,18,3
N00003703,629,377,185,53,12,2
N00003704,427,221,141,53,12,0
N00003712,384,195,116,53,19,1
N00003713,381,200,117,41,18,5
N00003714,401,156,120,89,26,10
N00003715,291,101,120,58,9,3
N00003716,324,147,98,62,11,6
N00003717,271,122,96,41,11,1
N00003718,1470,871,410,148,33,8
N00003719,460,273,152,26,7,2
N00003720,411,224,118,48,14,7
N00003734,380,178,117,62,22,1
N00003735,306,113,102,64,23,4
N00003736,350,152,109,55,26,8
N00003737,544,276,156,71,31,10
N00003738,292,117,86,55,24,10
N00003739,440,207,146,64,16,7
N00003740,283,121,107,37,17,1
N00003741,244,80,78,49,26,11
N00003742,316,144,86,65,17,4
N00003743,539,344,137,44,11,3
N00003744,393,216,105,43,19,10
N00003745,462,254,142,54,9,3
N00003746,338,190,99,37,10,2
N00003747,314,141,104,52,17,0
N00003748,392,208,117,50,12,5
N00003749,514,316,143,45,10,0
N00003750,491,295,130,47,16,3
N00003751,559,319,154,67,12,7
N00003752,456,291,114,37,12,2
N00003756,353,156,102,58,27,10
N00003761,439,250,120,52,15,2
N00003762,494,290,138,50,11,5
N00003763,511,315,139,45,10,2
N00003764,613,369,159,70,13,2
N00003765,426,235,126,51,11,3
N00003766,495,288,123,60,17,7
N00003767,495,297,130,56,12,0
N00003768,609,356,173,52,24,4
N00003769,351,180,100,52,15,4
N00003770,494,217,165,78,25,9
N00003771,512,268,157,67,18,2
N00003772,186,54,49,47,28,8
N00003773,323,143,87,69,18,6
N00003774,338,176,107,38,11,6
N00003775,539,306,155,60,14,4
N00003776,384,172,115,61,25,11
N00003777,289,122,80,58,24,5
N00003778,391,166,137,47,31,10
N00003779,355,185,81,54,27,8
N00003780,380,217,107,42,13,1
N00003781,388,200,110,51,22,5
N00003782,581,321,176,48,25,11
N00003783,330,147,110,41,25,7
N00003786,495,269,158,51,14,3
N00003787,402,230,107,55,7,3
N00003788,337,152,107,51,19,8
N00003789,442,236,130,56,15,5
N00003799,329,167,111,40,8,3
N00003800,464,272,139,42,10,1
N00003801,414,189,144,69,11,1
N00003802,282,137,100,31,10,4
N00003803,373,185,120,55,8,5
N00003804,436,233,148,43,11,1
N00003805,289,145,56,64,18,6
N00003806,460,181,142,90,35,12
N00003807,305,128,104,50,19,4
N00003808,335,138,112,66,17,2
N00003809,395,185,127,72,10,1
N00003810,188,58,61,54,11,4
N00003811,377,176,127,55,18,1
N00003812,342,153,108,60,17,4
N00003813,334,153,128,46,5,2
N00003814,350,126,120,69,25,10
N00003815,605,336,162,71,30,6
N00003816,392,161,126,70,24,11
N00003817,505,262,168,49,16,10
N00003818,533,267,156,78,28,4
N00003819,388,179,138,57,11,3
N00003820,593,331,171,68,18,5
N00003821,414,212,126,59,11,6
N00003822,557,289,193,63,11,1
N00003823,588,341,174,59,8,6
N00003824,749,433,230,64,18,4
N00003825,965,519,287,100,37,22
N00003826,675,391,215,51,14,4
N00003827,1060,568,326,133,25,8
N00003834,428,199,137,66,22,4
N00003835,539,235,175,101,19,9
N00003836,343,181,100,43,17,2
N00003837,337,180,101,44,12,0
N00003838,409,225,103,62,14,5
N00003839,409,212,137,46,10,4
N00003840,428,244,113,51,19,1
N00003841,256,121,79,45,10,1
N00003842,413,207,133,59,13,1
N00003843,348,124,107,78,32,7
N00003844,515,343,118,43,7,4
N00003845,299,151,74,52,15,7
N00003846,620,259,206,105,42,8
N00003847,254,110,67,47,23,7
N00003848,362,160,113,64,20,5
N00003857,547,311,142,68,23,3
N00003858,511,289,125,77,15,5
N00003859,478,238,131,86,17,6
N00003860,1070,569,331,135,24,11
N00003861,546,286,162,78,17,3
N00003862,431,227,139,50,12,3
N00003863,236,92,74,49,18,3
N00003864,380,177,119,59,21,4
N00003865,255,85,83,46,31,10
N00003866,339,121,103,83,26,6
N00003867,723,337,221,112,45,8
N00003868,351,182,91,55,19,4
N00003869,1226,596,380,169,59,22
N00003870,254,113,82,46,10,3
N00003871,730,433,218,59,18,2
N00003872,278,98,106,48,23,3
N00003873,1042,438,302,210,79,13
N00003877,373,205,103,42,17,6
N00003880,469,243,153,53,13,7
N00003881,491,287,145,43,12,4
N00003882,304,136,116,40,9,3
N00003883,819,451,254,92,14,8
N00003884,747,305,244,130,54,14
N00003885,337,154,97,51,29,6
N00003886,305,139,94,50,18,4
N00004110,313,164,93,41,11,4
N00004111,341,166,124,39,8,4
N00004112,413,238,141,31,3,0
N00004113,663,350,219,76,13,5
N00004114,305,158,106,39,1,1
N00004115,404,245,114,33,8,4
N00004116,706,390,266,43,6,1
N00004117,515,332,142,31,9,1
N00004118,300,137,116,39,8,0
N00004119,326,176,109,35,5,1
N00004120,259,116,78,41,15,9
N00004121,370,196,131,33,10,0
N00004122,379,186,152,38,3,0
N00004123,351,173,105,63,8,2
N00004124,308,183,85,35,5,0
N00004125,354,175,133,40,5,1
N00004126,292,172,90,21,7,2
N00004127,324,193,91,35,5,0
N00004128,425,229,118,58,15,5
N00004129,308,158,109,39,2,0
N00004130,290,171,95,21,2,1
N00004131,289,136,108,33,8,4
N00004132,328,147,119,47,14,1
N00004133,312,159,111,40,2,0
N00004134,317,126,125,49,16,1
N00004135,345,171,116,49,9,0
N00004136,402,195,138,53,13,3
N00004137,376,171,150,48,6,1
N00004138,352,195,122,28,6,1
N00004139,686,332,238,92,19,5
N00004140,410,222,142,41,4,1
N00004141,296,128,108,45,13,2
N00004142,356,132,114,101,7,2
N00004143,327,140,125,48,13,1
N00004144,590,304,190,81,10,5
N00004145,305,122,130,36,15,2
N00004146,360,175,134,44,4,3
N00004147,352,192,109,35,12,4
N00004148,215,46,79,69,17,4
N00004149,276,112,111,46,4,3
N00004150,499,210,173,94,16,6
N00004151,273,114,93,55,10,1
N00004152,237,87,98,41,7,4
N00004153,352,158,131,55,7,1
N00004154,253,123,92,26,12,0
N00004155,290,134,86,44,21,5
N00004156,232,97,77,43,8,7
N00004157,473,220,162,71,14,6
N00004158,418,197,174,37,10,0
N00004159,130,53,43,26,8,0
N00004160,202,93,61,33,12,3
N00004161,299,117,123,46,11,2
N00004162,202,67,82,35,12,6
N00004163,388,200,137,40,6,5
N00004164,407,240,127,31,8,1
N00004165,424,234,152,31,5,2
N00004166,252,104,89,42,15,2
N00004167,379,163,122,61,28,5
N00004168,204,58,69,48,17,12
N00004169,313,124,133,44,10,2
N00004170,292,149,105,32,5,1
N00004171,309,152,100,45,11,1
N00004172,247,99,94,40,14,0
N00004173,259,102,108,34,13,2
N00004174,273,150,81,32,8,2
N00004175,280,151,95,31,1,2
N00004176,406,156,130,97,20,3
N00004177,156,62,44,40,7,3
N00004178,310,155,110,34,9,2
N00004179,344,167,122,47,7,1
N00004180,273,144,96,26,7,0
N00004181,267,138,89,31,5,4
N00004182,341,181,110,37,12,1
N00004183,98,18,46,24,7,3
N00004184,260,123,101,24,12,0
N00004185,702,270,279,123,27,3
N00004186,305,139,110,47,5,4
N00004187,382,138,119,95,29,1
N00004188,289,135,109,36,7,2
N00004189,212,67,81,55,6,3
N00004190,486,173,150,121,34,8
N00004191,598,296,196,83,21,2
N00004192,295,96,129,47,18,5
N00004193,290,157,94,35,3,1
N00004194,265,121,77,49,16,2
N00004195,276,122,95,45,11,3
N00004196,1009,582,333,75,14,5
N00004197,245,104,79,44,16,2
N00004198,247,121,67,39,16,4
N00004199,798,433,284,61,16,4
N00004200,395,212,142,32,7,2
N00004201,327,174,109,36,7,1
N00004202,342,149,137,42,6,8
N00004203,373,158,117,63,23,12
N00004204,314,127,122,45,18,2
N00004205,285,126,99,44,14,2
N00004206,283,124,95,50,11,3
N00004207,331,150,123,42,13,3
N00004208,484,235,174,52,16,7
N00004209,648,363,201,67,16,1
N00004210,312,107,132,61,7,5
N00004211,674,354,237,72,10,1
N00004212,1948,1167,594,142,32,13
N00004213,321,113,101,57,37,13
N00004214,280,101,101,51,19,8
N00004215,324,152,131,32,8,1
N00004216,420,168,130,83,27,12
N00004217,247,90,74,39,31,13
N00004218,274,115,85,54,12,8
N00004219,318,187,105,22,4,0
N00004220,298,155,96,38,6,3
N00004221,325,174,114,27,9,1
N00004222,335,168,115,38,11,3
N00004223,261,119,97,31,8,6
N00004224,302,168,103,27,2,2
N00004225,270,139,88,37,3,3
N00004226,431,197,173,50,9,2
N00004227,265,137,89,30,7,2
N00004228,732,383,249,74,18,8
N00004229,326,183,110,29,3,1
N00004230,286,154,95,30,6,1
N00004231,306,171,99,31,5,0
N00004232,246,91,108,36,9,2
N00004233,347,144,127,55,17,4
N00004234,262,111,105,37,8,1
N00004235,294,172,94,24,3,1
N00004236,309,202,83,22,2,0
N00004237,278,148,97,32,1,0
N00004238,346,185,127,26,5,3
N00004239,272,143,90,30,7,2
N00004240,340,166,108,55,11,0
N00004241,274,150,91,32,0,1
N00004242,364,208,98,43,11,4
N00004243,279,102,102,59,10,6
N00004244,194,59,52,55,17,11
N00004245,334,135,101,63,29,6
N00004246,322,160,116,38,6,2
N00004247,315,141,110,55,8,1
N00004248,236,83,73,57,18,5
N00004249,258,107,71,52,24,4
N00004250,244,93,79,43,21,8
N00004251,267,96,97,44,23,7
N00004252,302,116,132,48,5,1
N00004253,293,142,112,35,4,0
N00004254,284,131,101,39,11,2
N00004255,219,83,79,39,14,4
N00004256,860,404,305,112,32,7
N00004257,226,72,79,53,20,2
N00004258,308,130,93,66,17,2
N00004259,199,69,57,55,15,3
N00004260,314,124,136,39,15,0
N00004261,233,92,89,41,10,1
N00004262,281,127,101,44,8,1
N00004263,226,86,87,45,6,2
N00004264,533,212,210,89,18,4
N00004265,222,110,65,41,5,1
N00004266,324,190,99,27,6,2
N00004267,562,259,214,64,24,1
N00004268,324,157,122,35,7,3
N00004269,317,150,107,43,11,6
N00004270,461,240,164,45,10,2
N00004271,291,128,101,45,17,0
N00004272,252,146,62,34,9,1
N00004273,397,136,131,95,27,8
N00004274,296,164,91,30,9,2
N00004275,277,155,76,35,8,3
N00004276,458,303,109,38,5,3
N00004277,309,164,103,36,5,1
N00004278,271,117,87,42,22,3
N00004279,325,180,106,32,5,2
N00004280,318,192,89,28,7,2
N00004281,424,250,123,45,6,0
N00004282,229,60,74,61,27,7
N00004283,340,184,105,37,12,2
N00004284,364,193,127,31,9,4
N00004285,358,182,111,61,2,2
N00004286,317,167,112,33,3,2
N00004287,615,242,204,109,48,12
N00004288,220,74,84,43,15,4
N00004289,220,89,72,37,17,5
N00004290,583,209,202,107,51,14
N00004291,343,167,127,36,12,1
N00004292,204,93,68,32,6,5
N00004293,236,115,76,34,8,3
N00004294,1013,710,261,35,5,2
N00004295,271,108,98,53,10,2
N00004296,348,145,116,74,8,5
N00004297,329,185,111,22,8,3
N00004298,391,234,134,21,1,1
N00004299,540,306,151,73,5,5
N00004300,175,45,69,46,12,3
N00004301,362,210,117,32,3,0
N00004302,430,208,144,61,14,3
N00004303,270,113,102,44,8,3
N00004304,308,144,125,34,4,1
N00004305,253,87,107,46,8,5
N00004306,390,172,126,70,18,4
N00004307,254,112,84,46,10,2
N00004308,262,108,103,40,6,5
N00004309,235,82,74,63,13,3
N00004310,243,103,80,53,7,0
N00004311,215,94,81,27,13,0
N00004312,304,135,110,46,9,4
N00004313,323,123,102,70,21,7
N00004314,616,279,226,92,13,6
N00004315,240,99,82,45,13,1
N00004316,285,139,91,45,9,1
N00004317,269,116,97,42,11,3
N00004318,256,106,104,39,6,1
N00004319,285,130,111,36,7,1
N00004320,362,123,118,92,23,6
N00004321,650,316,229,81,22,2
N00004322,324,118,132,65,7,2
N00004323,362,175,126,49,9,3
N00004324,247,101,82,53,10,1
N00004325,271,139,83,38,10,1
N00004326,287,119,101,55,9,3
N00004327,274,104,101,55,11,3
N00004328,290,128,105,45,12,0
N00004329,274,95,110,53,10,6
N00004330,290,145,101,37,6,1
N00004331,299,145,99,43,8,4
N00004332,331,120,109,77,20,5
N00004333,257,87,96,51,15,8
N00004334,231,96,68,40,17,10
N00004335,220,82,76,52,7,3
N00004336,318,150,102,49,12,5
N00004337,249,90,94,47,16,2
