health..sa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
S00135298,110,41,38,19,8,4
S00135299,57,22,14,16,5,0
S00135170,109,73,17,15,2,2
S00135195,95,39,37,14,4,1
S00135199,139,54,37,24,16,8
S00135201,102,53,28,17,4,0
S00135202,113,64,27,13,8,1
S00135215,96,45,38,12,1,0
S00135165,110,53,32,18,6,1
S00135166,97,60,23,9,4,1
S00135167,164,94,45,19,6,0
S00135168,124,64,23,26,5,6
S00135169,111,48,44,15,4,0
S00135171,156,96,42,16,2,0
S00135249,110,73,22,13,2,0
S00135146,176,115,42,16,3,0
S00135147,96,54,28,12,2,0
S00135148,117,70,29,12,5,1
S00135151,164,90,42,20,7,5
S00135163,82,46,17,13,6,0
S00135164,170,109,35,20,5,1
S00135143,187,100,45,31,10,1
S00135144,90,43,33,10,4,0
S00135145,123,62,46,10,3,2
S00135162,185,109,47,22,6,1
S00135283,98,58,25,11,1,3
S00135284,154,81,48,18,3,4
S00135152,130,86,33,8,2,1
S00135234,140,77,38,13,9,3
S00135235,75,41,22,10,0,2
S00135236,134,55,43,26,8,2
S00135237,137,76,39,19,3,0
S00117855,140,74,47,15,4,0
S00117856,141,68,40,19,12,2
S00119159,153,103,39,10,1,0
S00119624,97,49,34,9,5,0
S00117858,113,62,30,17,3,1
S00117859,101,58,30,11,2,0
S00117860,86,50,25,7,4,0
S00119158,108,58,38,11,1,0
S00119625,150,95,34,17,3,1
S00117863,69,33,27,7,2,0
S00117864,98,54,35,8,1,0
S00117865,124,73,36,8,5,2
S00117866,91,62,20,8,1,0
S00117867,129,84,24,17,4,0
S00117868,157,94,40,20,3,0
S00119314,93,50,35,6,2,0
S00119315,76,37,24,11,4,0
S00118199,168,96,39,21,8,4
S00118200,70,31,23,13,2,1
S00118201,95,60,24,6,2,3
S00118202,121,70,35,11,3,2
S00118203,144,80,40,14,9,1
S00118204,107,77,24,4,2,0
S00118205,101,62,25,11,1,2
S00117832,76,40,23,11,2,0
S00117842,70,40,25,4,1,0
S00117857,174,99,50,17,5,3
S00119153,105,59,35,9,1,1
S00119301,55,21,23,6,4,1
S00119302,58,29,14,10,3,2
S00119307,130,70,36,16,7,1
S00119308,66,36,21,7,2,0
S00119311,55,28,21,4,2,0
S00119312,61,26,17,15,3,0
S00119313,139,66,47,12,9,5
S00117840,150,81,40,18,10,1
S00117841,116,63,34,14,5,0
S00117843,175,125,34,15,1,0
S00117844,162,99,45,15,3,0
S00117845,130,82,26,18,4,0
S00117861,161,99,38,16,6,2
S00117862,52,26,18,6,1,1
S00117838,178,106,57,10,3,2
S00119157,128,52,55,15,6,0
S00119305,140,60,53,23,4,0
S00119306,73,39,23,8,3,0
S00117833,60,38,13,7,2,0
S00117834,133,78,42,6,6,1
S00119154,128,70,34,21,3,0
S00119155,113,58,40,12,2,1
S00119156,226,134,60,22,7,3
S00117835,148,73,41,25,7,2
S00118120,153,88,46,14,4,1
S00119197,108,40,27,32,7,2
S00119396,74,40,22,10,2,0
S00119397,112,43,41,19,7,2
S00119398,124,60,40,17,5,2
S00119399,95,48,29,13,4,1
S00118121,106,43,43,16,4,0
S00118122,108,55,41,7,5,0
S00118123,59,34,15,7,1,2
S00118124,98,47,36,15,0,0
S00118125,109,45,35,19,5,5
S00118126,78,24,21,26,4,3
S00118127,66,32,15,18,0,1
S00119198,86,46,21,14,4,1
S00119199,118,57,25,24,8,4
S00119200,68,23,24,14,6,1
S00117837,127,64,43,18,2,0
S00119145,88,54,22,8,4,0
S00119303,97,41,43,9,3,1
S00119304,156,87,44,20,3,2
S00119310,150,96,29,20,4,1
S00117836,176,113,44,15,4,0
S00117850,199,137,39,18,5,0
S00117851,131,65,38,18,9,1
S00117852,103,60,30,8,4,1
S00119309,102,53,30,13,6,0
S00117846,54,28,21,4,1,0
S00117847,113,58,41,12,0,2
S00117848,80,49,21,6,4,0
S00117849,143,86,35,18,3,1
S00117853,108,66,34,7,0,1
S00117854,167,94,56,9,7,1
S00117794,94,41,39,8,6,0
S00117830,63,39,17,6,0,1
S00117831,126,75,29,17,5,0
S00118220,180,94,49,25,7,5
S00118221,125,76,29,19,1,0
S00118222,95,55,23,14,3,0
S00118223,72,32,29,10,1,0
S00119213,149,82,46,17,3,1
S00118006,136,69,39,20,8,0
S00118017,187,108,58,16,5,0
S00119233,155,100,38,12,3,2
S00119234,51,21,16,10,3,1
S00119370,95,54,30,5,4,2
S00119371,139,59,54,13,12,1
S00119372,88,50,20,10,5,3
S00119373,61,14,19,18,4,6
S00118003,114,61,36,13,4,0
S00118004,127,68,40,18,1,0
S00118005,73,40,26,6,1,0
S00118018,135,98,33,4,0,0
S00119181,109,65,31,7,5,1
S00119183,124,82,32,7,2,1
S00119184,126,61,47,10,7,1
S00119185,149,84,41,20,3,1
S00118013,164,77,52,31,1,3
S00118014,125,79,34,11,1,0
S00118015,168,84,57,19,5,3
S00118056,97,61,21,12,3,0
S00119182,74,46,19,9,0,0
S00118007,132,82,37,8,4,1
S00118008,129,72,36,14,7,0
S00118009,97,52,37,5,2,1
S00118010,94,55,25,11,2,1
S00118011,126,75,40,4,6,1
S00118012,76,37,25,10,3,1
S00119368,121,70,25,23,3,0
S00119369,138,87,36,12,3,0
S00118016,81,50,18,8,2,3
S00118025,148,93,40,11,3,1
S00118026,108,70,28,6,2,2
S00119177,109,55,32,21,0,1
S00119178,55,27,21,5,2,0
S00118029,150,99,41,7,1,2
S00118030,84,25,29,17,12,1
S00118031,77,41,23,11,2,0
S00118032,130,56,42,26,4,2
S00118033,68,37,23,8,0,0
S00118034,117,56,35,22,2,2
S00118028,100,63,28,8,0,1
S00118575,110,59,20,22,5,4
S00118576,118,48,46,17,6,1
S00118577,63,34,12,17,0,0
S00118578,59,35,18,4,1,1
S00118579,132,60,35,35,2,0
S00118570,50,22,14,11,3,0
S00118571,125,70,32,16,6,1
S00118572,107,51,33,14,6,3
S00118573,54,34,13,4,2,1
S00118574,59,27,26,5,0,1
S00119055,64,25,16,14,9,0
S00119500,66,29,27,7,2,1
S00119501,108,52,24,24,7,1
S00118027,167,94,44,17,11,1
S00118580,109,82,19,8,0,0
S00118581,95,47,30,15,2,1
S00118582,102,64,25,11,1,1
S00119502,113,83,16,12,2,0
S00119503,118,77,25,11,5,0
S00119504,136,85,39,11,1,0
S00119505,118,39,32,33,13,1
S00119506,76,51,16,8,1,0
S00119507,69,34,20,13,1,1
S00118019,97,64,19,9,4,1
S00118020,101,64,26,10,1,0
S00118021,130,74,43,11,1,1
S00118022,89,35,39,14,1,0
S00118023,140,96,29,12,2,1
S00118024,155,81,51,17,6,0
S00119374,173,85,76,8,3,1
S00119375,82,45,27,6,4,0
S00118035,125,63,40,15,5,2
S00118036,102,42,33,23,3,1
S00118037,103,52,32,16,3,0
S00118038,93,49,36,6,1,1
S00118039,160,83,48,26,2,1
S00118040,74,35,25,13,0,1
S00118041,106,58,34,10,3,1
S00119376,124,77,29,14,3,1
S00119377,88,55,19,11,3,0
S00118051,95,55,30,7,3,0
S00118052,89,45,35,6,2,1
S00118053,87,42,27,15,3,0
S00118054,149,63,65,16,4,1
S00118055,171,77,65,22,6,1
S00119378,87,44,22,13,5,3
S00119379,93,48,33,10,2,0
S00118046,97,57,22,15,3,0
S00118047,60,30,19,9,2,0
S00118048,111,52,32,18,5,4
S00118049,130,71,32,23,4,0
S00118050,153,73,55,20,4,1
S00119187,58,27,21,7,2,1
S00121909,186,103,61,15,6,1
S00121910,71,37,25,8,1,0
S00121911,149,85,47,13,3,1
S00121912,128,69,38,14,5,2
S00121913,108,49,41,13,5,0
S00122807,82,46,26,5,3,2
S00122810,114,65,31,13,4,1
S00122818,67,36,19,10,2,0
S00121907,101,65,24,8,4,0
S00121908,94,50,33,10,1,0
S00121922,117,56,42,14,4,1
S00121923,70,27,35,8,0,0
S00122808,102,55,27,17,3,0
S00122821,84,30,44,8,2,0
S00122822,95,44,27,17,5,2
S00122927,89,39,32,13,4,1
S00121919,159,82,49,24,2,2
S00121920,126,68,35,14,8,1
S00121921,81,38,19,18,3,3
S00122820,138,79,37,18,4,0
S00122926,97,45,26,19,6,1
S00121914,87,46,22,12,6,1
S00121915,60,40,14,3,1,2
S00121916,51,18,26,3,4,0
S00121917,99,42,32,15,8,2
S00122924,109,44,37,22,5,1
S00122925,53,26,18,8,0,1
S00121926,97,56,25,10,4,2
S00121927,120,67,32,17,3,1
S00122895,64,30,22,8,2,2
S00122896,114,51,35,20,5,3
S00122928,68,15,23,28,2,0
S00122929,69,27,20,15,7,0
S00121918,114,62,30,21,0,1
S00121928,85,39,35,9,2,0
S00121929,97,57,25,13,2,0
S00122826,55,22,22,11,0,0
S00122827,64,27,22,14,0,1
S00122930,124,48,45,22,9,0
S00121906,75,45,20,10,0,0
S00121931,151,88,36,21,6,0
S00121932,131,74,42,12,2,1
S00121933,66,42,11,11,2,0
S00121934,111,55,36,15,3,2
S00122805,68,26,21,13,7,1
S00122806,87,51,23,9,3,1
S00122828,115,74,25,10,3,3
S00122829,68,34,26,6,2,0
S00132921,99,51,28,14,6,0
S00132922,67,30,24,11,1,1
S00133504,92,54,25,11,2,0
S00133505,144,89,38,13,2,2
