rel..sa_id,rel..total_persons,rel..christian_church_of_scotland,rel..christian_roman_catholic,rel..christian_other_christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
S00094261,59,22,8,7,0,0,0,0,0,0,14,8
S00094623,56,34,4,7,0,0,0,0,0,0,8,3
S00094624,122,58,9,4,0,0,0,0,0,0,45,6
S00094749,87,31,13,3,0,0,0,0,0,0,36,4
S00094019,58,18,3,2,0,0,0,0,0,0,20,15
S00094020,128,55,3,9,0,0,0,0,0,0,52,9
S00094021,75,33,5,1,1,0,0,0,0,0,27,8
S00094022,136,59,12,15,1,0,0,0,0,2,44,3
S00094023,90,45,4,7,0,0,0,0,0,5,26,3
S00094633,66,29,5,7,0,0,0,0,0,1,19,5
S00094686,108,36,10,8,2,0,0,0,0,0,36,16
S00094687,110,53,9,7,0,0,0,0,0,0,25,16
S00094688,120,45,8,14,0,0,0,0,0,0,41,12
S00094689,56,25,5,3,0,0,0,0,0,0,18,5
S00094015,125,53,16,5,1,0,0,0,0,0,36,14
S00094016,124,45,14,2,3,0,0,0,0,0,43,17
S00094017,62,26,6,6,0,0,0,1,0,2,17,4
S00094018,157,49,12,8,0,0,0,1,0,1,73,13
S00094631,58,31,4,9,1,0,0,0,0,0,9,4
S00094685,116,44,15,9,0,0,0,0,0,0,38,10
S00094690,72,32,2,13,0,0,0,0,0,0,18,7
S00094024,78,25,14,6,1,0,1,0,0,0,25,6
S00094025,143,53,15,14,1,0,0,0,0,0,49,11
S00094027,141,68,3,12,0,0,0,0,1,1,42,14
S00094028,54,26,6,3,0,0,0,0,0,0,14,5
S00094029,116,55,8,7,0,0,0,0,0,2,35,9
S00094030,145,74,7,15,0,0,0,0,0,0,39,10
S00094031,126,42,15,18,0,0,0,0,0,2,35,14
S00093997,68,20,7,6,0,0,0,0,0,0,24,11
S00094013,163,66,15,8,0,0,0,0,0,0,62,12
S00094014,167,70,19,11,1,0,0,0,0,0,54,12
S00094331,137,43,21,10,0,0,0,0,0,1,52,10
S00094332,110,43,17,0,0,0,0,0,0,0,44,6
S00094683,164,68,11,18,0,0,0,0,0,3,61,3
S00094684,82,45,6,2,0,0,0,0,0,1,21,7
S00094333,162,68,12,17,3,0,0,0,0,0,47,15
S00094334,124,54,12,9,1,0,0,1,0,2,31,14
S00094754,110,52,8,14,0,0,0,0,1,0,27,8
S00094755,83,37,6,17,0,0,0,0,0,0,16,7
S00094756,55,17,6,0,1,0,0,1,0,0,25,5
S00094293,111,45,6,0,0,0,0,0,0,0,51,9
S00094294,80,48,5,2,0,0,0,1,0,0,15,9
S00094295,163,77,13,30,0,0,0,0,0,0,33,10
S00094296,89,49,6,5,3,0,0,0,0,0,10,16
S00094297,81,37,12,6,0,0,0,0,0,1,19,6
S00094298,80,36,9,3,0,0,0,0,0,1,23,8
S00094299,166,64,29,19,0,0,0,0,0,0,40,14
S00094330,65,28,15,7,0,0,0,0,0,0,13,2
S00094632,60,24,2,3,0,0,0,0,0,1,25,5
S00094750,74,24,15,1,0,0,0,0,0,0,27,7
S00094751,74,30,10,4,0,0,0,0,0,0,27,3
S00094301,151,44,21,11,0,0,0,0,0,0,54,21
S00094326,65,28,4,4,0,0,0,0,0,0,26,3
S00094328,197,69,35,5,1,0,0,0,0,1,77,9
S00094329,176,60,21,7,0,0,0,0,0,1,37,50
S00094752,84,40,13,2,1,0,1,0,0,0,20,7
S00094753,114,46,22,7,0,0,0,0,0,0,26,13
S00094308,133,52,27,9,1,0,0,0,0,0,38,6
S00094309,105,57,20,3,0,0,0,0,0,0,19,6
S00094314,101,32,17,4,0,0,0,0,0,1,34,13
S00094323,147,65,36,3,2,0,0,0,0,0,33,8
S00094324,90,32,8,12,0,0,0,0,0,0,24,14
S00094327,111,47,13,8,0,0,0,0,0,0,39,4
S00094315,141,39,17,4,0,0,0,0,0,0,74,7
S00094316,114,35,8,7,0,0,0,0,0,2,54,8
S00094317,91,21,5,4,0,0,0,0,0,1,52,8
S00094318,103,36,16,9,0,0,0,0,0,0,37,5
S00094320,155,47,33,6,0,0,0,0,0,1,61,7
S00094321,90,35,12,4,0,0,0,0,0,0,33,6
S00094322,88,22,16,8,0,0,0,0,0,0,35,7
S00094325,115,40,15,7,0,0,0,0,0,0,44,9
S00094012,102,35,19,6,0,0,0,0,0,0,29,13
S00094285,120,50,19,8,1,0,0,0,0,3,36,3
S00094300,94,48,11,8,1,0,0,0,0,0,20,6
S00094319,82,46,12,2,0,0,0,0,0,1,14,7
S00094630,80,32,7,1,0,0,0,0,0,0,38,2
S00094305,67,28,10,2,0,0,0,0,0,3,20,4
S00094306,58,16,6,5,0,0,0,0,0,0,29,2
S00094307,80,28,11,14,0,0,0,0,0,0,20,7
S00094311,101,43,12,10,0,0,0,0,0,0,31,5
S00094312,82,38,5,4,0,0,0,0,0,0,29,6
S00094313,77,34,10,6,0,0,0,0,0,0,16,11
S00094284,129,26,29,5,0,0,0,1,0,0,58,10
S00094302,84,19,16,3,1,0,0,1,2,1,33,8
S00094303,113,32,33,1,0,0,0,0,1,0,39,7
S00094304,86,32,20,4,0,0,0,0,0,0,23,7
S00094310,85,28,14,3,0,0,0,0,0,2,28,10
S00094628,65,35,9,3,0,0,0,0,0,0,13,5
S00094287,114,47,13,13,1,0,0,0,0,0,29,11
S00094288,127,33,34,6,0,0,0,0,0,0,48,6
S00094289,88,9,27,5,0,0,0,0,0,2,35,10
S00094292,113,21,27,9,2,0,0,0,0,1,44,9
S00094629,99,36,12,6,1,0,0,0,0,1,36,7
S00094280,131,49,14,9,0,0,0,0,0,1,55,3
S00094281,132,48,23,12,1,0,0,0,0,0,35,13
S00094282,114,41,8,3,1,0,0,0,0,0,52,9
S00094283,93,30,18,6,0,0,0,0,0,0,36,3
S00094286,148,52,14,9,0,0,1,5,0,0,60,7
S00094290,111,43,13,6,3,0,0,0,0,1,40,5
S00094291,57,16,9,3,0,0,0,0,0,3,22,4
S00094270,98,35,14,3,1,1,0,0,0,1,41,2
S00094271,91,38,14,0,0,0,0,0,0,0,34,5
S00094273,64,18,11,3,0,0,0,0,0,1,29,2
S00094274,69,36,10,8,0,0,0,0,0,0,11,4
S00094275,86,23,18,4,0,1,0,0,0,2,27,11
S00094276,66,25,5,2,0,0,0,0,0,1,28,5
S00094277,68,24,8,1,0,0,0,0,0,1,26,8
S00094278,111,52,20,5,0,0,0,1,0,1,18,14
S00094627,87,32,13,7,0,0,0,0,0,1,24,10
S00094265,127,60,9,6,2,0,0,0,0,0,41,9
S00094267,105,38,3,1,0,0,0,0,0,1,54,8
S00094268,99,50,5,3,0,0,0,0,0,0,30,11
S00094269,110,32,15,11,0,0,0,0,0,2,49,1
S00094279,158,66,25,4,0,0,0,0,0,0,53,10
S00094626,117,49,21,6,0,0,0,0,0,0,35,6
S00094011,149,67,7,18,0,0,0,0,0,0,49,8
S00094262,246,125,37,24,0,1,1,0,0,0,44,14
S00094263,110,47,18,7,0,0,0,0,0,0,28,10
S00094264,82,15,9,11,0,0,0,4,0,0,41,2
S00094266,155,84,12,4,2,0,0,0,0,1,32,20
S00094272,82,26,9,4,0,1,0,5,1,0,31,5
S00094625,77,27,8,6,1,0,0,0,0,0,34,1
S00135056,136,15,106,0,0,0,0,1,0,0,9,5
S00135057,95,11,70,1,0,0,0,0,0,0,12,1
S00135062,157,25,110,6,0,0,0,0,0,0,13,3
S00135257,90,2,68,4,0,0,0,0,0,0,11,5
S00135263,143,27,72,4,1,0,0,0,0,1,25,13
S00135054,124,25,88,0,0,0,0,0,0,0,10,1
S00135055,96,8,70,2,0,0,0,0,0,0,11,5
S00135058,137,10,93,5,0,0,0,0,0,0,23,6
S00135059,120,25,71,0,0,0,0,0,0,1,20,3
S00135060,108,14,82,2,0,0,0,4,0,0,4,2
S00135061,58,5,38,6,0,0,0,0,0,0,3,6
S00135063,143,3,117,4,0,0,0,0,0,1,13,5
S00135064,83,10,57,4,0,0,0,0,0,0,6,6
S00135065,111,10,79,5,0,0,0,0,0,0,13,4
S00135066,106,9,64,2,0,0,0,0,0,5,19,7
S00135067,87,17,64,1,0,0,0,0,0,0,1,4
S00135068,54,5,32,3,0,0,0,0,0,0,8,6
S00135070,147,10,121,3,0,0,0,0,0,1,11,1
S00135255,119,7,95,3,0,0,0,0,0,0,11,3
S00135266,160,24,92,11,1,0,0,0,0,0,28,4
S00135267,69,4,49,5,0,0,0,0,0,0,6,5
S00135268,73,12,46,8,0,0,0,0,0,0,2,5
S00135069,99,7,62,6,0,0,0,0,0,0,16,8
S00135071,96,8,78,1,0,0,0,0,0,0,6,3
S00135072,93,28,36,5,0,0,0,0,0,0,18,6
S00135073,69,9,41,2,0,0,0,0,0,0,10,7
S00135074,66,28,11,5,0,0,0,0,0,0,20,2
S00135075,92,10,55,6,0,0,0,0,0,0,18,3
S00135076,127,22,81,7,0,0,0,0,0,0,15,2
S00135077,103,20,55,7,0,0,0,0,0,0,12,9
S00135153,70,14,33,7,0,0,0,0,0,0,16,0
S00135154,144,48,72,0,0,0,0,1,0,0,19,4
S00135155,83,31,39,0,0,0,0,0,0,0,10,3
S00135156,89,20,54,2,0,0,0,0,0,0,13,0
S00135157,133,45,53,13,0,0,0,1,0,1,15,5
S00135158,118,56,33,11,0,0,0,0,0,0,12,6
S00135159,51,21,10,3,0,0,0,0,0,0,15,2
S00135160,126,34,45,6,1,0,0,0,0,0,38,2
S00135161,134,42,48,19,1,0,0,0,0,0,20,4
S00135248,159,55,55,11,1,0,0,2,0,0,34,1
S00135287,55,11,13,5,1,0,0,0,0,0,19,6
S00135288,168,51,70,13,0,0,0,1,0,0,29,4
S00135082,144,80,4,33,0,0,0,0,0,0,16,11
S00135083,122,71,7,15,0,0,0,0,0,0,23,6
S00135084,77,32,2,7,0,0,0,0,0,0,30,6
S00135085,105,61,3,16,0,0,0,0,0,0,12,13
S00135260,74,45,3,6,0,0,0,0,0,1,5,14
S00135302,128,81,14,6,0,0,0,1,0,2,23,1
S00135303,81,39,0,20,0,0,0,0,0,0,16,6
S00135078,81,23,7,22,0,0,0,0,0,2,25,2
S00135079,88,37,11,10,0,0,0,0,0,0,24,6
S00135080,109,60,3,10,1,0,0,0,0,0,25,10
S00135081,66,39,9,7,0,0,0,5,0,0,3,3
S00135086,78,50,1,8,0,1,0,0,0,3,12,3
S00135087,108,67,4,6,0,0,0,1,0,0,15,15
S00135088,56,25,0,6,0,0,0,0,0,3,17,5
S00135089,72,41,7,4,0,0,0,0,0,0,10,10
S00135090,89,55,2,5,0,0,0,0,0,0,21,6
S00135261,60,33,4,4,1,0,0,0,0,0,15,3
S00135304,81,42,4,6,0,0,0,0,0,1,24,4
S00135094,72,27,2,16,0,1,0,0,0,0,18,8
S00135095,59,33,0,9,0,0,0,0,0,0,12,5
S00135096,75,41,2,7,0,0,0,0,0,0,17,8
S00135097,62,33,7,10,0,0,0,0,0,0,7,5
S00135098,85,46,2,23,0,0,0,0,0,0,10,4
S00135099,101,49,3,32,0,0,0,0,0,0,10,7
S00135100,181,116,17,20,0,0,0,0,0,0,22,6
S00135262,116,58,3,29,0,0,0,0,0,2,11,13
S00135305,98,22,8,32,0,0,0,0,0,0,11,25
S00135306,87,35,0,22,0,0,0,0,0,0,17,13
S00135091,115,32,0,63,1,0,1,0,0,1,11,6
S00135092,111,63,5,22,0,0,0,4,0,0,15,2
S00135093,94,73,0,7,0,0,0,0,0,0,9,5
S00135101,103,72,0,9,0,0,0,0,0,0,20,2
S00135102,102,71,4,19,0,0,0,0,0,0,5,3
S00135264,67,39,4,12,0,0,0,0,0,0,11,1
S00135269,105,15,2,72,0,0,1,0,0,1,11,3
S00135270,71,28,1,35,0,0,1,0,0,0,5,1
S00135271,122,75,4,18,0,0,0,0,0,0,10,15
S00135272,90,44,9,14,0,0,0,0,0,2,21,0
S00135105,50,27,0,7,0,0,0,0,0,0,14,2
S00135106,69,34,2,14,0,0,0,0,0,0,15,4
S00135107,89,25,1,34,0,0,0,0,0,0,21,8
S00135108,105,27,2,48,0,0,0,0,0,0,15,13
S00135109,141,56,0,38,1,0,0,0,0,2,31,13
S00135110,137,62,1,33,0,0,0,0,0,0,39,2
S00135111,111,60,4,28,0,0,0,0,0,1,15,3
S00135112,106,30,5,43,0,0,0,0,0,0,21,7
S00135113,110,63,1,25,0,0,0,0,0,0,14,7
S00135103,140,48,2,46,0,0,0,0,0,0,38,6
S00135104,91,41,2,26,0,0,0,0,0,0,16,6
S00135114,159,61,5,52,0,1,0,0,0,1,31,8
S00135115,93,32,3,22,0,0,0,0,0,0,32,4
S00135116,76,29,1,20,0,0,0,0,0,0,13,13
S00135265,132,43,3,53,0,0,0,0,0,0,26,7
S00135273,147,83,3,26,0,0,0,0,0,0,17,18
S00135274,54,22,4,10,0,0,0,0,0,2,13,3
S00135118,124,73,3,18,0,0,0,0,0,1,22,7
S00135119,66,45,1,7,0,0,0,0,0,0,5,8
S00135120,124,54,3,21,1,0,0,1,0,1,35,8
S00135121,113,36,8,24,1,0,0,0,0,1,35,8
S00135122,94,43,0,7,1,0,0,0,0,1,28,14
S00135123,152,69,4,6,0,0,0,0,0,1,57,15
S00135124,100,59,2,10,0,0,0,0,0,5,17,7
S00135117,111,45,3,34,0,0,0,0,0,0,22,7
S00135125,109,42,2,26,1,0,0,0,0,0,26,12
S00135126,125,56,0,46,0,0,0,0,0,1,16,6
S00135133,77,34,1,18,0,0,0,0,0,1,20,3
S00135134,74,26,0,28,0,0,0,0,0,1,15,4
S00135127,138,60,7,27,0,0,0,0,0,0,25,19
S00135132,154,56,3,58,0,0,0,0,0,1,27,9
S00135135,94,39,6,34,0,0,0,0,0,2,7,6
S00135136,94,44,7,17,1,0,0,0,0,0,20,5
S00135245,70,19,5,31,0,0,0,0,0,1,9,5
S00135275,71,10,2,41,1,0,0,0,0,0,5,12
S00135128,125,52,3,33,0,0,0,0,0,1,21,15
S00135129,81,26,3,15,0,0,0,0,0,1,28,8
S00135130,139,45,7,49,0,0,0,0,0,0,25,13
S00135131,106,43,0,38,0,0,0,0,0,1,13,11
S00135137,142,49,2,48,1,0,0,0,0,0,36,6
S00135276,140,47,1,43,0,0,0,0,0,1,40,8
S00135138,109,63,6,20,0,0,0,0,0,0,20,0
S00135139,82,48,3,17,0,0,0,0,0,0,9,5
S00135140,127,72,6,30,0,0,0,0,0,0,14,5
S00135279,125,62,8,21,0,0,0,0,0,0,27,7
S00135280,118,75,3,30,1,0,0,0,0,2,3,4
S00135281,147,63,1,40,2,0,0,0,0,1,29,11
S00135282,53,33,2,3,0,0,0,0,0,0,9,6
S00135141,127,67,2,33,0,0,0,0,0,0,18,7
S00135142,72,18,6,18,0,0,0,0,0,0,24,6
S00135238,152,89,0,39,0,0,0,0,0,1,13,10
S00135259,100,64,0,21,0,0,0,0,0,0,10,5
S00135277,153,51,3,43,1,0,0,0,0,1,50,4
S00135278,56,20,4,21,0,0,0,0,0,0,9,2
S00135239,99,44,7,17,0,0,0,0,0,0,24,7
S00135240,104,48,0,28,0,0,0,0,0,0,19,9
S00135241,102,46,1,29,0,0,0,0,0,0,17,9
S00135242,76,27,1,11,0,0,0,0,0,0,22,15
S00135243,93,32,0,26,0,1,0,0,0,2,27,5
S00135244,91,30,2,37,0,0,0,0,0,0,16,6
S00135300,178,73,6,51,0,0,0,0,0,2,28,18
S00135301,52,24,3,6,0,0,0,0,0,0,10,9
S00135150,208,69,9,83,0,0,0,0,0,0,30,17
S00135246,131,48,5,46,0,0,0,0,0,0,21,11
S00135247,97,44,4,31,0,0,0,0,0,0,11,7
S00135285,67,17,1,31,0,0,0,0,0,0,13,5
S00135286,206,53,3,117,0,0,0,0,0,0,19,14
S00135221,97,42,3,26,0,0,0,0,0,1,14,11
S00135222,106,45,9,26,0,0,0,0,0,0,16,10
S00135223,167,63,9,32,2,0,0,0,0,0,43,18
S00135224,138,48,5,55,0,0,0,0,0,0,21,9
S00135225,63,29,4,19,1,0,0,0,0,0,9,1
S00135226,256,99,11,79,0,0,0,0,0,2,46,19
S00135258,103,40,2,37,0,0,0,0,0,1,17,6
S00135149,132,50,3,39,1,0,0,0,0,0,32,7
S00135227,168,75,0,27,0,0,0,0,0,0,60,6
S00135228,143,51,3,55,0,0,0,0,0,1,18,15
S00135229,121,60,1,17,0,0,0,0,0,1,32,10
S00135230,54,17,2,11,0,0,0,0,0,0,12,12
S00135231,234,118,4,47,0,0,0,0,0,0,44,21
S00135232,107,55,2,15,0,0,0,0,0,0,27,8
S00135233,115,59,6,13,0,0,0,0,0,0,35,2
S00135172,149,97,2,30,0,0,0,0,0,0,15,5
S00135173,177,101,11,32,1,0,0,0,0,0,24,8
S00135250,141,78,7,14,0,0,0,0,0,0,38,4
S00135251,96,44,2,29,0,0,0,0,0,0,10,11
S00135289,181,99,7,33,1,0,0,0,0,0,26,15
S00135290,149,74,3,19,0,0,0,0,0,2,47,4
S00135174,165,65,12,46,0,0,0,0,0,0,30,12
S00135175,78,41,0,13,0,0,0,0,0,0,13,11
S00135194,139,77,10,21,0,0,0,0,0,0,25,6
S00135220,116,70,3,16,0,0,0,0,0,0,16,11
S00135252,161,79,5,24,2,0,0,0,0,0,40,11
S00135253,67,45,7,1,0,0,0,0,0,0,11,3
S00135254,70,35,5,10,0,0,0,0,0,0,17,3
S00135291,108,36,6,4,0,0,0,9,0,0,35,18
S00135292,119,71,3,20,0,0,0,0,0,2,17,6
S00135293,67,43,1,12,1,0,0,0,0,0,7,3
S00135193,134,65,10,20,1,3,0,0,0,0,30,5
S00135196,92,35,8,7,0,0,0,0,0,1,35,6
S00135197,74,23,7,9,0,0,0,0,0,0,21,14
S00135198,64,20,5,2,0,0,0,3,0,0,23,11
S00135219,137,75,8,17,0,0,0,0,0,0,24,13
S00135294,101,58,5,21,0,2,0,0,0,0,9,6
S00135295,59,37,3,15,0,0,0,0,0,0,4,0
S00135188,128,53,10,17,0,0,0,2,0,0,35,11
S00135190,53,35,1,4,0,0,0,0,0,0,9,4
S00135203,168,108,8,18,0,0,0,3,0,0,18,13
S00135204,147,80,0,28,1,4,0,0,0,0,25,9
S00135208,71,27,1,7,0,2,0,3,0,0,26,5
S00135256,86,38,1,30,0,0,0,0,0,0,10,7
S00135177,69,35,2,12,0,0,0,0,0,1,13,6
S00135181,80,27,3,17,0,7,0,0,0,0,19,7
S00135182,111,37,8,19,0,0,0,0,0,0,42,5
S00135183,88,44,2,16,0,0,0,0,0,1,19,6
S00135184,79,37,3,16,0,5,0,0,0,0,16,2
S00135185,91,53,4,17,0,0,0,0,0,0,10,7
S00135186,58,17,10,12,0,0,0,0,0,0,17,2
S00135187,122,69,4,9,2,0,0,0,0,0,31,7
S00135189,69,30,0,7,0,0,0,0,0,0,25,7
S00135192,105,64,0,10,0,0,0,0,0,0,22,9
S00135176,109,51,2,14,0,0,0,0,0,0,28,14
S00135178,100,44,2,25,0,0,0,0,0,0,19,10
S00135179,120,36,1,36,0,3,0,1,0,2,34,7
S00135180,113,44,8,15,0,0,0,2,0,0,36,8
S00135216,123,55,3,23,0,3,0,0,0,1,21,17
S00135217,111,55,0,12,0,0,0,0,0,0,26,18
S00135218,173,81,5,27,0,0,0,0,0,1,14,45
S00135211,122,69,4,17,1,0,0,4,0,0,14,13
S00135212,90,52,4,14,0,0,0,0,0,0,19,1
S00135213,55,30,3,8,0,0,0,0,0,1,9,4
S00135214,149,99,0,16,0,0,0,0,0,1,23,10
S00135296,105,62,5,11,0,0,0,0,0,0,18,9
S00135297,104,54,10,11,0,1,0,0,0,0,17,11
S00135191,52,31,2,6,0,0,0,4,0,0,7,2
S00135200,180,102,6,27,0,0,0,0,0,0,35,10
S00135205,76,49,0,13,0,0,0,0,0,0,9,5
S00135206,56,21,3,8,0,0,0,0,0,0,16,8
S00135207,86,45,3,19,0,1,0,0,0,0,16,2
S00135209,101,56,1,21,3,0,0,0,0,2,15,3
S00135210,151,93,5,18,0,0,0,0,0,0,9,26
S00135298,110,48,4,17,0,0,0,5,0,4,22,10
S00135299,57,39,0,6,0,0,0,1,0,1,5,5
S00135170,109,51,0,26,0,0,0,0,0,0,19,13
S00135195,95,47,4,16,0,0,0,0,0,0,17,11
S00135199,139,68,9,28,0,2,0,1,0,0,16,15
S00135201,102,54,0,37,0,0,0,0,0,0,6,5
S00135202,113,57,3,13,0,0,0,0,0,0,36,4
S00135215,96,58,2,20,0,0,0,0,0,0,13,3
S00135165,110,63,0,21,0,0,0,0,0,0,15,11
S00135166,97,58,2,13,0,0,0,0,0,0,14,10
S00135167,164,92,6,11,0,0,0,0,0,0,45,10
S00135168,124,47,3,27,0,0,0,0,0,0,24,23
S00135169,111,65,5,25,0,0,0,0,0,0,13,3
S00135171,156,75,0,47,0,0,0,0,0,0,21,13
S00135249,110,63,0,19,1,0,0,1,0,0,23,3
S00135146,176,79,3,45,0,0,0,0,0,0,36,13
S00135147,96,36,3,19,0,0,0,0,0,0,28,10
S00135148,117,55,6,29,0,0,0,0,0,0,16,11
S00135151,164,59,8,48,0,0,0,0,1,1,39,8
S00135163,82,41,4,8,0,0,0,0,0,1,17,11
S00135164,170,88,2,41,0,0,0,0,0,1,24,14
S00135143,187,79,6,25,0,0,0,0,0,1,48,28
S00135144,90,40,2,18,0,0,0,0,0,0,26,4
S00135145,123,51,2,52,0,0,0,0,0,1,13,4
S00135162,185,98,6,47,0,0,0,0,0,0,21,13
S00135283,98,55,4,16,0,0,0,0,0,0,16,7
S00135284,154,60,4,36,0,0,0,0,0,1,34,19
S00135152,130,33,3,43,0,0,0,0,0,0,36,15
S00135234,140,61,1,33,0,0,0,0,0,0,35,10
S00135235,75,28,5,15,0,0,0,0,0,1,20,6
S00135236,134,68,5,27,1,0,0,0,0,0,24,9
S00135237,137,62,8,30,0,0,0,0,0,0,27,10
S00117855,140,63,17,13,1,0,0,0,0,1,38,7
S00117856,141,55,14,20,0,0,0,0,0,1,45,6
S00119159,153,31,24,3,0,0,0,2,0,0,78,15
S00119624,97,42,7,13,0,0,0,0,0,3,29,3
S00117858,113,17,31,12,0,0,0,0,0,0,32,21
S00117859,101,49,9,16,0,0,0,0,0,3,20,4
S00117860,86,41,4,10,0,0,0,0,0,0,25,6
S00119158,108,12,21,12,0,0,0,0,0,0,50,13
S00119625,150,56,24,9,0,0,0,0,0,0,40,21
S00117863,69,19,21,1,1,0,0,0,0,1,23,3
S00117864,98,21,48,2,0,0,0,0,0,1,22,4
S00117865,124,34,42,4,0,1,0,0,0,0,38,5
S00117866,91,13,34,1,0,0,0,0,0,0,30,13
S00117867,129,29,56,2,0,1,0,0,0,0,35,6
S00117868,157,33,26,17,0,0,1,0,0,0,63,17
S00119314,93,31,25,2,0,0,0,0,0,0,31,4
S00119315,76,22,29,2,0,0,0,0,0,0,17,6
S00118199,168,51,49,8,0,0,0,0,0,0,52,8
S00118200,70,25,15,5,0,0,0,0,0,0,21,4
S00118201,95,36,20,4,1,0,0,0,0,0,30,4
S00118202,121,56,30,7,0,0,0,0,0,0,25,3
S00118203,144,50,46,6,0,0,0,0,0,0,36,6
S00118204,107,32,31,1,0,1,1,0,0,0,36,5
S00118205,101,39,27,2,0,0,0,0,0,0,30,3
S00117832,76,19,5,4,0,0,0,0,0,0,35,13
S00117842,70,27,3,10,0,0,0,0,1,0,20,9
S00117857,174,59,13,16,0,0,0,0,0,1,72,13
S00119153,105,33,7,10,0,0,0,0,0,0,42,13
S00119301,55,30,0,1,0,0,0,0,0,2,21,1
S00119302,58,17,1,2,0,0,0,0,0,0,28,10
S00119307,130,68,11,8,1,0,0,0,0,0,29,13
S00119308,66,29,6,6,0,0,0,1,0,0,23,1
S00119311,55,23,3,6,0,0,0,0,0,0,13,10
S00119312,61,33,4,0,0,0,0,0,0,1,23,0
S00119313,139,44,14,24,0,0,0,0,0,2,42,13
S00117840,150,62,25,8,0,0,0,0,0,1,41,13
S00117841,116,33,30,20,0,0,0,0,0,0,26,7
S00117843,175,61,29,22,0,0,0,0,0,0,47,16
S00117844,162,33,29,17,0,0,0,0,0,0,74,9
S00117845,130,40,16,17,0,0,0,1,0,0,50,6
S00117861,161,18,26,25,0,0,0,0,0,3,73,16
S00117862,52,12,9,8,0,0,0,0,0,0,23,0
S00117838,178,63,14,9,0,0,0,3,5,0,60,24
S00119157,128,36,17,14,0,0,0,0,0,0,45,16
S00119305,140,52,19,18,0,0,0,7,0,0,36,8
S00119306,73,37,8,6,0,0,0,0,0,0,17,5
S00117833,60,17,13,9,1,0,0,0,0,0,19,1
S00117834,133,41,4,15,0,0,0,0,0,0,59,14
S00119154,128,38,7,19,0,1,0,5,0,0,52,6
S00119155,113,41,22,15,0,0,0,0,0,0,28,7
S00119156,226,69,10,46,1,0,0,0,0,0,73,27
S00117835,148,42,15,20,0,0,0,0,0,0,54,17
S00118120,153,55,28,8,1,0,0,0,0,1,50,10
S00119197,108,31,13,17,0,0,0,0,0,0,20,27
S00119396,74,33,6,9,0,0,0,0,0,0,20,6
S00119397,112,39,21,19,0,0,0,0,0,1,29,3
S00119398,124,34,10,8,1,0,0,0,0,0,55,16
S00119399,95,30,17,8,0,0,0,0,0,1,36,3
S00118121,106,26,13,4,1,0,0,7,0,0,51,4
S00118122,108,35,14,6,0,0,0,0,0,0,49,4
S00118123,59,28,6,9,0,0,0,0,0,1,11,4
S00118124,98,44,8,8,0,0,0,0,0,1,28,9
S00118125,109,30,6,9,1,0,0,0,0,0,52,11
S00118126,78,25,10,9,0,0,0,0,0,0,26,8
S00118127,66,19,10,4,1,0,0,0,0,2,20,10
S00119198,86,22,6,4,0,0,0,0,0,1,50,3
S00119199,118,27,24,11,0,0,0,0,0,0,52,4
S00119200,68,21,7,18,0,0,0,0,0,0,19,3
S00117837,127,28,49,15,0,0,0,0,0,0,24,11
S00119145,88,20,6,14,0,0,0,0,0,0,41,7
S00119303,97,29,25,10,0,0,0,0,0,1,30,2
S00119304,156,39,33,14,0,0,0,0,0,0,44,26
S00119310,150,54,7,19,0,0,0,2,0,1,50,17
S00117836,176,40,44,16,0,0,0,0,0,0,61,15
S00117850,199,73,29,26,0,0,0,0,0,0,45,26
S00117851,131,46,28,7,0,0,0,0,0,0,36,14
S00117852,103,43,23,9,0,0,0,0,0,1,21,6
S00119309,102,41,11,8,1,0,0,0,0,0,26,15
S00117846,54,18,4,4,0,0,0,0,0,0,24,4
S00117847,113,40,12,6,0,0,0,0,0,0,32,23
S00117848,80,27,5,10,0,0,0,0,0,0,30,8
S00117849,143,49,21,20,0,0,0,0,0,0,43,10
S00117853,108,49,4,7,0,0,0,0,0,0,36,12
S00117854,167,86,13,15,1,0,0,0,0,2,37,13
S00117794,94,30,9,14,0,0,0,0,0,0,26,15
S00117830,63,20,2,9,0,0,0,0,0,0,28,4
S00117831,126,29,27,15,1,0,0,0,0,0,38,16
S00118220,180,72,27,14,2,0,0,0,0,0,53,12
S00118221,125,59,16,4,1,0,0,1,0,0,36,8
S00118222,95,57,5,5,1,0,0,0,0,1,17,9
S00118223,72,21,9,8,0,0,0,0,0,0,24,10
S00119213,149,54,19,10,0,0,0,0,0,0,46,20
S00118006,136,59,12,15,0,0,0,0,0,4,41,5
S00118017,187,65,22,19,0,0,0,0,0,0,70,11
S00119233,155,44,6,10,1,0,1,0,0,7,70,16
S00119234,51,24,2,1,1,0,0,0,0,3,17,3
S00119370,95,41,4,1,0,0,0,0,0,0,42,7
S00119371,139,47,5,8,2,0,0,0,0,1,56,20
S00119372,88,25,5,9,0,0,0,0,0,1,43,5
S00119373,61,25,3,7,1,0,0,0,0,0,15,10
S00118003,114,54,2,2,0,0,0,0,0,0,46,10
S00118004,127,62,7,15,0,0,0,0,0,4,32,7
S00118005,73,22,6,12,0,0,0,0,0,0,24,9
