ethn..sa_id,ethn..total_persons,ethn..ethnic_group_e_s_w_white_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
S00089173,139,134,0,0,0,0,0,0,0,5,0,134,5,0,0,0
S00089174,161,157,1,0,0,0,0,0,0,3,0,158,3,0,0,0
S00089175,124,123,0,1,0,0,0,0,0,0,0,123,0,0,1,0
S00089176,102,100,1,0,0,0,0,0,0,1,0,101,1,0,0,0
S00089177,129,129,0,0,0,0,0,0,0,0,0,129,0,0,0,0
S00089178,149,146,0,2,0,0,0,1,0,0,0,146,0,1,2,0
S00089179,172,164,0,3,2,0,0,2,0,0,1,164,0,4,3,1
S00089180,134,130,4,0,0,0,0,0,0,0,0,134,0,0,0,0
S00089181,101,101,0,0,0,0,0,0,0,0,0,101,0,0,0,0
S00089182,114,113,0,1,0,0,0,0,0,0,0,113,0,0,1,0
S00089183,98,97,0,0,1,0,0,0,0,0,0,97,0,1,0,0
S00089184,137,137,0,0,0,0,0,0,0,0,0,137,0,0,0,0
S00089185,136,132,0,3,0,0,1,0,0,0,0,132,0,1,3,0
S00089186,114,101,0,1,4,0,0,2,1,5,0,101,5,7,1,0
S00089187,67,52,0,0,6,5,0,0,4,0,0,52,0,15,0,0
S00089188,146,136,0,1,0,0,0,2,5,2,0,136,2,7,1,0
S00089189,152,149,0,1,0,0,0,0,1,1,0,149,1,1,1,0
S00089190,113,103,0,0,2,0,4,0,3,0,1,103,0,9,0,1
S00089191,137,109,0,0,8,6,0,4,1,6,3,109,6,19,0,3
S00089192,111,82,0,4,5,0,0,4,3,6,7,82,6,12,4,7
S00089193,132,104,0,1,1,0,3,7,7,1,8,104,1,18,1,8
S00089194,153,149,0,0,0,0,0,0,2,0,2,149,0,2,0,2
S00089195,135,131,0,2,1,0,1,0,0,0,0,131,0,2,2,0
S00089196,119,119,0,0,0,0,0,0,0,0,0,119,0,0,0,0
S00089197,116,109,0,0,0,5,0,0,0,1,1,109,1,5,0,1
S00089198,83,79,0,0,1,0,0,0,2,1,0,79,1,3,0,0
S00089199,100,97,0,0,1,0,0,1,1,0,0,97,0,3,0,0
S00089200,69,62,0,5,0,0,0,0,2,0,0,62,0,2,5,0
S00089201,98,91,0,2,0,0,0,1,0,4,0,91,4,1,2,0
S00089202,152,150,0,0,0,0,0,0,0,2,0,150,2,0,0,0
S00089203,214,199,0,1,4,0,4,0,4,1,1,199,1,12,1,1
S00089204,149,146,0,1,1,0,0,0,0,0,1,146,0,1,1,1
S00089205,117,107,0,1,4,1,0,0,3,1,0,107,1,8,1,0
S00089206,122,110,0,0,9,0,0,0,1,2,0,110,2,10,0,0
S00089207,100,97,0,0,2,0,0,0,0,0,1,97,0,2,0,1
S00089208,76,67,0,0,2,1,0,1,3,2,0,67,2,7,0,0
S00089209,73,60,0,2,3,0,0,6,0,0,2,60,0,9,2,2
S00089210,76,60,1,1,1,0,4,6,0,3,0,61,3,11,1,0
