house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00077335,139,22,17,52,28,0,14,6
E00077336,126,18,19,64,14,2,8,1
E00077337,131,33,12,70,9,1,5,1
E00077338,128,17,12,62,21,6,8,2
E00077339,133,30,12,61,21,3,4,2
E00077340,133,24,22,43,26,7,9,2
E00077341,120,13,7,45,27,9,14,5
E00077342,122,15,8,53,34,4,7,1
E00077343,136,43,7,69,7,0,7,3
E00077344,164,28,32,52,18,6,23,5
E00077345,121,22,7,51,24,5,11,1
E00077346,146,40,33,61,7,1,4,0
E00077347,147,54,27,46,6,4,9,1
E00077414,83,8,16,29,17,2,10,1
E00077415,130,8,15,68,21,3,13,2
E00077417,123,7,22,43,20,15,14,2
E00077418,124,9,19,43,32,7,11,3
E00077419,128,23,16,43,30,6,5,5
E00077420,130,15,17,58,27,5,6,2
E00077421,127,12,6,49,42,2,13,3
E00077422,116,13,10,49,25,4,12,3
E00077423,124,23,13,60,20,1,6,1
E00077424,122,9,6,54,30,3,15,5
E00077425,113,14,4,49,37,0,8,1
E00077426,129,20,15,56,28,5,4,1
E00077427,208,49,17,82,32,5,15,8
E00077428,129,7,13,45,38,1,19,6
E00077429,122,19,7,54,24,3,10,5
E00077430,121,10,6,43,47,4,9,2
E00077431,128,8,23,40,34,8,14,1
E00077432,131,21,16,58,19,2,13,2
E00077433,149,30,22,50,20,11,14,2
E00077434,141,16,18,45,23,13,24,2
E00077435,137,15,19,40,31,14,15,3
E00077436,125,5,20,54,32,6,7,1
E00077437,113,35,9,35,17,2,11,4
E00077438,133,18,12,39,35,10,16,3
E00077439,129,15,20,44,28,7,11,4
E00077440,132,14,23,49,27,7,11,1
E00077441,141,9,30,38,38,11,15,0
E00077442,162,20,40,39,31,9,19,4
E00077443,144,18,23,34,30,8,25,6
E00077444,126,17,29,27,21,12,16,4
E00077445,143,13,39,38,27,10,13,3
E00077446,139,11,14,52,42,3,12,5
E00077447,131,18,14,37,28,10,20,4
E00077448,128,14,9,49,40,3,11,2
E00077449,114,16,12,31,32,8,11,4
E00077450,107,49,26,12,8,3,8,1
E00077451,134,24,24,39,21,4,16,6
E00077452,126,13,17,20,27,3,32,14
E00077453,125,10,18,45,27,4,14,7
E00077454,113,18,24,21,18,4,24,4
E00077455,134,14,21,53,27,3,12,4
E00077456,132,19,17,40,26,10,17,3
E00077457,127,19,16,36,21,14,17,4
E00077458,127,13,16,28,42,12,12,4
E00077459,142,11,27,39,26,5,30,4
E00077460,147,18,17,42,33,9,19,9
E00077461,116,19,12,34,25,9,13,4
E00077462,138,14,23,48,28,11,9,5
E00077463,136,16,19,43,30,8,17,3
E00077464,125,5,16,41,47,9,4,3
E00077465,127,9,14,44,36,6,15,3
E00077466,137,12,22,47,30,11,9,6
E00077467,128,13,13,38,41,5,14,4
E00077468,144,27,25,50,25,5,11,1
E00077469,123,13,16,48,27,8,8,3
E00077470,124,16,10,47,33,5,9,4
E00077471,121,12,13,50,27,4,13,2
E00077472,132,18,15,39,33,12,11,4
E00077473,107,7,12,33,35,10,9,1
E00077474,135,17,18,41,34,11,11,3
E00077475,191,12,59,38,41,14,24,3
E00077477,138,6,22,34,24,10,35,7
E00077478,201,15,82,53,20,9,21,1
E00077479,174,5,49,38,33,13,33,3
E00077480,142,6,70,29,14,5,17,1
E00077481,101,3,15,35,30,4,10,4
E00077482,162,7,67,36,16,10,23,3
E00077483,140,15,26,36,23,8,29,3
E00077484,131,22,29,33,15,8,19,5
E00077485,129,7,34,27,27,5,25,4
E00077486,136,6,25,23,21,8,50,3
E00077487,139,9,29,34,19,7,35,6
E00077488,126,16,23,17,11,6,48,5
E00077489,167,5,37,46,27,11,37,4
E00077490,120,10,33,39,18,1,11,8
E00077491,121,18,24,25,13,5,27,9
E00077492,139,9,22,33,35,11,22,7
E00077493,191,12,34,35,45,16,40,9
E00077494,180,10,56,43,17,10,42,2
E00077495,119,11,16,22,26,7,29,8
E00077496,168,10,39,40,26,18,25,10
E00077497,116,81,18,13,0,0,4,0
E00077498,146,9,53,32,17,8,23,4
E00077499,183,45,38,40,26,4,25,5
E00077500,151,10,46,47,18,3,26,1
E00077501,161,42,52,32,16,5,11,3
E00077502,139,14,18,48,41,7,10,1
E00077503,150,14,34,40,28,16,15,3
E00077504,119,42,18,36,13,6,2,2
E00077505,136,21,41,31,22,2,14,5
E00077506,106,10,21,25,25,6,14,5
E00077507,125,13,28,25,22,6,27,4
E00077508,121,11,28,36,19,4,21,2
E00077521,125,19,8,50,30,8,6,4
E00077540,110,14,8,47,27,3,6,5
E00077541,102,14,22,21,25,10,9,1
E00077542,112,16,15,36,21,9,14,1
E00077543,122,16,7,75,12,3,8,1
E00077544,118,13,8,48,32,2,11,4
E00077545,118,17,14,57,19,1,9,1
E00077546,123,19,8,49,33,2,9,3
E00077547,132,9,5,62,43,0,10,3
E00077548,118,9,16,46,26,8,13,0
E00077549,135,24,15,58,21,6,6,5
E00077550,49,6,3,18,14,5,2,1
E00077551,128,56,5,34,16,8,8,1
E00077552,128,7,13,33,23,32,18,2
E00077553,134,20,9,50,38,4,10,3
E00077554,107,11,12,29,24,13,13,5
E00077555,130,31,8,41,29,2,15,4
E00077556,153,31,28,40,25,9,17,3
E00077557,126,20,47,28,12,8,7,4
E00077558,201,26,62,49,20,21,18,5
E00077559,123,9,20,19,32,24,15,4
E00077560,115,21,23,13,21,13,16,8
E00077561,122,32,15,28,22,6,14,5
E00077562,117,18,14,41,26,5,10,3
E00077563,122,35,10,45,18,3,9,2
E00077564,115,11,11,41,21,11,13,7
E00077565,132,13,44,19,22,17,11,6
E00077566,131,24,19,29,21,17,16,5
E00077567,126,27,12,30,25,17,11,4
E00077568,198,29,22,40,52,31,15,9
E00077569,121,32,16,44,10,4,11,4
E00077570,131,25,16,48,22,8,8,4
E00077571,121,31,13,52,8,3,11,3
E00077572,159,26,35,58,16,4,19,1
E00077573,174,35,63,52,6,3,15,0
E00077574,182,16,44,45,21,6,44,6
E00077575,121,10,26,21,18,5,38,3
E00077576,155,28,48,58,7,4,10,0
E00077577,127,18,38,41,14,0,13,3
E00077578,140,23,35,57,7,3,13,2
E00077579,147,18,66,39,8,2,11,3
E00077580,170,13,45,55,12,10,29,6
E00077581,154,31,55,36,15,2,14,1
E00077582,154,24,23,64,18,3,19,3
E00077583,153,8,56,14,13,6,54,2
E00077584,160,21,50,38,23,4,22,2
E00077585,135,14,16,53,29,3,12,8
E00077586,134,26,9,70,18,0,11,0
E00077587,111,10,14,22,28,12,20,5
E00077588,121,11,6,41,36,6,16,5
E00077589,125,9,31,29,17,7,28,4
E00077590,133,11,7,59,28,4,20,4
E00077591,142,19,8,68,29,5,10,3
E00077592,106,8,9,33,32,7,16,1
E00077593,121,3,36,16,23,7,27,9
E00077594,162,17,37,63,19,3,21,2
E00077595,133,29,43,25,13,3,18,2
E00077596,138,11,38,35,16,2,31,5
E00077597,117,8,27,34,14,5,28,1
E00077598,150,11,20,61,27,2,26,3
