house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00032281,129,26,8,61,17,1,14,2
E00032282,121,25,9,62,15,3,7,0
E00032283,115,15,20,52,22,3,2,1
E00032284,129,12,8,59,41,0,8,1
E00032285,103,49,12,28,7,2,5,0
E00032286,150,24,18,60,36,4,8,0
E00032287,117,13,13,39,29,5,16,2
E00032288,142,16,39,46,19,9,11,2
E00032289,148,17,37,48,21,14,11,0
E00032290,129,22,18,37,42,5,4,1
E00032291,116,16,21,35,26,4,13,1
E00032292,142,26,17,60,27,4,4,4
E00032293,116,27,29,31,16,2,9,2
E00032294,137,18,25,47,38,3,6,0
E00032295,123,13,13,57,26,2,12,0
E00032296,127,14,19,39,32,4,17,2
E00032297,135,30,21,47,22,3,12,0
E00032298,128,14,20,45,30,6,9,4
E00032299,120,8,20,52,22,6,11,1
E00032300,109,8,35,31,16,5,13,1
E00032301,149,17,67,31,14,8,10,2
E00032302,125,11,58,23,20,6,6,1
E00032303,132,15,21,41,31,12,8,4
E00032304,142,21,19,48,35,9,10,0
E00032305,157,13,52,35,32,5,12,8
E00032306,131,17,22,46,22,8,13,3
E00032307,219,13,111,46,21,10,16,2
E00032308,139,12,29,43,23,10,17,5
E00032309,124,13,39,27,16,14,14,1
E00032310,189,16,113,29,7,9,14,1
E00032311,151,16,33,52,20,12,9,9
E00032312,126,31,24,32,17,13,7,2
E00032313,148,22,74,24,8,11,8,1
E00032314,172,15,48,46,30,12,16,5
E00032315,202,33,51,72,35,5,5,1
E00032316,113,9,5,63,25,2,8,1
E00032317,104,11,4,53,22,3,10,1
E00032318,125,9,5,60,42,3,5,1
E00032319,116,5,10,48,35,5,11,2
E00032320,134,10,11,67,37,3,3,3
E00032321,109,25,6,50,19,2,6,1
E00032322,128,19,21,40,33,7,8,0
E00032374,140,45,46,19,12,4,13,1
E00032375,169,17,24,62,29,19,14,4
E00032376,110,20,24,32,17,12,5,0
E00032377,144,1,20,40,29,35,16,3
E00032378,132,5,15,53,47,3,6,3
E00032379,115,15,6,52,25,8,6,3
E00032380,122,15,23,47,18,7,10,2
E00032381,114,12,11,48,30,3,8,2
E00032382,184,37,77,38,5,3,22,2
E00032383,111,19,14,28,23,16,7,4
E00032384,132,23,26,35,22,7,17,2
E00032385,108,15,13,42,25,6,3,4
E00032386,109,8,8,47,32,6,6,2
E00032387,96,11,22,28,18,10,6,1
E00032388,106,9,18,16,26,25,8,4
E00032389,127,3,17,49,40,11,6,1
E00032390,159,7,29,47,43,17,12,4
E00032391,108,23,20,19,22,7,15,2
E00032392,118,9,65,11,10,14,5,4
E00032393,131,15,22,28,30,16,11,9
E00032394,182,39,99,23,2,5,14,0
E00032395,147,35,63,16,15,6,10,2
E00032396,199,42,97,32,0,3,24,1
