house..oa_id,house..proportion_of_oa_within_co_m_boundary,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
S00110280,0.99999999999691602,37,7,4,11,10,5,0,0
S00110281,0.99999999999960398,48,7,8,22,8,1,0,2
S00110282,1.00000001160984,32,4,7,9,6,3,0,3
S00110283,1.0000000001743099,50,3,9,21,9,2,2,4
S00110284,0.99999999999386102,56,11,11,25,3,3,0,3
S00110285,0.99999999997015998,45,4,9,17,5,4,0,6
S00110286,1.00000000000578,57,8,11,23,9,4,1,1
S00110287,0.99999999987640797,49,6,12,17,5,6,1,2
S00110288,0.99999999999998401,62,2,2,19,26,9,1,3
S00110289,0.99999999999835099,77,10,17,17,16,8,1,8
S00110290,0.99999999999262701,53,6,7,21,10,8,0,1
S00110291,0.99999999999639699,60,10,13,12,13,8,1,3
S00110292,0.99999999999593203,58,7,6,25,11,7,0,2
S00110293,0.99999999999651401,64,7,8,22,13,5,3,6
S00110294,0.99999999999920997,67,16,12,19,10,4,2,4
S00110295,0.99999999999727096,66,10,24,13,6,8,3,2
S00110296,1.00000000001022,54,8,7,16,8,10,1,4
S00110297,0.99999999999621603,41,6,6,12,9,2,1,5
S00110298,1.00000000000219,64,10,5,13,16,11,1,8
S00110299,1.00000000000283,67,4,21,19,10,6,1,6
S00110300,0.99999999999870404,62,5,5,25,10,10,1,6
S00110301,0.999999999998329,67,24,7,26,6,0,1,3
S00110302,1.0000000000365701,64,18,5,21,12,3,0,5
S00110303,0.99999999996906896,49,9,8,13,5,11,0,3
S00110304,1.0000000000140301,47,7,6,23,5,3,0,3
S00110305,1.00000000000634,55,11,20,13,5,2,1,3
S00110306,1.0000000000151399,74,13,17,23,9,8,1,3
S00110307,0.99999999999622402,42,2,11,13,4,8,0,4
S00110308,1.0000000000015801,58,7,9,13,16,9,0,4
S00110309,1.0000000003107199,47,4,6,13,9,9,2,4
S00110310,0.99999999999462597,48,9,14,12,7,6,0,0
S00110311,0.999999999999168,43,5,20,8,3,3,1,3
S00110312,0.99999999999817502,44,1,4,12,14,12,0,1
S00110313,0.999999999971114,67,8,12,26,10,2,2,7
S00110314,1.00000000000034,74,12,14,23,10,7,2,6
S00110315,1.0000000000374001,37,4,6,10,6,4,0,7
S00110316,1.00000000000078,64,8,13,11,10,14,1,7
S00110317,0.99999999996462996,74,8,30,11,9,12,0,4
S00110318,1.0000000000032401,61,11,7,32,6,3,1,1
S00110319,0.99999999999978295,51,17,6,16,6,4,2,0
S00110320,0.99999999998125699,68,12,5,25,11,6,3,6
S00110321,1.0000000000223299,41,7,8,12,9,3,0,2
S00110322,1.0000000000840601,50,12,7,19,6,2,0,4
S00110323,0.99999999998519495,59,10,7,28,5,2,1,6
S00110324,1.0000000000284499,58,9,4,21,11,6,1,6
S00110325,0.99999999999809297,53,7,7,25,6,3,2,3
S00110326,1.000000000045,66,12,16,21,4,8,2,3
S00110327,0.99999999996246502,59,13,11,16,7,10,0,2
S00110328,1.0000000000109801,26,4,6,6,3,4,1,2
S00110329,1.00000000000413,38,21,4,5,3,3,0,2
S00110330,0.99999999997132805,51,4,10,18,10,9,0,0
S00110331,1.0000000000510101,74,8,7,22,16,11,4,6
S00110332,0.99999999998853295,51,4,5,24,11,6,1,0
S00110333,0.99999999999968303,56,10,10,17,6,11,0,2
S00110334,0.99999999999681999,44,6,8,21,2,4,1,2
S00110335,0.99999999999521505,41,6,9,10,8,4,0,4
S00110336,1.0000000000029601,72,5,13,28,13,9,1,3
S00110337,0.99999999999783795,61,9,14,17,10,10,1,0
S00110338,1.0000000000001501,50,4,6,9,15,7,2,7
S00110339,1.00000000000111,43,5,6,9,6,9,3,5
S00110340,1.0000000000063101,45,6,6,11,5,11,1,5
S00110341,1.0000000000137199,61,11,10,16,9,10,1,4
S00110342,1.00000000000217,33,3,3,12,8,1,2,4
S00110343,0.99999999999980804,36,5,6,9,10,3,0,3
S00110344,0.99999999999905198,71,5,27,12,6,16,1,4
S00110345,0.99999999997366296,64,5,13,8,9,15,5,9
S00110346,1.0000000000043601,68,7,13,24,14,6,1,3
S00110347,1.0000000000004099,50,6,19,4,4,13,1,3
S00110348,0.99999999999798905,75,9,17,23,11,8,2,5
S00110349,0.99999999977457099,52,7,8,12,9,8,1,7
S00110350,0.99999999999727995,28,2,6,12,2,4,0,2
S00110351,1.00000000000225,56,4,11,20,12,7,0,2
S00110352,0.999999999999306,46,1,5,12,10,7,6,5
S00110353,0.99999999999899303,31,5,2,13,5,2,0,4
S00110372,0.99999999999971501,71,13,14,18,12,9,0,5
S00110373,0.99999972103570101,31,4,5,13,5,2,1,1
S00110374,0.99999999999099098,55,6,19,18,1,9,1,1
S00110375,1.00000000000722,43,8,1,26,3,1,2,2
S00110376,1.00000000001419,36,2,8,11,5,7,0,3
S00110377,1.00000000000163,38,3,9,3,9,8,2,4
S00110378,0.99999999999713096,50,9,10,15,7,4,1,4
S00110379,1.0000000000028899,60,6,18,15,5,9,3,4
S00110380,1.0000000000057301,53,11,10,17,7,4,1,3
S00110381,0.57798581514887903,67,7,12,27,13,4,1,3
S00110382,0.99999999999424305,50,4,16,18,9,1,0,2
S00110383,0.99999999999829203,36,3,6,13,6,4,1,3
S00110384,1.0000000000036999,45,10,6,17,6,0,2,4
S00110385,0.99999999999914801,51,5,5,25,11,2,0,3
S00110386,0.99999999960281805,49,5,6,14,14,6,0,4
S00110387,0.99999999998410405,43,5,6,20,9,1,0,2
S00110388,1.0000000000000999,43,6,5,13,6,9,1,3
S00110389,0.99999999994931099,41,8,8,15,4,2,2,2
S00110390,0.99999999999660205,68,9,17,21,9,6,2,4
S00110391,1.00000000000474,39,5,5,19,5,4,0,1
S00110392,1.0000000001723599,57,4,18,10,11,12,0,2
S00110393,1.0000000000048801,45,5,3,14,5,13,1,4
S00110394,1.0000000000025799,60,7,9,26,10,5,1,2
S00110395,1.00000000000081,63,6,10,24,5,6,3,9
S00110567,0.99999999997435296,71,10,26,16,6,5,0,8
S00110568,0.99999999999443601,68,13,11,28,13,2,0,1
S00110569,0.99999999997468603,45,10,7,8,7,8,1,4
S00110570,0.60887587898829498,46,1,4,23,13,2,1,2
S00110571,0.999999999997776,42,6,3,17,10,2,0,4
S00110572,0.99999999978781795,71,6,8,35,14,1,2,5
S00110573,1.0000000000101501,58,4,6,27,19,0,1,1
S00110574,0.64293060684714598,52,3,5,28,12,2,0,2
S00110575,0.99999999999955103,61,11,26,10,5,4,0,5
S00110576,1.0000000000021101,55,5,12,16,10,5,2,5
S00110577,0.99999999991480004,50,8,15,12,7,4,2,2
S00110578,1.00000000000302,61,6,7,18,11,8,4,7
S00110579,0.99999999999985301,56,1,16,11,9,11,3,5
S00110580,1.0000000000009599,58,7,2,22,10,9,2,6
S00110581,0.99999999999863398,67,6,10,20,14,7,0,10
S00110582,0.99999999998915001,67,3,14,18,11,12,1,8
S00110583,1.00000000001497,53,2,14,12,11,5,1,8
S00110584,0.999999999996533,34,7,12,4,2,6,0,3
S00110585,0.99999999999369005,67,4,15,20,11,9,2,6
S00110586,0.99999999994030098,53,5,6,18,18,5,0,1
S00110587,0.99999999988940902,55,8,10,24,5,3,0,5
S00110588,0.99999999997392397,46,8,2,22,9,0,1,4
S00110589,0.99999999999469102,59,13,2,30,7,5,1,1
S00110590,0.99999999997286604,56,40,7,6,2,1,0,0
S00110591,0.99999999999776201,53,4,8,26,8,4,0,3
S00110592,1.00000000000839,46,6,9,10,11,5,0,5
S00110593,0.99999999999801603,53,3,7,21,11,6,0,5
S00110594,1.00000000000225,48,6,9,14,14,3,0,2
S00110595,0.99999999998189504,65,13,19,23,2,2,0,6
S00110596,0.99999999998210298,65,8,10,21,15,8,0,3
S00110597,1.00000000000249,52,12,7,15,6,7,0,5
S00110598,0.99999999999739497,53,11,6,21,7,2,0,6
S00110599,0.99999999998972899,41,7,10,10,9,3,0,2
S00110600,0.99999999999608702,47,5,8,14,13,2,2,3
S00110601,0.99999999999995803,51,10,4,17,11,5,1,3
S00110602,1.0000000000462801,54,12,4,20,10,4,0,4
S00110603,1.00000000000025,67,8,12,27,10,5,1,4
S00110604,1.0000000000034599,57,10,11,17,6,6,1,6
S00110605,1.0000000000044,37,3,6,14,6,3,1,4
S00110606,0.99999999999603695,69,19,9,23,9,6,1,2
S00110607,0.99999999999925304,55,2,7,18,13,11,0,4
S00110608,0.99999999999406197,56,8,12,18,10,3,1,4
S00110609,1.00000000002556,44,5,8,10,12,5,0,4
S00110610,0.999999999970276,68,9,13,25,13,4,1,3
S00110611,0.99999999999720401,61,4,6,20,14,5,3,9
S00110612,0.99999999999757105,60,10,9,18,6,11,3,3
S00110613,1.00000000000107,47,2,13,14,3,7,1,7
S00110614,1.0000000000003499,35,6,12,9,3,2,1,2
S00110615,1.00000000000366,48,4,11,9,6,13,3,2
S00110616,0.99999999999959599,45,2,5,18,8,8,1,3
S00110617,0.99999999999531697,44,1,7,15,11,5,0,5
S00110618,0.99999999999367695,41,12,8,18,2,0,0,1
S00110619,0.99999999999771905,59,2,8,22,14,4,2,7
S00110620,0.99999999999867195,40,5,6,20,6,0,0,3
S00110621,1.00000000000862,51,4,8,12,7,8,2,10
S00110622,1.0000000000018401,45,5,13,9,6,7,0,5
S00110623,1.0000000000001901,34,1,9,14,4,5,0,1
S00110624,1.00000000028731,70,13,15,14,9,14,2,3
S00110625,0.99999999999827105,37,3,9,12,5,5,0,3
S00110626,0.99999999999886202,32,3,12,7,4,4,0,2
S00110627,0.99999999999963496,44,8,6,11,4,5,3,7
S00110628,0.99999999999737699,66,5,9,19,11,10,2,10
S00110629,1.00000000000195,28,2,4,8,8,4,0,2
S00110630,1.00000000000052,40,6,19,7,5,2,0,1
S00110631,1.0000000000047999,46,2,17,6,9,7,1,4
S00110632,0.99999999999904898,47,5,17,11,7,1,0,6
S00110633,0.99999999999802403,50,7,10,6,17,6,1,3
S00110634,0.999999999999442,50,5,5,14,12,5,1,8
S00110635,1.00000000000329,45,9,6,14,4,8,0,4
S00110636,1.0000000000023099,40,11,8,13,5,1,1,1
S00110637,1.0000000000004201,55,7,12,21,8,7,0,0
S00110638,1.0000000000009399,40,3,4,10,15,6,1,1
S00110639,0.99999999999982803,38,3,8,12,7,4,0,4
S00110640,1.00000000000033,46,6,6,26,5,2,0,1
S00110641,1.00000000000111,51,4,12,12,11,7,2,3
S00110642,1.00000000000247,47,2,8,20,12,4,0,1
S00110643,1.00000000000634,27,3,2,6,12,0,1,3
S00110644,0.99999999997512301,60,12,8,20,18,0,2,0
S00110645,1.00000000000551,46,4,4,13,15,6,0,4
S00110646,0.99999999966624598,69,18,18,13,9,6,1,4
S00110647,1.0000000000079801,52,5,7,12,15,5,3,5
S00110648,0.999999999999446,39,10,9,8,3,5,2,2
S00110649,1.00000000000413,48,11,3,19,8,3,1,3
S00110650,1.0000000000015801,47,10,8,13,6,8,0,2
S00110651,1.0000000000165199,57,7,10,22,8,4,0,6
S00110652,0.99999999999799705,40,4,6,17,3,7,0,3
S00110653,1.0000000000034499,39,4,10,9,4,7,1,4
S00110654,0.99999999999832501,67,5,9,23,22,3,1,4
S00110655,0.99999999997601696,57,7,8,16,17,3,1,5
S00110656,0.99999999994659805,49,13,12,11,6,3,1,3
S00110657,0.99999999999370004,53,8,4,20,12,6,1,2
S00110658,0.99999999999909095,47,6,5,16,12,4,1,3
S00110659,0.99999999999086397,51,13,8,15,6,3,1,5
S00110660,1.0000000000096601,57,3,10,19,8,15,1,1
S00110661,0.999999999997774,49,3,22,11,11,1,1,0
S00110662,0.99999999999454003,54,5,10,11,14,5,3,6
S00110663,1.0000001192371,55,5,6,17,15,6,0,6
S00110664,0.99999999999953204,44,6,2,20,10,6,0,0
S00110665,0.99999999999123601,53,3,8,21,14,3,1,3
S00110666,0.99999999995894695,45,8,7,14,5,5,3,3
S00110667,1.0000000000609299,57,10,11,16,9,6,0,5
S00110668,0.99999999999959299,39,6,7,14,5,3,0,4
S00110669,0.99999999999629596,60,2,5,25,20,5,0,3
S00110670,0.99999999999980504,70,3,2,32,28,0,2,3
S00110671,1.0000000000017799,44,4,3,28,8,0,0,1
S00110672,0.99999999999923594,44,0,4,31,5,2,0,2
S00110673,1.00000000000006,46,12,7,25,1,0,1,0
S00110674,0.99999999999951605,53,4,2,17,27,1,1,1
S00110675,1.0000000000021201,66,5,2,37,16,4,0,2
S00110676,1.0000000000071301,59,0,2,17,35,2,2,1
S00110677,1.0000000000007301,46,8,2,29,6,0,0,1
S00110678,1.0000000002104501,29,0,1,14,10,3,1,0
S00110679,0.99999999999632305,57,6,22,17,6,1,0,5
S00110680,0.99999999999884803,54,3,15,26,5,2,0,3
S00110681,1.0000000000454801,59,4,17,25,9,2,1,1
S00110682,1.00000000003058,48,10,14,22,1,0,0,1
S00110683,0.99999999999835598,60,7,3,35,12,0,1,2
S00110684,1.00000000000446,62,6,2,37,11,0,1,5
S00110685,1.0000000000009901,44,1,3,30,6,1,1,2
S00110686,1.0000000000012399,71,9,16,23,13,6,1,3
S00110687,1.0000000000018701,67,6,7,23,16,7,3,5
S00110688,0.99999999999757205,36,4,5,15,7,2,0,3
S00110689,0.99999999997948397,64,4,3,24,19,9,2,3
S00110690,0.99999999997600098,44,4,15,13,7,4,0,1
S00110691,0.99999999997835598,71,1,3,45,11,4,3,4
S00110692,1.0000000000488101,69,8,15,32,8,3,0,3
S00110693,0.999999999994169,50,7,7,22,8,4,0,2
S00110694,1.00000000000109,41,4,8,11,8,6,1,3
S00110695,0.99999999994056898,50,2,3,38,4,1,1,1
S00110696,1.0000000000007501,62,6,11,24,13,3,2,3
S00110697,0.99999999999906197,71,3,11,39,12,3,1,2
S00110698,0.99999999999658795,48,1,9,19,9,5,1,4
S00110699,0.99999999999919498,66,7,18,26,3,7,1,4
S00110700,0.99999999997979605,46,21,14,11,0,0,0,0
S00110701,1.00000000000056,43,7,1,23,7,1,0,4
S00110702,0.99999999999595801,31,7,4,19,1,0,0,0
S00110703,0.99999999999166,57,11,6,19,8,6,1,6
S00110704,1.00000000000169,44,6,7,16,12,0,2,1
S00110705,0.99999999998678102,51,13,5,12,8,5,3,5
S00110706,0.99999999998820899,45,6,10,13,8,5,1,2
S00110707,1.0000000000006,56,5,9,14,16,8,0,4
S00110708,1.0000000000229201,58,3,9,16,14,7,1,8
S00110709,1.00000000001303,53,9,13,14,6,5,0,6
S00110710,1.00000000000393,44,3,7,10,15,7,1,1
S00110711,1.0000000000023299,41,5,5,10,10,5,3,3
S00110712,1.0000000000001901,56,10,11,18,5,6,4,2
S00110713,0.99999999999783795,56,4,12,19,10,6,1,4
S00110714,0.99999999999696398,25,1,4,14,3,1,0,2
S00110715,1.0000000000015501,52,2,9,17,12,7,3,2
S00110716,0.99999999999867295,58,7,12,26,8,3,0,2
S00110717,1.00000000000138,38,2,4,16,8,3,2,3
S00110718,0.99999999999653499,72,11,14,19,15,9,2,2
S00110719,1.0000000000106499,43,3,11,14,5,5,2,3
S00110720,1.0000000000040401,40,5,3,17,9,1,2,3
S00110721,1.00000000000169,49,2,5,14,12,8,1,7
S00110722,1.0000000000078699,37,4,7,12,6,2,2,4
S00110723,0.99999999997177902,57,1,9,23,11,8,2,3
S00110724,1.00000000000081,59,11,2,39,5,0,1,1
S00110725,0.99999999999795097,50,17,8,13,4,5,1,2
S00110726,0.99999999999834999,52,3,11,19,11,8,0,0
S00110727,0.999999999998755,56,7,15,16,9,7,0,2
S00110728,1.0000000000039,51,12,4,22,4,7,1,1
S00110729,0.99999999999843403,33,0,8,8,7,4,0,6
S00110730,1.0000000001799401,54,5,7,22,8,7,2,3
S00110731,1.00000000012478,50,1,18,6,6,9,1,9
S00110732,1.00000000002556,50,2,4,15,11,12,2,4
S00110733,1.0000000000070499,23,3,3,7,5,2,1,2
S00110734,1.00000000003332,57,5,23,9,3,10,1,6
S00110735,0.99999999999855904,63,8,14,16,9,8,2,6
S00110736,0.99999999999951295,73,8,26,14,9,13,0,3
S00110737,1.0000000003234499,63,5,14,20,16,2,1,5
S00110738,0.99999999999259803,75,5,45,9,2,9,0,5
S00110739,0.99999999998047595,58,10,13,13,7,7,2,6
S00110740,0.99999999980288701,56,4,4,14,12,13,2,7
S00110741,1.0000000006166101,42,5,4,18,5,1,3,6
S00110742,0.99999999999018496,46,3,14,11,12,4,0,2
S00110743,1.0000000000104301,43,6,4,14,7,4,3,5
S00110744,1.0000000000168201,48,5,4,20,9,6,1,3
S00110745,0.99999999995407196,42,6,7,9,10,6,1,3
S00110746,0.99999999995128597,40,12,6,10,6,0,2,4
S00110747,1.00000000000531,54,3,27,10,3,7,0,4
S00110748,1.0000000000003899,48,4,10,13,10,4,1,6
S00110749,0.99999999999819,44,10,3,17,12,0,1,1
S00110750,1.00000000002163,42,6,6,14,6,6,0,4
S00110751,1.0000000000005,78,1,14,23,18,8,4,10
S00110752,0.99999999998164901,38,7,4,18,7,1,0,1
S00110753,1.00000000000884,45,16,8,11,5,2,1,2
S00110754,1.00000000000219,39,6,3,18,7,3,1,1
S00110755,0.99999999992418898,48,16,10,13,5,2,0,2
S00110756,1.0000000000014,47,15,6,20,3,2,0,1
S00110757,1.0000000000175999,49,9,14,8,7,6,1,4
S00110758,0.99999999997796996,46,10,12,14,4,3,0,3
S00110759,1.0000000000033999,52,8,10,16,9,2,1,6
S00110760,0.99999999999765499,56,12,8,24,5,3,0,4
S00110761,0.99999999998726496,49,8,6,19,6,5,1,4
S00110762,0.99999999999896905,66,9,18,19,7,5,1,7
S00110763,0.99999999999868605,66,17,14,15,8,5,1,6
S00110764,0.99999999999692901,64,7,13,11,9,11,5,8
S00110765,1.0000000000360101,52,3,12,12,12,6,0,7
S00110766,0.99999999996558797,68,3,4,21,30,3,2,5
S00110767,0.99999999999560396,54,1,1,21,26,2,2,1
S00110768,1.00000000004641,71,18,14,17,9,8,0,5
S00110769,1.0000000000035201,58,12,8,12,10,8,2,6
