rel..oa_id,rel..proportion_of_oa_within_co_m_boundary,rel..total_persons,rel..christian_church_of_scotland,rel..christian_roman_catholic,rel..christian_other_christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
S00109781,1.0000000000035101,112,24,9,1,0,0,0,0,0,0,74,4
S00109782,1.0000000001340399,85,18,6,4,0,0,0,0,0,0,51,6
S00109783,1.0000000000012199,85,37,8,0,0,0,0,0,0,1,37,2
S00109784,1.00000000003328,61,26,8,0,1,0,0,0,0,0,26,0
S00109785,0.99999999999942801,146,46,18,6,0,0,0,0,0,0,65,11
S00109786,0.99999999998433098,70,10,7,3,0,0,0,0,0,2,41,7
S00109787,0.99999999998860201,117,28,24,0,0,0,0,0,0,0,52,13
S00109788,1.0000000000086999,158,42,7,2,0,0,0,1,0,0,98,8
S00109789,1.0000000000135101,128,52,7,6,0,0,0,0,0,0,56,7
S00109790,0.99999999999658895,133,53,19,2,0,0,0,0,0,2,53,4
S00109791,1.00000000000228,93,33,9,3,0,0,0,0,0,0,40,8
S00109792,0.999999999997774,89,29,12,0,0,0,0,0,0,0,48,0
S00109793,0.99999999996783395,150,39,15,10,0,0,0,0,0,0,78,8
S00109794,1.0000000000088101,143,32,19,5,1,0,0,0,0,0,76,10
S00109795,1.00000000000608,161,51,26,6,0,0,0,0,0,0,67,11
S00109796,1.0000000000051199,104,30,13,4,0,0,0,1,0,0,43,13
S00109797,1.00000000000006,122,37,14,0,0,0,0,1,0,0,61,9
S00109798,1.00000000022814,90,27,10,2,0,0,0,0,0,0,41,10
S00109799,0.99999999999803102,103,26,12,3,0,0,0,0,0,0,52,10
S00109800,0.99999999999354905,104,38,12,1,0,0,0,0,0,0,40,13
S00109801,1.0000000000009801,87,33,22,0,0,0,0,0,0,0,30,2
S00109802,0.99999999999508005,114,39,14,0,0,0,0,0,0,0,53,8
S00109803,1.0000000000012801,126,42,15,1,0,0,0,0,0,0,66,2
S00109804,0.99999999999438005,109,22,13,6,0,0,0,0,0,2,62,4
S00109805,1.00000000000974,122,21,10,5,0,0,0,0,0,1,75,10
S00109806,0.99999999999671996,110,14,15,3,0,0,0,0,0,0,65,13
S00109807,0.99999999950571805,106,43,18,0,0,0,0,0,0,0,37,8
S00109808,0.99999999999740197,88,32,12,2,0,0,0,0,0,0,34,8
S00109809,0.99999999998015399,132,27,15,0,0,0,0,0,0,3,80,7
S00109810,0.99999999975167697,151,33,31,3,0,0,0,0,0,0,68,16
S00109811,1.00000000000194,99,24,9,1,0,0,0,0,0,0,63,2
S00109812,0.999999999999719,191,48,34,9,0,0,0,0,0,0,91,9
