health..oa_id,health..proportion_of_oa_within_co_m_boundary,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
S00110253,0.90823703286145596,88,46,27,9,4,2
S00110254,0.75819877237964395,134,72,45,12,5,0
S00110255,1.0000000000031799,131,63,34,17,16,1
S00110256,0.99999999998537603,189,90,66,23,7,3
S00110257,0.99999999999477596,134,64,47,16,7,0
S00110258,1.0000000000053,95,45,21,19,10,0
S00110259,1.0000000000028699,94,52,25,13,4,0
S00110260,0.99999999999878197,91,38,36,9,5,3
S00110261,0.99999999999446199,128,51,39,30,6,2
S00110262,0.99999999999204503,115,59,31,12,11,2
S00110263,0.99999999999595501,125,49,35,31,8,2
S00110264,0.99999999999349498,105,35,35,18,11,6
S00110265,0.99999999995761701,101,53,30,15,3,0
S00110266,0.99999999999148104,121,61,38,13,6,3
S00110267,0.99999999999585698,124,47,40,24,11,2
S00110268,0.99999999998836298,92,37,32,14,6,3
S00110269,0.99999999999507805,74,39,14,14,6,1
S00110270,0.99999999999470601,132,43,49,24,14,2
S00110271,0.99999999997618005,116,57,37,19,1,2
S00110272,1.0000000005194301,86,24,26,24,7,5
S00110273,1.00000000018779,138,62,39,29,7,1
S00110274,1.0000000000089,94,34,34,21,4,1
S00110275,1.00000000000108,63,24,18,15,5,1
S00110276,0.99324590351803599,181,89,52,31,5,4
S00110277,0.99999999999795097,131,61,44,18,7,1
S00110278,0.67562763135109305,119,41,44,24,7,3
S00110279,1.00000000000139,86,38,24,15,6,3
S00110280,0.99999999999691602,93,38,37,15,3,0
S00110281,0.99999999999960398,99,32,34,25,5,3
S00110282,1.00000001160984,68,28,29,6,5,0
S00110283,1.0000000001743099,113,51,40,20,2,0
S00110284,0.99999999999386102,102,29,40,21,10,2
S00110285,0.99999999997015998,91,39,32,14,3,3
S00110286,1.00000000000578,124,49,38,25,8,4
S00110287,0.99999999987640797,99,38,36,21,4,0
S00110288,0.99999999999998401,181,108,48,18,6,1
S00110289,0.99999999999835099,177,105,39,21,10,2
S00110290,0.99999999999262701,120,39,51,21,9,0
S00110291,0.99999999999639699,123,67,39,9,7,1
S00110292,0.99999999999593203,146,64,45,24,9,4
S00110293,0.99999999999651401,156,74,39,32,9,2
S00110294,0.99999999999920997,133,54,32,26,14,7
S00110295,0.99999999999727096,132,47,48,23,12,2
S00110296,1.00000000001022,122,58,35,19,9,1
S00110297,0.99999999999621603,97,52,20,18,6,1
S00110298,1.00000000000219,167,75,52,24,9,7
S00110299,1.00000000000283,138,62,43,25,8,0
S00110300,0.99999999999870404,148,53,51,25,16,3
S00110301,0.999999999998329,120,45,29,32,9,5
S00110302,1.0000000000365701,125,53,28,35,9,0
S00110303,0.99999999996906896,98,39,34,17,6,2
S00110304,1.0000000000140301,102,32,44,17,9,0
S00110305,1.00000000000634,126,42,28,30,23,3
S00110306,1.0000000000151399,148,58,53,27,8,2
S00110307,0.99999999999622402,88,48,21,11,4,4
S00110308,1.0000000000015801,141,76,45,15,4,1
S00110309,1.0000000003107199,124,76,22,15,10,1
S00110310,0.99999999999462597,91,37,33,14,5,2
S00110311,0.999999999999168,68,21,26,10,6,5
S00110312,0.99999999999817502,128,70,32,19,7,0
S00110313,0.999999999971114,150,46,50,30,22,2
S00110314,1.00000000000034,152,75,42,26,8,1
S00110315,1.0000000000374001,75,29,22,14,10,0
S00110316,1.00000000000078,148,58,51,26,6,7
S00110317,0.99999999996462996,137,48,55,16,14,4
S00110318,1.0000000000032401,128,54,34,26,9,5
S00110319,0.99999999999978295,96,40,30,19,5,2
S00110320,0.99999999998125699,171,87,52,24,8,0
S00110321,1.0000000000223299,92,47,23,19,3,0
S00110322,1.0000000000840601,101,43,24,21,10,3
S00110323,0.99999999998519495,128,46,29,34,13,6
S00110324,1.0000000000284499,140,61,44,20,12,3
S00110325,0.99999999999809297,119,48,41,21,9,0
S00110326,1.000000000045,123,56,37,20,8,2
S00110327,0.99999999996246502,110,44,30,25,8,3
S00110328,1.0000000000109801,55,18,15,12,6,4
S00110329,1.00000000000413,62,15,24,17,6,0
S00110330,0.99999999997132805,121,63,36,12,9,1
S00110331,1.0000000000510101,204,109,54,32,7,2
S00110332,0.99999999998853295,202,55,53,80,12,2
S00110333,0.99999999999968303,119,47,39,26,6,1
S00110334,0.99999999999681999,89,34,27,21,4,3
S00110335,0.99999999999521505,84,31,32,13,7,1
S00110336,1.0000000000029601,177,83,50,28,15,1
S00110337,0.99999999999783795,140,62,30,21,20,7
S00110338,1.0000000000001501,143,88,33,12,8,2
S00110339,1.00000000000111,102,49,23,24,5,1
S00110340,1.0000000000063101,121,61,37,17,6,0
S00110341,1.0000000000137199,133,53,50,17,10,3
S00110342,1.00000000000217,92,47,27,14,2,2
S00110343,0.99999999999980804,89,40,32,16,1,0
S00110344,0.99999999999905198,134,58,36,23,13,4
S00110345,0.99999999997366296,155,85,41,21,7,1
S00110346,1.0000000000043601,168,79,55,25,8,1
S00110347,1.0000000000004099,92,41,22,16,13,0
S00110348,0.99999999999798905,168,69,50,28,15,6
S00110349,0.99999999977457099,125,55,39,19,11,1
S00110350,0.99999999999727995,57,13,22,12,7,3
S00110351,1.00000000000225,145,62,47,24,11,1
S00110352,0.999999999999306,138,87,39,8,4,0
S00110353,0.99999999999899303,93,42,24,14,6,7
S00110372,0.99999999999971501,151,75,41,19,12,4
S00110373,0.99999972103570101,64,35,19,5,4,1
S00110374,0.99999999999099098,96,48,30,10,7,1
S00110375,1.00000000000722,93,27,34,28,1,3
S00110376,1.00000000001419,74,33,27,9,3,2
S00110377,1.00000000000163,87,44,27,11,3,2
S00110378,0.99999999999713096,103,38,39,18,6,2
S00110379,1.0000000000028899,116,47,49,18,2,0
S00110380,1.0000000000057301,110,57,33,9,11,0
S00110381,0.57798581514887903,151,74,57,16,3,1
S00110382,0.99999999999424305,101,48,36,14,2,1
S00110383,0.99999999999829203,82,51,22,8,1,0
S00110384,1.0000000000036999,95,35,39,13,6,2
S00110385,0.99999999999914801,128,69,42,12,3,2
S00110386,0.99999999960281805,120,61,42,13,4,0
S00110387,0.99999999998410405,98,49,24,18,7,0
S00110388,1.0000000000000999,100,46,32,14,6,2
S00110389,0.99999999994931099,82,37,22,17,5,1
S00110390,0.99999999999660205,132,51,46,25,7,3
S00110391,1.00000000000474,86,30,33,15,7,1
S00110392,1.0000000001723599,145,78,42,17,8,0
S00110393,1.0000000000048801,118,57,35,20,2,4
S00110394,1.0000000000025799,134,53,41,26,9,5
S00110395,1.00000000000081,151,73,46,25,6,1
S00110567,0.99999999997435296,130,51,56,17,3,3
S00110568,0.99999999999443601,149,67,40,29,11,2
S00110569,0.99999999997468603,96,41,39,14,1,1
S00110570,0.60887587898829498,124,67,42,7,8,0
S00110571,0.999999999997776,98,50,34,11,1,2
S00110572,0.99999999978781795,180,101,61,14,4,0
S00110573,1.0000000000101501,153,86,52,11,1,3
S00110574,0.64293060684714598,129,60,51,12,5,1
S00110575,0.99999999999955103,99,27,42,17,13,0
S00110576,1.0000000000021101,124,56,47,15,4,2
S00110577,0.99999999991480004,102,45,32,20,3,2
S00110578,1.00000000000302,157,63,57,28,8,1
S00110579,0.99999999999985301,137,69,38,23,4,3
S00110580,1.0000000000009599,156,70,56,21,7,2
S00110581,0.99999999999863398,155,74,53,21,4,3
S00110582,0.99999999998915001,157,61,61,27,7,1
S00110583,1.00000000001497,124,61,35,23,5,0
S00110584,0.999999999996533,60,30,15,11,4,0
S00110585,0.99999999999369005,159,73,53,26,6,1
S00110586,0.99999999994030098,145,81,42,14,7,1
S00110587,0.99999999988940902,109,57,36,13,2,1
S00110588,0.99999999997392397,109,52,39,16,2,0
S00110589,0.99999999999469102,136,65,44,20,5,2
S00110590,0.99999999997286604,69,10,19,28,10,2
S00110591,0.99999999999776201,119,61,38,15,5,0
S00110592,1.00000000000839,110,50,40,16,1,3
S00110593,0.99999999999801603,136,57,54,18,7,0
S00110594,1.00000000000225,112,68,26,13,4,1
S00110595,0.99999999998189504,108,35,45,24,3,1
S00110596,0.99999999998210298,154,84,38,23,7,2
S00110597,1.00000000000249,107,42,41,18,3,3
S00110598,0.99999999999739497,114,50,41,16,5,2
S00110599,0.99999999998972899,85,34,29,14,5,3
S00110600,0.99999999999608702,114,63,38,11,2,0
S00110601,0.99999999999995803,115,44,45,22,4,0
S00110602,1.0000000000462801,120,62,35,19,3,1
S00110603,1.00000000000025,146,62,51,25,5,3
S00110604,1.0000000000034599,118,59,37,18,2,2
S00110605,1.0000000000044,111,44,35,22,8,2
S00110606,0.99999999999603695,139,72,41,17,8,1
S00110607,0.99999999999925304,142,81,46,8,5,2
S00110608,0.99999999999406197,121,73,29,17,1,1
S00110609,1.00000000002556,103,53,34,11,5,0
S00110610,0.999999999970276,151,71,54,18,4,4
S00110611,0.99999999999720401,158,85,47,15,8,3
S00110612,0.99999999999757105,133,62,36,21,12,2
S00110613,1.00000000000107,94,37,38,12,5,2
S00110614,1.0000000000003499,69,26,25,15,2,1
S00110615,1.00000000000366,101,50,35,10,6,0
S00110616,0.99999999999959599,109,65,27,9,7,1
S00110617,0.99999999999531697,106,59,36,8,2,1
S00110618,0.99999999999367695,72,20,29,18,4,1
S00110619,0.99999999999771905,155,76,56,15,5,3
S00110620,0.99999999999867195,87,34,42,8,0,3
S00110621,1.00000000000862,127,59,48,12,6,2
S00110622,1.0000000000018401,85,38,29,8,7,3
S00110623,1.0000000000001901,74,41,18,11,4,0
S00110624,1.00000000028731,148,69,43,27,4,5
S00110625,0.99999999999827105,77,28,30,13,6,0
S00110626,0.99999999999886202,65,28,18,15,3,1
S00110627,0.99999999999963496,98,44,36,10,8,0
S00110628,0.99999999999737699,154,70,56,25,2,1
S00110629,1.00000000000195,77,41,23,10,2,1
S00110630,1.00000000000052,66,25,22,13,5,1
S00110631,1.0000000000047999,110,65,37,5,2,1
S00110632,0.99999999999904898,91,55,26,7,3,0
S00110633,0.99999999999802403,124,68,39,11,5,1
S00110634,0.999999999999442,122,52,48,18,3,1
S00110635,1.00000000000329,95,50,27,14,2,2
S00110636,1.0000000000023099,72,28,26,14,4,0
S00110637,1.0000000000004201,109,46,43,15,2,3
S00110638,1.0000000000009399,111,60,38,10,2,1
S00110639,0.99999999999982803,93,48,25,11,6,3
S00110640,1.00000000000033,94,42,25,21,5,1
S00110641,1.00000000000111,121,65,36,12,6,2
S00110642,1.00000000000247,113,66,34,10,1,2
S00110643,1.00000000000634,79,46,25,5,3,0
S00110644,0.99999999997512301,149,89,40,15,3,2
S00110645,1.00000000000551,122,73,36,10,2,1
S00110646,0.99999999966624598,130,42,48,29,11,0
S00110647,1.0000000000079801,138,65,52,14,7,0
S00110648,0.999999999999446,75,32,19,15,6,3
S00110649,1.00000000000413,111,47,38,18,8,0
S00110650,1.0000000000015801,92,44,25,16,4,3
S00110651,1.0000000000165199,120,53,34,24,7,2
S00110652,0.99999999999799705,83,23,27,25,8,0
S00110653,1.0000000000034499,83,37,32,9,5,0
S00110654,0.99999999999832501,173,88,54,21,9,1
S00110655,0.99999999997601696,146,78,41,19,5,3
S00110656,0.99999999994659805,92,43,20,18,6,5
S00110657,0.99999999999370004,123,63,40,11,8,1
S00110658,0.99999999999909095,104,44,38,16,6,0
S00110659,0.99999999999086397,106,50,34,16,3,3
S00110660,1.0000000000096601,135,77,35,18,5,0
S00110661,0.999999999997774,104,48,35,13,6,2
S00110662,0.99999999999454003,140,75,38,17,9,1
S00110663,1.0000001192371,138,78,37,18,3,2
S00110664,0.99999999999953204,110,54,34,18,3,1
S00110665,0.99999999999123601,128,32,63,25,5,3
S00110666,0.99999999995894695,102,43,41,10,8,0
S00110667,1.0000000000609299,125,53,35,22,10,5
S00110668,0.99999999999959299,88,42,29,15,2,0
S00110669,0.99999999999629596,163,89,51,20,1,2
S00110670,0.99999999999980504,195,131,47,14,2,1
S00110671,1.0000000000017799,99,48,41,9,1,0
S00110672,0.99999999999923594,102,47,45,9,0,1
S00110673,1.00000000000006,84,28,38,12,5,1
S00110674,0.99999999999951605,167,100,51,14,2,0
S00110675,1.0000000000021201,170,103,47,17,2,1
S00110676,1.0000000000071301,201,121,70,8,2,0
S00110677,1.0000000000007301,99,46,34,11,6,2
S00110678,1.0000000002104501,85,45,30,8,2,0
S00110679,0.99999999999632305,101,61,25,15,0,0
S00110680,0.99999999999884803,105,52,33,12,5,3
S00110681,1.0000000000454801,123,56,49,10,5,3
S00110682,1.00000000003058,77,28,30,12,6,1
S00110683,0.99999999999835598,152,88,46,16,2,0
S00110684,1.00000000000446,164,91,57,11,5,0
S00110685,1.0000000000009901,103,64,25,8,4,2
S00110686,1.0000000000012399,159,85,42,21,11,0
S00110687,1.0000000000018701,195,84,74,29,6,2
S00110688,0.99999999999757205,87,40,27,15,4,1
S00110689,0.99999999997948397,171,89,46,27,5,4
S00110690,0.99999999997600098,92,48,27,14,2,1
S00110691,0.99999999997835598,226,111,73,34,6,2
S00110692,1.0000000000488101,142,68,50,17,6,1
S00110693,0.999999999994169,115,52,43,15,5,0
S00110694,1.00000000000109,99,57,26,10,5,1
S00110695,0.99999999994056898,116,47,50,14,4,1
S00110696,1.0000000000007501,148,73,43,25,7,0
S00110697,0.99999999999906197,170,98,44,19,6,3
S00110698,0.99999999999658795,107,59,30,12,5,1
S00110699,0.99999999999919498,126,66,37,9,12,2
S00110700,0.99999999997979605,57,4,7,24,16,6
S00110701,1.00000000000056,99,42,38,15,4,0
S00110702,0.99999999999595801,55,15,23,12,4,1
S00110703,0.99999999999166,132,58,34,27,10,3
S00110704,1.00000000000169,106,50,44,9,3,0
S00110705,0.99999999998678102,116,59,42,14,1,0
S00110706,0.99999999998820899,96,43,36,10,5,2
S00110707,1.0000000000006,141,71,49,15,6,0
S00110708,1.0000000000229201,148,82,44,14,4,4
S00110709,1.00000000001303,102,28,47,17,9,1
S00110710,1.00000000000393,127,75,37,12,2,1
S00110711,1.0000000000023299,103,39,52,10,2,0
S00110712,1.0000000000001901,119,51,39,18,8,3
S00110713,0.99999999999783795,130,58,48,13,8,3
S00110714,0.99999999999696398,64,20,26,11,4,3
S00110715,1.0000000000015501,132,67,42,15,6,2
S00110716,0.99999999999867295,129,58,43,21,5,2
S00110717,1.00000000000138,108,64,33,7,3,1
S00110718,0.99999999999653499,162,73,67,15,5,2
S00110719,1.0000000000106499,95,42,31,14,6,2
S00110720,1.0000000000040401,100,53,32,11,2,2
S00110721,1.00000000000169,129,70,44,12,3,0
S00110722,1.0000000000078699,86,35,32,7,9,3
S00110723,0.99999999997177902,153,83,48,19,3,0
S00110724,1.00000000000081,128,52,51,20,4,1
S00110725,0.99999999999795097,92,30,38,14,9,1
S00110726,0.99999999999834999,115,63,28,14,6,4
S00110727,0.999999999998755,115,45,46,16,7,1
S00110728,1.0000000000039,103,24,43,25,10,1
S00110729,0.99999999999843403,83,36,36,9,2,0
S00110730,1.0000000001799401,136,48,48,31,7,2
S00110731,1.00000000012478,106,43,43,14,5,1
S00110732,1.00000000002556,139,73,46,13,6,1
S00110733,1.0000000000070499,59,30,20,8,1,0
S00110734,1.00000000003332,102,47,32,17,4,2
S00110735,0.99999999999855904,144,60,44,28,10,2
S00110736,0.99999999999951295,135,48,40,36,8,3
S00110737,1.0000000003234499,148,65,43,21,14,5
S00110738,0.99999999999259803,106,37,44,17,8,0
S00110739,0.99999999998047595,120,39,47,24,5,5
S00110740,0.99999999980288701,160,76,42,26,11,5
S00110741,1.0000000006166101,97,39,39,12,4,3
S00110742,0.99999999999018496,108,50,37,9,10,2
S00110743,1.0000000000104301,103,47,28,20,6,2
S00110744,1.0000000000168201,119,49,46,19,3,2
S00110745,0.99999999995407196,101,47,41,10,3,0
S00110746,0.99999999995128597,84,36,34,10,4,0
S00110747,1.00000000000531,83,32,31,10,8,2
S00110748,1.0000000000003899,113,40,40,16,10,7
S00110749,0.99999999999819,107,57,37,7,6,0
S00110750,1.00000000002163,92,43,30,12,6,1
S00110751,1.0000000000005,217,136,65,10,4,2
S00110752,0.99999999998164901,85,40,28,13,3,1
S00110753,1.00000000000884,79,25,15,30,5,4
S00110754,1.00000000000219,95,49,29,12,4,1
S00110755,0.99999999992418898,80,33,26,14,6,1
S00110756,1.0000000000014,80,30,34,12,2,2
S00110757,1.0000000000175999,89,44,27,12,4,2
S00110758,0.99999999997796996,117,43,29,30,11,4
S00110759,1.0000000000033999,120,59,37,17,7,0
S00110760,0.99999999999765499,112,44,34,27,4,3
S00110761,0.99999999998726496,170,55,35,55,18,7
S00110762,0.99999999999896905,128,56,37,27,3,5
S00110763,0.99999999999868605,126,52,41,21,11,1
S00110764,0.99999999999692901,151,67,53,24,4,3
S00110765,1.0000000000360101,126,70,35,14,5,2
S00110766,0.99999999996558797,206,142,49,9,6,0
S00110767,0.99999999999560396,173,120,40,10,3,0
S00110768,1.00000000004641,213,45,51,82,22,13
S00110769,1.0000000000035201,136,64,40,23,9,0
S00110770,0.99999999998696798,141,84,46,11,0,0
S00110771,0.999999999996255,100,57,32,9,2,0
S00110772,1.00000000000006,90,44,32,11,3,0
S00110773,1.00000000002921,67,27,20,14,2,4
S00110774,0.99999999999474298,108,42,44,15,4,3
S00110775,0.99999999999919298,122,69,34,15,3,1
S00110776,1.0000000000020799,105,32,43,21,7,2
S00110777,1.0000000000006399,118,52,39,19,6,2
S00110778,1.00000000000718,191,102,56,29,4,0
S00110779,0.99999999999903399,97,49,35,8,3,2
S00110780,1.0000000000037399,113,67,32,8,6,0
S00110781,1.00000000001638,165,84,45,27,7,2
S00110782,0.99999999997658295,109,54,29,18,7,1
S00110783,0.99999999999523304,119,59,34,19,5,2
S00110784,0.999999999994588,84,32,31,15,4,2
S00110785,0.99999999999243405,98,55,27,9,5,2
S00110786,1.0000000000167999,88,41,23,18,5,1
S00110787,1.0000000000043101,83,23,39,16,5,0
S00110788,0.99999999999497102,127,71,41,12,3,0
S00110789,1.00000000000031,150,78,53,13,5,1
S00110790,0.99999999999715405,116,51,49,14,1,1
S00110791,0.99999999999602196,158,75,52,22,9,0
S00110792,1.0000000000084801,92,39,27,19,6,1
S00110793,1.0000000000029401,127,56,48,18,3,2
S00110794,0.99999999999995604,162,80,55,19,4,4
S00110795,1.0000000034313801,129,67,41,14,7,0
S00110796,1.00000000000168,76,26,26,13,9,2
S00110797,1.00000000000413,99,57,20,10,12,0
S00110798,0.99999999999129596,130,49,46,25,9,1
S00110799,0.99999999999892197,77,36,21,16,3,1
S00110800,1.0000000000013101,123,52,40,19,10,2
S00110801,1.00000000004062,104,51,32,12,7,2
S00110802,0.99999999999973199,113,61,30,16,5,1
S00110803,1.0000000000115301,105,52,38,10,3,2
S00110804,1.0000000000025899,142,74,34,22,6,6
S00110805,0.99999999999776201,135,62,48,18,5,2
S00110806,0.99999999987875299,174,84,64,14,7,5
S00110807,0.99999999999978895,156,78,45,25,7,1
S00110808,1.00000000000006,112,45,48,15,4,0
S00110809,0.99999999989286303,106,44,34,17,8,3
S00110810,0.99999999976012699,119,49,56,10,4,0
S00110811,0.99999999998022404,75,25,14,20,10,6
S00110812,1.00000000003533,116,49,41,15,7,4
S00110813,0.99999999999994305,94,39,31,14,8,2
S00110814,1.0000000000035401,64,5,21,26,9,3
S00110815,0.99999999999856903,99,55,27,10,6,1
S00110816,1.0000000000045199,133,63,46,15,8,1
S00110817,1.00000000001085,80,36,27,15,2,0
S00110818,0.99999999999901301,98,41,33,17,4,3
S00110819,1.00000000000886,105,52,33,15,3,2
S00110820,1.00000000000142,114,58,41,9,5,1
S00110821,0.99999999999968003,98,44,38,9,4,3
S00110822,0.999999999998749,136,77,47,10,2,0
S00110823,1.00000000010589,148,71,43,23,9,2
S00110824,1.00000000000116,118,69,31,10,7,1
S00110825,0.999999999994587,137,62,49,21,4,1
S00110826,0.99999999997464295,100,44,30,17,9,0
S00110827,1.0000000000023099,76,35,30,6,4,1
S00110828,0.99999999999631395,140,84,27,16,9,4
S00110829,1.00000000000135,98,41,37,12,7,1
S00110830,0.99999999999987099,118,53,39,21,4,1
S00110831,0.99999999999969602,235,134,49,40,12,0
S00110832,0.99999999988172095,74,18,35,16,4,1
S00110833,0.99999999999809197,93,50,25,12,5,1
S00110834,0.99999999999773703,110,39,41,20,9,1
S00110835,0.99999964038137601,122,50,37,20,11,4
S00110836,0.99999999999690503,107,42,29,22,11,3
S00110837,0.99999999999686895,96,45,32,17,2,0
S00110838,0.99999999999924405,77,30,28,15,3,1
S00110839,1.00000000000001,198,87,65,34,11,1
S00110840,1.0000000000003899,143,72,48,14,7,2
S00110841,0.99999999999720801,140,68,47,15,6,4
S00110842,1.00000000001303,97,51,31,14,1,0
S00110843,0.99999999998059597,86,42,27,8,7,2
S00110844,1.00000000000559,114,38,54,17,3,2
S00110845,0.99999999999630496,107,54,36,15,2,0
S00110846,0.99999999999866196,100,46,39,13,2,0
