house..sa_id,house..total_households,house..one_person_household,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
A047323026,61,33,12,10,4,2,0
A047323027,83,40,20,9,8,4,2
A047323028,76,9,31,24,7,3,2
A047323029,67,12,15,28,9,2,1
A047323030,67,32,13,9,9,3,1
A047323031,81,30,18,18,10,3,2
A047323032,75,11,17,37,5,3,2
A047323033,135,23,30,41,34,2,5
A047323034/047323035,94,29,27,21,11,2,4
A047324001,89,51,13,7,10,5,3
A047324002,62,26,14,8,7,6,1
A047324003,139,48,25,33,19,5,9
A047324004,58,5,5,26,18,1,3
A047324005,102,44,10,26,10,9,3
A047324006,120,64,18,16,19,3,0
A047324007,110,32,12,29,34,2,1
A047324008,80,41,16,12,7,3,1
A047324009,85,13,9,45,13,1,4
A047324010,77,26,16,18,14,3,0
A047324011,86,16,15,35,11,5,4
A047324012,77,11,19,38,5,2,2
A047324013,86,50,14,11,3,3,5
A047324014,85,37,13,18,10,4,3
A047324015,111,41,24,30,8,6,2
A047324016,106,16,11,43,27,5,4
A047324017,92,15,21,42,11,2,1
A047324018,102,24,20,43,10,1,4
A047324019,120,50,7,26,30,3,4
A047324020,98,13,14,50,14,3,4
A047324021,70,32,10,16,7,2,3
A047324022,94,17,13,45,7,7,5
A047324023,82,12,19,36,9,3,3
A047324024,88,11,15,42,9,8,3
A047324025,73,8,9,40,8,3,5
A047325001,79,3,10,44,7,8,7
A047325002,79,7,9,44,8,7,4
A047325003,78,9,24,34,7,0,4
A047325004,67,31,18,7,6,5,0
A047325005,73,22,16,16,6,10,3
A047325006,85,43,15,7,10,8,2
A047325007,90,35,22,20,5,8,0
A047325008,109,37,16,30,15,5,6
A047325009,101,35,20,26,14,4,2
A047325010,90,40,18,21,4,6,1
A048001001,73,43,6,9,10,2,3
A048001002,67,6,13,36,5,4,3
A048001003,96,6,16,51,18,4,1
A048001004,98,15,19,43,15,5,1
A048002001,116,49,25,18,9,11,4
A048002002,90,35,13,21,8,9,4
A048002003,72,26,17,15,10,2,2
A048002004,73,34,6,17,9,6,1
A048002005,98,23,18,38,11,6,2
A048002006,110,38,17,33,10,9,3
A048002007,58,21,12,14,8,2,1
A048003001,55,24,9,9,4,6,3
A048003002,129,56,27,23,13,9,1
A048003003,97,36,15,27,13,3,3
A048003004,94,25,32,23,8,4,2
A048003005,97,45,14,26,3,9,0
A048003006,71,26,15,15,7,7,1
A048004001,90,36,20,16,3,13,2
A048004002,104,27,27,33,9,2,6
A048004003,118,25,17,51,11,10,4
A048005001,101,31,20,35,8,4,3
A048005002,91,12,27,32,6,11,3
A048005003,108,32,29,35,8,3,1
A048005004,77,26,17,26,3,4,1
A048006001,78,19,15,32,9,2,1
A048006001,78,19,15,32,9,2,1
A048006002,111,27,24,34,10,13,3
A048006003,102,36,16,30,3,12,5
A048006004,95,22,20,22,11,11,9
A048006005,88,19,25,27,6,9,2
A048006006,101,22,26,26,11,9,7
A048006007,104,30,24,32,7,8,3
A048007001,105,40,13,29,9,11,3
A048007002,87,27,7,23,13,8,9
A048007003,75,20,10,26,9,3,7
A048007004,72,18,13,25,10,3,3
A048007005,94,28,22,25,8,5,6
A048007006,76,24,12,23,6,5,6
A048007007,77,23,7,23,17,3,4
A048007008,69,15,1,0,0,53,0
A048007009,71,24,0,0,0,47,0
A048008001,103,15,14,37,4,29,4
A048008002,86,19,4,4,2,57,0
A048008003,111,36,4,8,1,62,0
A048008004,86,25,19,19,3,17,3
A048008005,84,20,7,4,2,51,0
A048008006,103,20,36,20,10,16,1
A048008007,87,5,19,37,5,17,4
A048008008,75,18,0,0,0,57,0
A048008009,61,20,0,0,0,41,0
A048008010,72,25,21,14,6,4,2
A048008011,70,25,13,14,5,10,3
A048008012,140,25,35,36,29,9,6
A048008013,72,17,11,19,8,14,3
A048008014,79,25,15,25,6,7,1
A048008015,99,36,20,26,10,4,3
A048008016,102,35,19,28,3,14,3
A048009001,81,25,19,16,5,15,1
A048009002,93,25,28,17,6,13,4
A048009003,91,23,18,25,5,13,7
A048009004,115,22,24,47,8,5,9
A048009005,112,30,39,29,7,6,1
A048009006,103,16,33,37,6,7,4
A048009007,122,23,28,36,3,23,9
A048009008,80,14,21,19,11,9,6
A048009009,104,17,22,32,16,9,8
A048009010,75,19,13,13,16,8,6
A048009011,85,22,14,29,10,9,1
A048009012,111,36,28,25,8,11,3
A048010001,108,17,27,36,10,15,3
A048010002,96,26,17,10,5,35,3
A048010003,117,21,36,23,11,18,8
A048010004,98,24,29,17,5,20,3
A048010005,97,33,12,16,5,28,3
A048010006,100,17,33,18,8,17,7
A048011001,106,25,30,18,9,20,4
A048011002,84,26,17,23,4,13,1
A048011003,127,27,22,25,7,43,3
A048011004,108,19,20,20,6,42,1
A048012001,120,37,16,33,13,17,4
A048012002,117,31,26,31,7,17,5
A048012003,115,36,25,22,9,19,4
A048012004,78,19,10,32,5,7,5
A048012005/048012006,119,25,24,37,10,17,6
A048012005/048012006,119,25,24,37,10,17,6
A048012007,105,50,18,9,4,20,4
A048012008,75,10,24,25,9,5,2
A048012009,103,29,29,28,10,4,3
A048012010,106,29,33,28,9,3,4
A048012011,113,31,25,29,13,12,3
A048013001,111,22,33,32,11,8,5
A048013002,83,27,11,22,13,7,3
A048013003,66,13,10,15,13,9,6
A048013004,83,52,3,7,11,9,1
A048013005,70,26,2,16,14,10,2
A048014001,133,45,7,30,44,5,2
A048014002,118,19,17,20,3,56,3
A048014003,91,37,31,8,8,5,2
A048014004,113,41,33,22,5,7,5
A048015001,73,68,3,0,1,0,1
A048015002,90,81,7,0,0,2,0
A048015003,70,26,17,12,4,10,1
A048015004,70,9,23,10,1,27,0
A048015005,86,13,27,4,3,38,1
A048015006,101,39,15,11,7,27,2
A048015007,94,41,18,7,5,23,0
A048015008,69,17,17,19,7,6,3
A048015009,77,19,14,33,7,2,2
A048015009,77,19,14,33,7,2,2
A048016001,76,15,23,28,5,4,1
A048016002,93,31,14,27,12,7,2
A048016003,86,21,13,38,6,5,3
A048016004,68,19,20,2,1,23,3
A048016005,58,21,4,5,2,23,3
A048016006,77,39,18,3,0,17,0
A048017001,71,36,10,2,0,23,0
A048017002,88,51,16,7,2,12,0
A048017003,78,44,11,4,5,10,4
A048018001,112,24,19,24,15,30,0
A048018002,34,8,5,16,2,3,0
A048018003,95,42,19,17,2,14,1
A048018004,176,41,61,10,1,63,0
A048018005,113,47,36,1,5,24,0
A048018006,112,33,14,6,1,56,2
A048019001,82,43,13,4,4,13,5
A048019002,53,10,8,3,9,21,2
A048019003,102,22,14,29,15,12,10
A048019004,107,24,10,29,27,11,6
A048020001,89,29,9,26,12,8,5
A048020002,87,22,19,13,16,9,8
A048020003,114,23,18,39,13,11,10
A048020004,101,24,20,20,12,11,14
A048020005,114,34,30,9,4,36,1
A048020006,119,60,23,10,5,19,2
A048021001,119,48,26,8,1,35,1
A048021002,110,30,24,13,3,40,0
A048021003,106,21,25,34,9,12,5
A048022001,97,38,18,9,6,25,1
A048022002,99,33,29,12,6,19,0
A048022003,80,23,13,21,3,17,3
A048022004,67,32,12,7,3,11,2
A048023001,73,19,12,25,10,2,5
A048023002,97,18,7,33,26,6,7
A048023003,85,26,16,13,7,20,3
A048023004,101,20,15,35,16,9,6
A048023005,113,38,35,9,10,21,0
A048023006,102,33,26,12,5,21,5
A048023007,98,31,12,16,7,31,1
A048023008,103,38,14,12,7,28,4
A048023009,100,42,12,13,6,26,1
A048023010,118,47,23,10,11,24,3
A048023011,97,26,16,30,16,5,4
A048023012,102,25,23,24,19,6,5
A048024001,103,40,12,19,20,7,5
A048024002,119,49,20,23,10,10,7
A048024003,112,49,21,17,14,5,6
A048024004,81,31,22,11,10,4,3
A048024005,62,44,5,2,5,3,3
A048024006,87,14,20,20,19,7,7
A048024007,128,11,8,86,9,7,7
A048024008,77,9,22,29,13,2,2
A048024009,125,17,26,57,14,5,6
A048025001,107,27,17,26,22,5,10
A048025002,111,15,18,35,25,6,12
A048025003,112,24,12,42,24,5,5
A048025004,122,24,22,49,14,2,11
A048026001,89,27,19,20,13,6,4
A048026002,93,26,21,25,10,10,1
A048026003,108,13,21,52,10,6,6
A048027001,100,11,17,38,17,5,12
A048027002,105,37,9,12,8,36,3
A048027003,102,35,15,18,18,14,2
A048027004,105,71,10,8,7,6,3
A048028001,114,60,10,12,18,7,7
A048028002,112,46,16,23,20,6,1
A048028003,142,43,7,40,43,4,5
A048028004,88,29,12,29,8,6,4
A048028005,75,25,10,11,6,20,3
A048028006,85,25,19,15,15,9,2
A048028007,82,19,10,24,15,9,5
A048028008,94,22,13,23,18,12,6
A048028009,84,17,8,22,27,4,6
A048028010,94,26,10,30,15,12,1
A048029001,74,20,12,21,12,7,2
A048029002,82,21,8,25,14,7,7
A048029003,77,19,14,20,11,7,6
A048029004,76,27,12,20,9,4,4
A048029005,92,29,15,26,10,7,5
A048030001,92,14,22,39,13,1,3
A048030002,112,30,22,35,13,5,7
A048030003,81,13,0,4,0,61,3
A048030004,102,41,17,9,11,22,2
A048030004,102,41,17,9,11,22,2
A048030004,102,41,17,9,11,22,2
A048030005,86,22,16,5,2,41,0
A048030006,78,31,16,1,4,24,2
A048031001,78,19,5,4,2,48,0
A048031002,60,10,16,3,0,31,0
A048031003,94,34,10,10,12,26,2
A048032001,81,27,6,7,14,24,3
A048032002,64,15,8,8,5,26,2
A048032003,122,33,39,17,3,30,0
A048033001,110,31,14,5,7,52,1
A048033002,69,27,6,4,3,27,2
A048033003,67,21,8,7,10,19,2
A048033004,108,96,5,0,1,6,0
A048033005,122,51,11,5,4,51,0
A048033006,101,33,7,12,3,42,4
A048033007,80,25,14,12,6,22,1
A048033008,120,24,1,0,0,95,0
A048033009,86,14,19,16,4,31,2
A048033010,73,22,13,10,2,26,0
A048033011,72,17,22,8,0,25,0
A048034001,58,16,0,0,0,42,0
A048034002,83,26,0,0,0,57,0
A048034003,129,27,20,34,3,43,2
A048034004,78,35,6,15,4,15,3
A048034005,111,24,19,19,10,35,4
A048034006,80,25,13,2,4,35,1
A048034007,111,31,12,18,6,42,2
A048034008,111,34,16,23,12,23,3
A048035001,107,40,22,22,4,18,1
A048035002,106,21,27,21,10,24,3
A048035003,118,32,29,22,11,23,1
A048036001,76,22,12,16,20,2,4
A048036002,112,28,17,23,29,7,8
A048036003,114,21,27,25,28,6,7
A048037001,93,24,27,17,11,10,4
A048037002,120,24,40,20,15,11,10
A048037003,125,40,29,28,6,20,2
A048037004,93,28,12,26,8,18,1
A048037005,87,34,20,20,3,7,3
A048037006,120,43,18,16,17,21,5
A048037007,102,33,18,18,12,13,8
A048038001,73,19,9,18,12,5,10
A048038002,104,17,11,31,6,33,6
A048038003,111,27,10,32,7,31,4
A048038004,95,27,15,18,11,17,7
A048038005,121,23,16,22,19,32,9
A048039001,68,26,8,18,4,11,1
A048039002,106,31,11,29,20,3,12
A048039003,76,17,12,25,11,7,4
A048039004,116,42,22,27,14,10,1
A048039005,95,56,14,12,6,5,2
A048039006,105,65,10,14,10,4,2
A048039007,109,37,13,19,21,17,2
A048039008,99,43,14,11,6,22,3
A048039009,53,23,4,10,7,8,1
A048039010,71,33,5,12,6,10,5
A048039011,87,39,13,13,13,6,3
A048039013,72,31,8,10,9,11,3
A048039014,76,48,11,7,1,6,3
A048040001,105,34,12,25,21,6,7
A048040002,94,31,17,16,16,9,5
A048040003,93,21,17,35,8,6,6
A048040004,91,26,22,19,8,11,5
A048040005,113,57,8,14,29,3,2
A048040006,116,22,4,29,41,10,10
A048040007,99,28,22,23,15,2,9
A048041001,154,43,9,39,44,9,10
A048041002,134,31,20,34,28,6,15
A048041003,97,11,17,31,25,4,9
A048041004,87,14,8,21,13,27,4
A048041005,84,13,9,37,13,8,4
A048042001,110,22,19,32,23,5,9
A048042002,91,12,9,22,38,2,8
A048042003,86,13,12,28,30,1,2
A048042004,118,11,9,30,55,6,7
A048042005,51,9,5,15,14,4,4
A048042006,120,8,20,30,45,3,14
A048042007,109,26,28,36,8,9,2
A048042008,95,26,17,29,5,12,6
A048042009/01,79,17,21,18,6,17,0
A048042009/02,70,18,22,20,5,5,0
A048042010,93,20,23,35,4,8,3
A048042011,45,6,9,14,7,8,1
A048042012,67,13,8,17,19,8,2
A048042013,81,21,12,32,5,10,1
A048042014,84,13,20,29,11,10,1
A048042015,76,38,11,14,3,9,1
A048042016,68,4,9,45,8,1,1
A048042017,50,10,5,20,5,9,1
A048042018,95,23,10,25,24,7,6
A048043001,100,24,11,48,9,7,1
A048043002,93,12,16,47,7,7,4
A048043003,76,34,7,19,9,6,1
A048043004,93,28,20,34,7,4,0
A048043005,114,35,22,40,10,6,1
A048043006,99,22,22,26,19,4,6
A048043007,103,28,26,30,10,1,8
A048043008,114,19,32,37,10,14,2
A048043009,117,30,37,34,9,3,4
A048043010,89,23,17,24,12,8,5
A048043011,93,20,19,20,21,5,8
A048043012,85,22,12,25,12,3,11
A048043013,105,45,15,20,11,5,9
A048043014,94,22,14,21,7,28,2
A048043015,87,16,13,31,17,3,7
A048043016,112,17,7,41,35,1,11
A048043017,114,17,13,61,6,11,6
A048043018,87,19,16,37,6,4,5
A048044001,83,24,27,17,5,5,5
A048044002,120,28,24,36,8,21,3
A048044003,124,29,28,44,10,8,5
A048044004,89,15,16,40,6,4,8
A048044005,76,24,8,26,9,8,1
A048044006,129,23,10,42,39,3,12
A048044007,81,18,31,12,3,16,1
A048044008,78,17,29,16,1,14,1
A048044009,76,15,18,18,18,1,6
A048044010,98,21,11,27,25,8,6
A048044011,91,14,8,32,22,5,10
A048044012,95,13,17,36,23,2,4
A048045001,113,29,16,35,25,4,4
A048045002,76,15,17,28,7,5,4
A048045003,72,9,10,41,6,3,3
A048045004,119,26,16,38,23,8,8
A048046001,90,14,6,39,16,4,11
A048046002,133,13,20,58,9,26,7
A048046003,116,28,43,24,13,5,3
A048046004,105,26,27,31,11,6,4
A048046005,106,28,32,29,9,3,5
A048046006,97,29,19,41,4,2,2
A048046007,106,9,18,62,7,3,7
A048046008,69,22,15,26,1,4,1
A048046009,108,20,31,45,6,3,3
A048046010,122,23,47,39,10,2,1
A048046011,99,28,21,37,6,3,4
A048046012,103,28,17,25,11,22,0
A048046013,120,49,29,20,10,10,2
A048047001,106,17,18,49,10,6,6
A048047002,92,25,9,12,2,41,3
A048047003,50,22,9,3,1,13,2
A048047004,73,25,15,9,0,24,0
A048047005,67,14,11,5,2,35,0
A048047006,80,28,15,19,6,7,5
A048047007,107,21,8,24,42,2,10
A048047008,86,11,4,26,32,3,10
A048047009,76,22,17,11,15,6,5
A048048001,82,18,11,16,28,2,7
A048048002,101,20,23,32,16,5,5
A048048003,76,7,13,20,27,4,5
A048048004,77,10,6,16,32,1,12
A048048005,75,11,10,22,23,1,8
A048048006,94,51,8,9,22,1,3
A048048007,78,55,4,6,10,1,2
A048048008,86,47,7,7,18,1,6
A048048009,132,30,45,26,14,12,5
A048048010,81,35,14,13,14,4,1
A048049001,71,18,12,21,10,7,3
A048049002,82,49,5,15,5,7,1
A048049003,81,16,28,23,5,2,7
A048050001,112,20,34,42,2,7,7
A048050002,97,26,26,25,10,9,1
A048050003,103,31,22,17,11,21,1
A048050004,67,40,10,8,1,8,0
A048050005,60,34,13,6,1,6,0
A048050006,105,24,27,38,8,5,3
A048050007,72,43,10,12,5,2,0
A048051001,108,27,37,24,10,5,5
A048051002,123,48,25,23,12,12,3
A048051003,108,19,20,48,10,9,2
A048051004,87,21,27,24,3,10,2
A048051005,100,36,18,24,14,5,3
A048051006,75,17,19,13,14,4,8
A048051007,74,18,13,24,8,5,6
A048051007,74,18,13,24,8,5,6
A048051008,101,25,28,23,14,4,7
A048051009,96,33,22,24,9,5,3
A048051010,81,31,13,17,9,9,2
A048051011,133,31,23,31,30,9,9
A048051012,72,18,13,17,7,12,5
A048051013,80,16,12,19,22,7,4
A048051014,126,39,23,31,17,8,8
A048052001,118,33,12,32,27,6,8
A048052002,76,22,4,24,8,11,7
A048052003,119,35,20,32,20,5,7
A048052004,84,18,21,25,13,4,3
A048052005,106,24,22,39,14,6,1
A048052006,104,20,19,22,27,8,8
A048052007,78,11,9,35,15,4,4
A048052008,85,15,7,34,16,5,8
A048052009,135,18,19,42,41,3,12
A048052010,70,8,17,23,7,6,9
A048053001,109,10,15,42,32,8,2
A048053002,64,21,5,18,14,5,1
A048053003,114,17,19,48,17,8,5
A048053004,86,22,26,17,7,10,4
A048053005,72,16,18,21,6,8,3
A048053006,76,23,15,19,10,7,2
A048053007,78,13,16,26,12,6,5
A048054001,116,45,39,5,0,27,0
A048054002,100,26,32,9,7,26,0
A048054003,81,38,11,12,9,7,4
A048054004,89,49,13,9,5,12,1
A048054005,149,44,32,25,5,43,0
A048054006,74,38,20,8,2,5,1
A048054007,90,41,10,9,2,23,5
A048054008,70,38,8,5,3,14,2
A048054009,81,35,14,6,2,21,3
A048054010,82,22,20,10,4,23,3
A048054011,84,25,30,8,3,17,1
A048055001,89,40,18,5,1,25,0
A048055002,78,46,10,4,5,11,2
A048055003,88,33,7,10,15,22,1
A048055004,68,37,11,5,3,11,1
A048055005,85,31,13,12,7,22,0
A048056001,68,19,16,7,1,25,0
A048056002,82,11,4,9,3,55,0
A048056003,74,26,18,6,4,19,1
A048056004,122,42,22,10,9,38,1
A048056005,129,44,33,14,2,33,3
A048056006,96,42,14,4,3,31,2
A048056007,103,38,11,18,5,30,1
A048057001,91,21,20,12,6,31,1
A048057002,89,38,16,5,4,24,2
A048057003,92,37,15,7,2,29,2
A048057004,102,53,20,3,3,23,0
A048057005,94,48,13,4,4,23,2
A048057006,72,31,9,8,6,17,1
A048057007,63,20,7,7,3,25,1
A048058001,98,30,11,4,3,47,3
A048058002,97,35,21,8,18,15,0
A048058003,89,37,16,12,3,18,3
A048058004,81,30,11,8,1,31,0
A048059001,89,30,15,13,7,24,0
A048059002,90,35,14,9,8,23,1
A048059003,101,41,21,9,2,23,5
A048060001,80,35,14,3,2,25,1
A048060002,112,58,24,14,3,10,3
A048060003,98,60,12,9,5,12,0
A048060004,99,54,15,14,3,13,0
A048060005,123,58,20,6,6,31,2
A048061001,104,49,21,18,9,3,4
A048061002,80,29,23,8,5,14,1
A048061003,77,27,13,21,5,10,1
A048061004,71,65,4,0,1,1,0
A048061005,60,44,6,2,0,8,0
A048061006,105,85,8,0,1,11,0
A048061007,83,36,18,13,6,7,3
A048061008,80,25,15,14,6,17,3
A048061008,80,25,15,14,6,17,3
A048062001,102,44,19,12,10,14,3
A048062002,104,39,23,18,9,12,3
A048062003,107,44,22,15,5,19,2
A048062004,102,35,24,16,9,15,3
A048062005,99,24,31,22,5,11,6
A048062006,98,45,16,19,5,10,3
A048062007,61,18,10,14,3,15,1
A048062008,44,20,5,8,2,9,0
A048062009,76,24,16,5,3,28,0
A048062010,120,43,28,15,11,22,1
A048062011,106,41,16,16,9,21,3
A048062012,98,36,9,21,21,6,5
A048062013,108,32,19,20,25,9,3
A048062014,72,16,13,13,18,3,9
A048063001,85,15,12,36,14,6,2
A048063002,122,22,33,47,8,4,8
A048063003,101,25,8,23,23,5,17
A048063004,65,29,7,11,12,1,5
A048063005,77,14,4,21,29,2,7
A048063006,86,23,12,13,27,3,8
A048063007,78,19,18,26,9,3,3
A048064001,104,15,20,46,13,2,8
A048064002,106,19,38,37,8,3,1
A048064003,84,8,36,24,6,4,6
A048064004/048064005,93,11,38,27,9,3,5
A048064006,113,14,20,50,17,1,11
A048064007,92,19,12,46,9,4,2
A048064008,108,8,18,58,16,4,4
A048064009,114,12,8,45,34,3,12
A048065001,106,15,27,40,12,9,3
A048065002,80,16,24,21,6,5,8
A048065003,80,11,14,36,9,4,6
A048065004,77,24,10,19,8,15,1
A048065005,65,15,18,14,7,7,4
A048065006,96,40,15,9,5,26,1
A048065007,108,30,17,10,9,37,5
A048065008,97,19,10,23,8,30,7
A048065009,77,28,8,21,6,11,3
A048065010,92,23,19,25,4,18,3
A048066001,108,39,12,13,4,39,1
A048066002,81,28,14,7,10,21,1
A048066003,78,29,14,12,7,12,4
A048066004,110,64,17,12,4,11,2
A048066005,72,26,15,18,1,9,3
A048066006,127,80,14,8,6,16,3
A048066007,85,26,29,17,3,8,2
A048067001,77,13,14,42,1,5,2
A048067002,73,29,26,3,3,9,3
A048067003,82,22,25,20,4,9,2
A048068001,116,36,34,23,5,17,1
A048068002,107,23,27,36,8,9,4
A048068003,75,8,10,38,11,6,2
A048069001,83,13,18,30,16,4,2
A048069002,107,12,20,59,12,3,1
A048069003,92,18,23,31,15,2,3
A048069004,86,14,29,27,12,2,2
A048070001,98,8,42,28,11,5,4
A048070002,122,24,46,36,6,4,6
A048070003,102,31,13,34,13,2,9
A048070004,117,24,26,36,17,8,6
A048070005,119,22,29,31,24,8,5
A048070006,102,24,21,21,20,5,11
A048070007,110,35,23,15,22,5,10
A048070008,130,20,15,53,26,12,4
A048070009,84,22,17,27,9,5,4
A048070010,129,48,30,18,11,10,12
A048070011,85,24,10,24,15,9,3
A048070012,105,38,12,19,17,10,9
A048071001,105,36,19,24,7,14,5
A048071002,74,22,12,18,3,16,3
A048071003,129,36,35,27,7,22,2
A048071004,76,27,7,26,4,12,0
A048072001,112,41,25,28,3,11,4
A048072002,98,33,22,29,4,6,4
A048072003,93,20,27,28,9,6,3
A048072004,116,28,27,44,7,7,3
A048072005,110,29,26,32,9,9,5
A048072006,123,17,17,51,23,8,7
A048073001,88,21,17,28,10,10,2
A048073002,111,22,12,49,18,7,3
A048073002,111,22,12,49,18,7,3
A048073003,119,22,16,43,28,5,5
A048074001,103,38,11,35,11,6,2
A048074002,71,20,10,24,6,8,3
A127029001,108,21,17,17,3,45,5
A127030001,92,17,16,25,11,19,4
A127030002,77,11,25,24,6,7,4
A127030003,90,15,29,26,3,14,3
A127061001,110,17,27,53,7,3,3
A127061002,78,14,14,36,9,3,2
A127061003,99,16,20,54,4,1,4
A127061004,73,8,14,35,11,1,4
A227003001/227003005,57,25,12,8,7,3,2
A227003002,100,38,16,20,14,4,8
A227003003,108,25,28,39,10,2,4
A227003004,112,22,23,45,16,0,6
A227003006,109,27,18,36,18,5,5
A227007002,78,23,18,19,16,1,1
A227047001,120,56,21,20,14,3,6
A227064001,100,28,15,33,14,6,4
A227064002,62,7,11,35,5,2,2
A227064003,130,21,25,56,20,6,2
A227087002,69,20,18,22,5,0,4
