house..sa_id,house..total_households,house..one_person_household,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
A047148005,117,23,22,48,18,3,3
A047150001,51,11,11,21,3,4,1
A047150002,80,26,17,27,5,1,4
A047151001,61,25,13,21,2,0,0
A047151002,50,10,11,17,4,7,1
A047151003,59,14,16,10,13,4,2
A047151004,74,17,18,31,5,2,1
A047151005,71,18,10,33,5,3,2
A047151006,98,16,16,52,5,4,5
A047151007,86,23,16,38,4,3,2
A047151008,104,33,26,21,12,5,7
A047151009,103,32,12,31,18,4,6
A047151010,118,21,21,56,8,9,3
A047151011,102,10,19,56,10,3,4
A047151012,83,8,4,50,16,3,2
A047151013,123,12,11,66,15,14,5
A047151014,112,18,18,63,8,2,3
A047151015,122,29,18,51,14,6,4
A047151016,75,35,13,22,4,1,0
A047152001,75,24,25,18,5,3,0
A047152002,93,15,11,40,12,10,5
A047152003,105,23,19,41,10,9,3
A047152004,134,20,26,53,20,6,9
A047152005,92,12,18,34,23,2,3
A047152006,122,22,27,40,25,4,4
A047152007,97,16,33,34,7,7,0
A047152008,79,26,23,16,8,5,1
A047152009,81,28,16,21,8,5,3
A047152010/047152013,68,14,16,20,12,4,2
A047152011,62,33,9,9,5,4,2
A047152012,104,38,25,24,7,6,4
A047153001,119,33,24,33,17,6,6
A047153002,59,15,15,16,7,5,1
A047154001,67,16,7,31,7,2,4
A047154002,79,31,10,14,10,13,1
A047155001,159,67,28,26,12,21,5
A047156001,41,26,6,6,0,3,0
A047156002,104,37,14,29,8,13,3
A047156003,96,16,10,58,5,2,5
A047157001/047157002,112,16,17,61,11,0,7
A047158002,58,17,13,19,4,2,3
A047159001,93,15,20,41,7,7,3
A047159002,57,12,14,17,5,4,5
A047159003,72,7,16,38,5,5,1
A047159004,78,16,8,42,9,1,2
A047159005,83,24,28,18,4,7,2
A047160001,82,13,15,38,7,5,4
A047161001,77,13,16,36,8,2,2
A047161002,66,15,9,26,7,4,5
A047162001,108,22,27,42,10,5,2
A047162002,44,10,20,9,0,5,0
A047163001/047163004,106,17,27,44,13,3,2
A047163002,86,23,29,22,6,5,1
A047163003,55,23,10,14,3,4,1
A047165001,66,13,16,28,7,0,2
A047165002,114,18,20,57,9,4,6
A047168001,30,16,6,4,1,1,2
A047168002,73,14,12,35,8,2,2
A047168003,108,26,32,35,3,8,4
A047169001,79,22,14,35,3,3,2
A047169002,105,20,21,47,11,3,3
A047169003,76,18,12,35,7,2,2
A047169004,86,30,15,30,8,1,2
A047170001,95,21,16,43,5,7,3
A047170002,85,18,13,39,9,3,3
A047170003,79,11,14,41,7,4,2
A047170004,114,21,25,55,5,4,4
A047170005,93,18,18,47,6,2,2
A047171001,100,27,17,41,9,2,4
A047171002,92,13,12,54,10,0,3
A047171003,101,16,30,37,10,4,4
A047172001,83,15,25,31,9,2,1
A047173001,92,15,13,41,13,5,5
A047173001,92,15,13,41,13,5,5
A047173002,117,56,21,25,11,2,2
A047173003,111,28,19,33,21,5,5
A047173004,74,11,17,38,5,1,2
A047173005,84,16,6,45,8,3,6
A047173006,87,11,15,47,10,0,4
A047173007,94,21,16,43,5,6,3
A047173008,71,9,15,39,4,1,3
A047173009,90,20,28,31,7,2,2
A047174001,115,12,22,61,13,6,1
A047175001,110,31,24,47,5,0,3
A047175002,117,22,22,55,7,7,4
A047176001,82,18,21,24,16,3,0
A047176003,98,32,20,35,7,2,2
A047177001,103,15,19,54,13,1,1
A047177002,86,28,15,23,15,2,3
A047177003,126,31,28,59,5,1,2
A047177004,93,19,17,46,4,0,7
A047177005,85,18,20,35,5,5,2
A047177006,68,16,13,26,5,4,4
A047177007,60,19,8,26,2,3,2
A047177008,75,27,10,22,10,4,2
A047178001,82,11,14,42,8,3,4
A047178002,116,24,16,52,8,10,6
A047178003,85,10,21,45,2,3,4
A047178004,74,20,17,34,2,0,1
A047178005,89,22,19,30,12,3,3
A047178006,79,13,12,47,6,0,1
A047178007,72,9,16,32,9,1,5
A047178008,64,14,15,27,4,3,1
A047178009,59,9,18,26,3,1,2
A047178010,100,23,9,44,14,5,5
A047178011,117,12,14,56,16,8,11
A047178012,104,11,10,56,4,18,5
A047178013,129,37,17,36,15,18,6
A047178014,70,9,21,30,5,2,3
A047178015,120,6,22,76,10,2,4
A047178016,102,16,22,45,6,6,7
A047178017,72,17,9,29,7,7,3
A047178018,93,20,26,19,3,24,1
A047178019,89,13,3,36,4,24,9
A047178020,97,15,14,36,5,22,5
A047178021,67,16,9,22,3,10,7
A047179001,70,10,5,26,5,19,5
A047179003,86,19,9,32,10,15,1
A047179004,113,17,13,33,6,37,7
A047179006,117,14,32,56,7,4,4
A047179008,77,19,9,24,8,15,2
A047179009,103,27,22,44,6,3,1
A047181001,114,40,17,30,19,4,4
A047181002,92,36,8,22,20,5,1
A047182001,111,31,28,35,9,7,1
A047182003,58,9,6,30,12,0,1
A047183001,53,7,8,23,13,2,0
A047183002,54,11,9,28,3,2,1
A047183003,59,12,15,25,4,2,1
A047183004,76,16,17,29,10,1,3
A047184001,125,22,27,55,12,7,2
A047185001,75,15,15,32,5,4,4
A047185002,93,22,21,37,5,4,4
A047186001,70,14,11,36,4,2,3
A047186002,76,4,15,44,4,3,6
A047186003,101,17,21,47,9,1,6
A047186004,115,15,19,69,9,1,2
A047186005,92,4,7,66,12,1,2
A047186006,122,30,23,47,15,1,6
A047186007,96,15,12,50,14,1,4
A047186008,108,25,19,40,9,8,7
A047186009,80,17,14,36,6,3,4
A047189001,42,18,6,10,6,2,0
A047189002/047189003/047189004,52,20,15,15,2,0,0
A047190001,40,12,11,11,3,1,2
A047192001,48,17,10,17,2,0,2
A047193001,68,17,12,26,9,3,1
A047193002,65,16,15,22,5,4,3
A047193003,50,22,11,11,1,3,2
A047194001,79,17,22,27,10,2,1
A047195001,91,31,19,30,7,2,2
A047195002,134,28,35,51,12,6,2
A047197001,92,15,17,45,8,4,3
A047197002/047197004,91,18,21,42,7,2,1
A047197003/047197005,94,23,22,34,10,3,2
A047199001,97,13,19,50,3,2,10
A047199002,100,24,24,42,5,3,2
A047201001,81,24,21,20,6,7,3
A047201002,59,14,13,25,6,0,1
A047202001,81,26,17,20,11,5,2
A047202002,55,11,11,23,5,3,2
A047202003,62,20,14,14,10,2,2
A047202004,52,25,14,6,2,4,1
A047202005,46,18,6,10,6,5,1
A047203001,51,19,14,13,4,0,1
A047203002,65,13,11,29,7,3,2
A047204001,65,10,17,31,3,2,2
A047204002,99,10,9,52,21,2,5
A047205001/047205003,75,22,14,34,0,1,4
A047205002,118,16,20,63,7,8,4
A047205004,107,20,22,51,7,4,3
A047205005,124,34,32,36,10,4,8
A047206001,94,18,16,47,7,0,6
A047206002,111,14,17,55,12,5,8
A047206003,66,12,16,31,4,2,1
A047207001,61,16,13,26,5,1,0
A047208001,87,24,21,34,5,1,2
A047210001,89,26,20,29,10,3,1
A047210002,80,19,19,35,3,2,2
A047210003,97,28,23,27,16,1,2
A047210004,72,17,10,39,0,1,5
A047211001,88,9,16,46,12,1,4
A047212001,107,18,21,56,7,2,3
A047212002,66,11,10,38,3,2,2
A047215001,95,16,11,50,9,5,4
A047215002,101,21,22,45,8,2,3
A047217001,76,36,14,17,5,2,2
A047217002,76,11,14,40,6,2,3
A047217003,68,20,10,28,4,5,1
A047220001,89,21,13,43,8,3,1
A047220002,88,42,8,27,3,5,3
A047221001,77,10,15,36,7,7,2
A047221002,70,11,16,32,6,4,1
A047221003,88,17,17,47,5,1,1
A047221004,79,6,25,38,5,4,1
A047221005/047221006,104,35,18,37,9,2,3
A047221007,92,23,17,39,11,1,1
A047221008,76,14,13,32,9,5,3
A047221009,77,17,12,36,3,7,2
A047221010,91,12,13,48,7,4,7
A047221011,76,15,18,26,4,6,7
A047221012,84,13,12,48,8,0,3
A047221013,67,10,27,20,4,2,4
A047221014,60,10,15,30,3,1,1
A047221015,67,8,18,31,0,7,3
A047221016,85,21,24,26,5,6,3
A047221017,66,25,20,14,2,5,0
A047221018,71,8,14,38,3,4,4
A047221019,77,17,13,30,10,4,3
A047221020,59,11,16,18,4,6,4
A047222001,138,22,33,63,6,6,8
A047222002,111,15,20,56,12,3,5
A047222003,74,15,23,27,4,4,1
A047222004,137,49,22,39,13,7,7
A047222005,92,10,9,52,11,3,7
A047222006,80,17,6,39,7,8,3
A047222007,119,24,22,43,19,5,6
A047222008,78,13,18,31,6,6,4
A047222009,91,36,20,13,4,16,2
A047222010,70,20,17,8,2,23,0
A047222011,73,25,11,17,13,5,2
A047222012,65,19,5,17,17,4,3
A047223001/047223002,72,18,13,26,5,9,1
A047224001,102,24,21,36,12,4,5
A047224002,85,28,17,18,9,8,5
A047224003,77,30,15,7,7,17,1
A047224004,90,35,21,18,6,8,2
A047226001,93,55,13,12,3,9,1
A047227001,111,20,27,49,10,5,0
A047227002,71,11,7,38,8,6,1
A047227003,69,15,12,31,4,3,4
A047227004,75,15,8,39,7,4,2
A047227005,98,10,18,50,14,1,5
A047229001,71,18,9,36,3,3,2
A047229002,89,19,17,40,8,4,1
A047229003,94,41,16,25,11,1,0
A047229004,93,17,22,43,8,3,0
A047229005,73,9,15,34,7,2,6
A047230001,65,17,13,26,5,3,1
A047230002,81,12,23,27,9,7,3
A047231001,92,33,16,21,20,1,1
A047232001,87,12,10,51,11,1,2
A047232002,89,17,16,45,5,4,2
A047232003,106,10,12,64,11,4,5
A047233001,95,16,13,51,6,2,7
A047233002,79,13,12,37,8,5,4
A047234001,98,13,19,57,7,1,1
A047234002,141,31,37,57,9,1,6
A047235001,109,23,14,52,14,2,4
A047235002,70,16,14,34,2,2,2
A047235003,75,18,22,27,5,2,1
A047235004,68,26,14,17,9,2,0
A047235005,74,23,12,22,13,3,1
A047235006,89,16,19,40,6,5,3
A047235007,80,19,7,37,9,6,2
A047235008,110,15,24,51,8,5,7
A047235009,79,19,14,26,11,2,7
A047235010,83,18,20,26,9,2,8
A047235011,74,15,9,32,8,4,6
A047235012,80,16,27,19,10,5,3
A047235013,125,25,15,54,15,7,9
A047235014,118,28,24,38,17,7,4
A047235015,91,24,22,34,4,6,1
A047235016,79,15,15,26,11,6,6
A047235017,88,13,17,43,5,8,2
A047235018,103,4,12,68,3,10,6
A047235019,81,13,13,34,10,9,2
A047235020,110,20,16,53,10,8,3
A047235021,89,6,11,52,8,7,5
A047235022,109,9,14,69,7,5,5
A047235023,97,13,39,36,3,4,2
A047235024,76,7,13,41,5,3,7
A047235024,76,7,13,41,5,3,7
A047235025,101,12,25,48,9,7,0
A047235026,108,12,18,50,7,18,3
A047235026,108,12,18,50,7,18,3
A047235027,83,10,9,51,4,8,1
A047235028,123,16,15,65,7,14,6
A047235029,70,8,11,31,9,8,3
A047235030,80,12,18,37,4,6,3
A047235031,118,18,12,35,36,9,8
A047235032,54,5,11,30,0,5,3
A047235033,110,18,28,43,4,13,4
A047235034,117,15,21,59,10,9,3
A047236001,92,81,0,5,4,1,1
A047236002,53,6,12,21,3,10,1
A047238001,92,14,10,40,1,19,8
A047238002,116,12,22,63,7,3,9
A047239001,73,14,19,25,9,0,6
A047239002,91,9,11,47,7,10,7
A047239003,89,13,22,36,10,6,2
A047239004,104,14,13,50,7,7,13
A047239005,147,26,18,70,9,14,10
A047239006,120,19,20,63,8,1,9
A047239007,118,20,15,62,8,6,7
A047239008,107,19,16,56,7,6,3
A047239009,112,38,22,36,10,1,5
A047239010,112,24,26,49,7,1,5
A047239011,73,12,16,34,3,3,5
A047239012,89,21,16,44,6,0,2
A047239013,91,7,15,54,6,3,6
A047239014,111,23,30,39,13,3,3
A047239015,97,16,28,41,5,0,7
A047239015,97,16,28,41,5,0,7
A047240001,84,12,27,35,6,2,2
A047240002,92,18,5,30,33,2,4
A047240003,126,12,9,79,16,6,4
A047241001,74,12,9,42,5,4,2
A047241002/047241003/047241004,97,21,20,46,5,0,5
A047242001,88,6,12,46,8,8,8
A047242002,100,4,18,59,6,6,7
A047242003,82,4,5,63,8,1,1
A047243001,71,3,18,36,8,3,3
A047243002/047243004,72,6,12,45,5,1,3
A047243003,87,1,8,68,6,1,3
A047243005,84,11,14,49,5,3,2
A047243006,125,18,19,72,5,4,7
A047243007,91,23,18,39,8,1,2
A047243010,96,28,15,37,4,7,5
A047243011,95,19,29,31,10,2,4
A047243012,100,12,22,53,6,4,3
A047243013,82,39,12,12,13,5,1
A047243016,90,38,13,22,11,5,1
A047243017,76,43,13,8,2,8,2
A047243018,109,30,25,41,7,2,4
A047244001,99,20,18,53,6,2,0
A047244002,114,18,21,59,9,4,3
A047244003,82,33,14,18,8,5,4
A047244004,73,34,10,17,6,5,1
A047244005,58,24,14,13,4,3,0
A047245001,99,15,23,47,9,0,5
A047245002,99,15,15,50,14,2,3
A047245003,93,4,16,54,10,3,6
A047245004,79,19,12,25,17,2,4
A047245004,79,19,12,25,17,2,4
A047245005,64,20,8,24,5,7,0
A047245006,79,11,10,37,13,7,1
A047245007,80,20,13,28,14,4,1
A047245008,67,20,18,18,4,4,3
A047245009,85,27,12,34,7,1,4
A047245010,84,11,19,38,9,3,4
A047245011,70,19,12,25,5,5,4
A047245012,105,26,23,42,7,4,3
A047245013,111,17,24,49,11,8,2
A047245014,109,30,22,42,7,5,3
A047246001,141,28,4,64,36,2,7
A047246002,173,37,19,75,33,2,7
A047246003,80,9,14,33,11,9,4
A047246004,105,16,14,51,11,6,7
A047246005,105,14,18,42,25,5,1
A047246006,74,20,16,26,8,2,2
A047246007,107,19,6,45,27,9,1
A047246008,113,21,36,44,3,3,6
A047246009,62,23,8,21,7,2,1
A047246010,96,12,18,55,7,3,1
A047246011,99,18,15,48,9,5,4
A047246012,89,7,17,47,8,5,5
A047247001,103,26,31,35,7,3,1
A047247002,119,12,33,43,24,2,5
A047249001,62,33,9,7,6,7,0
A047249002,127,12,22,70,15,5,3
A047250001,102,21,30,25,14,5,7
A047250002,92,19,28,28,12,3,2
A047250003,107,36,29,23,13,2,4
A047250004,73,24,10,17,13,6,3
A047250005,71,33,11,13,9,3,2
A047250006,116,49,22,19,17,8,1
A047250007,108,60,16,13,9,8,2
A047250008,92,18,17,43,6,3,5
A047250009,93,20,15,40,8,2,8
A047250010,130,17,36,57,10,3,7
A047251001,82,15,21,38,5,2,1
A047251002,66,13,13,32,3,2,3
A047253001,90,22,24,36,4,3,1
A047253002,66,8,10,39,4,2,3
A047253002,66,8,10,39,4,2,3
A047253003,126,30,25,49,7,9,6
A047253004,101,16,23,49,6,5,2
A047253005,73,15,27,23,7,0,1
A047253006,103,9,12,71,2,3,6
A047253007,101,8,21,55,12,3,2
A047253008,102,20,28,42,8,1,3
A047253009,82,25,17,21,8,6,5
A047253010,57,12,14,16,13,1,1
A047253011,106,35,17,31,10,8,5
A047253012,67,11,16,24,9,1,6
A047253013,108,15,30,44,11,5,3
A047253014,117,26,23,49,11,6,2
A047253015,74,5,4,37,25,2,1
A047253016,142,18,30,67,10,13,4
A047253017,124,26,16,44,34,0,4
A047253018,102,6,22,58,12,1,3
A047253019,110,12,32,45,7,7,7
A047253020,111,37,26,26,12,5,5
A047253021,108,21,24,41,10,9,3
A047253022,86,32,27,17,4,6,0
A047253023,80,10,12,48,7,3,0
A047253024,90,14,14,44,9,7,2
A047253025,106,15,12,54,13,10,2
A047253026,90,22,15,37,5,9,2
A047253027,121,11,16,70,5,11,8
A047253028,123,34,24,38,12,6,9
A047254001,107,11,16,60,12,6,2
A047254002,123,24,36,45,11,3,4
A047254003,129,19,23,45,28,6,8
A047254004,88,13,12,29,20,13,1
A047254005,132,12,27,54,27,7,5
A047254006,130,26,14,61,13,13,3
A047254007,99,15,15,48,12,7,2
A047254008,76,10,6,48,3,4,5
A047254009,111,11,12,75,8,3,2
A047254010,95,12,21,44,11,2,5
A047254011,85,13,19,39,7,6,1
A047254012,72,1,3,43,17,3,5
A047254013,78,6,10,48,6,4,4
A047254014,91,41,17,13,8,9,3
A047254015,120,21,13,44,30,7,5
A047254016,75,16,12,30,12,3,2
A047254017,116,33,22,32,16,5,8
A047255001,68,31,11,13,6,6,1
A047256001,93,47,16,15,6,6,3
A047256002,80,22,19,19,14,4,2
A047256003,107,12,13,43,22,9,8
A047257001,111,38,25,22,15,7,4
A047257002,108,49,21,14,9,13,2
A047259001,108,50,23,21,8,5,1
A047259002,100,20,14,51,8,4,3
A047259003,91,14,21,41,11,3,1
A047260001,96,18,16,40,13,7,2
A047260002,69,15,19,27,4,0,4
A047260003,81,16,2,40,19,2,2
A047260004,77,15,19,32,7,3,1
A047261001,72,12,13,37,3,4,3
A047261002,73,22,17,27,4,3,0
A047261003,89,19,23,36,6,3,2
A047261004,114,16,28,46,22,2,0
A047262001,70,18,13,25,7,4,3
A047262002,131,23,23,42,33,1,9
A047262003,99,23,13,48,6,6,3
A047263001,74,10,8,45,8,0,3
A047263002,69,14,20,21,10,0,4
A047263003,82,9,15,43,7,3,5
A047263004,68,17,13,32,3,2,1
A047263005,65,14,12,22,10,4,3
A047263006,70,31,13,18,5,0,3
A047264001,83,16,20,28,9,5,5
A047264002,118,16,27,50,20,3,2
A047265001,106,20,24,44,10,2,6
A047265002,73,9,20,29,7,4,4
A047265003,92,24,16,42,8,0,2
A047265004,73,16,10,31,8,5,3
A047265005/047265006/047265007/047265008,83,16,17,33,12,3,2
A047266001,78,23,12,27,11,2,3
A047267001/047267003,86,19,16,41,5,2,3
A047267002,72,14,10,34,5,5,4
A047267004,87,10,19,44,7,0,7
A047267005,71,14,12,28,15,1,1
A047267006,72,10,20,36,5,1,0
A047267007,74,18,12,33,7,3,1
A047267008,85,9,10,52,7,3,4
A047268001,71,24,18,18,9,2,0
A047268002,51,11,9,24,3,2,2
A047268003,46,14,11,17,1,1,2
A047269001,75,23,17,22,7,3,3
A047270001,40,17,8,11,1,1,2
A047270002,34,11,10,11,1,1,0
A047270003,87,15,23,40,6,1,2
A047270004,101,38,14,20,18,9,2
A047270005,104,23,27,42,6,4,2
A047270006,127,48,22,34,17,5,1
A047270007,116,27,28,47,4,5,5
A047270008,43,20,10,5,6,2,0
A047270009,34,19,5,4,3,1,2
A047271001,120,27,18,50,17,5,3
A047271002,111,32,24,37,11,4,3
A047271003,93,22,18,41,8,2,2
A047271004,105,20,25,45,6,5,4
A047271005,94,15,20,44,8,4,3
A047271006,67,13,12,31,5,3,3
A047271007,77,6,22,41,4,1,3
A047271008,74,15,22,27,1,3,6
A047271009,90,2,10,60,10,6,2
A047271010,90,28,36,10,6,10,0
A047271011,142,21,35,63,8,13,2
A047271012,91,13,8,58,3,3,6
A047271013,86,15,17,30,13,10,1
A047271014,96,25,18,26,15,5,7
A047271015,102,19,19,39,12,5,8
A047271016,79,6,9,49,6,4,5
A047271017,91,5,13,49,13,2,9
A047271018,80,15,15,24,16,0,10
A047271019,102,9,16,58,10,4,5
A047271020,95,15,12,51,13,2,2
A047271021,78,39,18,9,9,3,0
A047273001,76,25,20,15,7,8,1
A047273002,107,12,26,54,7,5,3
A047273003,105,14,13,45,24,3,6
A047274001,89,32,17,22,12,5,1
A047274002,92,15,10,47,10,4,6
A047274003/047274004,85,14,32,28,10,1,0
A047275001,87,30,21,23,7,4,2
A047275002,71,9,15,39,5,1,2
A047275003,82,17,22,36,3,0,4
A047277001,98,22,14,42,12,4,4
A047277002,97,23,17,38,11,3,5
A047277003,89,20,12,50,0,6,1
A047277004,74,16,13,40,2,3,0
A047277005,140,24,34,61,12,4,5
A047277006,53,13,13,18,6,2,1
A047277007,76,20,12,32,4,2,6
A047277008,55,10,16,16,8,3,2
A047277009,84,17,11,41,8,4,3
A047277010,80,14,18,32,4,5,7
A047277011,64,14,14,22,4,6,4
A047277012,67,19,10,30,3,2,3
A047277013,128,22,27,50,18,6,5
A047277014,121,22,20,54,8,10,7
A047277015,108,23,9,37,24,6,9
A047277016,84,18,14,45,3,2,2
A047277017,79,6,6,56,7,2,2
A047277018,138,17,11,78,19,6,7
A047277019,105,9,20,59,5,4,8
A047277020,85,14,26,31,4,5,5
A047277021,97,19,11,33,19,7,8
A047277022,100,9,22,50,6,3,10
A047277023,133,23,35,57,7,6,5
A047277024,137,19,29,66,7,7,9
A047277025,88,11,8,55,9,3,2
A047277026,92,10,20,50,8,2,2
A047277027,111,10,28,52,11,2,8
A047277028,79,13,28,29,3,3,3
A047278001,106,13,27,45,11,2,8
A047278002,86,7,15,51,6,3,4
A047278003,87,3,11,62,6,3,2
A047278004,109,24,30,26,20,2,7
A047278005,94,6,7,49,26,3,3
A047278006,114,10,9,66,16,8,5
A047278007,127,33,27,33,18,8,8
A047278008,84,21,20,26,9,5,3
A047278009,86,15,34,28,3,3,3
A047279001,119,9,18,76,9,3,4
A047279002,69,22,15,19,5,7,1
A047279003,91,6,22,45,8,4,6
A047279004,76,17,24,24,6,5,0
A047279005,117,25,16,54,12,7,3
A047279006,115,15,22,62,8,4,4
A047279007,109,33,14,39,12,8,3
A047279008,76,17,11,42,4,1,1
A047279009,74,18,14,28,9,4,1
A047279010,79,34,12,26,6,0,1
A047279011,82,13,18,45,4,1,1
A047279012,79,14,10,40,11,2,2
A047279013,88,11,13,47,11,5,1
A047279014,80,14,14,32,10,8,2
A047279015,84,13,14,41,7,4,5
A047279016,94,8,21,50,11,3,1
A047280001,82,13,10,38,10,6,5
A047280002,76,13,19,29,7,6,2
A047282001,76,18,12,36,5,4,1
A047282002,121,19,12,66,11,5,8
A047282003,101,19,20,33,12,6,11
A047282004,71,18,8,26,13,2,4
A047282005/047282006,78,8,10,46,5,7,2
A047283001,74,9,8,45,6,4,2
A047284001,155,24,29,85,8,4,5
A047284002,101,10,10,63,11,6,1
A047284003,83,12,13,46,7,2,3
A047284004,79,15,16,39,4,3,2
A047285001,71,16,13,32,4,6,0
A047286001,73,15,21,30,5,1,1
A047286002,62,11,10,23,12,5,1
A047287001,45,11,11,16,4,2,1
A047287002/047287003,84,19,18,30,12,2,3
A047288001,69,30,14,16,6,3,0
A047288002,56,24,13,14,3,1,1
A047288003,128,23,25,54,13,6,7
A047289001,121,29,24,50,10,6,2
A047289002,121,16,18,73,9,4,1
A047290001,118,20,27,49,16,3,3
A047290002,95,19,22,43,8,2,1
A047293001,59,15,10,28,4,1,1
A047293002,70,28,20,15,3,3,1
A047293003,56,12,19,18,5,0,2
A047293004,94,26,24,36,6,1,1
A047293005,69,15,13,29,7,1,4
A047293006,67,17,9,26,8,5,2
A047294001,37,10,11,11,3,2,0
A047294002,34,9,11,11,2,0,1
A047294003,64,14,11,32,4,1,2
A047294004,61,14,11,27,6,2,1
A047294005,76,23,18,24,4,4,3
A047294006,65,16,10,26,11,1,1
A047294007,60,21,9,21,6,2,1
A047294008,62,20,10,22,5,2,3
A047294009,74,14,20,33,2,3,2
A047294010,68,19,11,30,4,2,2
A047294011,60,15,16,22,1,4,2
A047294012,81,34,16,22,3,5,1
A047294013,106,33,27,31,8,4,3
A047295001/047295009,76,18,18,22,10,5,3
A047295002,111,28,20,37,24,1,1
A047295003,108,53,17,20,9,5,4
A047295004,98,66,8,9,11,4,0
A047295005,76,36,18,16,5,0,1
A047295006,75,9,22,26,10,4,4
A047295007/047295008,114,36,24,29,20,4,1
A047297001,76,47,14,10,3,1,1
A047297002,61,22,19,12,6,1,1
A047298001,83,48,17,7,5,6,0
A047298002,72,24,18,17,9,2,2
A047298003,58,20,15,20,2,0,1
A047298004,50,20,9,10,8,1,2
A047298005,56,11,11,29,1,1,3
A047298006,57,24,7,15,9,2,0
A047298007,50,23,12,6,7,1,1
A047298008,78,30,12,18,10,4,4
A047298009,128,32,24,54,11,3,4
A047298010,81,22,12,36,1,6,4
A047298011,113,47,11,34,14,5,2
A047298012,92,16,24,35,13,2,2
A047298013,128,29,31,45,11,5,7
A047298014,101,14,10,40,23,5,9
A047298015,140,22,26,70,9,5,8
A047298016,67,12,18,24,4,6,3
A047300001,148,25,41,54,13,6,9
A047300002,73,7,12,30,21,0,3
A047300003,78,12,11,30,18,2,5
A047300004,115,13,13,62,14,4,9
A047301001,124,16,25,63,4,9,7
A047301002,89,5,2,38,35,3,6
A047302001,108,10,20,63,5,4,6
A047302002,79,11,10,51,3,2,2
A047303001,94,5,10,65,10,2,2
A047303002,120,7,11,74,15,5,8
A047303003,92,5,2,44,29,4,8
A047303004,135,13,8,66,36,4,8
A047303005,38,9,11,16,2,0,0
A047303006,115,26,26,46,7,6,4
A047303007,88,20,17,37,5,3,6
A047303008,66,22,13,15,7,2,7
A047303009,77,30,9,18,13,5,2
A047303010,99,26,25,35,5,4,4
A047303011,96,16,17,46,10,1,6
A047303012,85,13,9,48,9,4,2
A047303013,95,17,14,47,5,6,6
A047303014,119,14,29,55,9,4,8
A047303015,61,15,13,27,3,2,1
A047303016,71,23,18,24,2,2,2
A047303017,45,16,9,15,2,2,1
A047303018,43,13,7,14,5,2,2
A047304001,93,26,33,24,5,3,2
A047304002,67,8,7,37,7,3,5
A047304003,119,43,27,28,14,1,6
A047305001,88,22,16,36,9,1,4
A047306001,52,13,17,13,5,3,1
A047306002,68,23,13,23,2,5,2
A047306003,63,16,21,19,4,2,1
A047308001,86,19,22,30,5,7,3
A047308002,72,16,17,29,6,2,2
A047309001,65,12,7,34,9,1,2
A047309002/047309004,71,12,13,32,13,1,0
A047309003,74,12,20,34,4,3,1
A047310001,80,14,13,48,1,0,4
A047310002,88,11,13,57,3,3,1
A047310003,80,17,11,38,3,5,6
A047312001/047312003/047312004,77,15,18,33,5,5,1
A047312002/047312005,86,17,12,45,6,4,2
A047313001/047313004,117,31,29,44,8,2,3
A047313002,100,12,19,54,7,4,4
A047313003,100,21,26,41,7,3,2
A047313005,76,18,13,29,4,9,3
A047313006,98,19,13,41,7,11,7
A047313007/047313008/047313009,86,20,14,37,4,10,1
A047314001,112,28,20,48,3,8,5
A047314002,71,18,21,19,4,5,4
A047316001,46,17,13,10,2,2,2
A047317001,32,11,10,7,3,0,1
A047317002,59,11,11,27,4,3,3
A047317003,47,13,14,13,3,3,1
A047318001,50,14,16,13,3,3,1
A047318002,30,8,5,12,3,1,1
A047318003,36,15,9,6,4,2,0
A047318004,70,20,17,19,9,4,1
A047318005,77,20,17,29,5,4,2
A047320001,75,17,16,26,5,5,6
A047320002,73,11,20,30,4,4,4
A047320003,70,13,11,33,7,4,2
A047320004,70,18,12,26,10,2,2
A047320005,91,24,19,36,6,4,2
A047320006,91,15,17,45,5,6,3
A047320007,96,24,16,35,10,6,5
A047320008,80,10,24,37,2,5,2
A047320009,157,34,29,69,15,5,5
A047320010,80,11,9,47,7,2,4
A047321001,82,12,10,44,11,2,3
A047321002,91,14,12,43,11,6,5
A047322001,78,14,17,39,2,3,3
A047322002,91,11,18,41,11,4,6
A047322003,93,7,11,59,7,5,4
A047322004,132,13,26,77,11,1,4
A047322005,122,8,14,82,9,4,5
A047323001,75,14,13,40,6,0,2
A047323002,101,15,29,41,8,2,6
A047323003,69,10,19,32,1,2,5
A047323004,101,12,29,45,8,4,3
A047323005,82,19,12,38,9,1,3
A047323006,93,16,15,49,5,8,0
A047323007,67,17,10,26,8,3,3
A047323008,67,16,14,26,7,3,1
A047323009,85,16,23,35,7,1,3
A047323010,114,18,22,52,15,3,4
A047323011,135,24,40,64,3,2,2
A047323012/047323013,65,13,21,23,5,1,2
A047323014,59,16,17,19,5,2,0
A047323015,57,25,12,8,8,2,2
A047323016,112,24,41,32,4,6,5
A047323017,64,26,15,17,4,0,2
A047323018,91,23,16,32,17,3,0
A047323019,79,19,7,30,20,1,2
A047323020,110,20,19,42,21,5,3
A047323021/047323022,93,15,23,40,7,4,4
A047323021/047323022,93,15,23,40,7,4,4
A047323023,105,17,12,51,18,4,3
A047323024,86,15,21,32,13,2,3
A047323025,65,29,16,7,3,8,2
