ethn..parish_code,ethn..parish_legal_name,ethn..deanery_name,ethn..diocese_name,ethn..population,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity,ethn..ethnicity_asian_bangladeshi,ethn..ethnicity_asian_chinese,ethn..ethnicity_asian_indian,ethn..ethnicity_asian_other,ethn..ethnicity_asian_pakistani,ethn..ethnicity_back_african,ethn..ethnicity_black_british,ethn..ethnicity_black_caribbean,ethn..ethnicity_mixed_other,ethn..ethnicity_mixed_white_asian,ethn..ethnicity_mixed_white_black_african,ethn..ethnicity_mixed_white_black_caribbean,ethn..ethnicity_other_arab,ethn..ethnicity_other_other,ethn..ethnicity_white_british,ethn..ethnicity_white_gypsy_or_irish_traveller,ethn..ethnicity_white_irish,ethn..ethnicity_white_other
350001,SHEFFIELD,Cathedral,Sheffield,5179,2952.81113850582,325.861730089979,1455.9313553902891,103.2041528741999,341.191623218169,73.78528375579,899.69644471281,241.39850611512,116.707980080459,124.34314072611,270.306212276159,18.6730545763,36.88246323752,49.80528652617,31.9961198864399,6.24719887611,15.15554758548,173.32363275834,167.867990459829,2518.00036702889,1.01190476172999,32.75598436899,401.04288234621
350003,ATTERCLIFFE AND DARNALL,ATTERCLIFFE,Sheffield,14301,7260.82130790598,896.5652092704181,5082.968341216829,396.5574354338599,664.087706174119,1570.46868093042,100.01773889081,120.861882222139,361.79108722549,2929.82895194797,557.173794002839,243.134573186629,96.25684208095,144.36006529496,137.10086734134,38.6310227859699,76.46548001159,518.725199439879,145.36250673424,6759.90681030566,26.02976190634,43.29501491203,431.58972078195
350004,BEIGHTON,ATTERCLIFFE,Sheffield,18343,17554.747752892203,204.4468137416298,250.7597597604599,242.5914361944599,90.4542372845499,4.84067796594,40.99999999871,60.1455938696799,36.20334311745,108.57014480868,81.4956193366099,29.7591531901199,93.1920412149,37.35898435096,51.05774925392,27.1242446113399,127.05045797824,71.2271186423099,19.22711864224,17287.2433874355,22.61355932473,21.2409638569,223.64984227507
350006,FRECHEVILLE,ATTERCLIFFE,Sheffield,7956,7743.4120916498805,40.0656965997399,76.52882991078988,81.24097035468,14.75241157623,3.99999999911999,16.73015873557,10.3328176611499,22.10801022978,23.35784328517,14.01447262591,7.24383261788,18.8073913559499,10.94798270291,11.89607389914,3.99999999972,54.39691375291,5.00000000116,9.75241157507,7665.4613173789,0,27.48257030495,50.46820396603
350007,HACKENTHORPE,ATTERCLIFFE,Sheffield,9979,9474.501491473298,135.31871595333968,192.77760032222992,109.85642958004999,66.54576271108999,9.15932203426,51.26984126586,37.33368000801,59.6557553679699,35.35900164613,82.0296307902799,10.0968065330099,43.1922786300499,19.8926176379,10.38538304921,9.56291390259999,70.01551499034,43.7728813553,22.77288135579,9310.8697411061,1.38644067756,37.2698412722,124.975468417439
350008,GLEADLESS,ATTERCLIFFE,Sheffield,15909,15212.507698548789,213.61083799537982,214.88440988028972,205.75346388014992,62.2435896187199,19.23656844483,59.7539057593299,38.3698992442699,50.93123183827,46.5928045935899,89.5762745185699,31.1010608301799,92.93350264663,45.38398385454,42.45950567694,15.2847682108699,102.6252061378,34.3847345320299,27.85885508669,15019.8419472001,7.0907738094,64.09730754629,121.477669992999
350012,HANDSWORTH,ATTERCLIFFE,Sheffield,12211,11272.294966561862,216.6078435115099,494.155995771949,184.3398007435299,43.6013934679899,132.68813186454,43.69671202026,35.07205160692,35.37023809186,247.328862188369,123.1525588692,18.6823870586699,74.77289758364,36.34734868836,60.5972797812499,9.27628063123,78.11889164269,30.21692308007,13.3844703879199,11129.0622839238,0,35.75726932202,107.47541331604
350015,ST. MARK MOSBROUGH,ATTERCLIFFE,Sheffield,10204,9863.20260855679,63.1767482934999,121.0766002834,114.59751880110001,41.946524064,0.99999999801,41.99999999972,25.45043262182,21.79665687277,30.82951079108,24.7669465965299,9.85440612621,28.55539557076,33.70881226133,19.59125737077,11.17376863491,50.12368053409,14.94652406428,26.99999999972,9761.27524450689,0.99999999876,14.6982609316,86.2291031195399
350016,SHEFFIELD MANOR,ATTERCLIFFE,Sheffield,14520,11467.69336629299,968.89324045017,1113.225075106989,554.5553582502879,415.63295981973,28.9367235481599,155.21021895972,178.45249293833,247.596841775569,503.02879788521,582.25885115507,87.4799578625699,299.15443143253,113.080326571349,71.3515446878999,64.61770396278,305.505783028259,300.37278798418,115.26017183555,10873.2694406737,21.95088851944,54.04242101523,518.43061608462
350020,"ST. CATHERINE RICHMOND, SHEFFIELD",ATTERCLIFFE,Sheffield,10575,9854.993269847908,320.190776849418,141.98571781271968,217.37149188048983,40.4587435463899,21.80952381234,35.3601274106699,16.1125637730599,39.4696590104,29.2338438062499,148.440696055199,34.31761293645,137.432467857769,28.4247511886099,44.20473721332,11.9726937241799,132.76930975438,13.68952735515,26.7692161912399,9707.4794642812,1.63763066281,24.5841133469299,121.29206155697
350021,"ST. JOHN, SHEFFIELD",ATTERCLIFFE,Sheffield,7486,5671.966519719628,554.403364835179,623.1431654447288,341.45289908932,295.034050839909,15.79203742832,110.998615467389,93.0996843679199,95.6008293675199,307.65199881358,251.01406404197,77.44519544207,225.944105351139,64.88879259269,46.72714344827,46.25573978443,183.58122326393,222.925011641479,72.10903919843,5291.9612931595,5.92014477375,32.30424157122,341.780840215159
