pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01007603,1556,739,817,83,122,89,149,178,435,329,171
E01007604,1364,666,698,53,92,74,153,139,367,310,176
E01007605,1479,725,754,57,68,95,150,129,383,384,213
E01007606,1979,953,1026,121,152,142,232,207,531,408,186
E01007607,1521,764,757,86,159,119,175,203,399,251,129
E01007611,1295,617,678,65,77,70,137,118,317,337,174
E01007612,1311,613,698,24,87,64,91,108,341,333,263
E01007613,1644,821,823,64,101,102,137,162,480,411,187
E01007614,1414,684,730,59,118,75,116,152,390,314,190
E01007615,1294,580,714,59,91,69,117,113,284,286,275
E01007616,1150,520,630,40,75,59,66,93,265,310,242
E01007617,1492,733,759,55,124,89,113,152,389,354,216
E01007618,1136,557,579,57,87,80,126,124,293,259,110
E01007619,1820,892,928,73,169,139,159,179,564,327,210
E01007620,1567,747,820,48,92,90,146,165,475,352,199
E01007621,1333,648,685,80,95,105,184,174,413,203,79
E01007622,1456,665,791,66,82,114,103,139,374,401,177
E01007623,1197,588,609,57,93,74,112,112,284,303,162
E01007624,1816,905,911,93,138,167,238,185,579,284,132
E01007625,1426,720,706,46,98,108,137,122,431,307,177
E01007626,1462,754,708,95,120,92,196,165,414,250,130
E01007627,1759,827,932,117,200,139,228,220,399,315,141
E01007628,1519,750,769,145,154,131,249,214,358,188,80
E01007629,1655,819,836,127,221,155,239,186,359,278,90
E01007630,1313,623,690,35,82,82,96,78,342,324,274
E01007631,1136,545,591,37,56,58,76,82,295,340,192
E01007632,1618,774,844,123,192,126,221,198,462,219,77
E01007633,1365,682,683,72,159,150,183,216,339,175,71
E01007634,1708,842,866,139,215,144,251,240,387,252,80
E01007635,1798,853,945,121,192,130,241,238,366,319,191
E01007636,1527,715,812,116,149,117,215,166,396,251,117
E01007637,1578,742,836,73,122,92,185,188,395,286,237
E01007638,1569,763,806,86,130,119,204,197,425,254,154
E01007639,2071,1063,1008,98,152,120,234,286,574,370,237
E01007640,1580,778,802,48,82,85,175,127,458,392,213
E01007641,1510,743,767,81,121,117,194,180,415,295,107
E01007642,1597,789,808,91,168,154,188,266,391,243,96
E01007643,1805,896,909,134,236,173,268,283,451,151,109
E01007644,1760,874,886,126,159,98,307,288,445,249,88
E01007645,2922,1622,1300,167,247,208,809,535,639,250,67
E01007646,1615,912,703,54,67,98,269,298,458,239,132
E01007647,1619,775,844,66,94,73,207,254,470,290,165
E01007648,2255,1400,855,121,121,85,493,502,623,245,65
E01007649,1462,760,702,73,127,91,200,250,397,236,88
E01007650,1617,808,809,63,87,57,205,199,432,354,220
E01007651,1939,936,1003,117,257,166,336,299,513,188,63
E01007652,2115,1024,1091,195,262,176,298,309,493,274,108
E01007653,1653,888,765,98,198,92,245,296,404,220,100
E01007654,1656,825,831,92,147,107,282,312,421,202,93
E01007655,2443,1371,1072,129,167,120,561,608,599,175,84
E01007656,1721,858,863,107,183,130,213,257,425,263,143
E01007657,1425,692,733,59,110,87,177,139,383,305,165
E01007658,1432,709,723,54,125,109,138,173,437,263,133
E01007659,1096,531,565,50,89,68,133,97,287,255,117
E01007660,1167,572,595,48,47,69,133,93,324,303,150
E01007661,1389,644,745,66,94,99,175,130,366,291,168
E01007662,1074,520,554,67,91,81,132,119,274,177,133
E01007663,1485,722,763,63,103,83,127,136,357,377,239
E01007664,1827,888,939,56,113,113,168,139,473,437,328
E01007665,3596,1796,1800,310,375,197,531,721,910,322,230
E01007666,1285,617,668,43,88,56,118,118,342,369,151
E01007667,1414,701,713,76,167,100,181,170,423,190,107
E01007668,1660,807,853,110,196,113,220,241,380,255,145
E01007669,1474,723,751,61,104,112,149,146,354,308,240
E01007670,1449,702,747,73,104,86,134,142,387,359,164
E01007671,1967,964,1003,119,166,163,272,254,576,295,122
E01007672,1420,699,721,97,113,85,145,186,377,293,124
E01007673,1519,756,763,118,155,119,189,181,366,267,124
E01007674,2093,1039,1054,141,209,132,180,348,565,351,167
E01007675,1922,944,978,105,181,181,287,270,487,274,137
E01007676,1570,740,830,114,80,92,220,184,395,298,187
E01007677,1781,886,895,128,192,184,321,180,413,214,149
E01007678,1615,793,822,61,125,101,172,172,394,336,254
E01007679,2060,1042,1018,93,199,186,307,257,531,257,230
E01007680,2018,1021,997,123,178,176,430,253,510,216,132
E01007681,1206,606,600,37,80,75,97,96,299,312,210
E01007682,1373,681,692,73,126,100,149,203,369,255,98
E01007683,1347,663,684,54,69,90,135,139,350,358,152
E01007684,1805,877,928,103,150,158,241,271,536,235,111
E01007685,1243,605,638,51,80,70,159,156,363,227,137
E01007686,1348,642,706,49,79,51,118,89,280,333,349
E01007687,1446,701,745,59,113,103,152,139,366,317,197
E01007688,1419,656,763,41,101,102,126,117,370,307,255
E01007689,1469,717,752,40,117,100,166,170,424,288,164
E01007690,1631,801,830,42,90,108,169,120,430,382,290
E01007691,2018,1014,1004,95,150,127,200,183,575,437,251
E01007692,1375,661,714,54,68,86,118,149,395,365,140
E01007693,3960,1953,2007,270,511,341,582,769,1047,339,101
E01007694,1807,890,917,137,188,132,249,274,431,285,111
E01007695,2721,1343,1378,168,265,279,340,358,811,348,152
E01007696,1378,655,723,33,78,69,130,111,446,320,191
E01007697,1619,812,807,111,154,115,239,206,362,264,168
E01007698,1455,722,733,63,96,71,179,188,403,312,143
E01007699,2437,1220,1217,204,228,182,372,467,622,270,92
E01007700,2011,967,1044,116,176,153,301,280,617,225,143
E01007701,1590,781,809,93,138,105,239,214,419,244,138
E01007702,1782,892,890,151,209,138,286,274,414,224,86
E01007703,1159,550,609,70,92,69,129,154,307,177,161
E01007704,1504,748,756,101,82,93,204,230,399,252,143
E01007705,1489,715,774,73,112,107,206,141,427,250,173
E01007706,1362,660,702,68,116,91,194,167,372,283,71
E01007707,1428,728,700,52,85,85,165,146,390,318,187
E01007708,1690,800,890,114,141,141,220,183,473,266,152
E01007709,1442,681,761,57,140,93,149,153,401,259,190
E01007710,1547,744,803,86,109,94,152,168,420,275,243
E01007711,1704,841,863,95,136,128,207,158,424,323,233
E01007712,1990,979,1011,143,178,130,255,272,510,335,167
