house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00001154,120,7,11,32,36,7,16,11
E00001155,115,17,21,26,23,1,19,8
E00001156,107,25,24,17,14,12,11,4
E00001157,152,13,21,47,31,2,32,6
E00001158,152,11,31,20,27,19,33,11
E00001159,129,20,25,13,16,17,32,6
E00001160,155,10,36,28,24,5,46,6
E00001161,150,14,31,26,20,12,40,7
E00001162,125,9,49,15,11,18,20,3
E00001163,127,13,19,21,31,6,26,11
E00001164,128,1,62,30,11,6,16,2
E00001165,130,9,26,30,22,8,28,7
E00001166,166,9,37,36,27,10,39,8
E00001167,109,9,13,32,27,4,18,6
E00001168,116,9,13,17,40,6,23,8
E00001169,136,13,22,26,42,10,18,5
E00001170,128,24,11,12,27,19,25,10
E00001171,133,21,31,22,25,9,16,9
E00001172,121,6,14,32,49,6,10,4
E00001173,134,15,13,30,45,6,24,1
E00001174,203,22,42,46,30,4,55,4
E00001175,133,19,20,29,46,1,14,4
E00001176,150,19,46,25,24,4,31,1
E00001177,149,18,11,34,25,7,47,7
E00001178,136,11,17,23,35,13,29,8
E00001179,141,14,22,31,31,9,21,13
E00001180,107,5,36,20,25,5,11,5
E00001181,159,15,14,46,43,9,22,10
E00001182,118,11,20,23,29,5,24,6
E00001183,134,6,5,56,45,2,8,12
E00001184,168,1,61,34,31,10,25,6
E00001185,146,12,25,32,28,8,31,10
E00001186,114,15,9,41,30,4,8,7
E00001187,143,11,13,39,33,5,31,11
E00001188,124,11,34,33,19,6,16,5
E00001189,132,12,20,32,20,9,29,10
E00001191,147,13,22,35,24,5,41,7
E00001192,141,39,19,40,19,3,19,2
E00001193,149,8,19,43,45,4,24,6
E00001194,159,35,51,25,14,8,20,6
E00001195,112,12,11,34,25,9,17,4
E00001196,138,12,27,26,28,8,30,7
E00001197,117,12,23,30,22,1,25,4
E00001198,127,39,21,24,17,4,20,2
E00001199,106,4,26,19,10,8,33,6
E00001200,117,12,8,30,46,3,16,2
E00001201,110,9,7,28,47,4,11,4
E00001202,120,6,21,31,28,4,23,7
E00001203,116,5,50,25,19,2,15,0
E00001204,135,12,38,31,25,8,19,2
E00001205,157,16,56,24,26,2,31,2
E00001209,130,25,10,45,38,3,6,3
E00001210,133,10,23,36,37,12,9,6
E00001211,221,36,65,42,35,14,28,1
E00001213,120,14,21,49,25,4,6,1
E00001214,131,49,27,23,20,4,6,2
E00001215,131,31,21,42,22,4,7,4
E00001216,129,21,31,46,21,1,6,3
E00001217,126,9,25,44,31,5,11,1
E00001218,108,13,9,45,32,2,6,1
E00001219,117,12,16,34,30,9,14,2
E00001220,158,16,32,45,33,13,17,2
E00001221,111,18,5,35,37,4,9,3
E00001222,124,11,21,31,43,8,9,1
E00001223,152,15,33,46,33,8,11,6
E00001224,125,11,31,30,34,9,8,2
E00001225,127,15,7,60,27,4,7,7
E00001226,118,10,16,32,39,10,8,3
E00001227,127,14,17,39,37,4,11,5
E00001228,133,13,25,41,43,5,5,1
E00001229,129,12,15,41,50,4,4,3
E00001230,152,27,31,36,35,6,13,4
E00001231,128,13,54,24,16,12,7,2
E00001232,98,8,47,16,8,11,6,2
E00001233,144,16,18,44,51,5,9,1
E00001234,112,17,20,29,27,7,8,4
E00001236,135,25,29,34,31,5,11,0
E00001237,109,10,8,46,31,1,9,4
E00001242,121,11,26,32,34,5,10,3
E00001255,133,13,13,42,34,6,15,10
E00001256,123,9,12,25,34,14,23,6
E00001257,127,9,4,52,47,3,5,7
E00001258,130,5,25,41,34,9,10,6
E00001259,114,8,20,31,26,13,10,6
E00001260,146,10,17,20,31,40,20,8
E00001261,135,14,31,35,32,10,11,2
E00001262,131,12,6,44,42,4,12,11
E00001263,158,14,16,70,29,4,20,5
E00001265,138,24,28,37,30,11,5,3
E00001266,136,66,13,28,16,3,8,2
E00001267,125,28,21,34,24,8,7,3
E00001268,134,17,21,41,29,10,12,4
E00001269,125,9,32,33,33,5,8,5
E00001270,138,10,30,26,21,12,36,3
E00001271,166,16,15,53,38,13,25,6
E00001272,114,13,27,14,21,20,13,6
E00001273,139,8,10,38,43,10,18,12
E00001274,141,10,24,36,35,7,22,7
E00001275,148,25,30,36,23,11,17,6
E00001276,130,22,10,45,36,2,12,3
E00001277,119,8,15,39,33,6,14,4
E00001278,117,11,17,21,31,11,18,8
E00001279,108,3,14,11,22,31,21,6
E00001280,129,32,12,25,21,14,17,8
E00001281,219,50,24,42,33,18,47,5
E00001282,121,17,17,31,27,5,14,10
E00001283,167,11,33,38,46,14,18,7
E00001284,122,6,17,47,26,12,11,3
E00001285,122,14,7,39,33,8,15,6
E00001286,137,17,17,36,20,12,32,3
E00001288,222,9,60,50,57,15,20,11
E00001289,125,9,15,44,28,5,15,9
E00001290,127,14,16,32,29,11,17,8
E00001291,229,35,42,58,47,15,18,14
E00001292,110,12,18,27,31,6,11,5
E00001293,139,8,19,38,33,12,22,7
E00001294,143,14,23,25,32,23,17,9
E00001295,143,43,23,41,26,0,9,1
E00001296,129,17,7,51,35,5,7,7
E00001297,113,10,4,29,51,3,13,3
