pop..lsoa_id,pop..proportion_of_lsoa_within_co_m_boundary,pop..total_persons,pop..male_persons,pop..female_persons,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01012707,1.0538310582441699E-2,1210,582,628,75,91,61,175,144,353,213,98
E01012720,1.00000000000003,1688,797,891,132,241,177,253,192,408,200,85
E01012721,0.98139024032859901,1759,872,887,119,187,169,292,224,482,214,72
E01012722,0.14144104472772001,1239,615,624,59,79,63,242,185,352,184,75
E01012723,6.1369136132182998E-2,1398,665,733,85,103,77,194,157,383,271,128
E01012724,0.95398507397504295,1448,786,662,76,174,127,209,151,380,265,66
E01025568,0.29268171995497599,1925,905,1020,108,138,110,222,217,520,346,264
