house..sa_id,house..total_households,house..one_person_household,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
A197021002,93,13,14,53,5,7,1
A197021003,96,23,13,31,14,9,6
A197021004,148,39,22,51,27,4,5
A197021005,128,22,30,42,13,14,7
A197021006,73,7,10,39,10,5,2
A197021007,106,12,11,47,17,10,9
A197022001/197022006,109,29,14,32,21,9,4
A197022002,72,13,11,30,16,1,1
A197022003,81,14,7,38,13,6,3
A197022004,118,27,17,54,14,3,3
A197022005,117,23,21,49,13,7,4
A197022007,139,19,22,62,20,10,6
A197022008,97,15,11,48,10,10,3
A197022009,90,17,30,31,6,2,4
A197022010,93,15,18,39,11,3,7
A197022011,84,15,18,30,19,1,1
A197023001,81,22,13,28,11,5,2
A197024001,66,17,16,25,5,3,0
A197024002,64,17,21,19,7,0,0
A197025001,76,17,20,24,11,3,1
A197025002,70,19,18,17,10,5,1
A197027001,35,16,6,8,1,4,0
A197027002,114,48,18,24,20,0,4
A197029001,51,8,8,21,4,5,5
A197031001,99,52,17,17,4,6,3
A197031002,99,58,16,15,6,4,0
A197031003,52,17,13,18,1,0,3
A197032001,54,15,19,15,2,2,1
A197032002,105,30,22,36,9,5,3
A197032003,115,44,24,29,9,8,1
A197032004,71,30,14,14,9,3,1
A197032005,74,17,17,30,4,3,3
A197032006,52,11,15,16,6,4,0
A197032007,90,26,19,33,6,5,1
A197032008/197032009,59,15,11,24,2,2,5
A197032010,93,36,19,21,14,2,1
A197032011,52,18,12,17,2,1,2
A197032012,96,18,22,44,7,1,4
A197032013,83,13,16,38,9,5,2
A197032014,65,12,13,31,7,2,0
A197032015,103,35,20,27,18,2,1
A197032016,66,17,25,16,5,2,1
A197034001,90,25,18,30,12,3,2
A197036001,56,16,10,20,7,1,2
A197037001,53,11,11,22,5,1,3
A197037002,51,14,17,15,1,2,2
A197039001,81,23,21,25,6,5,1
A197039002,59,17,15,20,5,1,1
A197040001,79,28,25,21,2,2,1
A197040002,79,9,20,35,8,1,6
A197040003,101,31,22,35,4,5,4
A197040004,72,17,17,25,9,2,2
A197040005,98,25,29,33,6,4,1
A197040006,105,29,25,32,12,6,1
A197041001,101,41,18,19,14,7,2
A197041002,70,23,18,17,9,2,1
A197042001,55,26,7,15,4,2,1
A197043001,57,14,18,17,4,3,1
A197043002,65,17,10,24,12,2,0
A197043003,43,24,7,7,3,1,1
A197046001,85,18,12,36,8,4,7
A197047001,86,15,17,36,11,3,4
A197048001,57,10,12,25,5,3,2
A197049001,84,14,16,48,2,3,1
A197049002,82,10,16,47,5,0,4
A197050001,86,17,20,37,6,2,4
A197052001/197052002,85,16,17,44,3,2,3
A197052003,93,18,21,40,10,1,3
A197052004,75,17,15,28,11,1,3
A197052005,69,22,20,14,7,0,6
A197052006,50,16,7,16,9,2,0
A197053001,76,21,18,18,10,7,2
A197053002,104,26,24,31,15,7,1
A197055001,69,16,16,31,4,2,0
A197058001,61,16,15,25,4,1,0
A197059001,94,24,19,34,13,3,1
A197059002,88,30,16,22,10,2,8
A197059003,50,22,7,7,6,7,1
A197059004,57,35,13,3,1,4,1
A197060001,76,29,22,17,5,2,1
A197061001,72,19,11,26,11,3,2
A197061002,136,28,26,59,13,3,7
A197062001,123,31,28,39,14,2,9
A197062002,72,10,17,30,8,3,4
A197062003,73,21,17,20,11,4,0
A197062004,58,14,11,28,3,1,1
A197062005,62,15,17,18,8,2,2
A197063001,88,17,13,42,8,3,5
A197063002,49,14,13,19,3,0,0
A197063003,60,19,17,21,2,1,0
A197064001/197064002,127,33,35,40,11,4,4
A197064003,105,31,23,31,16,2,2
A197065001,68,18,14,21,10,2,3
A197065002,88,28,15,26,10,5,4
A197066001,70,21,16,19,11,2,1
A197066002,34,18,6,7,3,0,0
A197067001,82,16,23,28,8,4,3
A197067002,77,21,12,32,4,4,4
A197069001,53,10,11,24,5,2,1
A197070001,69,23,15,22,4,1,4
A197071001,71,18,18,23,6,3,3
A197071002,68,15,6,39,6,1,1
A197071003,89,14,15,50,6,2,2
A197072001,75,10,28,31,3,1,2
A197072002,90,11,16,50,11,2,0
A197073001,58,10,20,24,3,1,0
A197074001,138,28,26,60,11,7,6
A197075001,78,19,22,28,5,1,3
A197076001,71,18,17,27,7,1,1
A197077001,71,12,22,27,7,1,2
A197078001/197078002,49,13,16,13,5,1,1
A197079001,67,22,17,19,4,2,3
A197079002,56,12,13,20,7,4,0
A197083001,116,28,26,51,6,1,4
A197084001/197089001,93,28,18,31,8,4,4
A197086001,54,13,14,22,3,2,0
A197088001,53,16,9,16,5,4,3
A197088002,101,43,11,24,17,5,1
A197088003,76,34,9,23,9,1,0
A197088004,65,19,9,24,7,4,2
A197091001,38,13,10,11,1,2,1
A197091002,71,29,14,25,1,1,1
A197091003,59,16,11,23,6,2,1
A197091004,60,16,10,22,6,4,2
A197092001,72,29,10,19,13,1,0
A197092002,68,17,14,26,4,6,1
A197093001,81,17,19,34,7,3,1
A197093002,65,14,14,19,11,5,2
A197095001,124,29,33,48,10,4,0
A197095002,110,28,24,38,15,4,1
A197096001,47,13,9,18,7,0,0
A197096002,80,16,16,37,5,3,3
A197096003,67,17,19,25,3,2,1
A197096004,74,14,15,37,6,0,2
A197097001,68,21,16,18,10,3,0
A197097002,45,8,15,13,6,3,0
A197097003,76,15,22,28,5,3,3
A197097004,127,21,31,51,17,4,3
A197097005,62,24,13,18,4,1,2
A197097006,112,26,16,56,7,4,3
A197097007,78,21,19,17,4,11,6
A197097008,52,13,12,22,4,1,0
A197097009,49,14,13,16,5,1,0
A197097010,51,12,14,16,6,2,1
A197097011,72,23,14,27,7,1,0
A197097012,81,26,13,33,5,2,2
A197097013,93,22,14,43,7,3,4
A197097014,78,24,13,25,8,5,3
A197097015,40,10,5,15,5,2,3
A197097016,120,28,26,50,11,4,1
A197097017,67,19,15,24,4,3,2
A197097018,89,16,21,43,5,1,3
A197098001,89,16,18,39,7,2,7
A197098002,123,21,30,52,12,5,3
A197098003,102,17,24,52,5,3,1
A197098004,105,9,20,61,8,2,5
A197098005,103,13,33,44,5,6,2
A197098006,87,17,27,32,3,5,3
A197098007,75,17,21,29,8,0,0
A197098008,49,16,13,14,4,1,1
A197098009,75,27,14,24,4,4,2
A197099001,84,17,19,33,13,1,1
A197100001,77,26,12,25,10,1,3
A197101001,56,19,7,12,11,3,4
A197101002,115,22,16,62,7,3,5
A197102001,116,26,22,55,6,5,2
A197102002,86,27,14,26,12,5,2
A197103001,67,22,10,20,6,5,4
A197103002,66,18,11,26,7,3,1
A197103003,63,13,22,22,3,0,3
A197103004,92,21,23,33,10,3,2
A197103005,82,35,13,14,14,2,4
A197103006,54,17,10,13,7,4,3
A197106001,81,17,26,25,7,3,3
A197106002,67,18,21,20,6,1,1
A197106003,92,12,20,46,8,4,2
A197106004,76,22,22,25,3,4,0
A197108001,69,19,11,31,4,1,3
A197108002,74,20,13,31,6,3,1
A197109001,76,18,15,31,7,3,2
A197110001,53,11,18,17,4,1,2
A197111001,87,15,30,34,5,1,2
A207004001,73,17,17,31,4,3,1
A207004002,116,27,18,46,14,10,1
A207005001/207005002,66,11,12,29,4,4,6
A207007001,79,14,9,41,8,6,1
A207007002,129,28,25,54,17,2,3
A207008001,78,19,17,32,3,4,3
A207008002,131,22,26,66,5,7,5
A207009001,61,15,7,29,5,3,2
A207009002,111,28,22,46,10,3,2
A207009003,127,28,24,51,12,6,6
A207009004,84,24,17,30,7,5,1
A207009005,60,16,5,23,11,1,4
A207009006,102,17,17,54,8,4,2
A207009007,109,40,26,27,8,6,2
A207009008,93,43,17,13,12,5,3
A207009009,89,45,12,20,5,6,1
A207009010,78,31,16,21,6,2,2
A207010001,50,23,7,10,4,4,2
A207010002,66,29,10,13,7,5,2
A207011001,97,48,16,16,8,6,3
A207011002,62,15,15,25,5,0,2
A207012001,62,18,6,27,3,4,4
A207012002,74,25,16,24,4,3,2
A207012003,70,17,11,27,9,3,3
A207012004,77,12,15,36,4,3,7
A207012005/207012007,105,32,15,42,10,4,2
A207012006,100,23,29,29,14,2,3
A207013001,53,19,10,8,9,5,2
A207017001,53,15,13,19,3,2,1
A207019001,57,14,16,23,3,0,1
A207019002,98,16,35,36,8,3,0
A207019003,84,13,10,48,7,4,2
A207019004,67,6,9,41,5,1,5
A207019005,51,16,11,13,8,2,1
A207019006,50,10,12,25,1,1,1
A207019007,109,27,24,42,10,4,2
A207019008,71,24,17,22,7,1,0
A207020001,80,28,20,22,8,2,0
A207020002,116,28,18,52,8,7,3
A207020003,90,22,19,35,11,3,0
A207021001,94,26,21,36,9,1,1
A207021002,75,23,15,29,5,2,1
A207026001,67,24,9,20,6,7,1
A207026002/207026005,113,26,22,50,6,4,5
A207026003,115,23,22,46,20,3,1
A207026004,73,9,15,38,8,1,2
A207026006,68,11,22,23,8,1,3
A207027001/207027003/207027004,88,37,20,17,10,2,2
A207027002,127,28,22,55,15,6,1
A207027005,98,28,8,33,26,2,1
A207029002,82,53,11,9,6,3,0
A207030001,71,18,21,26,3,2,1
A207030002,75,23,17,12,16,6,1
A207030003,61,32,16,5,4,4,0
A207030004,101,50,15,21,9,6,0
A207030005,90,19,16,42,6,6,1
A207030006,67,13,12,37,5,0,0
A207030007,65,20,11,20,12,1,1
A207030008,66,20,9,27,7,2,1
A207030009,81,22,18,33,1,5,2
A207030010,69,19,16,21,9,3,1
A207030011/207030012,65,17,14,16,10,4,4
A207030013,60,25,15,11,5,2,2
A207030014,104,35,20,29,13,4,3
A207031002,63,14,17,25,3,4,0
A207032001,59,23,16,19,1,0,0
A207032003,46,12,11,16,4,3,0
A207033002,66,27,8,19,9,3,0
A207033003,51,12,8,18,8,2,3
A207037001,78,21,15,25,3,11,3
A207037002,78,10,26,35,5,1,1
A207037003,70,14,14,32,6,3,1
A207038001/207038005,62,14,17,20,4,5,2
A207038002,72,19,21,23,4,1,4
A207038003,90,16,23,37,7,4,3
A207038004,93,22,19,40,9,2,1
A207038006,107,21,25,52,5,3,1
A207038007,115,18,29,50,10,5,3
A207038008,65,16,13,26,8,1,1
A207039001,86,31,18,30,4,2,1
A207040001,63,17,12,29,3,1,1
A207040002,24,6,7,9,1,0,1
A207041001,60,16,18,19,4,1,2
A207041002,75,13,19,31,6,4,2
A207044001,71,15,18,31,6,1,0
A207048001,105,26,17,33,21,2,6
A207049001,66,16,14,23,8,3,2
A207049002,48,10,3,24,6,3,2
A207050001/207050002,59,15,10,18,10,3,3
A207050003,68,17,11,32,6,2,0
A207050004,97,18,25,46,6,2,0
A207050005,99,15,16,47,18,2,1
A207050006,108,19,19,49,18,2,1
A207050007,61,16,11,21,10,2,1
A207050008,63,29,9,11,12,1,1
A207050009,62,17,7,21,15,2,0
A207050010,50,16,11,19,1,3,0
A207052001,70,19,18,25,5,2,1
A207052002,65,20,23,17,2,2,1
A207053001,69,19,12,25,10,3,0
A207053002,67,20,13,25,7,2,0
A207055001,68,17,11,29,6,2,3
A207055002,83,20,23,27,11,1,1
A207055003,103,35,13,35,13,5,2
A207055004/207055008,113,26,41,34,11,1,0
A207055005,76,22,19,22,7,3,3
A207055006,96,16,27,41,6,3,3
A207055007,74,29,18,16,8,2,1
A207055009,84,18,31,24,9,0,2
A207055010,100,17,25,45,8,1,4
A207055011,76,22,22,27,3,1,1
A207055012,102,31,20,36,10,3,2
A207055013,112,24,38,34,9,6,1
A207055014,119,29,32,43,5,6,4
A207055015,109,32,22,38,10,6,1
A207055016,66,12,12,34,5,2,1
A207056001,77,19,17,27,7,6,1
A207056002,97,13,34,38,6,4,2
A207058001,89,41,12,18,11,5,2
A207058002,81,25,15,28,10,3,0
A207059001,93,26,23,21,17,3,3
A207059002,55,13,15,18,4,1,4
A207059003,63,10,13,28,7,4,1
A207060001,50,17,10,14,4,3,2
A207060002,83,19,19,34,9,0,2
A207060003,74,21,18,28,3,2,2
A207060004,114,45,17,35,12,4,1
A207060005,109,30,29,37,7,2,4
A207060006,64,16,12,23,8,3,2
A207060007,76,36,15,13,9,1,2
A207061001/207061003,64,19,17,21,3,2,2
A207061002,60,27,17,10,4,2,0
A207061004,60,14,16,21,4,1,4
A207061005,97,38,22,19,13,5,0
A207064001,29,10,13,3,1,1,1
A207066001,89,24,22,35,4,2,2
A207066002,76,25,12,26,9,3,1
A207066003,80,17,20,32,6,1,4
A207067001,93,23,22,37,6,0,5
A207068001,76,10,20,37,2,4,3
A207069001,90,21,26,30,4,6,3
A207071001,82,18,26,28,6,1,3
A207071002,71,8,11,40,8,0,4
A207071003,131,33,22,48,16,9,3
A207071004/207071026,83,18,28,31,4,2,0
A207071005,83,23,18,29,6,4,3
A207071006,55,25,10,17,2,1,0
A207071007,70,15,24,29,1,1,0
A207071008,53,15,10,19,5,2,2
A207071009,59,18,14,21,2,1,3
A207071010,75,13,21,28,5,6,2
A207071011,67,24,12,12,4,14,1
A207071012,85,38,17,17,7,3,3
A207071013,80,14,29,26,4,4,3
A207071014,87,28,17,30,5,6,1
A207071015,97,25,21,37,10,3,1
A207071016,96,19,31,32,7,4,3
A207071017,120,21,13,70,7,8,1
A207071018,70,14,17,22,10,7,0
A207071019,91,23,14,42,5,7,0
A207071020,88,16,30,28,6,5,3
A207071021,113,17,34,52,5,2,3
A207071022,84,20,39,18,4,3,0
A207071023,138,31,18,62,11,11,5
A207071024,94,14,20,34,18,3,5
A207071025,76,23,19,15,2,16,1
A207071027,88,22,15,34,15,2,0
A207071028,76,21,17,32,3,1,2
A207071029,65,15,16,21,8,1,4
A207071030,64,18,9,28,6,1,2
A207071031,63,11,14,28,7,3,0
A207071032,58,13,7,26,7,3,2
A207071033,131,32,22,56,16,3,2
A207071034,82,19,9,35,8,7,4
A207073001,88,19,19,35,12,1,2
A207076001,68,9,9,24,24,1,1
A207080001,71,17,11,24,11,6,2
A207081001,96,25,16,34,14,4,3
A207081002,71,16,14,35,4,2,0
A207081003,80,17,20,35,6,1,1
A207081004,48,16,6,17,6,1,2
A207081005,59,12,18,22,5,0,2
A207081006,83,22,23,21,9,5,3
A207081007,120,33,18,26,29,7,7
A207081008,77,23,14,25,9,5,1
A207081009,104,73,9,8,4,10,0
A207081010,92,33,12,22,14,8,3
A207081011/207081020,100,47,19,14,15,5,0
A207081012,93,20,16,36,11,7,3
A207081013,57,17,14,14,1,9,2
A207081014,100,34,22,19,13,8,4
A207081015,57,37,10,1,2,7,0
A207081016,97,34,12,22,18,9,2
A207081017,90,28,29,18,4,8,3
A207081018,99,37,19,13,12,16,2
A207081019,126,41,26,42,10,5,2
A207081021,99,30,29,26,9,2,3
A207081022,75,8,11,46,8,1,1
A207081023,68,18,26,17,5,1,1
A207081024,107,11,31,52,11,1,1
A207081025,75,19,19,22,11,3,1
A207082001,75,42,9,3,5,16,0
A207082002,72,34,10,4,3,18,3
A207082003,108,25,6,24,42,2,9
A207082004,90,14,15,46,3,8,4
A207082005/207082006,72,15,11,33,4,6,3
A207082007,53,21,15,2,1,14,0
A207082008,107,32,18,28,17,9,3
A207082009,107,26,25,31,14,8,3
A207082010,87,22,12,32,13,6,2
A207082011,64,22,16,13,6,4,3
A207082012,105,25,28,30,16,6,0
A207082013,120,28,11,49,23,7,2
A207082014,130,46,24,34,17,7,2
A207082015,110,66,13,8,6,14,3
A207082016,89,18,19,35,12,2,3
A207082017,120,22,25,59,10,1,3
A207082018,110,33,17,42,7,7,4
A207082019,83,19,22,33,4,3,2
A207082020,89,25,22,35,4,2,1
A207082021,85,18,14,43,6,3,1
A207082022,72,11,16,32,9,2,2
A207082023,86,27,9,26,16,6,2
A237007001,101,38,29,20,10,4,0
A237018001,73,29,18,17,5,3,1
A237040001,100,35,17,24,14,8,2
A237048001,58,14,14,24,3,1,2
A237090001,59,16,6,28,4,0,5
A237090002,107,24,23,42,11,4,3
A237098001,89,13,16,39,8,10,3
