ethn..parish_code,ethn..parish_legal_name,ethn..deanery_name,ethn..diocese_name,ethn..population,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity,ethn..ethnicity_asian_bangladeshi,ethn..ethnicity_asian_chinese,ethn..ethnicity_asian_indian,ethn..ethnicity_asian_other,ethn..ethnicity_asian_pakistani,ethn..ethnicity_back_african,ethn..ethnicity_black_british,ethn..ethnicity_black_caribbean,ethn..ethnicity_mixed_other,ethn..ethnicity_mixed_white_asian,ethn..ethnicity_mixed_white_black_african,ethn..ethnicity_mixed_white_black_caribbean,ethn..ethnicity_other_arab,ethn..ethnicity_other_other,ethn..ethnicity_white_british,ethn..ethnicity_white_gypsy_or_irish_traveller,ethn..ethnicity_white_irish,ethn..ethnicity_white_other
530001,ST. MARY THE VIRGIN AND ST. PAUL BLACKBURN,Cathedral,Blackburn,396,251.59988421359998,12.4689904545,109.3056562379298,8.86989088856,13.755578220979999,3.79288794947999,5.60101257137,50.0002249992499,17.12543247944,32.7860982383899,9.72986460356,0.92102109736,1.81810475358,1.34238904469,3.37134110594,0.48441926349,3.67174147444,0.98425778289,12.77132043809,223.476301571,0.0805687205,4.15048068106,23.89253324104
530003,CHRIST CHURCH ACCRINGTON,ACCRINGTON,Blackburn,3407,3104.2690640930596,7.97102772906,246.44587007571891,38.12290300824999,10.19113508500999,21.9524431206,14.2905104108299,7.14242117007999,17.93554081066,185.124954563549,5.03006831888,1.94095940879,1.00000000139,5.94369913762999,16.64469260706,0.08910891081,15.44540235275,2.00000000069999,8.19113508431,2980.42000216699,2.08910891148,20.9785510860499,100.78140192854
530007,ACCRINGTON ST. JOHN WITH HUNCOAT ST. AUGUSTINE,ACCRINGTON,Blackburn,9096,8504.14725387707,12.14948508405,480.50898729833983,94.18946612126,5.00480769403,22.5791397799399,13.82913451833,10.99169849201,40.0892193655499,393.01979514251,7.25165562927,0.318021201,4.57980825378,16.39362782714,50.828372892270004,9.99999999684999,16.967465405,2.00000000144,3.00480769259,8268.196116989,4.39362783227999,63.17516464947,168.38234440632
530011,ALTHAM,ACCRINGTON,Blackburn,1200,1114.6320350189599,0,75.27109050075998,5.02973977087,5.06713469781,1.99999999997,9.99999999984999,6.02973977599999,2.03229149096,55.20905923398,0,0,0,1.01486988646,1.01486988646,0,2.99999999795,5.01742160378,0.04971309403,1090.854167952,2.17088607581,7.52752811723999,14.0794528739099
530012,ST. JOHN BAXENDEN,ACCRINGTON,Blackburn,3187,3112.18487212136,2.91089108928,48.03394422670999,20.979243334629977,2.89104924154,3.6789297655,5.9904761889,2.00000000056,2.83062353107999,33.53391474067,0.91089108828,0,2.000000001,2.91699271838999,8.82178217947,0.91089108828,8.32957734848999,0.22641509436,2.66463414718,3079.12058536049,1.91089108818,13.3275551671799,17.82584050551
530014,ALL SAINTS CLAYTON LE MOORS,ACCRINGTON,Blackburn,8354,8109.218337007079,5.99999999952999,173.8339278354499,50.0000000011199,14.94773518883999,12.9999999988899,40.0103448257,25.03103448466,14.94354050135,80.84900802485,0,0.99999999916,5.00000000036999,15.0000000016399,15.00000000193,1.00000000072,18.99999999683,9.98257839841999,4.96515679042,7963.4099568665,5.49367088584,31.50170231412,108.813006940619
530016,HASLINGDEN ST. JAMES WITH GRANE ST. STEPHEN AND STONEFOLD ST.JOHN,ACCRINGTON,Blackburn,4790,3925.6849016364604,10.82846585586,796.6124084078197,38.3350211998198,18.53920287397998,425.05351143869,23.13395463134,25.0042491012999,27.1245222423299,296.29617099416,2.01345291469,2.9999999998,5.81501294137,10.8479210380499,17.1485694383299,2.01736475358,8.32116596986,9.08802442071999,9.45117845325999,3805.2870944237,1.00000000125,43.44306136064,75.9547458508699
530020,ST. PETER LANESIDE,ACCRINGTON,Blackburn,8532,7485.9476378189,24.80138636632,881.2385058975989,114.7871708413499,25.22529911605,398.791752650319,52.80660145619,36.4340749661299,20.69583662801,372.51024019695,15.12177907064,1.00000000125,8.67960729443,17.72097994974,50.42077339398,14.5562574519899,32.08916004564,11.69934658603,13.52595253002,7319.3406243543,0.999999999799999,83.91209357548,81.69491988932
530021,MUSBURY,ACCRINGTON,Blackburn,4232,4123.91743070991,16.20849810319,61.24595633234,23.656896002469978,6.97121889352,11.86288768158,6.55965924742,12.33355231878,9.30214859657,21.18770848799,8.20930060377,2.63087856116,5.36831893826,6.03585154500999,8.48855614783999,2.4035087736,6.72897953602,1.97121889342,5.0000000001,4045.0897046124,0.05387205392,36.09065833287,42.68319571072
530027,ST. LEONARD BALDERSTONE,WHALLEY,Blackburn,600,586.6067354165389,0.94594594675,8.38612653278,3.11524617052,0.94594594675,0,0,2.18296626238,0,6.2031602704,0,0,0.94594594675,0.13544018055,1.03386004416,0.99999999906,0.94594594675,0,0.94594594675,577.687511452299,0,3.04752608089,5.87169788335
530030,CHRIST CHURCH WITH ST. MATTHEW BLACKBURN,BLACKBURN WITH DARWEN,Blackburn,6686,2481.27352024105,55.4669693920998,3893.53123374239,117.4435198233399,138.2847568150999,104.60198863717,50.42095433386,2001.44918281684,172.04576422644,1565.01334372808,34.1310074874599,4.99999999941,16.3359619052299,24.74367446481,65.1503756199999,11.27336259046,16.27610714807,64.97541953725,73.3093372778499,2269.39038954026,5.56511467295,30.7128665724199,175.60514945542
530033,THE SAVIOUR BLACKBURN,BLACKBURN WITH DARWEN,Blackburn,5216,4619.46964459794,50.22924573811999,446.2214505579388,63.58923526494981,36.4904238015499,84.7757152881799,23.53911683337,144.41336987774,67.9971063740799,125.496142184569,34.82659619717,3.64411027177,11.75853926918,11.9577252804299,19.6334628193699,11.53546093751,20.46258622764,18.4413096326899,18.04911416886,4438.1063855929,15.1903438392399,46.35071845714,119.82219670866
530035,ST. BARNABAS BLACKBURN,BLACKBURN WITH DARWEN,Blackburn,4537,1832.441034663269,89.37981605726989,2446.7091962893983,86.9182589411799,81.5516940966199,102.09986532108,37.33430883688,570.376180080939,166.912344063159,1569.98649798734,71.9095695351099,8.7512410361,8.71900548606,9.80350397924,50.84200148139,7.23599209748,19.0367613830699,22.2683219799999,59.28337211662,1576.86618841049,1.37062937003999,26.02373744602,228.180479436719
530036,"ST. GABRIEL, BLACKBURN",BLACKBURN WITH DARWEN,Blackburn,7308,6202.95134287671,30.67960860521,964.6911840545888,91.1743906563498,18.50347386807999,36.64834857886,21.65592216866,383.027210755739,31.5225606840199,491.83714186731,22.05635787801,3.62682215689,4.99642857031,13.97826893843,52.75021208858,13.8824453923699,10.5634642369699,5.20652173871999,13.29695212936,6023.7595752619,1.99999999996,85.3539299569,91.83783765795
530037,ST. JAMES BLACKBURN,BLACKBURN WITH DARWEN,Blackburn,12807,4288.78289556371,65.65270936407,8088.7764225144,204.3865813316,159.40139131338,122.65276311582,75.5339173587,4781.92345157388,248.06934157321,2860.59694889279,35.85154632817,10.27075630975,19.53040672615,30.15579264516,136.41104681679,9.58599590034,28.23374596931,81.96009509139,77.44129622199,4067.77330726836,10.35849462223,45.4493247028,165.20176897032
530038,BLACKBURN ST. THOMAS WITH ST. JUDE,BLACKBURN WITH DARWEN,Blackburn,10781,4631.4593054772195,124.94181010652989,5685.570889365308,168.2874673208688,170.74052769594988,129.83224348601,46.5494824583499,2756.9592694215,208.626985687029,2543.60290831242,84.7736414840399,12.22981555831,27.93835306418,29.6769414243199,115.707478033329,10.8258738286199,12.0771740346,77.36728322273,93.3732444732199,4264.54168343115,27.47435704659,39.10397810953,300.33928688995
