pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01012715,1443,693,750,68,128,93,210,153,413,248,130
E01012716,1383,692,691,63,84,74,145,153,397,257,210
E01012717,1596,780,816,65,103,96,208,125,427,340,232
E01012718,1607,804,803,73,91,87,169,111,415,387,274
E01012719,1395,650,745,46,130,114,163,123,342,250,227
E01012720,1688,797,891,132,241,177,253,192,408,200,85
E01012721,1759,872,887,119,187,169,292,224,482,214,72
E01012722,1239,615,624,59,79,63,242,185,352,184,75
E01012723,1398,665,733,85,103,77,194,157,383,271,128
E01012724,1448,786,662,76,174,127,209,151,380,265,66
E01012725,1404,663,741,58,95,84,129,122,361,293,262
E01012726,1705,837,868,120,123,101,226,174,417,313,231
E01012727,1530,750,780,69,99,93,187,125,482,278,197
E01012728,1489,754,735,53,130,97,236,150,427,210,186
E01012729,1522,761,761,76,89,79,154,158,361,374,231
E01012730,1899,869,1030,85,164,115,240,191,529,385,190
E01012731,1475,699,776,83,124,72,209,162,384,259,182
E01012732,1654,787,867,101,101,78,208,120,421,366,259
E01012733,1048,524,524,81,73,93,180,128,256,172,65
E01012734,1347,693,654,69,104,106,221,183,399,178,87
E01012735,1234,674,560,40,59,52,187,193,349,198,156
E01012736,1268,704,564,36,31,39,173,134,486,296,73
E01012737,1517,846,671,70,128,113,221,256,414,217,98
E01012738,1300,679,621,112,160,100,193,183,345,167,40
E01012739,1393,685,708,91,149,149,220,188,356,166,74
E01012740,1441,719,722,55,100,81,201,153,385,252,214
E01012741,1276,648,628,72,115,95,168,176,283,235,132
E01012742,1037,481,556,46,83,65,149,142,265,191,96
E01012743,1642,813,829,100,174,136,282,198,399,241,112
E01012744,1587,769,818,100,183,85,237,205,419,265,93
E01012745,1605,775,830,110,142,102,185,196,431,288,151
E01012746,1730,864,866,117,173,116,248,247,399,278,152
E01012747,1447,711,736,100,131,79,153,169,396,231,188
E01012748,1452,753,699,62,114,89,181,147,427,297,135
E01012749,1608,864,744,64,116,135,173,159,481,291,189
E01012750,1637,817,820,124,128,98,228,205,451,265,138
E01012751,1403,818,585,52,59,86,196,164,439,304,103
E01012752,1232,585,647,59,80,95,155,109,338,214,182
E01012753,1138,570,568,67,98,90,146,138,311,185,103
E01012754,1150,595,555,64,92,83,168,171,300,189,83
E01012755,1329,684,645,65,119,104,169,158,368,241,105
E01019372,1105,480,625,47,38,62,87,79,238,290,264
E01024855,1423,666,757,100,87,90,160,179,350,286,171
E01024856,1914,994,920,193,265,178,319,293,412,190,64
E01024857,1604,788,816,93,162,128,231,202,418,216,154
E01024858,1497,776,721,106,169,133,239,282,352,148,68
E01024859,1418,704,714,109,93,108,209,189,387,226,97
E01024860,1352,678,674,75,90,89,133,127,389,325,124
E01024861,1069,516,553,55,64,55,146,91,321,231,106
E01024862,1420,715,705,91,125,83,180,154,375,275,137
E01024863,1409,682,727,57,174,150,186,201,336,219,86
E01024864,1522,746,776,91,133,93,212,214,372,277,130
E01024865,1384,681,703,50,110,90,174,174,398,251,137
E01024866,1655,802,853,62,119,101,202,176,420,361,214
E01024867,1385,652,733,56,82,69,125,122,350,365,216
E01024868,1213,623,590,54,97,64,136,119,344,265,134
E01024869,1318,611,707,42,65,64,108,108,342,381,208
E01024870,1101,522,579,47,63,65,113,78,324,279,132
E01024871,1361,625,736,55,118,97,155,139,352,278,167
E01024872,1500,700,800,146,180,116,217,182,350,215,94
E01024873,1270,604,666,63,107,60,146,127,329,246,192
E01024874,1122,528,594,51,49,71,136,69,332,302,112
E01024875,1700,908,792,139,250,231,290,266,380,102,42
E01024876,1655,832,823,150,226,160,274,288,326,177,54
E01024877,1807,955,852,146,218,180,379,281,394,144,65
E01024878,1859,939,920,198,283,201,310,327,348,110,82
E01024879,1350,668,682,118,135,112,182,199,301,207,96
E01024880,1534,731,803,79,111,91,173,158,380,301,241
E01024881,1411,709,702,80,157,116,244,155,364,201,94
E01024882,1347,668,679,90,109,85,234,198,356,201,74
E01024883,1499,729,770,76,124,127,199,141,419,268,145
E01024884,1640,797,843,68,148,125,187,162,432,286,232
E01024885,1663,863,800,114,150,85,289,259,438,257,71
E01024886,1507,749,758,142,166,90,236,190,411,191,81
E01024887,1453,720,733,51,142,110,201,198,410,255,86
E01024888,1651,837,814,90,127,86,183,207,457,319,182
E01024889,1205,637,568,44,79,65,168,127,333,250,139
E01024890,1554,739,815,145,176,126,216,234,353,214,90
E01024891,1918,902,1016,125,218,171,249,251,413,300,191
E01024892,1466,680,786,88,155,114,146,198,364,250,151
E01024893,1636,802,834,143,174,137,240,226,354,212,150
E01024894,1482,732,750,74,160,120,184,170,382,269,123
E01024895,1638,849,789,133,199,172,265,277,377,156,59
E01024896,1260,642,618,86,90,81,124,168,329,253,129
E01024897,1358,679,679,86,114,100,179,148,280,214,237
E01024898,1725,891,834,159,190,149,273,251,446,199,58
E01024899,1594,757,837,123,181,129,217,228,357,261,98
E01024900,1722,833,889,160,211,158,278,249,406,181,79
E01024901,1659,816,843,74,118,114,220,210,575,263,85
E01024902,1809,858,951,137,180,90,249,264,389,305,195
E01024903,1175,555,620,95,152,113,186,155,260,156,58
E01024904,1676,789,887,89,133,102,246,217,456,283,150
E01024905,1160,581,579,77,91,63,108,151,301,235,134
E01024906,2025,993,1032,184,186,154,271,331,502,321,76
E01024907,1245,658,587,100,113,79,196,188,326,161,82
E01024908,1349,673,676,111,103,90,284,221,329,156,55
E01024909,1649,853,796,133,145,85,272,241,397,272,104
E01024910,1406,673,733,101,106,104,232,179,334,232,118
E01024911,1773,863,910,95,154,115,244,219,474,321,151
E01024912,1298,616,682,46,92,77,100,95,349,369,170
E01024913,1216,610,606,62,119,106,152,162,393,168,54
E01024914,1333,662,671,43,92,83,117,124,367,351,156
E01024915,2742,1272,1470,168,263,230,353,381,760,367,220
E01024916,1824,883,941,73,145,90,150,210,490,420,246
E01024917,1830,915,915,81,142,114,230,267,493,363,140
E01024918,1809,867,942,75,135,116,174,195,503,380,231
E01024919,6190,3020,3170,598,830,443,880,1310,1472,432,225
E01024920,1917,932,985,69,114,97,139,119,451,598,330
E01024921,1924,941,983,49,101,126,181,188,623,437,219
E01024922,1470,710,760,54,126,102,196,183,417,249,143
E01024923,1270,636,634,42,90,82,114,104,397,277,164
E01024924,1412,706,706,47,83,84,149,125,417,321,186
E01024925,1801,840,961,134,181,117,303,246,448,238,134
E01024926,2387,1167,1220,163,240,192,338,381,656,283,134
E01024927,1688,857,831,90,131,99,250,207,494,273,144
E01024928,1456,751,705,85,86,91,188,199,406,290,111
E01024929,1274,623,651,70,137,91,152,177,354,157,136
E01024930,1523,748,775,108,156,99,222,214,407,204,113
E01024931,1422,643,779,76,138,116,194,205,417,180,96
E01024932,993,479,514,27,49,67,86,80,285,263,136
E01024933,1303,627,676,65,87,65,86,159,338,333,170
E01024934,1729,847,882,82,133,107,149,180,432,377,269
E01024935,1357,633,724,54,98,83,108,86,312,388,228
E01024936,1718,861,857,101,144,94,275,258,459,235,152
E01024937,1470,687,783,57,79,66,122,147,461,317,221
E01024938,2026,1010,1016,95,219,143,258,266,553,304,188
E01024939,2246,1092,1154,112,226,159,270,229,616,387,247
E01024940,1986,1044,942,118,147,112,362,376,537,234,100
E01024941,1927,981,946,145,164,149,299,299,481,274,116
E01024942,1784,911,873,106,175,122,279,200,470,286,146
E01024943,2293,1152,1141,169,248,204,364,378,614,243,73
E01024944,2202,1108,1094,137,244,178,340,303,679,244,77
E01024945,3172,1606,1566,184,307,281,504,494,874,334,194
E01024946,1188,556,632,78,86,65,106,110,369,263,111
E01024947,1333,671,662,45,120,122,136,144,452,230,84
E01024948,1688,822,866,96,141,101,209,208,512,280,141
E01024949,3330,1695,1635,179,343,269,466,614,1035,313,111
E01024950,1384,696,688,56,112,100,149,125,449,275,118
E01024951,1299,633,666,91,161,110,189,209,317,168,54
E01024952,1317,640,677,48,92,98,164,197,372,202,144
E01024953,1370,701,669,72,132,97,188,221,357,225,78
E01024954,1568,759,809,91,123,91,205,197,397,340,124
E01024955,1459,702,757,57,87,69,161,187,437,363,98
E01024956,1721,832,889,90,121,104,159,192,471,417,167
E01024957,2380,1131,1249,172,244,193,232,333,646,376,184
E01024958,1367,695,672,106,118,109,176,215,330,205,108
E01024959,2004,998,1006,119,193,156,271,322,537,275,131
E01024960,1820,929,891,127,168,123,299,268,499,237,99
E01024961,1597,775,822,73,131,110,194,190,436,303,160
E01024962,1546,747,799,49,106,81,172,165,384,360,229
E01024963,1571,753,818,71,127,105,147,171,443,341,166
E01024964,1588,792,796,58,124,117,145,133,439,352,220
E01024965,1451,729,722,45,81,92,153,123,438,343,176
E01024966,1926,954,972,92,178,143,205,209,596,299,204
E01024967,1180,579,601,42,57,74,154,80,348,314,111
E01024968,2273,1087,1186,90,189,203,244,249,712,337,249
E01024969,1299,603,696,58,101,94,116,145,357,269,159
