ethn..geo_code,ethn..total_persons,ethn..ethnic_group_e_s_w_white_english_welsh_scottish_northern_irish_british_unit_persons,ethn..ethnic_group_e_s_w_white_irish_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_white_other_white_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_caribbean_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_african_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_asian_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_other_mixed_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_african_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_caribbean_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_other_black_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_arab_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
W00005732,252,238,3,0,4,0,0,3,3,1,0,0,0,0,0,0,0,0,0,245,0,1,6,0
W00005733,295,287,0,0,4,0,1,0,2,0,0,0,0,0,0,1,0,0,0,291,1,0,3,0
W00005734,392,383,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,387,0,1,4,0
W00005735,219,210,2,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218,0,1,0,0
W00005736,506,479,5,0,8,4,1,1,0,6,0,0,0,0,0,1,0,0,1,492,1,6,6,1
W00005737,360,342,3,5,2,0,0,3,0,1,0,0,2,2,0,0,0,0,0,352,0,5,3,0
W00005738,332,314,4,0,8,0,0,5,0,1,0,0,0,0,0,0,0,0,0,326,0,1,5,0
W00005739,308,298,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,306,1,0,0,1
W00005740,279,266,2,0,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,273,0,2,4,0
W00005741,298,288,2,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,1,293,0,0,4,1
W00005742,296,283,2,0,5,1,1,0,2,0,0,0,1,0,0,0,0,0,1,290,0,1,4,1
W00005743,307,302,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,304,0,0,3,0
W00005744,260,244,4,0,2,0,1,1,4,0,0,0,1,0,0,0,3,0,0,250,3,1,6,0
W00005745,380,349,1,0,10,6,1,0,0,0,4,0,0,0,6,1,0,0,2,360,7,4,7,2
W00005746,288,276,2,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,284,0,4,0,0
W00005747,279,266,3,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,274,0,0,5,0
W00005748,319,302,1,0,1,2,2,0,1,8,0,0,0,1,1,0,0,0,0,304,1,9,5,0
W00005749,298,284,3,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,290,0,4,4,0
W00005750,335,322,0,0,5,2,0,0,3,2,0,0,0,0,0,1,0,0,0,327,1,2,5,0
W00005751,323,305,3,0,7,0,0,0,2,0,0,0,3,0,3,0,0,0,0,315,3,3,2,0
W00005752,315,303,3,0,2,0,1,4,0,0,0,0,2,0,0,0,0,0,0,308,0,2,5,0
W00005753,274,255,1,0,5,2,4,2,0,0,0,0,5,0,0,0,0,0,0,261,0,5,8,0
W00005754,300,292,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,295,0,5,0,0
W00005755,255,237,0,0,6,0,3,0,1,1,1,0,6,0,0,0,0,0,0,243,0,8,4,0
W00005756,297,292,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,294,0,3,0,0
W00005757,319,305,2,0,5,0,0,0,2,1,0,0,0,4,0,0,0,0,0,312,0,5,2,0
W00005758,260,253,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,4,0
W00005759,280,269,4,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,275,0,1,4,0
W00005760,336,317,3,0,11,0,0,1,2,0,0,0,2,0,0,0,0,0,0,331,0,2,3,0
W00005761,300,291,1,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,0,294,0,5,1,0
W00005762,321,293,1,0,8,11,0,3,0,1,2,0,0,2,0,0,0,0,0,302,0,5,14,0
W00005763,310,299,1,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,305,0,4,1,0
W00005764,261,257,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,260,0,1,0,0
W00005765,309,286,2,0,6,3,0,3,0,0,1,0,5,3,0,0,0,0,0,294,0,9,6,0
W00005766,285,275,2,0,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,277,2,1,5,0
W00005767,336,327,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,329,0,0,7,0
W00005768,264,254,2,0,1,1,2,1,0,0,0,0,2,0,0,0,1,0,0,257,1,2,4,0
W00005769,362,337,1,0,6,2,0,0,1,0,10,0,0,1,0,0,2,2,0,344,2,11,3,2
W00005770,237,235,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0
W00005771,342,325,2,0,4,0,2,3,0,1,4,0,0,1,0,0,0,0,0,331,0,6,5,0
W00005772,443,436,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,437,1,2,2,1
W00005773,238,230,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,235,2,0,1,0
W00005774,343,325,5,0,6,4,0,0,2,0,0,0,1,0,0,0,0,0,0,336,0,1,6,0
W00005775,258,249,2,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,255,0,0,3,0
W00005776,287,273,0,0,1,4,0,0,0,4,0,0,0,1,1,3,0,0,0,274,4,5,4,0
W00005777,330,317,1,0,8,0,0,3,0,0,0,0,0,1,0,0,0,0,0,326,0,1,3,0
W00005778,335,314,0,0,9,3,0,0,3,2,0,2,0,0,0,2,0,0,0,323,2,4,6,0
W00005779,273,267,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,267,0,2,4,0
W00005780,250,238,1,0,0,1,0,4,3,0,0,0,0,1,0,1,1,0,0,239,2,1,8,0
W00005781,315,305,0,0,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,311,1,1,2,0
W00005782,268,262,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,265,0,2,1,0
W00005783,288,276,2,0,2,1,2,1,1,0,0,0,0,0,0,2,0,0,1,280,2,0,5,1
W00005784,475,450,1,0,3,2,2,4,2,0,0,1,4,2,1,0,0,3,0,454,1,7,10,3
W00005785,461,438,7,0,3,5,1,0,1,3,1,0,0,0,0,2,0,0,0,448,2,4,7,0
W00005786,415,379,1,0,1,6,3,1,0,3,0,0,0,1,1,1,0,18,0,381,2,4,10,18
W00005787,327,312,0,0,6,1,0,1,0,0,0,0,4,0,2,0,0,1,0,318,2,4,2,1
W00005788,267,256,0,0,0,3,0,3,0,0,4,0,0,0,1,0,0,0,0,256,1,4,6,0
W00005789,263,250,2,0,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,258,1,0,1,3
W00005790,344,337,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,337,0,0,3,4
W00005791,285,281,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0
W00005792,266,253,1,1,0,1,1,0,2,0,0,0,1,2,0,4,0,0,0,255,4,3,4,0
W00005793,274,267,0,0,0,1,0,1,1,0,2,0,0,0,0,1,0,1,0,267,1,2,3,1
W00005794,261,256,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,257,0,1,2,1
W00005795,324,311,0,0,0,6,1,2,1,0,0,0,0,0,1,2,0,0,0,311,3,0,10,0
W00005796,328,316,2,0,2,1,0,0,0,1,6,0,0,0,0,0,0,0,0,320,0,7,1,0
W00005797,466,443,0,0,10,4,1,1,0,0,1,0,1,1,0,2,2,0,0,453,4,3,6,0
W00005798,235,221,1,1,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,228,0,2,5,0
W00005799,311,295,1,0,1,6,2,0,3,0,0,0,3,0,0,0,0,0,0,297,0,3,11,0
W00005800,305,279,0,0,5,6,4,2,6,3,0,0,0,0,0,0,0,0,0,284,0,3,18,0
W00005801,331,314,4,0,6,1,0,3,0,1,0,0,1,0,0,1,0,0,0,324,1,2,4,0
W00005802,306,292,1,0,1,2,0,0,4,2,0,0,0,0,2,2,0,0,0,294,4,2,6,0
W00005803,313,303,2,0,1,3,0,0,1,0,0,0,0,2,1,0,0,0,0,306,1,2,4,0
W00005804,295,287,0,0,5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,292,0,2,1,0
W00005805,256,240,2,0,0,0,0,2,0,5,6,0,0,1,0,0,0,0,0,242,0,12,2,0
W00005806,243,226,1,0,2,4,2,0,0,0,0,0,6,0,1,1,0,0,0,229,2,6,6,0
W00005807,229,217,2,0,1,0,0,2,0,1,0,0,0,0,1,1,4,0,0,220,6,1,2,0
W00005808,305,291,2,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,297,0,4,0,4
W00005809,259,250,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,255,0,0,4,0
W00005810,214,211,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,212,0,1,1,0
W00005811,268,255,0,0,0,2,3,2,0,0,0,0,0,4,0,2,0,0,0,255,2,4,7,0
W00005812,394,379,4,0,2,0,0,0,0,0,7,0,2,0,0,0,0,0,0,385,0,9,0,0
W00005813,300,287,1,0,2,5,1,0,2,0,0,0,0,0,0,1,0,1,0,290,1,0,8,1
W00005814,309,304,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,308,0,1,0,0
W00005815,254,221,0,0,7,2,1,2,0,8,0,0,0,10,0,1,1,1,0,228,2,18,5,1
W00005816,294,288,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,290,0,2,2,0
W00005817,371,342,1,0,4,6,2,2,4,0,0,0,2,2,0,0,0,4,2,347,0,4,14,6
W00005818,369,341,1,0,1,4,1,6,2,0,4,0,0,1,0,2,0,5,1,343,2,5,13,6
W00005819,220,211,0,0,3,2,0,0,0,3,0,0,0,0,0,1,0,0,0,214,1,3,2,0
W00005820,319,308,0,0,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,312,0,0,7,0
W00005821,341,318,1,0,8,1,0,2,0,0,5,0,0,0,6,0,0,0,0,327,6,5,3,0
W00005822,319,289,0,0,2,2,0,4,4,2,4,0,6,0,2,0,0,4,0,291,2,12,10,4
W00005823,312,306,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,2,0
W00005824,312,308,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,308,1,2,1,0
W00005825,301,295,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,296,1,1,3,0
W00005826,254,244,1,0,2,3,0,1,0,0,0,0,1,0,0,0,2,0,0,247,2,1,4,0
W00005827,234,227,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,230,1,1,2,0
W00005828,279,273,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,277,0,1,1,0
W00005829,286,233,1,0,8,3,0,1,1,14,0,0,7,18,0,0,0,0,0,242,0,39,5,0
W00005830,268,232,3,0,2,0,0,0,0,8,0,0,0,18,0,0,0,1,4,237,0,26,0,5
W00005831,322,266,1,1,11,1,3,3,4,10,0,0,4,10,3,3,0,1,1,279,6,24,11,2
W00005832,292,251,0,0,2,1,0,3,1,6,1,5,0,19,0,0,0,0,3,253,0,31,5,3
W00005833,299,267,3,0,2,3,2,3,2,4,6,0,2,0,0,4,0,0,1,272,4,12,10,1
W00005834,236,199,0,0,11,2,2,0,3,4,0,0,0,11,0,3,0,0,1,210,3,15,7,1
W00005835,274,233,0,0,10,2,0,4,1,12,0,0,0,4,0,4,0,4,0,243,4,16,7,4
W00005836,447,438,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0
W00005837,466,454,4,0,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,462,3,0,1,0
W00005838,302,295,1,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,297,0,1,4,0
W00005839,386,364,2,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,5,372,0,9,0,5
W00005840,340,330,2,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,2,332,0,1,5,2
W00005841,458,442,0,2,6,2,0,0,0,4,0,0,0,1,1,0,0,0,0,450,1,5,2,0
W00005842,244,235,3,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,243,0,1,0,0
W00005843,403,387,4,0,0,0,1,3,2,3,0,0,0,2,0,0,0,0,1,391,0,5,6,1
W00005844,226,220,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225,1,0,0,0
W00005845,304,290,2,0,4,2,0,0,4,0,0,0,0,0,0,1,0,0,1,296,1,0,6,1
W00005846,254,247,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,252,0,1,1,0
W00005847,421,398,2,0,4,0,0,5,1,1,0,0,0,1,3,0,3,0,3,404,6,2,6,3
W00005848,295,287,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,293,0,1,1,0
W00005849,294,287,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,3,0
W00005850,343,335,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,340,0,0,3,0
W00005851,273,262,0,0,6,0,0,0,0,0,0,0,2,2,0,0,0,1,0,268,0,4,0,1
W00005852,277,273,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,276,0,0,0,1
W00005853,223,212,0,0,6,1,1,0,0,1,0,0,0,1,0,0,1,0,0,218,1,2,2,0
W00005854,320,311,3,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0,315,1,1,3,0
W00005855,329,323,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0
W00005856,304,300,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,303,0,0,0,1
W00005857,177,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176,0,0,0,1
W00005858,298,290,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,1,0
W00005859,291,284,1,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,287,1,1,2,0
W00005860,290,271,3,0,6,2,0,3,0,3,0,0,1,0,0,0,0,1,0,280,0,4,5,1
W00005861,241,237,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,239,1,0,1,0
W00005862,368,360,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0
W00005863,256,243,2,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,255,0,1,0,0
W00005864,287,276,0,0,4,0,0,2,2,0,0,0,0,1,0,2,0,0,0,280,2,1,4,0
W00005865,339,331,1,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,337,0,1,1,0
W00005866,321,317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0
W00005867,302,291,4,0,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,299,0,1,2,0
W00005868,233,228,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0
W00005869,284,271,4,0,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,279,1,2,2,0
W00005870,301,281,0,0,8,5,0,0,0,6,0,0,1,0,0,0,0,0,0,289,0,7,5,0
W00005871,266,253,1,0,3,5,0,1,2,1,0,0,0,0,0,0,0,0,0,257,0,1,8,0
W00005872,286,284,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,285,0,1,0,0
W00005873,351,314,2,0,10,4,0,0,1,6,0,0,2,2,3,7,0,0,0,326,10,10,5,0
W00005874,237,224,2,0,2,1,0,2,1,1,0,0,2,0,0,0,0,1,1,228,0,3,4,2
W00005875,246,240,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,242,0,0,4,0
W00005876,249,239,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,248,0,0,0,1
W00005878,464,447,5,0,2,2,1,1,2,0,0,1,1,0,1,0,1,0,0,454,2,2,6,0
W00005879,455,439,3,0,4,0,0,0,1,0,2,0,2,0,0,0,0,3,1,446,0,4,1,4
W00005880,239,230,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,238,1,0,0,0
W00005881,180,176,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,177,0,1,2,0
W00005882,417,394,3,0,11,0,0,1,3,0,3,0,0,0,0,0,0,2,0,408,0,3,4,2
W00005883,534,509,4,0,3,0,0,6,2,2,0,0,1,1,0,0,0,4,2,516,0,4,8,6
W00005884,316,303,3,0,2,0,0,2,0,0,0,0,4,0,0,0,0,1,1,308,0,4,2,2
W00005885,362,330,1,0,14,0,1,1,4,2,0,0,0,7,0,0,0,2,0,345,0,9,6,2
W00005886,261,250,4,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,259,0,1,1,0
W00005887,329,310,5,0,6,0,0,3,1,0,0,0,0,4,0,0,0,0,0,321,0,4,4,0
W00005888,325,295,6,0,8,1,3,2,0,1,5,0,0,1,0,0,0,2,1,309,0,7,6,3
W00005889,334,315,4,0,4,1,2,0,2,0,0,4,0,0,0,0,1,0,1,323,1,4,5,1
W00005890,405,384,3,0,11,0,1,1,0,2,1,0,1,0,1,0,0,0,0,398,1,4,2,0
W00005891,490,461,3,0,13,1,1,3,2,4,0,0,1,0,0,1,0,0,0,477,1,5,7,0
W00005892,338,313,5,0,2,0,2,1,1,7,0,0,2,0,1,1,0,3,0,320,2,9,4,3
W00005894,324,301,7,0,5,3,1,3,0,1,0,0,2,0,0,0,0,0,1,313,0,3,7,1
W00005895,336,325,2,0,2,1,0,2,0,4,0,0,0,0,0,0,0,0,0,329,0,4,3,0
W00005896,294,280,1,0,5,0,0,0,0,6,0,0,0,2,0,0,0,0,0,286,0,8,0,0
W00005897,323,303,1,0,2,0,1,0,7,4,1,0,3,0,1,0,0,0,0,306,1,8,8,0
W00005898,300,280,2,0,5,5,0,0,1,3,0,0,1,0,0,1,0,1,1,287,1,4,6,2
W00005899,282,263,5,0,8,0,0,0,0,4,0,0,2,0,0,0,0,0,0,276,0,6,0,0
W00005900,371,354,0,0,5,0,1,4,2,1,1,0,0,2,0,0,0,1,0,359,0,4,7,1
W00005901,376,368,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,374,1,0,1,0
W00005902,307,289,0,0,7,1,1,0,2,0,0,0,0,0,1,0,0,2,4,296,1,0,4,6
W00005903,395,385,1,0,1,0,1,1,2,2,0,0,0,0,0,1,0,0,1,387,1,2,4,1
W00005904,604,593,1,0,4,0,0,2,0,0,0,0,0,3,0,1,0,0,0,598,1,3,2,0
W00005905,200,191,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,197,1,0,2,0
W00005906,380,352,3,0,2,0,2,1,2,0,6,0,0,4,1,0,0,1,6,357,1,10,5,7
W00005907,329,314,0,0,6,5,0,3,1,0,0,0,0,0,0,0,0,0,0,320,0,0,9,0
W00005908,265,259,1,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,261,3,1,0,0
W00005909,304,293,0,0,3,2,0,0,0,0,0,0,6,0,0,0,0,0,0,296,0,6,2,0
W00005910,266,259,2,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,264,0,0,2,0
W00005911,276,267,4,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,274,1,0,1,0
W00005913,305,295,1,0,1,1,0,4,1,0,0,0,0,1,0,1,0,0,0,297,1,1,6,0
W00005914,376,370,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,374,1,0,1,0
W00005915,306,303,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,2,0
W00005916,279,274,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,2,0
W00005917,289,273,6,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,4,0
W00005918,333,315,0,0,7,1,0,0,0,4,0,0,5,0,0,0,0,0,1,322,0,9,1,1
W00005919,370,341,7,0,8,5,0,2,2,0,0,0,0,2,0,0,1,0,2,356,1,2,9,2
W00005920,442,422,0,0,2,4,1,3,3,0,0,0,0,1,1,1,4,0,0,424,6,1,11,0
W00005921,352,344,2,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,348,0,1,3,0
W00005922,282,278,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,281,0,0,1,0
W00005924,345,331,1,0,1,0,0,0,3,0,6,0,0,0,0,3,0,0,0,333,3,6,3,0
W00005925,261,250,1,0,2,3,0,1,2,0,0,0,0,1,0,0,1,0,0,253,1,1,6,0
W00005926,254,248,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0
W00005927,334,329,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,332,0,0,2,0
W00005928,363,349,1,0,3,2,1,2,2,2,0,0,0,0,0,1,0,0,0,353,1,2,7,0
W00005929,301,275,6,0,13,0,0,0,0,1,0,0,2,1,0,0,0,3,0,294,0,4,0,3
W00005930,251,247,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,0,0,0,1
W00005931,251,229,3,1,13,0,0,0,0,2,0,0,2,1,0,0,0,0,0,246,0,5,0,0
W00005933,302,277,0,0,5,1,1,3,2,4,0,0,2,6,0,0,1,0,0,282,1,12,7,0
W00005934,300,284,0,0,8,0,0,1,4,0,1,0,1,1,0,0,0,0,0,292,0,3,5,0
W00005935,309,282,1,0,7,1,0,0,0,2,0,0,0,14,0,1,0,1,0,290,1,16,1,1
W00005936,303,281,3,0,4,0,0,2,0,1,1,0,0,4,0,3,0,1,3,288,3,6,2,4
W00005937,190,173,2,0,1,0,0,2,0,1,0,1,1,6,0,3,0,0,0,176,3,9,2,0
W00005938,253,227,4,0,6,1,0,2,1,3,0,0,0,8,0,0,0,0,1,237,0,11,4,1
W00005939,285,251,6,1,12,1,0,3,1,1,0,0,3,5,1,0,0,0,0,270,1,9,5,0
W00005940,264,243,3,0,2,0,0,3,0,4,0,0,5,4,0,0,0,0,0,248,0,13,3,0
W00005941,384,289,6,0,23,1,1,4,0,4,7,14,14,13,0,1,0,5,2,318,1,52,6,7
W00005942,264,238,3,0,13,0,1,0,0,0,0,0,3,3,0,0,0,1,2,254,0,6,1,3
W00005943,277,259,0,0,15,0,0,1,0,2,0,0,0,0,0,0,0,0,0,274,0,2,1,0
W00005944,274,248,4,0,4,0,0,4,2,0,1,6,1,3,1,0,0,0,0,256,1,11,6,0
W00005945,263,238,5,0,9,0,0,4,0,1,0,0,0,0,0,3,0,3,0,252,3,1,4,3
W00005946,335,321,3,0,5,1,0,0,0,0,0,0,0,3,0,0,0,0,2,329,0,3,1,2
W00005947,301,259,4,0,20,3,0,2,0,3,0,0,0,3,0,5,0,0,2,283,5,6,5,2
W00005948,267,246,3,0,6,3,1,0,0,0,0,0,0,6,0,0,0,2,0,255,0,6,4,2
W00005949,255,229,3,0,16,2,0,0,1,0,1,0,1,1,0,0,0,0,1,248,0,3,3,1
W00005950,254,231,2,0,8,0,0,0,1,3,3,0,2,0,0,2,0,0,2,241,2,8,1,2
W00005951,374,366,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,369,0,1,2,2
W00005952,321,313,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,1,0,317,0,1,2,1
W00005953,301,289,1,0,3,2,2,0,0,1,0,0,0,2,0,1,0,0,0,293,1,3,4,0
W00005954,299,290,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,298,0,0,1,0
W00005955,278,266,6,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,276,0,1,1,0
W00005956,367,366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0
W00005957,347,337,6,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,345,0,1,1,0
W00005958,351,343,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,344,1,0,6,0
W00005959,343,302,6,0,15,3,2,4,1,0,0,0,1,6,1,0,0,0,2,323,1,7,10,2
W00005960,309,280,1,0,5,3,3,3,1,0,5,0,0,0,4,3,0,0,1,286,7,5,10,1
W00005961,323,310,0,0,4,0,4,2,0,0,1,0,0,0,2,0,0,0,0,314,2,1,6,0
W00005962,616,572,3,0,13,5,2,0,2,4,1,0,9,0,1,4,0,0,0,588,5,14,9,0
W00005963,327,320,2,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,323,0,0,4,0
W00005964,238,202,1,0,4,2,3,2,1,0,5,5,6,7,0,0,0,0,0,207,0,23,8,0
W00005965,307,300,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,300,5,2,0,0
W00005966,283,268,0,0,4,0,0,0,2,5,0,0,0,3,0,0,0,0,1,272,0,8,2,1
W00005967,340,328,0,0,2,3,3,1,0,0,0,0,2,0,0,1,0,0,0,330,1,2,7,0
W00005968,301,281,6,0,1,3,2,1,0,0,1,0,0,4,0,1,0,1,0,288,1,5,6,1
W00005969,394,376,1,0,8,5,0,1,0,0,0,0,0,1,1,1,0,0,0,385,2,1,6,0
W00005970,316,286,6,0,2,0,1,3,0,3,6,0,2,5,0,0,0,0,2,294,0,16,4,2
W00005971,319,304,1,0,9,0,1,1,1,0,0,0,1,0,0,0,0,1,0,314,0,1,3,1
W00005972,302,284,5,0,3,1,0,0,0,7,0,0,0,0,0,1,0,1,0,292,1,7,1,1
W00005973,245,229,3,0,5,0,1,1,2,3,0,0,0,0,0,0,0,0,1,237,0,3,4,1
W00005975,230,221,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,4,221,1,4,0,4
W00005976,345,325,5,0,3,1,1,0,0,0,0,0,9,0,1,0,0,0,0,333,1,9,2,0
W00005977,269,253,1,0,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,260,0,0,9,0
W00005978,271,265,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,269,1,0,1,0
W00005979,231,223,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,228,1,0,0,2
W00005980,267,249,1,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0,1,258,0,5,3,1
W00005981,402,377,2,0,5,0,1,7,0,5,1,0,0,1,0,0,0,1,2,384,0,7,8,3
W00005982,244,240,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,242,0,0,1,1
W00005983,342,322,5,0,11,2,0,1,0,0,0,0,0,0,0,1,0,0,0,338,1,0,3,0
W00005984,286,272,1,0,3,0,0,0,1,3,0,0,4,0,0,0,0,2,0,276,0,7,1,2
W00005985,343,317,7,0,5,0,0,0,2,9,0,0,0,3,0,0,0,0,0,329,0,12,2,0
W00005986,242,226,2,0,2,0,0,2,0,2,0,0,3,0,0,0,0,4,1,230,0,5,2,5
