ethn..geo_code,ethn..total_persons,ethn..ethnic_group_e_s_w_white_english_welsh_scottish_northern_irish_british_unit_persons,ethn..ethnic_group_e_s_w_white_irish_unit_persons,ethn..ethnic_group_e_s_w_white_gypsy_or_irish_traveller_unit_persons,ethn..ethnic_group_e_s_w_white_other_white_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_caribbean_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_black_african_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_white_and_asian_unit_persons,ethn..ethnic_group_e_s_w_mixed_multiple_ethnic_group_other_mixed_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_indian_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_pakistani_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_bangladeshi_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_chinese_unit_persons,ethn..ethnic_group_e_s_w_asian_asian_british_other_asian_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_african_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_caribbean_unit_persons,ethn..ethnic_group_e_s_w_black_african_caribbean_black_british_other_black_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_arab_unit_persons,ethn..ethnic_group_e_s_w_other_ethnic_group_any_other_ethnic_group_unit_persons,ethn..white_or_white_british,ethn..black_or_black_british,ethn..asian_or_asian_british,ethn..mixed_multiple_ethnicity,ethn..other_ethnicity
W00003387,338,309,0,0,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,336,0,1,1,0
W00003388,284,278,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,282,0,1,1,0
W00003389,329,305,3,2,11,0,0,1,0,0,0,0,0,7,0,0,0,0,0,321,0,7,1,0
W00003390,324,299,0,0,14,0,0,0,1,0,5,0,0,5,0,0,0,0,0,313,0,10,1,0
W00003391,272,260,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,270,0,2,0,0
W00003392,400,321,2,7,50,0,0,1,5,0,4,0,1,8,0,0,0,0,1,380,0,13,6,1
W00003393,326,296,0,0,24,0,1,0,2,1,0,0,1,1,0,0,0,0,0,320,0,3,3,0
W00003394,294,278,5,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,292,0,0,2,0
W00003395,299,284,1,4,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,297,0,2,0,0
W00003396,324,304,1,2,7,0,0,1,2,0,0,0,0,7,0,0,0,0,0,314,0,7,3,0
W00003397,307,262,0,0,30,0,0,0,0,0,7,0,0,8,0,0,0,0,0,292,0,15,0,0
W00003398,300,261,1,0,29,0,0,0,0,3,0,2,0,4,0,0,0,0,0,291,0,9,0,0
W00003399,285,279,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,282,0,1,2,0
W00003400,337,333,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,335,0,1,0,1
W00003401,312,311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,311,0,1,0,0
W00003402,293,285,1,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,291,1,1,0,0
W00003403,276,274,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,275,0,0,1,0
W00003404,235,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,1,0
W00003405,332,313,6,1,5,0,0,0,1,1,0,3,0,0,0,0,0,0,2,325,0,4,1,2
W00003406,239,237,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0
W00003407,272,264,3,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,269,0,1,2,0
W00003408,243,239,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,242,0,0,1,0
W00003409,278,274,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,275,0,1,2,0
W00003410,280,269,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,276,0,1,3,0
W00003411,222,220,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,220,0,2,0,0
W00003412,335,327,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,1,331,0,2,1,1
W00003413,307,301,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,303,0,2,2,0
W00003414,325,308,5,3,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,323,0,2,0,0
W00003415,333,323,1,1,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,330,0,1,2,0
W00003416,285,279,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,1,0
W00003418,306,282,0,1,13,3,0,0,2,3,0,0,0,0,1,0,1,0,0,296,2,3,5,0
W00003419,308,293,2,4,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,305,0,0,1,2
W00003421,337,315,3,2,6,0,0,0,1,1,0,7,0,2,0,0,0,0,0,326,0,10,1,0
W00003422,304,293,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,299,0,0,0,5
W00003423,592,561,1,3,6,0,0,3,0,4,1,0,0,7,0,0,0,5,1,571,0,12,3,6
W00003424,203,182,0,0,2,6,0,0,0,4,0,0,2,7,0,0,0,0,0,184,0,13,6,0
W00003425,308,290,1,0,7,3,0,0,0,7,0,0,0,0,0,0,0,0,0,298,0,7,3,0
W00003426,322,286,1,0,14,2,0,0,1,0,0,3,0,9,5,0,0,0,1,301,5,12,3,1
W00003427,288,277,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,284,0,0,1,3
W00003428,212,195,2,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,210,0,2,0,0
W00003429,289,276,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,2,279,0,8,0,2
W00003430,275,247,0,0,13,0,0,0,1,0,0,0,0,11,2,0,0,0,1,260,2,11,1,1
W00003431,310,294,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0,299,0,1,1,9
W00003432,348,330,0,0,3,0,0,1,1,1,0,6,0,1,1,0,0,0,4,333,1,8,2,4
W00003433,287,272,2,0,6,2,0,0,0,0,0,0,0,5,0,0,0,0,0,280,0,5,2,0
W00003434,281,265,0,0,10,0,0,1,1,0,0,0,0,4,0,0,0,0,0,275,0,4,2,0
W00003435,296,280,0,1,9,1,0,1,0,1,0,0,0,3,0,0,0,0,0,290,0,4,2,0
W00003436,269,254,1,0,4,0,1,0,0,0,0,2,1,5,0,0,0,1,0,259,0,8,1,1
W00003437,268,253,0,0,6,0,0,4,0,0,0,0,0,5,0,0,0,0,0,259,0,5,4,0
W00003438,294,270,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0
W00003439,242,212,3,0,12,0,2,0,0,1,2,0,0,2,7,0,0,1,0,227,7,5,2,1
W00003440,314,264,0,0,12,0,0,1,0,19,4,0,3,2,0,9,0,0,0,276,9,28,1,0
W00003441,336,277,0,0,5,0,4,0,0,20,11,0,0,10,2,0,0,7,0,282,2,41,4,7
W00003442,232,211,0,0,10,0,0,1,0,7,0,0,3,0,0,0,0,0,0,221,0,10,1,0
W00003443,291,271,0,0,10,0,0,1,1,1,0,1,0,5,0,0,0,0,1,281,0,7,2,1
W00003444,328,316,1,4,2,0,0,0,0,3,0,0,1,0,1,0,0,0,0,323,1,4,0,0
W00003445,284,238,10,1,21,0,0,2,1,4,0,0,0,1,3,0,0,2,1,270,3,5,3,3
W00003446,267,220,3,0,22,2,0,0,1,3,0,0,13,2,1,0,0,0,0,245,1,18,3,0
W00003447,188,176,3,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,1,0
W00003448,204,173,3,0,18,2,0,4,1,0,0,0,0,2,0,0,0,0,1,194,0,2,7,1
W00003449,211,162,2,0,17,0,2,0,1,5,4,3,1,9,3,0,0,0,2,181,3,22,3,2
W00003450,305,279,4,0,10,0,1,0,0,8,0,1,2,0,0,0,0,0,0,293,0,11,1,0
W00003451,324,245,9,0,53,0,1,0,1,3,4,0,1,4,2,0,0,1,0,307,2,12,2,1
W00003452,332,322,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,1,1,326,0,2,2,2
W00003453,233,221,0,0,7,0,0,1,0,0,0,0,0,1,3,0,0,0,0,228,3,1,1,0
W00003454,309,298,0,0,6,1,0,0,0,0,0,0,0,2,0,2,0,0,0,304,2,2,1,0
W00003455,292,255,1,1,21,1,0,3,0,1,0,0,6,1,0,0,0,0,2,278,0,8,4,2
W00003456,317,294,3,4,11,0,1,0,0,1,0,0,0,0,3,0,0,0,0,312,3,1,1,0
W00003457,474,434,1,3,7,0,0,0,1,7,1,0,0,14,2,0,0,4,0,445,2,22,1,4
W00003458,178,173,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,173,1,1,3,0
W00003459,365,338,0,0,9,0,0,2,1,13,0,0,0,0,1,0,0,0,1,347,1,13,3,1
W00003460,335,317,1,0,7,1,0,0,0,6,0,0,0,0,0,0,0,0,3,325,0,6,1,3
W00003461,456,435,10,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,1,451,0,4,0,1
W00003463,298,270,0,0,19,0,0,2,0,1,0,0,1,1,4,0,0,0,0,289,4,3,2,0
W00003464,276,258,3,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,271,0,5,0,0
W00003465,353,306,2,1,21,0,0,3,2,3,0,0,0,10,0,0,0,0,5,330,0,13,5,5
W00003466,268,237,4,0,17,0,1,2,0,0,0,2,0,0,0,0,0,1,4,258,0,2,3,5
W00003467,331,319,0,0,5,0,0,0,0,1,0,0,0,6,0,0,0,0,0,324,0,7,0,0
W00003468,322,300,7,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,1,320,1,0,0,1
W00003469,291,269,1,1,12,2,0,0,2,0,0,0,0,3,0,0,0,1,0,283,0,3,4,1
W00003470,298,288,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,297,0,0,1,0
W00003471,209,204,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,208,1,0,0,0
W00003472,243,238,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,242,0,0,1,0
W00003473,280,268,4,0,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,275,0,0,4,1
W00003474,373,356,6,0,5,1,0,1,0,0,0,0,0,2,0,0,0,1,1,367,0,2,2,2
W00003475,334,325,1,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,331,0,2,1,0
W00003476,477,446,0,0,12,1,0,1,2,0,0,0,5,0,0,0,0,2,8,458,0,5,4,10
W00003477,266,246,3,0,4,1,0,0,0,3,4,0,1,0,0,4,0,0,0,253,4,8,1,0
W00003478,221,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0
W00003479,223,208,2,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,217,6,0,0,0
W00003480,294,281,1,0,6,0,0,0,1,0,0,0,0,0,1,1,2,1,0,288,4,0,1,1
W00003481,227,214,1,0,5,0,0,1,3,0,0,0,1,2,0,0,0,0,0,220,0,3,4,0
W00003482,287,281,0,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0,0,282,2,2,1,0
W00003483,298,290,1,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,294,0,3,1,0
W00003484,266,258,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,2,258,1,1,3,3
W00003485,408,397,3,0,0,3,0,0,0,2,0,0,0,2,0,0,1,0,0,400,1,4,3,0
W00003486,338,328,1,0,3,2,0,1,0,3,0,0,0,0,0,0,0,0,0,332,0,3,3,0
W00003487,298,295,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
W00003488,360,342,4,0,8,0,0,3,0,0,0,0,0,1,0,1,0,1,0,354,1,1,3,1
W00003489,374,371,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,373,0,1,0,0
W00003490,355,350,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,352,1,0,2,0
W00003491,321,318,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320,0,0,1,0
W00003492,297,283,0,1,7,0,0,2,0,0,0,1,0,0,0,1,1,1,0,291,2,1,2,1
W00003493,327,319,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,324,1,0,2,0
W00003494,316,307,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0
W00003495,438,416,2,0,6,0,0,0,1,0,2,11,0,0,0,0,0,0,0,424,0,13,1,0
W00003496,235,228,0,0,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,231,0,2,2,0
W00003497,311,270,1,1,32,1,0,0,1,0,0,0,1,4,0,0,0,0,0,304,0,5,2,0
W00003498,237,234,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0
W00003499,407,383,2,0,17,1,0,0,0,1,0,0,0,3,0,0,0,0,0,402,0,4,1,0
W00003500,306,290,1,2,9,1,0,0,0,0,0,0,1,2,0,0,0,0,0,302,0,3,1,0
W00003501,435,336,1,6,6,2,0,1,3,23,8,6,6,23,2,4,0,6,2,349,6,66,6,8
W00003502,322,294,0,3,14,0,0,1,0,3,0,0,0,5,1,0,0,0,1,311,1,8,1,1
W00003503,434,415,2,0,8,0,0,0,0,3,1,0,5,0,0,0,0,0,0,425,0,9,0,0
W00003504,311,306,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,1,0
W00003505,341,324,0,6,3,0,0,0,0,3,0,0,1,3,0,0,1,0,0,333,1,7,0,0
W00003506,225,220,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,224,0,0,1,0
W00003507,268,256,0,1,4,1,0,1,0,1,3,0,0,0,0,0,1,0,0,261,1,4,2,0
W00003508,258,237,2,1,12,1,0,2,0,0,0,0,0,0,0,0,0,3,0,252,0,0,3,3
W00003509,243,218,1,0,19,3,0,0,0,0,0,0,0,2,0,0,0,0,0,238,0,2,3,0
W00003510,297,263,1,5,14,0,0,1,1,1,0,0,3,3,0,0,0,0,5,283,0,7,2,5
W00003511,327,314,2,0,4,0,0,0,0,0,4,2,0,1,0,0,0,0,0,320,0,7,0,0
W00003512,276,243,1,0,21,1,0,0,0,0,0,0,2,7,0,0,0,0,1,265,0,9,1,1
W00003513,338,319,1,0,12,0,0,0,0,0,0,0,1,2,0,0,0,3,0,332,0,3,0,3
W00003514,323,287,0,3,21,3,0,0,1,0,0,0,5,3,0,0,0,0,0,311,0,8,4,0
W00003515,258,249,2,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,255,0,2,1,0
W00003516,285,263,1,0,14,0,3,0,1,1,0,0,0,1,0,0,0,0,1,278,0,2,4,1
W00003517,348,338,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347,0,1,0,0
W00003518,250,247,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,2,0
W00003519,167,161,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,163,0,4,0,0
W00003520,311,281,0,0,14,3,0,3,0,10,0,0,0,0,0,0,0,0,0,295,0,10,6,0
W00003521,297,261,2,0,18,3,0,0,0,9,0,0,1,3,0,0,0,0,0,281,0,13,3,0
W00003522,291,265,0,3,11,0,0,0,0,0,0,0,4,5,0,0,0,0,3,279,0,9,0,3
W00003523,260,240,1,1,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,258,0,0,2,0
W00003524,364,348,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,358,0,6,0,0
W00003525,364,346,3,1,5,1,0,3,0,5,0,0,0,0,0,0,0,0,0,355,0,5,4,0
W00003526,327,312,0,0,4,1,0,0,0,0,0,5,0,5,0,0,0,0,0,316,0,10,1,0
W00003527,347,331,2,0,2,0,0,2,0,0,0,0,4,0,0,6,0,0,0,335,6,4,2,0
W00003528,406,400,0,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,402,0,1,3,0
W00003529,321,314,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,1,0
W00003530,336,328,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,330,6,0,0,0
W00003531,300,299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,1,0
W00003532,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
W00003533,289,283,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,284,0,3,2,0
W00003534,304,295,0,0,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,299,0,3,2,0
W00003535,265,258,2,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,260,0,4,1,0
W00003536,269,262,0,0,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,264,0,3,2,0
W00003537,319,311,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,312,0,3,3,1
W00003538,302,294,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,297,1,0,4,0
W00003539,357,352,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,355,0,0,2,0
W00003540,242,241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,241,0,0,1,0
W00003541,279,252,0,0,21,0,0,2,0,0,0,4,0,0,0,0,0,0,0,273,0,4,2,0
W00003542,363,335,0,0,19,0,0,5,0,1,0,0,0,1,1,0,0,0,1,354,1,2,5,1
W00003543,313,282,3,1,14,0,0,1,1,5,0,0,3,3,0,0,0,0,0,300,0,11,2,0
W00003544,251,247,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0
W00003545,241,212,0,0,19,1,0,1,0,0,4,0,4,0,0,0,0,0,0,231,0,8,2,0
W00003546,312,281,0,0,15,0,2,0,0,14,0,0,0,0,0,0,0,0,0,296,0,14,2,0
W00003547,349,316,0,2,20,0,3,0,1,3,0,0,0,0,0,0,0,0,4,338,0,3,4,4
W00003548,256,238,0,5,7,1,0,0,0,0,1,0,0,0,0,2,1,1,0,250,3,1,1,1
W00003549,289,255,0,1,24,0,0,1,1,0,1,0,0,4,0,0,0,1,1,280,0,5,2,2
W00003550,323,294,1,2,16,0,2,2,0,3,0,0,0,3,0,0,0,0,0,313,0,6,4,0
W00003552,346,325,3,0,9,2,0,0,5,0,0,0,0,0,0,0,0,2,0,337,0,0,7,2
W00003553,305,269,0,1,17,1,0,0,0,0,0,0,6,6,0,0,0,0,5,287,0,12,1,5
W00003554,275,260,2,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,274,0,0,1,0
W00003555,270,250,0,0,15,0,0,1,1,0,0,1,1,0,1,0,0,0,0,265,1,2,2,0
W00003556,264,235,2,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,2,259,0,3,0,2
W00003557,245,231,0,0,5,0,0,0,0,0,1,0,6,2,0,0,0,0,0,236,0,9,0,0
W00003558,146,134,1,1,3,0,3,0,1,0,0,0,2,1,0,0,0,0,0,139,0,3,4,0
W00003559,312,299,2,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,311,0,1,0,0
W00003560,298,289,0,3,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,295,0,1,2,0
W00003561,331,327,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,330,0,0,1,0
W00003562,268,263,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0
W00003563,290,287,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,288,0,0,2,0
W00003564,320,308,0,0,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,316,0,2,2,0
W00003565,336,319,0,0,6,1,0,0,0,3,5,0,0,2,0,0,0,0,0,325,0,10,1,0
W00003566,255,246,0,0,0,3,2,0,2,0,0,0,0,1,0,0,0,0,1,246,0,1,7,1
W00003567,444,438,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,443,0,0,1,0
W00003568,331,324,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,328,0,1,2,0
W00003569,402,389,1,0,6,0,3,0,1,0,0,0,0,1,0,0,0,0,1,396,0,1,4,1
W00003570,392,386,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,389,0,0,2,1
W00003571,308,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0
W00003572,218,216,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0
W00003573,435,412,7,0,8,0,0,1,0,0,0,0,0,0,0,1,4,0,2,427,5,0,1,2
W00003574,423,417,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,418,0,3,2,0
W00003575,252,243,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,250,0,1,1,0
W00003576,282,275,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0
W00003577,324,319,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,2,0
W00003578,305,298,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,302,0,3,0,0
W00003579,293,287,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0
W00003580,247,238,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,245,0,0,2,0
W00003581,283,278,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,1,0
W00003582,332,323,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,329,0,0,1,2
W00003583,137,135,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0
W00003584,297,291,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,292,1,1,3,0
W00003585,291,281,2,1,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,285,2,3,1,0
W00003586,347,343,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,344,0,3,0,0
W00003587,365,354,0,0,5,0,0,0,0,0,0,1,2,2,1,0,0,0,0,359,1,5,0,0
W00003588,329,315,4,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,4,321,0,1,3,4
W00003589,279,260,0,2,9,0,0,0,0,5,0,0,0,2,0,1,0,0,0,271,1,7,0,0
W00003590,367,351,1,0,5,1,0,0,0,0,0,0,0,4,0,0,0,5,0,357,0,4,1,5
W00003591,278,262,0,0,7,0,4,0,1,0,0,0,1,1,1,0,1,0,0,269,2,2,5,0
W00003592,287,277,0,1,2,1,0,0,0,0,0,0,5,0,0,0,0,0,1,280,0,5,1,1
W00003593,251,237,3,2,3,0,0,0,0,0,0,1,1,4,0,0,0,0,0,245,0,6,0,0
W00003594,284,279,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,280,0,1,2,1
W00003595,264,255,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,263,0,0,1,0
W00003596,300,291,2,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,297,0,2,1,0
W00003597,258,249,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,255,0,2,1,0
W00003598,258,248,0,1,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,251,0,6,1,0
W00003599,335,329,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,333,0,1,1,0
W00003600,286,269,0,2,4,0,0,0,1,2,0,0,5,0,2,1,0,0,0,275,3,7,1,0
W00003601,298,294,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0
W00003602,431,419,2,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,429,0,1,1,0
W00003603,264,255,1,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,259,0,5,0,0
W00003604,228,218,2,0,3,0,0,0,0,0,0,1,0,0,0,0,4,0,0,223,4,1,0,0
W00003605,299,288,7,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,297,0,0,2,0
W00003606,280,274,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,275,0,1,2,2
W00003607,299,294,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,296,0,3,0,0
W00003608,442,427,1,1,5,0,0,1,1,1,0,0,0,0,3,0,0,1,1,434,3,1,2,2
W00003609,274,270,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0
W00003610,274,262,4,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,1,270,0,1,2,1
W00003611,427,419,1,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,425,0,0,2,0
W00003612,305,294,1,0,4,1,0,2,0,0,0,0,2,0,0,0,1,0,0,299,1,2,3,0
W00003613,432,420,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,2,0
W00003614,209,205,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0
W00003615,209,201,1,1,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,203,0,2,4,0
W00003616,180,175,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,177,0,1,2,0
W00003617,219,212,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,214,0,1,4,0
W00003618,405,399,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,399,0,1,5,0
W00003619,318,315,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,317,0,0,1,0
W00003620,258,252,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,255,0,2,0,1
W00003621,275,271,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,273,0,0,2,0
W00003622,131,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0
W00003623,215,206,0,0,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0,209,0,1,5,0
W00003624,391,378,5,0,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,385,1,1,4,0
W00003625,351,345,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,1,0
W00003626,409,399,4,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,404,0,1,4,0
W00003627,362,349,1,0,7,2,0,2,0,1,0,0,0,0,0,0,0,0,0,357,0,1,4,0
W00003628,290,282,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,3,0
W00003629,284,274,1,0,3,3,0,1,0,0,0,0,0,1,0,1,0,0,0,278,1,1,4,0
W00003630,394,376,0,0,6,0,0,5,0,5,0,0,0,0,0,1,0,1,0,382,1,5,5,1
W00003631,371,364,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,368,0,0,1,2
W00003632,367,361,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,366,0,1,0,0
W00003633,271,265,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,268,2,0,1,0
W00003634,257,255,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256,0,0,1,0
W00003635,303,297,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,299,0,4,0,0
W00003636,244,239,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,241,0,0,3,0
W00003637,290,286,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,288,1,0,0,1
W00003638,350,337,3,0,0,4,0,0,0,0,0,0,0,5,0,0,1,0,0,340,1,5,4,0
W00003639,292,288,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,288,0,0,4,0
