health..oa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
E00024329,445,250,140,45,9,1
E00024330,242,69,78,62,25,8
E00024331,305,156,99,34,11,5
E00024332,401,224,132,34,9,2
E00024333,283,106,95,53,22,7
E00024334,288,122,100,51,11,4
E00024335,260,121,76,50,11,2
E00024336,332,183,107,33,7,2
E00024337,336,217,93,20,6,0
E00024338,299,158,103,27,10,1
E00024339,252,143,72,25,10,2
E00024340,378,190,139,37,10,2
E00024341,354,152,118,51,22,11
E00024342,334,142,106,61,21,4
E00024343,306,116,98,49,34,9
E00024344,339,133,100,66,37,3
E00024345,257,108,95,35,16,3
E00024346,219,101,71,31,13,3
E00024347,331,168,118,34,10,1
E00024348,285,142,104,25,10,4
E00024349,307,170,96,34,6,1
E00024350,243,106,90,29,13,5
E00024351,371,187,131,40,11,2
E00024352,298,174,89,28,6,1
E00024353,242,107,81,47,6,1
E00024354,327,175,124,24,2,2
E00024355,327,162,127,30,6,2
E00024356,385,216,112,40,13,4
E00024357,257,125,94,29,5,4
E00024358,289,163,85,34,7,0
E00024359,466,305,127,25,8,1
E00024360,246,136,75,29,5,1
E00024361,347,210,105,23,7,2
E00024362,319,156,116,34,8,5
E00024363,370,196,121,38,11,4
E00024364,234,105,73,31,19,6
E00024365,298,140,113,29,14,2
E00024366,319,124,119,50,16,10
E00024367,441,175,155,64,37,10
E00024368,346,141,137,47,15,6
E00024369,398,177,141,64,12,4
E00024370,507,212,191,66,30,8
E00024371,340,148,89,63,28,12
E00024372,349,119,156,54,16,4
E00024373,263,88,110,42,20,3
E00024374,288,125,87,42,27,7
E00024375,368,165,131,42,21,9
E00024376,329,113,138,53,21,4
E00024377,286,141,88,40,16,1
E00024378,491,256,157,49,21,8
E00024379,345,159,123,43,19,1
E00024380,316,105,127,55,22,7
E00024381,324,140,108,51,21,4
E00024382,452,207,152,71,16,6
E00024383,434,204,140,68,21,1
E00024384,288,129,107,40,10,2
E00024385,341,147,125,49,15,5
E00024386,407,185,163,40,14,5
E00024387,406,174,116,68,33,15
E00024388,294,111,113,51,16,3
E00024389,342,143,116,57,24,2
E00024390,367,182,120,48,13,4
E00024391,238,99,77,43,16,3
E00024392,469,202,165,77,19,6
E00024393,413,138,185,67,15,8
E00024394,258,106,100,35,14,3
E00024395,286,125,98,37,18,8
E00024396,285,107,90,65,16,7
