house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00024291,123,16,14,45,23,12,9,4
E00024292,125,6,36,35,28,12,3,5
E00024293,126,16,17,57,24,3,7,2
E00024294,123,10,28,43,16,13,10,3
E00024295,136,12,20,65,24,6,8,1
E00024296,121,20,13,57,15,5,8,3
E00024297,107,9,15,19,29,23,9,3
E00024298,123,14,31,36,23,11,5,3
E00024299,126,19,16,51,25,6,6,3
E00024300,175,15,28,39,38,33,17,5
E00024301,133,13,54,16,12,26,7,5
E00024302,120,25,17,40,20,12,5,1
E00024303,110,26,13,51,10,3,5,2
E00024304,120,12,30,25,25,19,7,2
E00024305,132,13,14,66,25,9,4,1
E00024306,118,16,19,35,25,15,6,2
E00024307,123,6,16,20,18,37,21,5
E00024308,133,7,8,72,31,6,6,3
E00024309,109,15,11,64,13,1,4,1
E00024310,130,10,17,51,29,12,10,1
E00024311,147,10,13,69,35,12,6,2
E00024312,119,13,23,42,27,4,8,2
E00024313,152,7,29,21,41,27,15,12
E00024314,145,15,16,63,30,7,12,2
E00024315,123,21,18,40,16,18,7,3
E00024316,119,5,19,10,29,34,16,6
E00024317,139,13,21,20,31,29,16,9
E00024318,133,1,15,21,39,24,19,14
E00024319,241,11,97,61,35,21,13,3
E00024320,124,14,9,62,27,5,5,2
E00024321,108,7,11,52,30,6,2,0
E00024322,198,21,37,95,29,5,9,2
E00024323,120,18,13,43,37,6,3,0
E00024324,137,8,17,57,34,13,6,2
E00024325,136,16,21,52,28,10,8,1
E00024326,149,31,26,44,21,16,9,2
E00024327,122,31,5,63,14,3,4,2
E00024328,112,14,18,44,20,9,5,2
E00024329,198,9,44,87,36,9,11,2
E00024330,130,45,21,29,13,8,13,1
E00024331,139,19,22,44,29,10,14,1
E00024332,154,24,12,49,49,8,8,4
E00024333,137,28,33,32,20,11,13,0
E00024334,138,34,18,42,24,7,10,3
E00024335,112,19,15,39,24,6,7,2
E00024336,120,8,5,65,33,5,3,1
E00024337,118,5,9,43,50,7,4,0
E00024338,128,8,23,45,36,8,6,2
E00024339,116,9,25,40,20,16,5,1
E00024340,144,20,5,63,36,5,7,8
E00024341,125,4,25,19,35,24,6,12
E00024342,127,12,22,33,28,20,10,2
E00024343,135,29,33,23,19,16,8,7
E00024344,160,29,40,33,23,22,7,6
E00024345,97,9,16,21,21,19,6,5
E00024346,106,15,28,19,17,17,10,0
E00024347,129,10,9,63,32,2,9,4
E00024348,121,11,11,56,30,6,6,1
E00024349,126,15,22,31,32,12,10,4
E00024350,112,11,15,59,20,3,4,0
E00024351,140,13,9,60,42,4,6,6
E00024352,135,11,33,47,24,5,8,7
E00024353,112,18,17,44,26,2,4,1
E00024354,130,10,8,74,30,1,7,0
E00024355,121,9,6,62,34,6,3,1
E00024356,141,2,14,68,46,7,2,2
E00024357,112,21,17,42,21,5,3,3
E00024358,121,21,4,57,27,3,8,1
E00024359,152,3,16,42,73,11,5,2
E00024360,113,4,29,41,23,10,6,0
E00024361,130,11,7,54,41,6,9,2
E00024362,142,23,16,65,30,4,2,2
E00024363,134,4,8,60,38,9,11,4
E00024364,134,29,38,32,9,12,13,1
E00024365,114,14,13,43,29,9,2,4
E00024366,144,15,41,22,19,23,19,5
E00024367,135,18,17,23,36,13,13,15
E00024368,123,22,4,53,28,3,7,6
E00024369,130,5,18,40,33,9,16,9
E00024370,164,7,44,27,32,13,20,21
E00024371,136,37,28,28,16,9,8,10
E00024372,130,8,36,22,33,10,13,8
E00024373,126,7,50,15,24,19,9,2
E00024374,130,11,45,18,23,19,11,3
E00024375,147,6,39,40,22,19,17,4
E00024376,150,2,65,25,26,14,12,6
E00024377,97,5,24,15,26,9,9,9
E00024378,155,7,30,23,52,17,19,7
E00024379,110,15,7,31,32,8,8,9
E00024380,119,21,19,42,17,3,5,12
E00024381,130,11,47,21,23,12,11,5
E00024382,175,12,54,33,32,13,18,13
E00024383,135,10,17,26,35,16,18,13
E00024384,109,11,18,27,26,11,12,4
E00024385,121,19,15,30,33,11,9,4
E00024386,143,15,23,40,40,9,7,9
E00024387,126,10,17,35,29,12,14,9
E00024388,127,19,22,36,15,13,17,5
E00024389,143,9,32,37,27,20,15,3
E00024390,120,17,7,39,27,3,14,13
E00024391,121,9,43,28,21,9,8,3
E00024392,175,12,59,22,32,25,13,12
E00024393,218,21,100,41,14,6,34,2
E00024394,114,11,27,28,17,14,12,5
E00024395,113,15,28,19,15,13,19,4
E00024396,122,17,27,27,26,12,9,4
E00024397,144,23,61,26,15,4,8,7
E00024398,220,10,126,27,13,9,27,8
E00024399,153,35,17,64,16,9,10,2
E00024400,144,26,50,34,16,7,9,2
E00024401,188,16,71,31,30,8,27,5
E00024402,127,10,24,52,20,9,7,5
E00024403,128,38,16,54,10,5,5,0
E00024404,128,15,32,37,18,16,8,2
E00024405,123,0,25,20,35,15,15,13
E00024406,144,16,19,19,47,27,10,6
E00024407,179,25,29,35,32,33,20,5
E00024408,180,16,64,26,30,20,24,0
E00024409,129,10,16,29,36,8,12,18
E00024410,143,8,27,27,50,12,6,13
E00024411,122,6,17,20,42,4,8,25
E00024412,138,8,51,19,24,14,14,8
E00024413,120,14,43,15,25,7,11,5
E00024415,218,18,89,49,28,9,23,2
E00024416,123,37,59,17,2,1,7,0
E00024417,125,6,21,19,29,28,13,9
E00024418,111,9,27,23,26,13,3,10
E00024419,113,6,24,23,40,5,6,9
E00024420,103,12,38,15,23,5,8,2
E00024421,154,18,66,22,23,8,14,3
E00024422,132,7,21,22,55,7,10,10
E00024423,123,9,21,23,35,9,8,18
E00024424,118,12,28,29,18,13,11,7
E00024425,114,13,50,18,16,6,9,2
E00024426,112,20,30,14,26,14,3,5
E00024427,118,21,27,17,25,9,10,9
E00024428,135,5,34,29,33,23,5,6
E00024429,137,12,32,18,35,14,10,16
E00024430,126,13,54,19,12,8,15,5
E00024431,140,32,57,15,16,6,12,2
E00024432,131,9,97,14,1,7,3,0
E00024433,134,43,47,15,8,8,10,3
E00024434,117,9,16,18,31,15,16,12
E00024435,97,0,23,10,29,21,9,5
E00024436,150,22,36,28,25,15,21,3
E00024437,149,25,61,25,14,16,7,1
E00024438,180,48,83,19,5,10,10,5
E00024439,140,40,79,9,0,5,6,1
E00024440,163,9,93,18,13,21,7,2
E00024441,159,15,97,14,8,10,15,0
E00024442,122,13,24,35,30,9,9,2
E00024443,160,22,46,22,37,11,10,12
E00024444,132,44,28,18,20,14,8,0
E00024445,140,26,27,22,28,16,9,12
E00024446,131,22,20,19,33,26,6,5
E00024447,155,17,19,44,42,9,10,14
E00024448,128,13,33,27,25,14,8,8
E00024449,137,15,40,28,26,11,11,6
E00024450,125,11,11,21,39,19,11,13
E00024451,132,16,36,30,23,11,11,5
E00024452,147,17,33,31,32,13,14,7
E00024453,129,12,18,31,30,17,10,11
E00024454,135,10,33,14,41,20,12,5
E00024455,118,15,23,24,26,4,16,10
E00024456,140,13,36,32,26,12,13,8
E00024457,113,7,35,20,25,14,8,4
E00024458,129,28,35,29,17,10,10,0
E00024459,134,4,40,29,27,15,6,13
E00024460,153,18,70,19,19,16,10,1
E00024461,125,9,34,27,26,11,14,4
E00024462,107,7,12,27,31,9,18,3
E00024463,132,6,21,32,50,13,8,2
E00024464,115,8,44,17,23,11,10,2
E00024465,131,16,18,42,37,10,5,3
E00024466,111,12,19,38,29,9,3,1
E00024467,133,18,30,41,19,9,10,6
E00024468,128,9,27,29,34,16,13,0
E00024469,125,15,17,49,25,11,6,2
E00024470,142,12,23,42,37,11,11,6
E00024471,124,23,39,26,7,18,8,3
E00024472,135,18,21,36,25,21,13,1
E00024473,130,21,19,32,35,15,6,2
E00024474,134,37,23,40,20,5,9,0
E00024475,131,17,23,28,39,7,10,7
E00024476,128,21,7,39,36,12,9,4
E00024477,125,26,8,56,20,3,9,3
E00024478,156,19,11,78,25,7,11,5
E00024479,107,18,14,43,16,2,10,4
E00024480,115,10,18,58,19,5,3,2
E00024481,118,4,7,36,60,5,4,2
E00024482,117,11,7,59,30,5,3,2
E00024483,121,21,7,67,15,0,8,3
E00024484,151,13,24,25,38,22,18,11
E00024485,173,43,53,21,23,16,14,3
E00024486,99,11,35,18,23,5,3,4
E00024487,152,16,25,46,42,14,7,2
E00024488,114,13,7,54,27,5,4,4
E00024489,125,14,9,68,23,3,6,2
E00024490,115,22,6,66,13,1,5,2
E00024491,123,16,3,52,34,1,12,5
E00024492,114,19,7,54,17,3,11,3
E00024493,124,13,32,40,21,8,5,5
E00024494,109,18,4,57,17,0,8,5
E00024495,118,15,44,25,21,5,4,4
E00024496,109,30,9,49,12,0,6,3
E00024497,114,21,6,56,19,2,7,3
E00024498,116,6,11,52,25,3,13,6
E00024499,131,13,20,21,29,23,11,14
E00024500,113,10,8,47,29,3,12,4
E00024501,109,12,5,63,16,2,9,2
E00024502,137,16,29,28,28,12,18,6
E00024503,140,17,33,27,45,6,9,3
E00024504,198,40,51,55,23,15,9,5
E00024505,189,33,37,36,37,26,11,9
E00024506,114,9,11,24,30,19,15,6
E00024507,116,3,10,40,40,9,8,6
E00024508,121,25,42,19,13,13,7,2
E00024509,149,35,62,21,7,13,10,1
E00024510,141,17,17,64,27,11,5,0
E00024511,130,5,37,14,36,22,12,4
E00024512,137,10,31,26,32,16,20,2
E00024513,147,28,31,17,33,19,17,2
E00024514,124,24,27,24,19,12,13,5
E00024515,145,22,25,49,22,6,16,5
E00024516,131,9,20,12,51,22,9,8
E00024517,132,19,46,30,19,7,10,1
E00024518,133,17,11,53,37,10,4,1
E00024519,124,20,11,48,27,7,8,3
E00024520,157,11,30,57,21,21,16,1
E00024521,132,54,6,34,27,6,5,0
E00024522,126,23,18,38,27,6,9,5
E00024523,125,13,4,64,36,2,4,2
E00024524,113,14,14,58,18,3,5,1
E00024525,111,34,10,41,19,1,5,1
E00024526,125,15,19,39,35,7,7,3
E00024527,127,15,5,44,45,7,8,3
E00024528,132,15,15,54,41,5,2,0
E00024529,115,11,8,46,34,2,10,4
E00024530,139,28,21,46,25,11,5,3
E00024531,135,7,13,56,38,6,7,8
E00024532,106,22,5,51,22,2,4,0
E00024533,125,7,6,71,34,0,4,3
E00024535,169,12,22,61,43,14,11,6
E00024536,125,8,17,58,32,3,6,1
E00024537,121,8,31,25,24,11,10,12
E00024538,110,6,5,19,53,11,9,7
E00024539,133,57,29,16,15,6,10,0
