health..oa_id,health..total_persons,health..very_good_health,health..good_health,health..fair_health,health..bad_health,health..very_bad_health
E00053407,406,235,131,29,8,3
E00053408,323,143,127,48,5,0
E00053409,306,166,95,32,11,2
E00053410,295,147,116,24,6,2
E00053411,275,132,100,33,10,0
E00053412,253,115,92,40,5,1
E00053414,473,305,127,35,6,0
E00053415,317,160,107,37,9,4
E00053416,309,172,100,29,7,1
E00053417,289,139,109,31,7,3
E00053418,409,201,155,40,10,3
E00053419,187,36,68,56,19,8
E00053420,300,138,99,44,14,5
E00053421,229,81,104,33,10,1
E00053422,220,101,78,31,9,1
E00053424,215,74,80,41,17,3
E00053425,415,203,147,50,11,4
E00053426,264,108,111,36,9,0
E00053427,342,142,138,44,15,3
E00053428,249,105,98,32,7,7
E00053429,270,95,114,42,17,2
E00053430,148,23,47,59,19,0
E00053431,318,173,97,43,3,2
E00053432,273,103,95,51,19,5
E00053433,273,127,100,33,11,2
E00053434,333,187,116,15,11,4
E00053435,336,165,119,37,12,3
E00053436,273,110,104,42,15,2
E00053437,303,157,103,29,10,4
E00053438,253,133,89,28,2,1
E00053439,315,150,119,33,9,4
E00053440,193,81,81,29,2,0
E00053441,333,175,126,30,2,0
E00053442,350,197,115,32,5,1
E00053443,370,208,136,23,3,0
E00053444,346,151,112,49,28,6
E00053445,304,98,129,47,26,4
E00053447,296,169,94,17,13,3
E00053448,320,169,111,35,1,4
E00053449,295,143,98,41,10,3
E00053450,254,114,88,40,11,1
E00053451,307,151,104,40,9,3
E00053452,315,150,105,48,9,3
E00053453,287,156,91,30,9,1
E00053454,342,180,111,41,8,2
E00053455,455,218,144,59,18,16
E00053456,362,174,110,65,10,3
E00053457,285,118,120,33,13,1
E00053458,324,160,114,41,9,0
E00053459,411,237,130,37,5,2
E00053460,320,145,105,48,16,6
E00053461,559,310,179,56,11,3
E00053462,267,113,106,40,7,1
E00053463,261,99,92,57,11,2
E00053464,289,125,100,52,8,4
E00053465,344,152,137,41,12,2
E00053466,295,147,109,22,14,3
E00053467,290,130,111,42,4,3
E00053468,303,143,104,45,9,2
E00053469,375,178,134,48,12,3
E00053470,323,146,111,48,14,4
E00053471,319,150,123,32,12,2
E00053472,355,169,130,43,12,1
E00053473,283,135,109,31,7,1
E00053474,266,91,78,80,14,3
E00053475,315,151,128,32,1,3
E00053476,348,152,126,49,19,2
E00053477,229,97,87,36,8,1
E00053478,377,178,136,48,11,4
E00053479,308,136,105,49,16,2
E00053480,308,123,117,50,14,4
E00053481,271,125,88,49,4,5
E00053482,293,126,124,32,9,2
E00053483,295,139,112,33,8,3
E00053484,346,153,107,63,16,7
E00053485,301,149,95,46,11,0
E00053486,435,238,150,36,11,0
E00053487,330,151,120,49,9,1
E00053488,286,116,102,53,13,2
E00053489,336,185,107,32,9,3
E00053490,238,67,94,52,21,4
E00053491,312,138,113,45,15,1
E00053492,371,211,122,31,6,1
E00053493,323,143,135,32,10,3
E00053494,261,107,96,45,10,3
E00053495,405,201,139,41,22,2
E00053496,269,105,100,43,14,7
E00053497,515,262,182,48,15,8
E00053498,438,225,145,55,9,4
E00053499,316,141,103,55,16,1
E00053500,336,170,116,40,6,4
E00053501,311,133,128,38,11,1
E00053502,323,117,136,46,23,1
E00053503,315,135,116,50,12,2
E00053504,373,153,146,50,20,4
E00053505,437,214,156,52,15,0
E00053506,311,165,104,33,7,2
E00053507,344,139,146,44,11,4
E00053508,351,156,126,54,12,3
E00053509,337,157,114,47,18,1
E00053510,381,181,128,44,20,8
E00053511,199,37,70,65,23,4
E00053512,307,146,107,34,16,4
E00053513,360,162,116,53,23,6
E00053514,327,145,116,53,12,1
E00053515,338,122,149,45,16,6
E00053516,317,155,116,41,5,0
E00053517,221,90,76,36,17,2
E00053518,255,115,71,52,13,4
E00053519,369,189,141,29,5,5
E00053520,365,149,152,47,15,2
E00053521,391,213,122,39,14,3
E00053522,284,119,118,36,9,2
E00053523,385,193,126,48,14,4
E00053524,376,177,136,42,16,5
E00053525,347,138,135,58,11,5
E00053526,384,177,141,47,14,5
E00053527,241,119,86,32,3,1
E00053528,316,154,104,47,9,2
E00053529,290,132,99,37,20,2
E00053530,327,142,114,52,16,3
E00053531,364,172,105,68,13,6
E00053532,304,123,93,71,14,3
E00053533,346,134,123,70,13,6
E00053534,279,111,114,42,10,2
E00053535,338,119,149,50,18,2
E00053536,371,185,142,34,7,3
E00053537,393,189,129,61,13,1
E00053538,391,169,158,51,8,5
E00053539,356,141,141,56,16,2
E00053540,377,155,121,73,22,6
E00053541,283,121,111,36,10,5
E00053542,335,141,139,42,13,0
E00053543,283,93,120,53,15,2
E00053544,358,168,121,52,14,3
E00053545,308,121,128,39,11,9
E00053546,332,172,105,35,12,8
E00053547,305,135,83,55,27,5
E00053548,326,105,149,42,25,5
E00053550,332,147,121,44,14,6
E00053551,363,142,137,54,22,8
E00053552,287,114,82,54,28,9
E00053553,465,187,158,74,37,9
E00053555,343,161,100,56,20,6
E00053556,310,127,131,38,14,0
E00053557,339,132,119,52,26,10
E00053558,248,93,86,36,28,5
E00053559,514,224,181,84,17,8
E00053560,275,117,73,58,24,3
E00053561,388,193,119,55,10,11
E00053562,322,140,118,45,12,7
E00053563,202,59,73,53,13,4
E00053564,321,123,137,34,20,7
E00053565,240,90,82,38,23,7
E00053566,376,148,135,56,28,9
E00053567,263,73,114,46,23,7
E00053568,369,141,137,64,21,6
E00053569,361,144,127,57,24,9
E00053570,307,128,107,54,10,8
E00053571,303,136,103,45,14,5
E00053572,311,110,121,43,33,4
E00053573,293,115,104,50,19,5
E00053574,313,109,110,63,25,6
E00053575,483,224,179,54,23,3
E00053576,456,193,170,70,20,3
E00053577,372,141,141,64,20,6
E00053578,333,166,109,39,14,5
E00053579,558,245,192,81,29,11
E00053580,333,128,142,45,13,5
E00053581,297,135,102,42,13,5
E00053582,381,176,121,54,25,5
E00053583,470,210,166,58,33,3
E00053584,450,185,162,62,33,8
E00053585,282,90,71,72,40,9
E00053586,332,144,137,41,9,1
E00053587,297,137,101,38,20,1
E00053588,181,69,53,41,15,3
E00053589,292,101,102,48,29,12
E00053590,246,96,99,34,11,6
E00053591,351,124,107,70,33,17
E00053592,425,203,152,55,10,5
E00053593,514,261,167,54,26,6
E00053594,411,155,140,67,32,17
E00053595,407,179,145,64,16,3
E00053596,510,227,200,55,22,6
E00053597,443,174,173,66,26,4
E00053598,502,256,160,64,17,5
E00053599,547,219,199,95,24,10
E00053600,530,202,192,93,30,13
E00053602,519,224,175,75,30,15
E00053603,360,138,126,59,28,9
E00053604,619,259,222,86,31,21
E00053605,502,224,199,54,17,8
E00053606,468,205,173,66,23,1
E00053607,477,157,166,93,48,13
E00053608,419,148,154,73,38,6
E00053609,395,154,161,58,16,6
E00053610,502,205,180,79,28,10
E00053611,321,133,109,54,20,5
E00053612,467,188,173,78,17,11
E00053613,475,189,201,55,17,13
E00053614,494,232,163,68,24,7
