house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00037583,130,12,27,25,32,19,13,2
E00037584,124,13,15,42,26,14,13,1
E00037585,118,12,12,44,29,3,16,2
E00037586,123,9,17,49,32,2,7,7
E00037587,132,23,20,49,16,14,9,1
E00037588,130,13,30,26,22,28,11,0
E00037589,129,7,22,37,34,15,12,2
E00037590,126,41,29,23,11,9,13,0
E00037592,136,12,33,41,16,18,13,3
E00037593,124,12,20,48,24,11,9,0
E00037594,167,29,19,76,32,7,2,2
E00037595,128,45,16,43,16,5,3,0
E00037596,131,25,10,67,23,3,3,0
E00037597,115,8,19,56,18,7,6,1
E00037598,61,8,11,29,9,1,3,0
E00037599,138,15,9,67,34,2,11,0
E00037600,215,16,34,74,59,17,8,7
E00037601,138,26,25,57,22,4,4,0
E00037602,144,12,7,61,53,4,6,1
E00037603,118,26,20,38,20,4,9,1
E00037604,136,10,14,58,41,5,8,0
E00037605,138,14,15,61,32,8,5,3
E00037606,194,27,16,61,70,9,6,5
E00037607,115,14,14,55,20,4,5,3
E00037608,131,18,13,66,22,6,6,0
E00037609,124,31,5,70,6,5,4,3
E00037610,128,19,10,64,27,6,1,1
E00037611,126,5,8,54,50,5,2,2
E00037612,122,17,8,52,30,7,5,3
E00037613,165,14,23,85,32,1,10,0
E00037628,138,18,21,62,26,3,6,2
E00037629,118,19,25,41,19,8,5,1
E00037630,214,31,30,99,36,7,9,2
E00037631,92,9,15,41,16,1,9,1
E00037632,137,19,20,63,20,11,4,0
E00037633,220,17,24,87,63,10,17,2
E00037634,126,13,11,54,36,5,5,2
E00037636,100,28,12,37,11,8,3,1
E00037637,161,52,15,57,16,10,7,4
E00037638,126,23,22,45,21,3,10,2
E00037639,105,18,19,32,21,5,9,1
E00037640,131,37,10,52,26,3,3,0
E00037641,145,11,17,65,39,6,6,1
E00037642,103,3,5,47,39,7,1,1
E00037643,66,5,2,29,24,3,1,2
E00037644,116,37,14,28,17,11,7,2
E00037645,116,11,22,50,22,6,3,2
E00037646,129,10,12,55,44,5,2,1
E00037647,116,8,16,55,24,8,5,0
E00037648,111,2,14,35,34,15,9,2
E00037649,126,17,9,67,24,3,3,3
E00037650,146,6,16,65,28,19,9,3
E00037651,167,17,24,80,37,1,5,3
E00037652,140,21,13,68,30,5,3,0
E00037653,140,18,10,84,19,2,5,2
E00037654,130,17,15,51,26,12,4,5
E00037655,131,28,16,55,23,5,4,0
E00037656,119,17,13,52,26,2,7,2
E00037657,143,23,19,59,31,7,3,1
E00037658,114,11,14,60,15,5,4,5
E00037659,105,17,11,42,17,10,7,1
E00037660,95,10,21,39,17,4,3,1
E00037661,124,9,22,55,31,5,1,1
E00037662,124,5,29,50,28,4,5,3
E00037663,118,53,17,30,3,3,9,3
E00037664,120,7,23,45,21,13,8,3
E00037665,114,20,34,32,16,8,2,2
E00037666,127,18,20,45,34,2,8,0
E00037667,117,15,20,40,27,3,9,3
E00037668,131,13,11,83,18,3,2,1
E00037669,120,16,17,53,18,5,9,2
E00037670,118,12,12,57,28,2,6,1
E00037671,122,33,14,49,8,7,6,5
E00037672,123,14,12,46,28,12,9,2
E00037673,193,19,27,61,59,12,13,2
E00037674,145,17,32,53,23,13,7,0
E00037675,130,7,23,48,27,14,7,4
E00037676,128,11,17,33,38,17,8,4
E00037677,204,31,51,48,47,15,9,3
E00037678,138,18,17,58,20,13,9,3
E00037679,137,25,22,50,21,11,6,2
E00037680,133,26,24,27,25,19,8,4
E00037681,135,14,16,43,27,24,9,2
E00037682,127,5,33,34,22,14,16,3
E00037683,135,14,18,64,30,4,3,2
E00037684,148,30,37,38,22,9,10,2
E00037685,136,13,25,49,34,8,6,1
E00037686,163,13,28,55,39,19,5,4
E00037687,139,25,18,47,22,14,9,4
E00037688,171,56,32,42,25,2,12,2
E00037689,142,10,27,52,28,12,9,4
E00037690,137,34,29,38,18,6,11,1
E00037691,125,8,15,40,33,18,9,2
E00037692,140,11,43,47,24,7,8,0
E00037693,135,18,24,50,24,11,5,3
E00037694,143,27,12,59,21,13,9,2
E00037695,136,23,16,69,16,6,4,2
E00037696,130,4,10,46,57,11,1,1
E00037697,132,12,34,39,14,11,18,4
E00037698,122,25,20,47,11,8,8,3
E00037699,114,4,31,30,25,11,10,3
E00037700,128,14,22,47,24,10,8,3
E00037701,154,11,30,63,31,9,8,2
E00037702,140,0,11,44,60,12,10,3
E00037703,119,17,10,64,23,1,3,1
E00037704,128,28,14,34,28,18,5,1
E00037705,132,24,27,46,20,7,8,0
E00037706,122,24,10,61,16,4,6,1
E00037707,127,25,24,58,11,5,4,0
E00037708,146,15,40,37,22,14,15,3
E00037709,119,11,43,28,20,8,9,0
E00037710,127,39,26,33,13,6,9,1
E00037711,123,23,12,56,18,6,7,1
E00037712,117,30,21,33,18,10,4,1
E00037713,117,3,33,30,21,9,15,6
E00037714,114,33,20,33,8,13,7,0
E00037715,137,26,7,56,33,4,9,2
E00037716,121,6,32,38,20,11,10,4
E00037717,124,31,33,37,12,4,7,0
E00037718,119,18,9,62,23,3,4,0
E00037719,120,11,24,38,27,7,10,3
E00037720,113,21,31,33,14,4,9,1
E00037721,131,12,47,43,15,9,5,0
E00037722,128,20,16,51,21,11,8,1
E00037723,123,30,7,65,16,0,4,1
E00037724,131,42,13,59,10,4,3,0
E00037725,114,22,19,39,19,4,9,2
E00037726,127,12,25,33,27,10,18,2
E00037727,156,8,46,37,20,22,18,5
E00037728,161,17,35,41,26,21,17,4
E00037729,131,23,16,65,21,3,1,2
E00037730,139,28,31,38,14,14,11,3
E00037731,154,8,50,36,31,19,9,1
E00037732,138,15,35,46,24,9,6,3
E00037733,147,19,67,20,10,19,12,0
E00037734,212,9,79,42,35,20,23,4
E00037735,133,21,9,68,23,2,5,5
E00037737,171,12,63,48,29,8,11,0
E00037738,126,9,38,38,19,14,7,1
E00041199,57,3,9,17,20,3,2,3
E00041284,92,15,16,34,9,12,6,0
E00053353,206,25,40,99,25,6,6,5
E00053354,131,11,14,52,32,8,9,5
E00053355,124,7,9,65,37,2,2,2
E00053356,133,20,36,43,17,5,9,3
E00053357,140,20,6,56,43,4,7,4
E00053358,173,16,56,55,20,10,13,3
E00053359,137,46,17,41,21,8,2,2
E00053360,139,24,18,53,29,4,9,2
E00053361,124,10,14,61,27,2,6,4
E00053362,132,19,10,71,22,2,6,2
E00053363,136,28,21,42,24,9,8,4
E00053364,112,35,11,49,8,1,8,0
E00053365,128,18,12,58,35,2,2,1
E00053366,137,12,21,62,33,5,3,1
E00053367,126,25,23,50,21,3,3,1
E00053368,129,14,23,38,29,15,9,1
E00053369,124,17,15,53,30,2,6,1
E00053370,141,14,14,52,45,5,8,3
E00053371,116,13,13,50,26,5,6,3
E00053372,122,17,15,53,14,8,9,6
E00053373,147,8,6,87,32,2,7,5
E00053374,143,29,14,55,20,8,14,3
E00053375,134,32,16,53,20,5,7,1
E00053376,130,17,5,65,30,1,8,4
E00053377,136,21,24,37,29,11,10,4
E00053378,127,9,54,18,22,17,5,2
E00053379,128,29,26,37,25,4,7,0
E00053380,149,30,25,62,16,5,8,3
E00053381,122,14,17,35,28,13,9,6
E00053382,182,16,66,58,19,7,12,4
