rel..oa_id,rel..proportion_of_oa_within_co_m_boundary,rel..total_persons,rel..christian_church_of_scotland,rel..christian_roman_catholic,rel..christian_other_christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
S00095297,1.00000000003281,53,8,6,4,0,0,0,0,0,1,30,4
S00095298,0.99999999999426603,76,32,12,3,0,0,1,0,0,0,23,5
S00095299,1.0000000000042799,110,50,11,10,2,2,0,0,0,0,32,3
S00095300,0.99999999998515399,120,27,4,3,0,0,0,0,0,0,40,46
S00095301,1.00000000000061,154,63,17,7,0,0,0,0,0,0,51,16
S00095302,0.99999999991441002,143,52,15,4,0,0,0,0,0,2,61,9
S00095303,1.00000000000556,74,29,3,3,0,0,0,1,0,2,32,4
S00095304,0.99999999999823797,70,11,6,3,0,0,0,1,0,2,40,7
S00095305,1.000000000005,133,42,11,9,0,0,0,0,0,1,61,9
S00095306,1.0000000000174201,86,12,16,4,0,0,0,0,0,0,46,8
S00095307,0.99999999999733702,113,29,9,6,1,0,0,0,0,0,60,8
S00095308,0.999999999994447,120,54,10,3,0,1,0,0,0,0,47,5
S00095309,0.99999999995209099,123,36,6,7,0,0,0,0,0,0,68,6
S00095310,1.00000002519958,90,30,6,4,0,0,0,0,0,1,48,1
S00095311,1.0000000000040401,110,38,10,2,0,0,0,0,0,1,55,4
S00095312,0.99999999996014899,127,33,12,3,0,0,0,0,0,1,69,9
S00095313,1.0000000001895999,127,37,14,0,0,0,0,0,0,1,72,3
S00095314,1.0000000000034199,130,31,12,6,0,0,0,0,0,0,70,11
S00095315,0.99999999993484201,104,46,8,7,0,0,0,0,0,0,33,10
S00095316,0.99999999995667999,141,75,11,4,2,0,0,0,0,0,40,9
S00095317,0.99999999999820799,112,56,8,10,1,0,0,0,0,0,27,10
S00095318,0.99999999999545897,94,57,2,2,0,0,0,0,0,0,29,4
S00095319,0.99999999999054301,56,25,11,2,0,0,0,0,0,0,14,4
S00095320,0.99999999999776501,94,41,4,5,0,0,0,0,0,0,40,4
S00095321,0.99999999995395095,97,49,3,3,0,1,0,3,0,0,38,0
S00095322,0.99999999999921796,86,8,16,2,1,0,0,0,0,0,52,7
S00095323,0.99999999999455602,104,33,5,6,0,0,0,2,0,0,48,10
S00095324,1.0000000000034499,116,46,11,2,0,0,0,0,0,1,48,8
S00095325,1.00000000000633,106,51,11,2,0,0,0,1,0,0,34,7
S00095326,0.99999999999968503,111,43,5,0,0,0,0,1,0,0,56,6
S00095327,0.999999999964019,95,33,6,2,0,0,0,0,0,0,45,9
S00095328,0.99999999999533296,80,15,24,1,0,0,0,0,0,0,33,7
S00095329,0.99999999998845102,106,44,6,2,0,0,0,0,0,0,46,8
S00095330,0.99999999999058098,140,48,11,4,2,0,0,0,0,1,59,15
S00095331,1.0000000000642599,154,31,20,10,0,0,0,0,0,0,83,10
S00095332,0.999999999999165,98,21,25,7,2,0,0,3,0,0,37,3
S00095333,0.99999999999367395,100,49,9,5,0,0,0,1,0,0,27,9
S00095334,0.99999999999646005,140,44,7,5,0,0,0,0,0,0,73,11
S00095335,1.00000000001502,132,34,30,7,0,0,0,0,0,0,52,9
S00095336,0.99999999999921896,104,34,2,7,0,0,0,0,0,1,45,15
S00095337,0.99999999999147604,157,51,13,4,2,0,0,6,0,1,65,15
S00095338,0.99999999999995104,121,40,10,6,0,0,0,0,0,0,61,4
S00095339,0.99999999999848799,88,44,3,1,0,0,0,0,0,0,38,2
S00095340,0.999999999508424,109,41,13,1,1,0,0,1,0,3,45,4
S00095341,0.99999999996881095,191,40,22,6,0,0,0,0,0,4,112,7
S00095342,1.0000000000006599,108,18,13,17,1,1,0,0,1,3,47,7
S00095343,0.99999999985152799,107,21,33,0,0,0,0,3,0,0,41,9
S00095344,0.99999999997819,80,31,7,3,0,0,0,0,0,0,37,2
S00095345,1.00000000001028,127,51,15,10,0,0,0,0,0,0,45,6
S00095346,0.99999999992863797,141,67,3,14,0,0,0,0,0,0,51,6
S00095347,0.99999999999538203,93,17,11,3,0,0,0,3,0,1,48,10
S00095348,0.99999999998163303,94,48,7,8,0,0,0,0,0,0,27,4
S00095349,1.0000000000010101,114,40,6,0,0,1,0,0,0,0,63,4
S00095350,1.0000000000013101,80,42,3,6,1,0,0,0,0,1,20,7
S00095351,1.00000000000333,133,68,1,6,0,0,0,0,0,2,44,12
S00095352,1.0000000000013001,190,81,7,16,0,1,0,0,0,0,64,21
S00095353,0.99999999994675903,123,29,18,14,2,0,0,1,0,2,38,19
S00095354,1.0000000000129901,75,16,3,2,0,0,0,0,0,0,42,12
S00095355,1.0000000000079401,169,52,12,7,0,0,0,0,0,2,85,11
S00095356,1.00000000000117,115,48,5,2,0,0,0,0,0,0,53,7
S00095357,1.00000000000108,70,23,6,4,0,0,0,0,0,0,30,7
S00095358,1.0000000000082501,262,68,30,24,2,2,0,7,1,0,109,19
S00095359,1.0000000000014999,89,43,9,2,0,4,0,0,0,0,25,6
S00095360,0.99999999999687195,58,22,10,3,0,0,0,0,0,2,21,0
S00095361,0.99999999999377498,92,47,10,1,0,0,0,0,0,0,26,8
S00095362,0.99999999999573896,128,54,7,4,0,3,0,0,0,0,51,9
S00095363,1.00000000000115,119,46,7,6,1,0,0,1,0,0,52,6
S00095364,0.64389083450480999,117,40,13,2,0,0,0,0,0,0,54,8
S00095365,0.99999996633578103,87,28,2,13,0,0,0,3,0,0,35,6
S00095366,0.44549204604532999,150,51,4,18,2,0,0,0,0,0,68,7
