house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00002299,120,6,44,14,17,25,10,4
E00002300,127,5,48,12,23,24,9,6
E00002301,126,25,33,28,16,8,10,6
E00002302,94,17,35,12,10,9,6,5
E00002303,124,9,41,17,17,24,11,5
E00002304,118,6,10,26,16,28,19,13
E00002305,97,18,31,14,9,8,12,5
E00002306,119,11,36,16,23,9,15,9
E00002307,141,3,24,35,26,15,24,14
E00002308,121,19,33,22,13,9,17,8
E00002309,120,37,66,9,3,0,4,1
E00003159,122,5,8,50,35,11,8,5
E00003177,113,6,13,48,30,8,8,0
E00003241,91,6,21,30,19,5,7,3
E00003333,137,15,7,47,42,4,13,9
E00003346,131,26,17,42,24,6,14,2
E00003347,121,14,30,28,21,13,11,4
E00003348,116,15,28,20,23,18,8,4
E00003404,104,11,18,31,20,9,12,3
E00003599,139,5,52,26,16,20,20,0
E00003635,116,9,44,20,11,19,12,1
E00003637,145,4,63,40,17,7,13,1
E00003638,108,8,31,21,13,16,15,4
E00003639,103,12,25,13,16,23,12,2
E00003640,125,4,42,30,17,9,20,3
E00003641,136,19,53,27,17,8,9,3
E00003642,127,7,55,27,12,12,14,0
E00003646,150,17,15,59,32,10,11,6
E00003708,136,56,2,41,29,2,6,0
E00003709,130,18,4,54,44,2,5,3
E00003713,128,14,9,55,35,5,7,3
E00003720,115,19,18,42,23,5,6,2
E00003722,107,10,2,50,33,4,7,1
E00003723,141,9,4,68,46,4,9,1
E00003724,105,26,6,35,32,1,3,2
E00003725,57,9,8,21,12,2,4,1
E00003726,128,19,9,53,40,2,3,2
E00003727,103,12,10,40,28,2,8,3
E00003728,118,27,28,22,8,22,9,2
E00003729,142,13,13,56,39,10,8,3
E00003730,115,11,5,47,42,5,2,3
E00003731,120,15,1,46,44,5,4,5
E00003732,90,11,11,36,22,5,4,1
E00003733,109,8,7,49,33,4,7,1
E00003734,128,11,10,51,39,8,5,4
E00003735,115,8,11,40,36,10,5,5
E00003736,114,10,8,40,43,5,7,1
E00003737,102,4,11,48,31,1,5,2
E00003756,124,14,4,56,39,2,8,1
E00003760,109,12,9,34,37,3,10,4
E00003763,93,5,6,25,17,18,16,6
E00003764,112,14,14,37,34,0,10,3
E00003805,112,9,14,37,33,4,10,5
E00003806,113,16,27,26,20,16,6,2
E00003807,119,12,28,22,20,14,19,4
E00003808,136,13,14,52,40,7,8,2
E00003809,121,8,43,21,13,22,12,2
E00003810,122,9,26,27,23,26,10,1
E00003811,120,15,17,30,27,12,17,2
E00003812,123,14,27,27,20,21,12,2
E00003813,137,13,22,52,24,11,11,4
E00003814,98,13,10,37,17,4,11,6
E00003815,117,12,28,27,22,9,15,4
E00003816,111,9,42,23,15,11,7,4
E00003817,106,34,27,24,4,10,6,1
E00003818,127,11,16,28,18,28,20,6
E00003819,135,11,13,44,32,12,19,4
E00003820,124,26,21,19,16,22,17,3
E00003821,127,13,12,27,33,24,12,6
E00003822,120,19,12,30,19,24,11,5
E00003823,119,13,22,19,18,27,18,2
E00003824,119,15,11,20,30,24,16,3
E00003825,152,34,55,24,11,15,8,5
E00003826,123,16,28,20,17,25,11,6
E00003827,126,14,29,28,19,19,7,10
E00003828,123,19,34,12,26,17,10,5
E00003829,127,17,19,42,31,10,6,2
E00003830,139,12,32,21,28,29,14,3
E00003831,137,15,22,32,29,25,12,2
E00003832,127,18,32,24,22,16,10,5
E00003833,132,22,26,39,20,17,8,0
E00003834,108,5,13,34,43,6,4,3
E00003835,99,5,21,29,22,9,13,0
E00003836,122,15,17,42,21,14,7,6
E00003837,117,13,37,31,17,5,12,2
E00003838,117,23,21,47,16,0,9,1
E00003839,102,6,26,37,21,4,8,0
E00003895,141,7,44,30,25,11,16,8
E00003899,130,3,52,38,16,9,8,4
E00003947,100,5,24,31,19,5,15,1
E00004006,110,13,13,34,27,13,8,2
E00004067,104,14,5,47,27,6,4,1
E00004075,126,8,10,51,38,2,12,5
E00004076,138,25,7,64,27,4,10,1
E00004077,133,14,2,39,51,9,14,4
E00004078,146,15,10,58,45,3,11,4
E00004079,109,9,21,25,26,13,11,4
E00004080,137,26,13,42,46,2,7,1
E00004081,131,13,14,42,35,11,12,4
E00004082,117,19,15,21,30,13,17,2
E00004083,149,17,20,53,45,6,5,3
E00004084,138,41,50,20,8,11,8,0
E00004085,121,16,6,39,37,5,13,5
E00004086,112,16,11,39,35,3,5,3
E00004087,120,21,26,20,24,11,16,2
E00004088,165,15,27,42,33,22,21,5
E00004089,135,16,7,58,42,2,7,3
E00004090,115,33,5,39,24,4,9,1
E00004091,177,20,16,65,54,9,10,3
E00004092,138,40,8,42,28,6,11,3
E00004093,119,15,12,31,39,10,11,1
E00004094,117,26,19,38,16,9,6,3
E00004095,122,20,7,52,35,0,7,1
E00004096,133,11,10,46,46,6,13,1
E00004097,123,86,6,31,0,0,0,0
E00004098,157,31,3,75,34,4,7,3
E00004099,119,10,4,58,32,1,9,5
E00004100,121,11,4,68,32,2,3,1
E00004101,154,21,13,74,31,4,9,2
E00004102,119,16,5,57,27,1,12,1
E00004103,113,10,2,64,22,3,9,3
E00004104,119,11,5,40,46,5,9,3
E00004105,131,13,8,50,41,7,11,1
E00004106,111,12,7,49,33,3,4,3
E00004107,114,12,9,42,38,4,6,3
E00004108,119,9,4,45,43,5,10,3
E00004109,118,52,14,22,18,1,7,4
E00004110,102,10,6,26,39,13,3,5
E00004111,126,11,12,43,39,10,9,2
E00004112,110,13,5,50,34,4,3,1
E00004113,113,6,10,35,40,12,8,2
E00004114,114,7,9,41,36,10,6,5
E00004115,119,26,14,29,25,10,13,2
E00004116,130,15,9,46,51,4,4,1
E00004117,135,6,12,46,41,14,13,3
E00004118,122,14,11,37,42,8,8,2
E00004119,127,17,6,42,41,7,9,5
E00004854,132,7,41,31,26,12,12,3
E00004855,118,8,24,33,21,12,18,2
E00004856,110,12,18,32,24,7,13,4
E00004857,149,5,49,23,21,17,24,10
E00004858,132,39,18,14,13,29,14,5
E00004859,221,42,55,41,41,16,18,8
E00004860,89,15,35,15,10,5,9,0
E00004861,155,34,39,29,24,16,12,1
E00004862,109,4,16,30,34,9,12,4
E00004863,108,7,12,29,34,8,11,7
E00004864,118,8,21,26,27,16,16,4
E00004865,128,9,34,31,26,13,10,5
