house..sa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
N00001216,133,2,20,22,39,31,14,5
N00001217,160,23,38,40,23,21,14,1
N00001218,104,8,10,41,22,9,8,6
N00001219,136,14,30,25,12,29,19,7
N00001220,110,10,30,23,6,25,12,4
N00001221,124,5,42,22,5,31,15,4
N00001222,88,9,16,13,9,19,16,6
N00001223,126,14,24,28,15,19,19,7
N00001224,124,11,31,37,13,18,12,2
N00001225,127,27,27,26,6,27,10,4
N00001226,116,15,25,28,12,20,15,1
N00001227,110,13,19,27,7,26,16,2
N00001228,89,15,23,18,8,12,11,2
N00001229,119,31,21,27,13,12,11,4
N00001230,121,16,16,37,19,14,13,6
N00001231,130,12,19,28,20,13,28,10
N00001232,99,1,6,20,39,10,10,13
N00001233,122,0,6,18,41,41,11,5
N00001234,136,7,34,20,24,25,20,6
N00001235,353,17,82,45,61,72,52,24
N00001236,131,6,20,18,32,35,12,8
N00001237,123,16,28,23,8,17,26,5
N00001238,110,6,22,37,12,12,12,9
N00001239,117,17,10,48,19,4,16,3
N00001240,500,24,162,71,44,89,85,25
N00001241,133,14,19,26,10,28,26,10
N00001242,122,13,15,32,22,20,12,8
N00001243,123,9,34,26,8,20,22,4
N00001244,133,20,33,23,10,23,19,5
N00001245,135,10,24,22,17,29,24,9
N00001246,261,22,59,69,58,26,21,6
N00001247,115,15,29,26,11,20,13,1
N00001248,146,9,11,51,49,15,8,3
N00001249,152,18,13,58,44,7,10,2
N00001250,165,5,22,39,61,22,10,6
N00001251,122,7,22,29,27,23,12,2
N00001252,131,20,17,30,22,20,20,2
N00001253,115,23,23,29,9,15,13,3
N00001254,113,14,9,42,31,6,7,4
N00001255,123,22,12,46,17,10,15,1
N00001256,108,19,7,45,23,4,7,3
N00001257,110,6,30,25,10,25,11,3
N00001258,118,13,32,22,14,18,12,7
N00001259,129,14,31,20,15,28,18,3
N00001260,136,8,21,19,17,44,18,9
N00001261,116,8,35,21,10,23,15,4
N00001262,165,9,31,55,15,31,19,5
N00001291,118,7,13,34,29,18,12,5
N00001292,300,9,48,59,91,53,27,13
N00001293,128,13,10,54,26,7,9,9
N00001294,128,14,12,55,24,8,11,4
N00001295,119,8,18,47,17,12,11,6
N00001296,122,13,24,32,10,23,16,4
N00001297,130,12,10,46,28,17,11,6
N00001298,162,10,30,22,29,40,25,6
N00001299,135,26,17,37,19,16,14,6
N00001300,119,22,15,46,17,8,8,3
N00001301,132,10,7,62,25,8,16,4
N00001302,257,9,34,24,18,124,26,22
N00001303,133,11,25,32,11,26,23,5
N00001304,125,13,11,53,19,14,11,4
N00001305,119,17,7,42,23,15,12,3
N00001306,106,8,43,16,7,20,9,3
N00001307,130,2,39,23,11,28,16,11
N00001308,210,36,30,67,37,25,10,5
N00001309,153,18,34,21,24,27,19,10
N00001310,335,15,40,78,74,85,23,20
N00001311,120,4,27,14,16,38,8,13
N00001312,244,17,49,33,42,68,20,15
N00001313,195,16,60,39,25,25,23,7
N00001314,142,6,26,29,41,21,17,2
N00001315,114,19,19,37,16,13,10,0
N00001316,194,50,56,33,17,21,16,1
N00001317,115,18,18,44,20,7,6,2
N00001318,133,17,33,30,23,12,13,5
N00001319,118,21,22,29,26,8,11,1
N00001320,101,19,6,36,19,7,9,5
N00001321,108,15,14,27,22,11,17,2
N00001322,133,20,26,34,11,28,11,3
N00001323,121,19,25,38,21,4,13,1
N00001324,113,23,20,34,14,9,10,3
N00001325,491,44,80,176,113,16,57,5
N00001326,125,10,6,70,32,2,4,1
N00001327,121,18,9,53,27,2,10,2
N00001328,378,49,57,118,103,14,34,3
N00001329,116,19,17,31,28,1,18,2
N00001330,124,11,19,52,29,3,10,0
N00001331,116,17,24,38,18,11,8,0
N00001332,103,8,36,23,7,6,22,1
N00001333,131,12,24,39,35,5,16,0
N00001334,140,33,25,33,33,4,12,0
N00001335,121,8,58,23,5,1,25,1
N00001336,108,13,7,35,41,5,7,0
N00001337,121,17,20,34,27,3,16,4
N00001338,125,20,15,33,27,10,16,4
N00001339,147,24,24,31,28,16,15,9
N00001340,378,81,88,72,59,35,38,5
N00001341,110,6,7,41,30,11,10,5
N00001342,126,6,10,46,40,7,14,3
N00001343,104,9,12,36,29,2,13,3
N00001344,117,11,14,52,26,6,5,3
N00001345,96,9,6,43,22,1,14,1
N00001346,341,48,56,112,76,17,30,2
N00001347,208,13,45,51,40,14,41,4
N00001348,128,13,27,36,32,10,9,1
N00001349,119,13,38,35,16,8,7,2
N00001350,413,55,115,51,19,78,72,23
N00001351,173,24,40,22,14,34,30,9
N00001352,137,12,29,31,4,15,40,6
N00001353,144,22,34,14,9,27,28,10
N00001354,397,44,160,41,18,58,61,15
N00001355,124,14,28,18,9,24,26,5
N00001356,112,16,14,18,12,25,21,6
N00001357,98,10,51,7,1,17,9,3
N00001358,163,11,61,25,9,37,16,4
N00001359,120,7,27,11,20,31,20,4
N00001360,116,6,29,16,11,33,15,6
N00001361,113,11,21,12,12,28,18,11
N00001362,134,15,41,15,7,18,28,10
N00001401,442,33,162,77,42,35,85,8
N00001415,115,7,33,12,4,29,19,11
N00001416,472,32,160,86,68,18,100,8
N00001417,148,38,46,14,8,17,18,7
N00001418,321,22,120,51,21,36,59,12
N00001419,116,4,46,13,6,15,28,4
N00001420,132,22,43,14,9,18,23,3
N00001421,708,59,266,125,35,28,182,13
N00001422,115,29,40,14,8,10,13,1
N00001423,209,49,59,25,14,29,25,8
N00001424,114,16,33,18,8,17,17,5
N00001425,124,20,27,22,8,24,16,7
N00001426,118,32,26,11,8,23,13,5
N00001427,123,17,39,17,10,21,13,6
N00001428,128,23,30,21,6,13,29,6
N00001429,544,57,203,81,29,39,126,9
N00001430,129,25,44,10,9,18,16,7
N00001431,136,18,28,28,23,23,11,5
N00001432,138,19,32,23,10,35,13,6
N00001433,136,24,40,15,13,31,10,3
N00001434,134,30,23,22,19,21,15,4
N00001435,128,23,39,17,5,26,15,3
N00001436,130,11,30,15,13,39,15,7
N00001437,96,9,37,9,5,22,11,3
N00001438,139,29,39,20,11,26,9,5
N00001439,163,24,70,30,8,12,17,2
N00001440,141,39,31,38,8,14,10,1
N00001441,135,18,45,11,10,20,18,13
N00001442,115,6,30,21,14,31,11,2
N00001443,115,23,52,12,6,8,11,3
N00001444,155,31,56,16,5,26,18,3
N00001461,127,23,17,36,33,3,14,1
N00001462,137,18,15,53,33,2,15,1
N00001463,138,13,18,46,39,8,11,3
N00001464,128,9,15,49,32,5,11,7
N00001465,159,20,15,64,40,4,14,2
N00001466,105,20,20,17,15,1,29,3
N00001467,104,17,15,41,25,0,3,3
N00001468,111,10,22,13,4,1,59,2
N00001469,114,9,37,19,7,1,41,0
N00001470,134,4,39,13,5,1,72,0
N00001471,143,6,20,9,3,0,105,0
N00001472,238,12,38,78,77,9,24,0
N00001473,209,14,61,49,14,9,58,4
N00001474,113,12,8,43,40,1,8,1
N00001475,141,12,36,38,19,5,30,1
N00001476,128,14,35,29,23,8,17,2
N00001477,113,13,18,41,26,1,13,1
N00001478,132,18,31,30,26,4,20,3
N00001479,132,13,24,36,30,8,16,5
N00001514,109,14,21,25,21,15,9,4
N00001515,131,25,7,59,22,6,10,2
N00001516,127,28,11,59,19,4,5,1
N00001517,153,15,18,79,26,5,9,1
N00001518,174,11,26,72,40,7,13,5
N00001519,134,23,22,36,16,18,16,3
N00001520,114,15,31,15,10,26,11,6
N00001521,106,16,14,20,16,18,18,4
N00001522,115,14,22,36,16,12,10,5
N00001523,106,20,31,14,9,19,10,3
N00001524,111,15,21,18,13,20,22,2
N00001525,100,14,14,23,23,12,12,2
N00001526,112,18,32,24,9,18,10,1
N00001527,115,19,29,22,20,6,17,2
N00001528,123,13,46,27,22,2,11,2
N00001529,134,19,39,33,19,11,11,2
N00001530,165,27,22,55,36,7,16,2
N00001531,112,6,16,18,16,37,15,4
N00001532,148,8,16,34,36,30,14,10
N00001533,271,27,63,40,19,40,60,22
N00001534,132,8,32,19,10,19,35,9
N00001535,148,8,21,10,14,58,29,8
N00001536,126,8,28,21,16,25,18,10
N00001537,128,12,9,20,12,33,32,10
N00001538,128,10,11,44,27,17,11,8
N00001539,116,7,13,19,13,37,19,8
N00001540,136,5,23,24,22,25,30,7
N00001541,118,20,32,11,7,17,20,11
N00001542,121,9,19,22,9,18,34,10
N00001543,133,9,20,19,11,27,35,12
N00001544,115,18,27,18,13,15,18,6
N00001545,139,14,39,24,22,19,15,6
N00001546,125,4,27,16,14,35,25,4
N00001547,156,7,70,17,11,21,25,5
N00001548,179,21,90,21,6,16,18,7
N00001549,167,13,61,12,14,40,16,11
N00001550,108,16,48,12,5,5,18,4
N00001551,151,11,45,26,14,26,25,4
N00001552,156,24,34,31,23,21,16,7
N00001553,162,45,65,9,7,13,19,4
N00001554,151,17,45,21,16,24,23,5
N00001555,112,8,26,12,8,28,19,11
N00001556,96,11,27,21,13,15,7,2
N00001557,124,15,32,12,3,34,19,9
N00001558,106,2,46,8,9,18,16,7
N00001559,149,21,46,28,19,7,23,5
N00001560,101,6,15,18,16,19,17,10
N00001561,100,5,32,18,15,11,16,3
N00001562,110,9,45,13,7,14,19,3
N00001563,109,54,22,8,6,7,11,1
N00001564,140,13,28,22,16,33,19,9
N00001565,143,13,28,20,7,35,34,6
N00001566,141,9,22,23,17,29,26,15
N00001567,105,16,18,11,8,26,18,8
N00001568,107,7,17,14,28,23,14,4
N00001569,124,7,21,21,15,23,31,6
N00001570,418,22,80,34,34,179,48,21
N00001571,144,6,15,11,14,48,37,13
N00001572,126,4,25,18,12,35,23,9
N00001573,154,4,31,14,15,52,28,10
N00001574,118,8,25,10,9,26,22,18
N00001575,110,5,19,15,11,32,21,7
N00001576,124,6,18,23,13,27,25,12
N00001577,123,5,25,19,14,31,15,14
N00001578,114,2,20,18,8,26,29,11
N00001579,140,13,42,18,11,5,48,3
N00001580,158,15,55,33,20,4,28,3
N00001581,111,16,18,26,39,4,7,1
N00001582,107,13,28,20,18,4,23,1
N00001583,125,10,43,26,6,5,35,0
N00001584,107,19,30,23,4,3,27,1
N00001585,136,5,22,13,5,1,88,2
N00001586,142,31,37,23,12,5,34,0
N00001587,142,11,28,22,12,2,66,1
N00001588,135,3,32,26,13,11,49,1
N00001589,118,15,32,27,13,3,26,2
N00001590,147,9,23,36,10,0,69,0
N00001591,128,1,50,13,4,1,58,1
N00001592,140,30,32,10,16,6,45,1
N00001593,194,2,55,34,12,6,79,6
N00001594,142,5,47,17,10,3,58,2
N00001595,108,4,24,8,9,6,57,0
N00001596,126,6,19,10,4,5,80,2
N00001597,111,4,31,18,14,4,40,0
N00001598,139,10,22,15,3,6,79,4
N00001599,149,2,31,11,4,5,92,4
N00001600,134,4,32,25,11,2,57,3
N00001601,109,9,22,16,8,0,53,1
N00001602,145,14,33,23,12,4,57,2
N00001603,158,27,68,15,2,3,42,1
N00001623,132,10,45,24,8,29,10,6
N00001624,94,21,34,19,4,8,7,1
N00001625,125,15,37,28,12,21,11,1
N00001626,122,15,39,31,13,16,6,2
N00001627,91,18,14,18,10,22,9,0
N00001628,119,19,24,35,10,17,9,5
N00001629,155,46,32,30,18,8,15,6
N00001630,107,12,32,17,13,23,9,1
N00001631,108,12,25,13,11,25,17,5
N00001632,118,28,21,29,13,10,14,3
N00001633,100,13,34,22,11,12,6,2
N00001634,122,17,52,17,6,13,10,7
N00001635,145,34,29,30,25,14,9,4
N00001636,84,26,15,9,7,11,15,1
N00001637,112,10,39,20,8,24,10,1
N00001638,132,17,53,18,10,18,13,3
N00001639,104,11,44,15,8,17,8,1
N00001640,111,19,31,25,7,19,8,2
N00001641,131,28,37,30,16,10,9,1
N00001642,124,17,5,71,24,2,4,1
N00001643,257,40,39,73,66,18,19,2
N00001644,125,9,17,42,40,9,6,2
N00001645,117,22,24,37,13,11,9,1
N00001646,136,13,41,45,12,13,9,3
N00001647,127,23,9,56,20,10,8,1
N00001648,143,22,22,57,29,9,4,0
N00001649,134,6,7,42,67,6,4,2
N00001650,118,6,15,43,25,14,10,5
N00001651,134,4,13,38,56,12,8,3
N00001652,132,7,9,54,49,6,5,2
N00001653,136,0,7,38,72,13,4,2
N00001654,139,3,19,51,49,10,5,2
N00001655,159,10,33,54,36,16,8,2
N00001656,118,33,15,47,11,5,4,3
N00001657,119,14,11,60,22,7,3,2
N00001658,95,33,3,40,13,3,3,0
N00001659,112,23,10,59,10,3,6,1
N00001660,123,10,12,64,22,3,9,3
N00001661,122,4,12,42,50,7,4,3
N00001662,125,9,11,56,35,4,9,1
N00001663,128,16,11,60,21,7,11,2
N00001664,118,10,11,42,32,13,8,2
N00001665,152,9,31,45,40,16,10,1
N00001666,125,5,7,64,35,5,7,2
N00001667,117,7,17,35,38,14,4,2
N00001668,156,35,7,61,38,4,10,1
N00001669,117,7,5,67,30,5,3,0
N00001670,125,17,31,26,17,18,14,2
N00001671,129,16,28,21,16,33,14,1
N00001672,134,8,15,36,38,28,9,0
N00001673,176,17,21,56,46,21,13,2
N00001674,114,12,27,27,19,21,8,0
N00001675,123,13,26,31,20,21,9,3
N00001676,107,5,18,19,13,33,17,2
N00001677,163,2,10,47,87,9,3,5
N00001678,148,11,15,52,50,7,12,1
N00001679,134,2,18,45,54,10,4,1
N00001680,170,2,19,44,87,12,4,2
N00001681,147,21,33,48,20,12,12,1
N00001682,127,7,23,36,37,11,10,3
N00001683,155,19,21,44,32,20,14,5
N00001684,286,10,25,66,143,20,13,9
N00001685,120,9,9,48,33,10,7,4
N00001686,114,5,21,37,22,17,11,1
N00001687,118,9,11,51,29,8,8,2
N00001688,158,33,20,36,18,24,23,4
N00001689,156,17,77,28,2,20,10,2
N00001690,141,19,19,47,31,8,12,5
N00001691,154,12,62,28,14,25,12,1
N00001692,124,23,31,30,17,10,11,2
N00001693,125,17,30,56,10,1,11,0
N00001694,104,9,5,45,31,7,6,1
N00001695,152,12,24,46,55,7,4,4
N00001696,168,15,32,59,35,8,16,3
N00001697,121,14,16,48,22,9,9,3
N00001698,131,18,34,34,18,14,11,2
N00001699,158,4,31,59,40,7,15,2
N00001700,124,14,35,32,18,14,8,3
N00001701,102,21,27,20,9,10,12,3
N00001702,140,22,18,43,31,11,12,3
N00001703,613,123,213,136,45,41,51,4
N00001704,450,111,139,106,39,22,28,5
N00001705,118,15,42,24,11,18,6,2
N00001706,166,9,11,61,51,16,13,5
N00001707,145,12,19,50,41,15,5,3
N00001708,241,17,29,64,96,19,13,3
N00001709,120,17,24,37,17,14,10,1
N00001710,136,13,8,79,28,3,5,0
N00001711,137,12,17,52,41,5,7,3
N00001712,158,20,37,45,15,19,14,8
N00001713,110,42,15,32,6,5,8,2
N00001714,260,41,59,59,31,38,26,6
N00001715,127,10,28,20,24,32,12,1
N00001716,124,9,11,61,20,10,11,2
N00001717,132,6,8,57,28,13,16,4
N00001718,125,19,12,60,19,5,6,4
N00001719,123,7,20,25,19,35,11,6
N00001720,122,17,21,52,14,11,5,2
N00001721,117,12,22,33,18,18,11,3
N00001722,148,14,36,32,23,30,12,1
N00001723,127,10,25,32,19,27,10,4
N00001724,105,1,26,21,16,31,9,1
N00001725,117,11,31,24,15,21,12,3
N00001726,119,27,20,27,21,7,14,3
N00001727,114,25,14,41,6,10,18,0
N00001728,137,9,44,37,8,27,8,4
N00001729,136,23,17,30,20,26,13,7
N00001730,133,25,52,32,7,10,7,0
N00001731,125,29,34,37,6,6,10,3
N00001732,351,6,27,132,129,22,26,9
N00001733,120,18,21,26,22,17,16,0
N00001734,120,21,9,46,22,7,11,4
N00001735,125,31,18,31,19,16,8,2
N00001736,199,80,42,49,7,7,11,3
N00001737,168,24,37,33,22,27,22,3
N00001738,133,21,12,64,25,2,5,4
N00001739,145,12,24,65,27,5,8,4
N00001740,292,53,31,101,56,29,13,9
N00001741,116,24,12,29,30,9,8,4
N00001742,109,11,36,17,22,8,13,2
N00001743,122,25,25,29,26,7,8,2
N00001744,128,6,21,44,37,14,3,3
N00001745,117,7,10,26,48,19,6,1
N00001746,118,8,11,58,20,9,10,2
N00001747,297,36,42,82,82,37,14,4
N00001748,148,9,9,59,53,2,13,3
N00001749,120,12,11,55,28,1,5,8
N00001948,87,2,27,16,14,16,6,6
N00001949,296,31,54,102,53,28,22,6
N00001950,114,11,41,25,13,11,13,0
N00001951,104,15,13,49,14,3,10,0
N00001952,125,24,17,48,14,6,14,2
N00001953,111,22,37,16,8,12,13,3
N00001954,99,11,7,45,23,2,9,2
N00001955,138,23,34,47,14,8,11,1
N00001956,90,2,24,16,9,30,8,1
N00001957,113,7,18,36,30,11,10,1
N00001958,136,7,37,29,19,33,6,5
N00001959,119,7,33,25,13,26,12,3
N00001960,138,9,37,19,23,28,19,3
N00001961,146,12,17,32,55,18,10,2
N00001962,88,8,14,33,17,5,10,1
N00001963,73,6,21,10,5,19,9,3
N00001964,120,4,36,20,19,29,11,1
N00001973,188,53,48,29,11,15,27,5
N00001974,101,14,35,28,8,4,11,1
N00001975,138,19,37,35,16,10,16,5
N00001976,223,71,39,49,19,14,24,7
N00001977,108,17,21,22,20,13,14,1
N00001978,134,25,18,41,15,14,17,4
N00001986,175,22,37,41,25,25,23,2
N00001987,151,7,20,32,36,31,19,6
N00001988,143,16,15,40,15,37,18,2
N00001989,129,7,17,38,39,18,7,3
N00001990,110,19,14,17,15,26,15,4
N00001991,135,6,25,19,20,41,22,2
N00001992,132,12,49,17,16,22,13,3
N00001993,117,28,22,32,12,14,5,4
N00001994,131,16,13,47,36,4,9,6
N00001995,138,26,18,45,32,6,9,2
N00001996,126,12,17,54,15,8,17,3
N00001997,145,19,14,63,36,4,8,1
N00001998,110,16,23,34,15,7,14,1
N00001999,409,22,67,79,115,39,79,8
N00002000,128,13,9,56,33,5,10,2
N00002001,137,13,14,53,35,4,15,3
N00002002,116,13,13,53,23,2,8,4
N00002003,113,11,11,52,23,6,6,4
N00002004,144,22,17,48,34,5,14,4
N00002005,97,28,12,39,8,2,6,2
N00002006,119,24,19,50,12,2,12,0
N00002007,113,27,16,47,13,3,7,0
N00002014,356,19,43,126,103,34,24,7
N00002015,126,27,15,42,20,10,8,4
N00002016,115,15,26,27,13,20,10,4
N00002017,127,19,12,59,22,8,4,3
N00002018,573,52,110,172,134,46,46,13
N00002019,122,23,27,35,20,5,10,2
N00002020,123,18,12,46,26,8,8,5
N00002028,430,15,64,115,155,38,32,11
N00002029,229,12,49,63,61,26,9,9
N00002030,120,6,13,47,22,15,10,7
N00002031,123,10,12,40,40,9,6,6
N00002032,194,14,25,77,58,6,13,1
N00002033,105,12,15,42,24,5,7,0
N00002034,120,13,9,54,31,5,5,3
N00002035,136,10,18,50,23,16,15,4
N00002042,123,23,12,61,14,3,8,2
N00002043,141,14,31,36,27,8,19,6
N00002044,272,41,58,84,25,26,34,4
N00002045,133,14,15,50,27,10,9,8
N00002046,110,10,9,59,18,4,7,3
N00002047,122,35,26,29,10,9,10,3
N00002048,107,46,12,25,9,3,9,3
N00002049,117,26,23,39,12,5,12,0
N00002050,104,20,34,24,11,7,8,0
N00002051,249,45,84,51,22,15,30,2
N00002052,108,9,34,24,19,8,11,3
N00002053,109,16,26,26,11,9,20,1
N00002059,126,23,36,30,13,9,10,5
N00002060,430,72,159,97,35,19,37,11
N00002061,307,64,59,93,52,18,18,3
N00002062,112,23,28,28,15,8,7,3
N00002063,129,15,9,60,19,1,23,2
N00002064,293,33,50,88,43,15,61,3
N00002065,105,18,9,38,20,3,16,1
N00002066,125,18,17,50,22,6,8,4
N00002067,372,55,45,79,49,10,126,8
N00002068,104,18,13,40,15,6,12,0
N00002078,119,13,20,32,19,14,20,1
N00002079,289,49,49,83,45,21,38,4
N00002080,131,12,25,27,14,20,27,6
N00002081,129,21,30,24,10,18,23,3
N00002082,294,31,39,88,69,15,49,3
N00003067,131,14,11,63,21,9,11,2
N00003068,113,27,36,18,8,7,16,1
N00003069,113,14,24,18,20,15,19,3
N00003070,123,15,28,33,14,20,12,1
N00003071,108,11,23,28,13,15,15,3
N00003072,119,25,35,30,6,8,11,4
N00003073,139,6,13,61,34,4,12,9
N00003074,193,21,29,72,50,10,8,3
N00003075,114,10,16,45,22,2,14,5
N00003076,202,14,35,59,58,17,13,6
N00003077,142,12,23,46,37,15,7,2
N00003078,206,14,30,84,50,13,11,4
N00003079,135,16,24,40,10,30,10,5
N00003080,105,10,20,31,14,18,11,1
N00003081,62,11,19,8,6,9,8,1
N00003082,105,19,15,27,16,13,12,3
N00003083,100,9,25,24,15,16,11,0
N00003084,130,9,28,41,19,20,9,4
N00003085,123,12,18,33,5,23,25,7
N00003086,120,22,24,24,20,15,14,1
N00003087,139,8,20,67,21,9,7,7
N00003088,65,10,11,12,8,20,3,1
N00003089,115,7,21,34,30,12,8,3
N00003090,139,12,20,48,32,15,9,3
N00003091,142,7,22,45,57,4,5,2
N00003092,98,17,15,27,22,9,6,2
N00003093,181,18,16,76,56,3,9,3
N00003094,114,18,7,60,23,2,3,1
N00003095,132,21,15,52,32,4,7,1
N00003096,122,17,22,54,12,5,11,1
N00003097,199,11,12,98,62,6,6,4
N00003098,265,23,35,61,64,52,17,13
N00003099,116,17,9,38,24,6,19,3
N00003100,140,20,30,37,27,8,17,1
N00003101,115,16,19,23,26,12,15,4
N00003102,118,10,16,44,24,5,14,5
N00003103,127,18,27,52,14,2,12,2
N00003104,89,10,15,29,16,10,4,5
N00003105,238,92,65,34,10,15,20,2
N00003106,106,25,21,24,10,13,12,1
N00003107,140,19,78,15,3,10,14,1
N00003108,99,15,10,34,22,12,5,1
N00003109,120,9,29,50,14,6,9,3
N00003110,115,19,33,31,9,13,9,1
N00003111,95,20,20,27,10,3,13,2
N00003112,107,13,20,35,16,10,12,1
N00003113,114,18,20,39,21,6,9,1
N00003114,158,31,49,31,8,18,20,1
N00003115,109,22,15,26,16,16,12,2
N00003116,114,21,6,51,19,6,6,5
N00003117,120,29,13,41,18,8,11,0
N00003118,116,39,33,14,5,12,10,3
N00003119,110,18,29,30,16,4,12,1
N00003120,128,15,9,67,20,7,8,2
N00003121,129,19,13,48,24,10,11,4
N00003122,121,29,12,45,18,4,13,0
N00003123,128,13,12,40,34,5,19,5
N00003124,141,19,37,31,30,11,13,0
N00003125,118,17,12,43,20,14,9,3
N00003126,154,23,15,48,50,3,8,7
N00003127,147,8,15,52,48,6,14,4
N00003128,134,34,20,32,24,11,11,2
N00003129,122,16,11,45,31,8,10,1
N00003130,118,11,15,46,34,5,5,2
N00003131,277,18,26,101,81,12,24,15
N00003132,125,13,22,47,26,4,12,1
N00003133,152,26,17,55,39,6,6,3
N00003134,134,11,40,38,18,14,12,1
N00003135,65,9,18,17,9,3,6,3
N00003136,168,15,39,56,22,18,13,5
N00003137,114,14,34,35,20,6,5,0
N00003138,125,22,13,30,19,19,19,3
N00003139,160,11,17,72,35,6,14,5
N00003140,134,14,19,47,29,10,11,4
N00003141,149,13,22,66,31,4,12,1
N00003142,337,29,37,125,90,30,15,11
N00003143,126,15,15,36,18,26,12,4
N00003144,125,28,14,51,18,4,7,3
N00003145,549,13,129,124,151,97,29,6
N00003146,155,4,24,51,45,20,9,2
N00003147,342,4,36,97,145,37,15,8
N00003148,116,6,12,37,45,10,5,1
N00003149,204,5,26,80,64,18,8,3
N00003150,130,4,18,56,32,2,13,5
N00003151,130,19,33,32,23,15,8,0
N00003152,157,12,24,57,38,8,17,1
N00003153,129,12,11,49,37,4,9,7
N00003154,133,13,7,61,28,7,12,5
N00003155,125,23,31,31,14,9,15,2
N00003156,115,15,31,29,18,7,15,0
N00003157,113,19,21,39,11,12,9,2
N00003158,124,38,26,31,13,10,6,0
N00003159,165,13,20,66,31,19,15,1
N00003160,119,20,37,22,12,16,11,1
N00003240,149,7,12,64,45,2,11,8
N00003241,129,9,7,57,31,5,13,7
N00003242,116,10,6,61,26,1,7,5
N00003243,150,15,9,56,47,4,17,2
N00003244,122,15,10,53,32,2,9,1
N00003245,164,18,13,55,53,2,14,9
N00003247,280,10,31,83,117,20,12,7
N00003248,137,14,20,42,38,8,10,5
N00003249,148,8,24,40,57,11,6,2
N00003250,128,9,13,75,21,3,3,4
N00003251,116,18,11,33,38,9,7,0
N00003252,133,8,24,21,24,44,5,7
N00003253,123,22,9,44,27,9,11,1
N00003254,113,31,8,42,17,5,9,1
N00003255,111,13,1,29,35,24,1,8
N00003256,142,13,14,65,40,6,2,2
N00003257,112,9,5,49,37,6,3,3
N00003258,178,2,17,60,81,9,6,3
N00003259,121,12,10,59,29,3,5,3
N00003260,127,10,11,62,36,3,5,0
N00003261,126,3,3,37,68,5,8,2
N00003271,228,9,35,50,43,61,23,7
N00003272,236,40,29,51,54,36,19,7
N00003273,264,6,18,64,141,23,6,6
N00003274,117,16,21,29,25,7,18,1
N00003275,95,8,25,20,14,13,13,2
N00003276,245,13,64,80,52,18,14,4
N00003277,180,7,34,64,48,11,11,5
N00003278,183,20,45,50,38,12,15,3
N00003279,96,6,22,22,19,19,4,4
N00003280,329,20,57,102,108,11,26,5
N00003281,127,14,14,50,26,2,11,10
N00003282,835,38,190,229,253,60,49,16
N00003283,122,16,32,42,12,6,11,3
N00003284,135,14,34,31,17,16,22,1
N00003285,115,12,29,32,17,9,13,3
N00003286,123,15,34,33,22,7,12,0
N00003287,118,25,13,52,14,4,8,2
N00003288,123,19,21,37,27,6,9,4
N00003289,135,16,18,62,20,4,13,2
N00003290,177,19,12,63,47,17,12,7
N00003291,270,22,24,130,71,9,11,3
N00003292,123,6,13,66,25,6,5,2
N00003293,109,13,8,33,32,9,7,7
N00003294,115,3,11,20,12,33,21,15
N00003295,274,7,34,24,43,110,30,26
N00003296,133,1,21,21,5,62,17,6
N00003297,128,4,12,18,20,56,10,8
N00003298,202,6,27,16,39,91,10,13
N00003299,205,1,9,21,41,106,15,12
N00003300,105,3,38,12,11,32,7,2
N00003301,111,8,12,36,18,11,18,8
N00003302,155,0,16,22,30,55,19,13
N00003303,122,1,14,15,20,52,13,7
N00003304,116,6,24,13,12,33,24,4
N00003305,160,5,15,17,21,68,18,16
N00003306,193,3,17,22,67,56,10,18
N00003307,211,13,41,52,60,17,19,9
N00003308,988,10,103,158,321,283,61,52
N00003309,114,4,21,31,25,17,11,5
N00003310,126,13,15,37,24,15,17,5
N00003311,393,0,53,69,149,84,20,18
N00003312,134,4,18,29,39,25,6,13
N00003313,709,126,223,140,81,42,87,10
N00003314,293,24,45,85,95,18,19,7
N00003315,90,17,12,34,16,5,6,0
N00003316,155,25,25,38,46,13,7,1
N00003337,144,9,50,29,22,17,14,3
N00003338,115,5,40,23,22,12,10,3
N00003339,186,22,43,58,44,10,8,1
N00003340,132,48,20,24,18,10,8,4
N00003341,113,8,16,35,25,9,18,2
N00003342,129,8,19,38,43,11,5,5
N00003343,126,9,25,24,23,28,15,2
N00003344,139,24,31,46,22,7,8,1
N00003345,99,0,6,29,50,9,3,2
N00003346,127,1,8,40,58,8,7,5
N00003347,137,5,14,42,54,8,11,3
N00003348,160,2,11,68,51,8,11,9
N00003349,341,15,31,95,121,45,21,13
N00003350,177,17,9,54,69,5,14,9
N00003351,143,17,15,45,34,14,13,5
N00003352,155,10,17,31,61,24,9,3
N00003353,131,8,19,25,45,13,12,9
N00003354,153,8,7,45,52,12,17,12
N00003355,145,13,8,51,50,7,9,7
N00003356,219,7,35,50,94,17,12,4
N00003357,120,8,14,56,30,2,7,3
N00003358,147,13,13,65,38,4,9,5
N00003359,132,17,14,42,32,6,14,7
N00003360,109,18,30,25,15,11,9,1
N00003361,140,35,19,49,17,7,11,2
N00003362,128,18,5,51,44,4,5,1
N00003363,297,49,38,105,63,22,18,2
N00003364,139,15,10,51,46,7,7,3
