rel..sa_id,rel..total_persons,rel..religion_catholic,rel..religion_presbyterian_church_in_ireland,rel..religion_church_of_ireland,rel..religion_methodist_church_in_ireland,rel..religion_other_christian_including_christian_related,rel..religion_other_religions,rel..religion_no_religion,rel..religion_religion_not_stated
N00003097,567,143,227,58,29,51,4,37,18
N00003098,747,631,25,17,5,1,1,21,46
N00003099,322,185,54,42,8,8,0,14,11
N00003100,331,240,36,19,4,4,0,9,19
N00003101,301,240,18,11,1,4,0,12,15
N00003102,340,213,51,35,9,6,1,13,12
N00003103,264,93,69,22,18,12,1,36,13
N00003104,254,92,68,15,15,5,4,23,32
N00003105,382,114,105,34,10,22,5,45,47
N00003106,198,22,100,28,4,11,3,20,10
N00003107,202,38,77,20,3,16,3,22,23
N00003108,251,58,85,33,3,16,2,38,16
N00003109,266,35,93,39,19,26,4,26,24
N00003110,221,53,60,34,10,16,1,30,17
N00003111,199,29,76,27,10,16,4,20,17
N00003112,254,73,83,28,11,14,1,20,24
N00003113,264,85,82,43,15,8,0,15,16
N00003114,281,64,98,41,17,19,0,26,16
N00003115,236,38,95,29,27,16,1,19,11
N00003116,313,90,108,34,19,19,0,32,11
N00003117,265,97,85,25,4,6,2,30,16
N00003118,196,83,41,27,2,9,1,21,12
N00003119,251,91,55,19,0,15,0,36,35
N00003120,323,100,116,39,14,23,1,28,2
N00003121,315,103,85,36,15,20,0,39,17
N00003122,253,39,99,29,24,14,0,33,15
N00003123,364,190,101,23,1,5,1,30,13
N00003124,314,101,73,42,0,27,3,33,35
N00003125,292,129,71,27,2,31,0,21,11
N00003126,447,89,245,12,3,36,2,30,30
N00003127,434,183,139,29,1,26,2,36,18
N00003128,283,6,113,75,17,21,0,34,17
N00003129,322,12,182,50,4,24,0,42,8
N00003130,302,2,163,42,7,23,6,31,28
N00003131,823,56,440,62,30,76,1,137,21
N00003132,297,34,123,36,11,34,1,46,12
N00003133,379,52,147,49,28,28,0,57,18
N00003134,298,32,114,25,16,23,2,53,33
N00003135,149,36,57,20,9,2,0,15,10
N00003136,369,101,138,40,9,15,0,47,19
N00003137,320,61,114,52,15,13,2,40,23
N00003138,296,14,122,59,4,32,0,23,42
N00003139,414,12,195,53,36,19,4,75,20
N00003140,330,11,165,40,22,19,1,61,11
N00003141,357,8,180,39,4,19,1,88,18
N00003142,896,31,396,146,44,73,11,167,28
N00003143,293,9,157,20,11,20,1,65,10
N00003144,278,9,134,35,12,8,2,65,13
N00003145,1350,209,400,190,98,115,5,234,99
N00003146,403,127,126,51,15,27,0,39,18
N00003147,1029,217,377,127,56,76,3,105,68
N00003148,327,81,120,41,18,28,1,23,15
N00003149,551,75,212,53,34,53,6,90,28
N00003150,368,18,203,34,21,36,0,50,6
N00003151,269,15,94,49,17,35,0,38,21
N00003152,399,34,197,48,23,40,2,34,21
N00003153,369,9,207,33,18,32,8,46,16
N00003154,365,20,196,23,16,51,0,29,30
N00003155,249,57,91,31,7,11,2,24,26
N00003156,232,41,82,22,7,23,0,35,22
N00003157,237,89,52,29,3,18,1,26,19
N00003158,228,85,57,24,9,12,0,17,24
N00003159,410,95,189,37,14,16,1,43,15
N00003160,237,80,50,39,7,13,4,25,19
N00003240,792,211,160,205,30,66,6,87,27
N00003241,377,32,105,117,12,40,2,48,21
N00003242,319,32,70,112,12,30,0,49,14
N00003243,444,153,84,93,19,42,1,38,14
N00003244,331,42,84,92,18,39,3,45,8
N00003245,476,65,59,133,36,70,7,89,17
N00003247,820,234,124,187,36,74,7,126,32
N00003248,347,65,51,118,20,32,1,49,11
N00003249,412,62,92,124,23,24,3,70,14
N00003250,309,13,100,89,16,30,5,41,15
N00003251,308,40,79,62,29,39,2,36,21
N00003252,346,37,107,64,14,18,2,75,29
N00003253,299,33,61,87,21,20,0,54,23
N00003254,247,34,56,60,20,25,2,37,13
N00003255,354,49,81,103,27,17,5,50,22
N00003256,370,27,148,63,28,33,1,66,4
N00003257,344,90,85,79,10,26,5,40,9
N00003258,547,253,95,72,19,40,7,43,18
N00003259,323,63,101,72,17,22,1,31,16
N00003260,384,52,94,94,42,28,7,26,41
N00003261,456,147,85,64,38,49,6,49,18
N00003271,603,69,104,160,33,29,4,146,58
N00003272,613,85,118,174,48,56,1,84,47
N00003273,832,114,149,251,56,75,2,163,22
N00003274,277,34,47,69,45,18,4,38,22
N00003275,202,14,61,57,19,10,5,27,9
N00003276,557,128,115,122,19,47,3,89,34
N00003277,457,55,105,138,29,40,1,66,23
N00003278,430,28,107,131,22,54,0,67,21
N00003279,239,13,60,100,7,12,0,29,18
N00003280,895,265,148,146,63,73,7,143,50
N00003281,355,102,42,115,5,37,0,44,10
N00003282,2112,297,500,552,111,208,15,342,87
N00003283,253,27,62,56,9,19,2,50,28
N00003284,284,40,48,50,8,30,4,62,42
N00003285,241,28,78,56,6,17,2,36,18
N00003286,250,34,74,60,11,17,3,39,12
N00003287,257,20,69,58,13,48,6,17,26
N00003288,287,24,90,46,18,31,7,57,14
N00003289,311,49,111,86,8,27,4,20,6
N00003290,499,92,122,117,25,40,8,81,14
N00003291,694,97,240,86,34,91,2,108,36
N00003292,299,54,73,81,14,22,1,36,18
N00003293,350,282,13,5,0,3,0,11,36
N00003294,344,288,0,0,0,0,1,4,51
N00003295,871,707,8,4,0,9,0,21,122
N00003296,373,298,1,0,1,2,2,10,59
N00003297,402,355,0,1,0,2,0,4,40
N00003298,616,520,4,0,0,3,3,14,72
N00003299,720,622,2,12,1,2,1,6,74
N00003300,254,206,0,0,0,4,1,7,36
N00003301,308,274,3,4,0,0,0,10,17
N00003302,498,418,0,0,0,4,0,8,68
N00003303,396,331,1,0,0,0,4,2,58
N00003304,293,217,1,0,0,0,2,9,64
N00003305,474,422,0,1,1,2,3,5,40
N00003306,700,607,1,1,3,9,1,19,59
N00003307,562,275,58,65,11,34,6,65,48
N00003308,3075,2572,16,19,4,29,7,100,328
N00003309,303,70,45,113,7,6,1,41,20
N00003310,321,33,63,116,3,27,3,44,32
N00003311,1274,1137,5,7,2,8,0,26,89
N00003312,423,359,1,0,1,1,3,20,38
N00003313,1435,361,250,245,73,89,34,200,183
N00003314,777,464,58,73,21,21,1,88,51
N00003315,201,123,18,23,6,7,0,20,4
N00003316,393,146,57,93,10,9,3,52,23
N00003337,302,195,12,8,5,10,3,53,16
N00003338,248,183,7,11,1,4,0,32,10
N00003339,414,155,58,52,7,23,13,84,22
N00003340,272,147,25,35,8,10,0,28,19
N00003341,302,240,16,5,1,4,3,27,6
N00003342,367,274,24,12,1,10,1,36,9
N00003343,294,171,18,26,0,9,2,31,37
N00003344,288,189,17,24,5,4,1,24,24
N00003345,360,329,0,1,0,1,0,15,14
N00003346,480,442,1,3,0,1,0,21,12
N00003347,453,419,1,1,1,1,5,14,11
N00003348,599,516,20,11,1,4,2,21,24
N00003349,1063,830,26,62,8,17,0,76,44
N00003350,595,357,40,81,26,38,0,27,26
N00003351,413,231,34,55,24,9,2,30,28
N00003352,461,339,33,19,2,2,2,39,25
N00003353,414,337,7,24,2,8,5,16,15
N00003354,508,294,127,27,3,15,1,27,14
N00003355,492,256,45,82,11,40,0,25,33
N00003356,618,200,79,127,22,56,5,97,32
N00003357,336,64,95,57,25,24,7,42,22
N00003358,423,104,81,97,11,37,2,54,37
N00003359,374,169,93,43,2,24,1,24,18
N00003360,212,16,57,69,10,15,0,35,10
N00003361,279,55,65,57,17,20,4,50,11
N00003362,358,105,104,59,21,35,1,28,5
N00003363,706,193,158,166,33,32,1,93,30
N00003364,408,70,79,76,9,67,6,67,34
N00003365,470,169,98,81,22,27,6,47,20
N00003366,293,90,37,35,26,27,3,61,14
N00003367,328,90,50,84,15,23,5,35,26
N00003368,289,67,39,59,19,21,1,63,20
N00003369,284,59,54,60,28,19,1,44,19
N00003370,283,64,49,90,29,15,3,17,16
N00003371,321,71,66,67,5,26,7,48,31
N00003372,351,93,50,95,9,8,3,46,47
N00003373,309,68,66,68,28,17,1,44,17
N00003374,272,62,34,69,31,11,9,36,20
N00003375,243,38,43,65,16,21,3,47,10
N00003376,300,54,68,72,17,35,5,41,8
N00003377,252,42,59,50,20,24,3,38,16
N00003378,244,19,78,50,4,41,1,27,24
N00003379,283,21,91,54,27,25,2,44,19
N00003380,338,11,112,81,24,15,3,66,26
N00003381,330,21,79,79,14,37,5,55,40
N00003382,225,28,47,48,14,19,1,47,21
N00003383,263,13,78,45,21,20,2,57,27
N00003384,405,41,138,90,25,42,7,48,14
N00003385,448,48,217,50,29,23,5,52,24
N00003386,369,38,119,76,15,44,1,44,32
N00003397,258,236,1,0,0,0,0,11,10
N00003398,378,339,4,0,1,1,1,14,18
N00003399,416,358,0,4,2,5,4,22,21
N00003400,424,355,2,1,1,6,2,26,31
N00003401,369,329,5,3,0,1,0,17,14
N00003402,411,342,3,0,0,2,0,13,51
N00003403,269,209,6,1,0,1,0,11,41
N00003404,296,264,2,0,0,4,1,4,21
N00003405,343,263,4,1,0,0,3,7,65
N00003406,384,119,59,88,15,28,5,39,31
N00003407,558,120,108,127,33,61,3,85,21
N00003408,531,133,86,104,17,48,0,91,52
N00003409,341,84,50,96,15,15,4,55,22
N00003410,652,181,132,124,25,51,0,99,40
N00003411,283,58,63,61,33,13,2,38,15
N00003412,292,31,73,86,17,30,0,34,21
N00003413,271,42,73,45,7,22,0,60,22
N00003414,377,61,49,56,19,67,10,87,28
N00003415,309,28,77,88,40,19,2,34,21
N00003416,300,22,83,73,37,19,2,40,24
N00003417,253,62,54,49,16,11,0,43,18
N00003418,254,23,60,62,8,18,1,62,20
N00003419,314,82,62,69,14,21,1,46,19
N00003420,299,18,80,78,14,20,3,42,44
N00003421,295,26,73,70,15,28,1,64,18
N00003422,632,100,161,129,28,55,18,53,88
N00003423,516,97,105,127,10,39,15,72,51
N00003424,294,52,48,89,21,30,2,34,18
N00003425,196,50,30,49,8,7,1,29,22
N00003426,728,89,154,166,34,35,15,181,54
N00003427,300,20,57,107,18,28,0,52,18
N00003428,277,29,100,54,9,24,4,48,9
N00003429,285,5,77,94,15,22,1,46,25
N00003430,277,9,85,63,24,26,4,45,21
N00003431,308,11,79,102,17,27,3,45,24
N00003432,283,26,77,63,7,28,7,56,19
N00003433,279,9,84,75,22,27,7,27,28
N00003434,278,53,51,69,18,22,1,49,15
N00003435,209,17,42,82,13,16,0,22,17
N00003436,316,32,80,93,18,33,6,45,9
N00003437,339,11,114,90,14,32,3,46,29
N00003438,354,73,51,83,28,33,4,66,16
N00003439,272,18,94,58,10,46,3,37,6
N00003440,283,43,65,84,14,24,4,34,15
N00003441,340,66,70,67,39,44,1,41,12
N00003442,214,33,42,59,15,31,2,17,15
N00003444,424,25,90,167,40,49,5,38,10
N00003453,376,54,30,32,10,89,2,145,14
N00003454,328,58,93,68,29,18,1,41,20
N00003455,305,57,78,49,11,35,4,54,17
N00003456,305,61,25,22,6,67,8,101,15
N00003457,289,32,54,100,3,18,1,69,12
N00003458,338,169,45,47,11,20,1,29,16
N00003459,240,62,56,44,26,10,6,26,10
N00003460,403,155,65,80,10,19,2,57,15
N00003461,329,76,70,73,20,24,1,43,22
N00003462,377,128,69,76,18,15,8,55,8
N00003465,267,6,72,91,31,22,4,30,11
N00003470,336,31,79,124,13,42,5,33,9
N00003471,274,22,103,66,20,13,2,31,17
N00003472,310,20,93,93,21,30,0,41,12
N00003483,341,39,85,96,13,13,2,57,36
N00003484,313,154,39,39,1,14,2,32,32
N00003485,265,97,35,68,4,12,2,22,25
N00003486,355,137,49,74,5,9,6,36,39
N00003487,327,92,47,107,8,13,0,33,27
N00003488,284,24,81,58,18,8,7,60,28
N00003489,704,39,170,165,38,49,3,179,61
N00003490,265,231,4,0,0,1,0,12,17
N00003491,636,523,8,3,0,16,0,18,68
N00003492,370,336,1,0,0,1,0,6,26
N00003493,715,620,7,3,1,3,0,9,72
N00003494,763,699,2,0,1,1,1,17,42
N00003495,395,366,4,4,0,1,0,8,12
N00003496,637,562,5,4,0,1,0,17,48
N00003497,393,5,133,121,32,20,3,58,21
N00003498,234,4,67,48,34,19,8,29,25
N00003499,231,8,52,65,32,22,1,38,13
N00003500,295,52,71,57,12,27,12,46,18
N00003501,276,30,50,64,12,21,11,71,17
N00003502,202,11,71,45,9,17,2,29,18
N00003503,349,61,89,72,12,50,0,45,20
N00003504,324,44,98,71,22,29,9,40,11
N00003505,198,6,65,48,22,6,3,36,12
N00003506,396,213,48,45,3,7,2,45,33
N00003507,248,129,27,31,1,5,1,29,25
N00003508,293,127,19,65,13,8,0,44,17
N00003509,303,134,37,62,5,30,4,22,9
N00003510,312,134,40,73,5,11,3,33,13
N00003511,259,55,57,89,4,13,0,26,15
N00003512,304,78,46,88,11,14,3,47,17
N00003513,479,89,91,130,19,32,2,71,45
N00003514,666,562,5,2,0,7,0,23,67
N00003515,261,212,3,2,0,0,0,14,30
N00003516,334,240,9,3,0,5,0,22,55
N00003517,615,541,4,5,1,0,1,12,51
N00003518,280,227,3,2,0,0,1,6,41
N00003519,206,167,1,0,0,3,0,11,24
N00003520,285,252,1,1,0,1,1,12,17
N00003521,687,111,86,77,7,227,1,160,18
N00003522,408,93,129,86,10,12,2,48,28
N00003523,444,59,150,85,19,36,1,69,25
N00003524,1204,216,208,207,74,182,18,242,57
N00003525,350,75,69,103,21,26,0,36,20
N00003526,285,64,65,40,8,38,9,43,18
N00003624,666,334,101,109,2,22,1,69,28
N00003625,431,113,104,163,0,3,1,32,15
N00003626,390,12,164,118,0,27,2,45,22
N00003627,340,6,120,154,2,12,0,26,20
N00003628,313,5,105,152,4,15,2,14,16
N00003629,284,168,27,41,0,4,0,17,27
N00003630,595,349,67,45,1,14,11,62,46
N00003631,205,8,76,91,0,4,1,11,14
N00003632,274,9,113,82,2,7,1,27,33
N00003633,259,5,79,139,0,9,1,11,15
N00003634,315,6,139,99,0,26,1,26,18
N00003635,337,24,166,77,0,27,3,21,19
N00003636,341,14,185,85,2,18,1,18,18
N00003637,380,288,14,20,3,9,5,18,23
N00003638,441,342,12,9,0,6,2,43,27
N00003639,312,236,22,20,1,3,0,18,12
N00003640,319,225,18,21,0,1,0,30,24
N00003641,472,21,181,88,4,72,10,50,46
N00003642,341,25,108,114,4,40,1,36,13
N00003643,416,352,0,1,0,1,1,7,54
N00003644,301,252,3,3,0,2,1,3,37
N00003645,488,417,2,6,0,0,1,18,44
N00003646,548,491,4,17,0,3,4,8,21
N00003647,678,595,5,9,1,1,2,24,41
N00003648,464,392,21,5,1,2,1,16,26
N00003649,448,415,0,5,0,2,0,4,22
N00003650,414,362,3,5,0,10,4,6,24
N00003651,354,294,12,12,0,1,0,15,20
N00003652,642,550,4,16,0,2,1,13,56
N00003653,351,289,11,25,1,4,1,11,9
N00003654,250,181,13,24,0,2,3,8,19
N00003655,208,141,19,14,0,3,0,13,18
N00003656,514,404,16,24,1,3,0,51,15
N00003657,382,276,19,21,1,6,3,18,38
N00003658,527,213,84,126,0,11,0,45,48
N00003659,370,135,81,98,0,13,0,26,17
N00003660,374,226,50,41,0,9,1,30,17
N00003661,359,243,16,49,0,5,1,17,28
N00003662,210,154,12,18,0,3,0,12,11
N00003663,267,196,13,9,0,0,0,12,37
N00003664,522,370,27,31,0,5,5,38,46
N00003665,481,95,174,111,1,23,1,60,16
N00003666,467,34,243,96,5,22,0,37,30
N00003887,516,42,95,98,41,81,8,115,36
N00003888,240,49,60,33,15,17,5,56,5
N00003889,429,132,72,53,16,40,10,69,37
N00003890,256,109,46,19,9,17,2,32,22
N00003891,316,25,69,45,29,33,7,71,37
N00003892,256,23,82,31,22,40,3,38,17
N00003893,248,45,41,33,18,34,7,49,21
N00003894,274,30,62,35,25,33,6,59,24
N00003895,279,54,72,30,14,17,8,57,27
N00003896,771,35,345,144,43,52,2,93,57
N00003897,281,14,74,68,17,22,5,60,21
N00003898,372,7,146,57,41,52,2,52,15
N00003899,362,17,167,65,26,29,3,39,16
N00003900,280,5,117,51,19,21,1,46,20
N00003901,267,7,99,59,22,13,0,47,20
N00003902,349,3,132,68,40,51,0,41,14
N00003903,658,23,230,112,67,87,3,110,26
N00003904,511,21,243,72,29,51,4,69,22
N00003905,294,30,101,74,19,10,0,44,16
N00003906,229,14,104,44,9,13,2,31,12
N00003907,306,12,99,37,33,33,3,71,18
N00003908,195,8,96,21,20,11,0,31,8
N00003909,353,13,108,64,52,13,1,83,19
N00003910,250,8,110,55,20,20,0,33,4
N00003911,1281,57,451,204,122,145,8,235,59
N00003912,469,31,164,76,33,52,2,83,28
N00003913,261,12,126,53,12,11,2,34,11
N00003914,366,49,114,50,33,24,0,76,20
N00003915,308,15,85,46,48,13,2,67,32
N00003916,390,22,164,50,37,34,2,74,7
N00003917,280,11,120,55,12,25,3,42,12
N00003918,267,4,85,78,18,8,0,47,27
N00003919,297,46,108,39,13,30,4,52,5
N00003920,329,54,98,69,24,12,1,53,18
N00003921,326,32,102,54,23,23,0,71,21
N00003922,303,33,100,63,31,25,1,36,14
N00003923,306,167,42,18,5,10,4,55,5
N00003924,305,35,96,44,29,19,8,65,9
N00003925,289,44,78,59,21,12,10,49,16
N00003926,305,107,78,32,10,15,5,34,24
N00003927,312,68,78,27,34,28,3,46,28
N00003928,462,135,76,76,50,27,13,63,22
N00003929,261,83,48,32,15,18,0,41,24
N00003930,318,63,121,39,16,21,1,46,11
N00003931,214,13,75,34,32,16,1,33,10
N00003932,347,19,118,52,19,47,1,70,21
N00003933,841,23,308,96,62,190,2,109,51
N00003934,337,8,180,33,7,46,0,32,31
N00003935,353,11,199,29,26,26,0,52,10
N00003936,938,21,408,139,93,114,15,124,24
N00003937,331,15,174,45,24,28,5,31,9
N00003938,259,15,100,27,20,29,0,43,25
N00003939,386,24,178,53,13,56,0,47,15
N00003940,317,8,179,30,14,40,3,33,10
N00003941,379,13,189,41,21,53,4,42,16
N00003942,468,19,203,57,19,65,2,88,15
N00003943,657,29,249,92,62,102,7,90,26
N00003944,390,11,159,72,36,41,1,55,15
N00003945,333,16,158,52,25,38,5,34,5
N00003946,446,16,207,80,36,33,1,68,5
N00003947,620,10,262,103,35,85,0,108,17
N00003948,323,50,140,43,18,18,2,36,16
N00003949,316,50,88,54,37,17,4,45,21
N00003950,315,82,73,17,32,32,1,59,19
N00003951,265,50,83,41,13,26,1,42,9
N00003952,267,33,96,23,32,31,3,34,15
N00003953,277,39,92,42,24,31,1,34,14
N00003954,223,11,116,17,15,11,0,46,7
N00003955,263,41,90,32,21,17,2,52,8
N00003956,310,62,87,42,36,19,1,55,8
N00003957,221,11,96,28,9,14,1,40,22
N00003958,531,20,196,84,45,44,8,92,42
N00003959,264,25,104,46,20,5,2,54,8
N00003960,260,16,96,45,19,21,2,43,18
N00003961,286,23,121,45,42,24,2,24,5
N00003962,676,173,229,59,61,51,6,67,30
N00003963,296,41,118,47,27,13,5,34,11
N00003964,349,4,101,84,33,27,6,63,31
N00003965,381,21,114,78,23,48,0,84,13
N00003966,301,4,76,67,25,55,8,56,10
N00003967,405,119,111,36,22,30,4,65,18
N00003968,282,9,103,40,24,35,2,55,14
N00003969,260,12,103,44,28,21,3,46,3
N00003970,330,6,101,68,31,35,5,71,13
N00003971,311,13,98,83,25,24,0,57,11
N00003972,327,0,127,76,18,36,0,34,36
N00003973,345,239,34,20,3,17,2,20,10
N00003974,633,497,14,16,3,6,9,52,36
N00003975,372,256,28,8,6,3,2,41,28
N00003976,347,241,23,13,2,2,5,30,31
N00003977,284,210,17,13,0,7,1,21,15
N00003978,370,281,19,9,6,14,1,28,12
N00003979,349,262,23,14,6,0,1,24,19
N00003980,378,237,57,15,10,7,1,29,22
N00003981,270,2,67,70,32,23,1,57,18
N00003982,211,26,50,40,21,11,3,39,21
N00003983,265,10,78,59,26,13,4,42,33
N00003984,363,10,111,88,53,27,2,43,29
N00003985,298,1,81,62,44,30,2,63,15
N00003986,247,1,73,52,30,18,2,39,32
N00003987,304,3,91,71,30,11,1,60,37
N00003988,288,2,95,79,33,26,0,36,17
N00003989,163,2,42,38,26,15,2,23,15
N00003990,420,4,206,90,28,33,1,47,11
N00003991,295,3,150,52,37,9,0,38,6
N00003992,379,3,195,65,34,23,1,38,20
N00003993,393,7,136,69,34,24,3,92,28
N00003994,353,9,161,59,26,19,4,68,7
N00003995,395,8,230,47,4,34,0,64,8
N00003996,340,6,147,77,10,19,0,61,20
N00003997,364,7,188,69,18,33,4,28,17
N00003998,347,3,174,62,14,24,2,55,13
N00003999,388,12,191,59,33,32,1,48,12
N00004000,311,2,115,66,21,32,4,50,21
N00004001,332,4,114,51,42,22,1,87,11
N00004002,275,9,80,74,21,21,3,49,18
N00004003,414,9,116,107,66,30,0,55,31
N00004004,234,2,69,55,17,20,2,34,35
N00004005,203,5,74,28,21,24,2,25,24
N00004006,224,2,58,42,41,11,1,43,26
N00004007,269,2,70,71,40,17,0,51,18
N00004008,474,320,41,25,15,12,4,31,26
N00004009,326,212,24,12,7,8,9,31,23
N00004010,379,317,13,6,3,5,3,21,11
N00004011,482,350,33,11,9,10,4,49,16
N00004012,315,136,73,15,8,20,10,36,17
N00004013,331,206,23,21,25,9,0,36,11
N00004014,335,143,78,30,24,7,1,43,9
N00004015,299,143,52,13,17,14,3,47,10
N00004016,375,148,65,38,27,16,12,52,17
N00004017,305,160,28,30,12,12,0,42,21
N00004018,296,162,32,35,11,13,1,28,14
N00004019,310,191,41,18,2,1,1,32,24
N00004020,425,315,21,14,1,5,1,14,54
N00004021,332,171,40,30,14,1,2,53,21
N00004022,294,16,80,45,39,15,0,64,35
N00004023,247,61,65,35,18,11,0,36,21
N00004024,307,18,90,52,30,20,3,70,24
N00004025,449,79,97,75,61,20,9,80,28
N00004026,327,43,95,53,28,32,3,36,37
N00004027,305,26,89,74,24,38,2,30,22
N00004028,307,9,114,67,30,28,1,39,19
N00004029,283,9,102,50,24,34,0,33,31
N00004030,281,17,110,33,39,24,1,44,13
N00004031,261,12,109,29,19,25,3,51,13
N00004032,233,12,74,37,12,26,1,40,31
N00004033,269,9,95,47,26,22,1,42,27
N00004034,237,59,51,30,28,12,2,32,23
N00004035,288,75,57,43,13,26,9,35,30
N00004036,261,23,62,45,30,21,0,58,22
N00004037,307,167,29,15,6,12,11,37,30
N00004038,255,37,63,61,22,16,2,41,13
N00004039,285,84,39,41,23,26,2,52,18
N00004040,300,109,67,32,27,20,3,29,13
N00004041,304,85,75,38,26,34,3,33,10
N00004042,586,24,224,103,51,82,3,73,26
N00004043,357,7,118,71,51,44,0,45,21
N00004044,290,6,85,60,38,43,3,40,15
N00004045,347,3,119,68,29,44,1,71,12
N00004046,292,6,99,61,31,33,3,45,14
N00004047,1081,127,320,200,52,104,10,199,69
N00004048,474,97,119,88,20,26,17,93,14
N00004049,492,47,157,91,25,40,5,95,32
N00004050,984,186,211,219,50,84,29,166,39
N00004051,992,184,237,191,42,70,3,217,48
N00004052,330,45,78,103,7,28,2,50,17
N00004053,300,22,136,35,8,35,3,35,26
N00004054,483,64,162,69,22,56,7,69,34
N00004055,235,12,103,20,17,22,6,37,18
N00004056,427,81,136,43,36,40,2,72,17
N00004057,382,56,163,40,23,38,0,43,19
N00004058,1248,418,280,111,57,99,17,201,65
N00004059,1463,820,162,86,27,74,14,190,90
N00004060,1223,900,42,28,9,28,8,114,94
N00004061,640,533,10,8,8,9,1,47,24
N00004062,493,183,77,43,26,46,20,75,23
N00004063,832,166,232,124,38,88,9,129,46
N00004064,612,176,120,85,52,54,15,86,24
N00004065,260,6,82,56,27,19,5,40,25
N00004066,245,4,94,68,17,18,1,21,22
N00004067,259,3,72,56,24,18,5,54,27
N00004068,289,9,92,62,31,23,1,42,29
N00004069,251,3,76,52,26,26,1,56,11
N00004070,213,2,69,49,23,24,0,29,17
N00004071,282,3,89,66,16,34,10,46,18
N00004072,341,17,62,80,32,38,2,70,40
N00004073,1068,183,228,188,91,113,18,207,40
N00004074,335,34,84,46,15,49,5,77,25
N00004075,427,42,153,63,40,58,1,61,9
N00004076,319,19,109,67,19,28,7,52,18
N00004077,359,48,101,65,35,30,0,57,23
N00004078,309,25,89,41,35,31,1,57,30
N00004079,282,8,128,37,30,16,4,51,8
N00004080,306,14,118,46,30,26,6,54,12
N00004081,299,13,115,55,24,32,1,38,21
N00004082,376,14,108,70,28,40,8,84,24
N00004083,308,6,81,69,50,23,3,65,11
N00004084,317,42,99,60,18,23,2,54,19
N00004085,919,257,181,110,31,68,18,151,103
N00004086,231,113,9,23,5,0,3,30,48
N00004087,783,261,133,71,28,57,38,161,34
N00004088,407,72,124,79,33,22,5,58,14
N00004089,303,44,56,61,21,37,8,60,16
N00004090,990,307,232,92,32,40,45,219,23
N00004091,944,296,191,140,19,47,60,156,35
N00004092,277,37,73,39,17,17,0,78,16
N00004093,373,80,79,49,18,28,6,73,40
N00004094,563,464,14,9,7,7,1,21,40
N00004095,355,285,13,8,3,0,0,5,41
N00004096,246,15,79,62,26,11,0,29,24
N00004097,539,360,37,30,3,8,0,43,58
N00004098,278,2,87,63,41,14,4,49,18
N00004099,544,109,135,83,30,35,9,103,40
N00004100,319,262,9,5,1,0,0,13,29
N00004101,207,24,45,32,17,27,3,46,13
N00004102,347,6,56,87,86,24,4,44,40
N00004103,182,1,31,50,35,13,0,29,23
N00004104,191,7,45,35,25,26,3,37,13
N00004105,193,5,59,45,20,12,5,27,20
N00004106,217,5,55,32,34,15,3,41,32
N00004107,207,9,52,45,17,35,5,33,11
N00004108,268,6,57,50,66,25,0,37,27
N00004109,259,2,82,62,39,12,0,47,15
