pop..lsoa_id,pop..proportion_of_lsoa_within_co_m_boundary,pop..total_persons,pop..male_persons,pop..female_persons,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01012060,0.90727101386722397,1610,743,867,154,210,129,253,202,369,225,68
E01012061,0.57476123310826099,1185,536,649,102,136,102,210,154,259,170,52
E01012088,0.77480128830760997,1558,718,840,148,199,138,282,198,325,155,113
E01012089,1,1446,716,730,117,186,124,268,143,316,218,74
E01012090,1,1444,719,725,108,157,116,208,171,397,236,51
E01012091,0.98611320301913696,1695,804,891,173,225,177,285,195,375,216,49
E01012167,6.22242552035547E-2,1913,907,1006,158,222,141,246,315,456,272,103
