pop..dz_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
S01009649,1001,464,537,60,108,62,121,135,278,156,81
S01009650,744,350,394,14,32,34,59,53,168,240,144
S01009651,1088,527,561,36,74,70,105,105,321,260,117
S01009652,791,375,416,5,19,26,57,41,188,260,195
S01009653,479,230,249,10,31,25,39,23,150,131,70
S01009654,591,259,332,23,38,41,70,33,181,147,58
S01009655,776,363,413,36,82,50,114,70,206,154,64
S01009656,731,376,355,41,65,39,89,92,142,172,91
S01009657,733,364,369,38,39,28,109,73,193,184,69
S01009658,758,380,378,43,72,74,111,92,172,151,43
S01009659,510,246,264,36,48,35,68,62,122,96,43
S01009660,1044,486,558,51,82,89,131,108,309,207,67
S01009661,882,411,471,23,45,51,75,73,288,230,97
S01009662,727,348,379,23,58,46,83,74,215,158,70
S01009663,639,317,322,22,56,33,68,72,180,156,52
S01009664,953,485,468,25,71,50,84,65,303,237,118
S01009665,635,319,316,20,36,40,78,65,197,137,62
S01009666,609,309,300,17,27,42,72,52,161,149,89
S01009667,593,296,297,22,39,32,66,50,177,134,73
S01009668,596,276,320,21,66,45,48,66,201,104,45
S01009669,523,254,269,18,39,23,53,47,138,116,89
S01009670,773,351,422,30,53,34,88,61,205,184,118
S01009671,639,326,313,27,41,53,47,79,206,131,55
S01009672,796,386,410,42,60,53,104,88,190,164,95
S01009673,798,364,434,35,46,50,71,82,237,167,110
S01009674,862,427,435,30,51,72,81,74,272,197,85
S01009675,833,408,425,28,49,34,97,58,266,225,76
S01009676,859,431,428,40,67,77,75,77,253,187,83
S01009677,652,292,360,25,48,40,62,60,198,156,63
S01009678,569,258,311,25,41,24,60,66,146,140,67
S01009679,910,456,454,30,74,47,106,131,220,190,112
S01009680,799,392,407,40,63,43,114,83,231,149,76
S01009681,776,383,393,44,75,38,75,100,248,159,37
S01009682,642,303,339,31,53,47,70,53,189,122,77
S01009683,818,364,454,30,44,30,80,61,186,197,190
S01009684,1189,600,589,60,91,116,127,124,369,236,66
S01009685,672,323,349,34,56,40,79,68,177,145,73
S01009686,1073,496,577,39,83,58,170,146,322,150,105
S01009687,705,362,343,25,75,61,95,72,198,121,58
S01009688,735,349,386,65,75,45,96,105,215,76,58
S01009689,656,309,347,29,69,41,78,120,163,108,48
S01009690,685,316,369,25,42,43,86,75,235,129,50
S01009691,583,284,299,14,35,41,53,61,151,134,94
S01009692,1066,492,574,37,52,67,110,75,275,238,212
S01009693,617,300,317,30,45,37,78,57,161,139,70
S01009694,895,418,477,22,31,39,56,58,236,226,227
S01009695,640,310,330,17,58,37,69,61,178,148,72
S01009696,884,399,485,33,50,43,79,80,254,216,129
S01009697,732,347,385,16,57,41,61,56,230,175,96
S01009698,639,309,330,30,50,38,68,69,200,142,42
S01009699,437,207,230,4,24,22,34,28,117,116,92
S01009700,656,329,327,22,41,42,66,52,210,144,79
S01009701,389,179,210,6,13,7,30,22,83,112,116
S01009702,688,369,319,40,42,49,75,74,204,125,79
S01009703,580,257,323,21,52,47,46,63,162,133,56
S01009704,869,397,472,29,54,28,90,68,254,234,112
S01009705,674,345,329,35,42,40,72,68,181,161,75
S01009706,534,279,255,20,32,26,63,38,158,127,70
S01009707,535,250,285,22,44,31,49,70,175,106,38
S01009708,1095,481,614,72,98,76,131,138,248,221,111
S01009709,848,403,445,29,57,40,71,81,205,226,139
S01009710,504,256,248,29,40,45,64,39,178,68,41
S01009711,729,341,388,26,60,53,69,89,154,162,116
S01009712,593,292,301,21,28,34,50,79,152,163,66
S01009713,895,413,482,37,43,48,90,66,223,249,139
S01009714,892,421,471,30,33,36,87,81,250,235,140
S01009715,700,339,361,25,47,36,69,63,207,175,78
S01009716,768,358,410,12,30,37,181,76,162,165,105
S01009717,1014,488,526,18,24,43,564,74,164,78,49
S01009718,730,360,370,19,52,33,207,107,141,119,52
S01009719,707,319,388,22,45,45,162,98,164,113,58
S01009720,853,383,470,26,48,25,255,141,133,128,97
S01009721,898,373,525,4,2,9,721,88,40,24,10
S01009722,1642,764,878,6,30,136,1017,85,143,113,112
S01009723,1163,570,593,9,7,18,882,73,71,47,56
S01009724,1020,521,499,28,41,28,551,77,138,98,59
S01009725,695,305,390,5,12,7,487,38,74,35,37
S01009726,927,443,484,1,6,9,765,19,42,50,35
S01009727,853,435,418,29,49,62,153,105,219,162,74
S01009728,809,383,426,28,76,54,93,109,186,188,75
S01009729,648,310,338,13,51,36,55,50,143,176,124
S01009730,572,270,302,25,27,28,94,80,109,89,120
S01009731,640,286,354,15,39,28,100,79,109,148,122
S01009732,838,435,403,9,38,24,421,51,115,114,66
S01009733,599,298,301,21,39,37,41,67,181,160,53
S01009734,944,438,506,41,63,71,99,123,247,188,112
S01009735,1380,635,745,15,45,68,662,52,158,215,165
S01009736,2655,1262,1393,1,9,33,2295,52,61,70,134
S01009737,925,468,457,74,137,42,147,160,196,120,49
S01009738,479,239,240,17,28,27,68,65,148,89,37
S01009739,996,515,481,62,139,85,144,165,318,60,23
S01009740,484,214,270,25,52,34,43,56,146,74,54
S01009741,1311,879,432,54,138,103,478,263,230,35,10
S01009742,475,238,237,13,27,31,44,30,149,127,54
S01009743,938,455,483,28,61,71,88,67,271,239,113
S01009744,717,344,373,16,34,52,76,62,197,195,85
S01009745,972,495,477,43,61,78,76,60,298,226,130
S01009746,565,284,281,13,30,32,62,46,201,133,48
S01009747,598,260,338,20,23,22,88,80,182,119,64
S01009748,794,350,444,41,55,48,105,84,228,169,64
S01009749,949,447,502,31,61,59,109,76,295,217,101
S01009750,675,330,345,42,57,45,76,99,188,124,44
S01009751,734,362,372,43,55,44,80,88,192,181,51
S01009752,607,293,314,27,57,47,50,49,165,144,68
S01009753,653,301,352,18,35,48,43,44,166,166,133
S01009754,863,423,440,51,88,45,68,105,231,166,109
S01009755,675,331,344,20,50,51,73,52,193,155,81
S01009756,694,323,371,22,62,47,61,60,204,168,70
S01009757,708,334,374,27,57,34,72,83,189,166,80
S01011833,1014,524,490,34,73,74,94,88,326,214,111
S01011834,992,465,527,67,107,80,138,127,295,125,53
S01011835,961,488,473,37,63,73,99,55,338,217,79
S01011836,878,448,430,32,69,65,65,75,262,225,85
S01011837,690,338,352,31,51,42,63,65,215,151,72
S01011838,1034,498,536,38,74,64,110,87,300,211,150
S01011839,960,471,489,42,77,64,83,95,245,226,128
S01011840,1079,517,562,58,86,75,116,125,259,253,107
S01011841,946,446,500,35,76,73,103,104,257,175,123
S01011842,964,491,473,43,79,67,75,120,277,193,110
S01011843,1266,636,630,38,94,84,111,114,421,287,117
S01011844,839,392,447,25,67,75,78,76,241,128,149
S01011845,864,424,440,42,66,72,128,82,238,158,78
S01011846,939,471,468,38,69,59,78,91,299,207,98
S01011847,515,246,269,16,32,36,49,41,162,130,49
S01011848,680,346,334,19,39,49,84,49,207,159,74
S01011849,999,479,520,52,88,91,110,103,311,168,76
S01011850,1406,735,671,70,129,83,202,160,449,235,78
S01011851,867,424,443,36,74,68,113,80,226,160,110
S01011852,989,489,500,43,47,56,119,124,242,201,157
S01011853,766,358,408,23,46,59,100,62,200,160,116
S01011854,836,383,453,24,52,40,107,90,154,210,159
S01011855,827,411,416,45,80,48,104,98,214,147,91
S01011856,722,329,393,20,53,40,38,49,213,146,163
S01011857,708,360,348,24,50,65,81,56,224,133,75
S01011858,887,432,455,13,56,62,82,35,249,221,169
S01011859,831,395,436,19,54,33,75,45,212,213,180
S01011860,600,319,281,20,21,43,136,95,151,88,46
S01011861,738,353,385,20,59,44,46,49,255,185,80
S01011862,958,495,463,21,53,54,109,45,229,281,166
S01011863,845,423,422,29,69,59,61,64,215,151,197
S01011864,706,334,372,20,53,41,60,59,195,173,105
S01011865,548,246,302,18,29,48,52,60,155,127,59
S01011866,787,400,387,37,65,63,75,71,229,138,109
S01011867,963,444,519,59,85,78,132,122,237,157,93
S01011868,898,461,437,38,67,50,125,101,234,165,118
S01011869,800,400,400,32,44,31,124,104,193,134,138
S01011870,630,313,317,36,48,40,87,68,177,119,55
S01011871,1818,887,931,96,174,133,228,224,536,333,94
S01011872,966,461,505,43,73,70,71,97,317,228,67
S01011873,760,360,400,23,42,57,83,71,222,200,62
S01011874,638,324,314,17,46,42,69,45,222,145,52
S01011875,696,347,349,37,40,43,81,80,151,167,97
S01011876,961,502,459,31,59,75,106,63,317,216,94
S01011877,581,279,302,16,35,41,51,50,165,150,73
S01011878,2216,1143,1073,143,166,374,403,301,507,227,95
S01011879,605,302,303,16,45,59,69,49,197,128,42
S01011880,599,298,301,30,37,47,53,50,186,131,65
S01011881,892,442,450,39,64,65,125,85,237,150,127
S01011882,865,416,449,36,62,39,88,72,219,217,132
S01011883,1471,607,864,68,136,149,245,121,382,264,106
S01011884,427,215,212,12,32,27,45,28,150,93,40
S01011885,705,363,342,35,66,56,60,62,273,96,57
S01011886,818,358,460,30,67,55,103,47,231,186,99
S01011887,562,285,277,43,72,54,58,78,140,77,40
S01011888,824,389,435,44,75,69,137,77,258,124,40
S01011889,888,429,459,29,45,53,85,62,257,188,169
S01011890,668,315,353,26,42,53,82,98,198,119,50
S01011891,1000,642,358,33,44,39,188,257,252,112,75
S01011892,915,474,441,43,75,37,131,187,270,109,63
S01011893,929,453,476,38,35,43,151,125,284,171,82
S01011894,624,297,327,17,43,35,102,89,167,131,40
S01011895,670,294,376,21,48,32,56,67,162,141,143
S01011896,828,390,438,38,50,43,90,97,249,171,90
S01011897,1031,472,559,32,111,78,116,131,284,173,106
S01011898,662,312,350,33,54,54,88,53,191,136,53
S01011899,715,341,374,25,63,34,52,49,190,185,117
S01011900,729,362,367,17,49,69,80,27,210,180,97
S01011901,894,416,478,35,83,64,90,95,269,160,98
S01011902,1036,503,533,32,49,77,98,87,271,248,174
S01011903,802,384,418,41,70,59,77,67,175,195,118
S01011904,837,367,470,29,59,39,56,72,179,198,205
S01011905,695,336,359,27,60,44,58,65,234,137,70
S01011906,392,184,208,12,19,21,46,33,100,117,44
S01011907,711,336,375,31,40,28,97,90,189,162,74
S01011908,408,202,206,18,27,37,62,61,122,56,25
S01011909,1107,527,580,65,137,68,145,205,347,108,32
S01011910,718,332,386,45,35,44,120,117,200,107,50
S01011911,605,279,326,21,55,36,87,62,173,107,64
S01011912,693,318,375,42,67,43,101,100,186,111,43
S01011913,709,350,359,52,52,29,135,111,167,118,45
S01011914,808,410,398,68,115,71,114,134,188,78,40
S01011915,800,388,412,49,76,64,135,106,178,138,54
S01011916,566,277,289,26,50,52,89,76,154,82,37
S01011917,483,231,252,19,44,32,70,62,126,92,38
S01011918,783,351,432,71,98,55,129,120,172,99,39
S01011919,941,520,421,47,93,49,233,198,176,111,34
S01011920,634,306,328,41,46,21,99,102,159,108,58
S01011921,595,268,327,46,80,39,103,89,115,79,44
S01011922,736,382,354,36,75,46,101,104,196,122,56
S01011923,933,437,496,71,80,64,146,111,231,112,118
S01011924,410,188,222,28,43,24,73,48,96,59,39
S01011925,811,400,411,37,86,88,126,120,265,74,15
S01011926,584,276,308,43,37,42,80,70,167,104,41
S01011927,622,283,339,32,57,44,86,73,164,119,47
S01011928,632,305,327,29,50,31,75,60,182,153,52
S01011929,679,308,371,20,68,40,104,88,154,138,67
S01011930,655,316,339,51,69,42,90,94,152,106,51
S01011931,1186,555,631,113,164,119,203,175,279,103,30
S01011932,643,348,295,35,44,36,137,164,148,54,25
S01011933,664,368,296,35,53,40,126,91,177,104,38
S01011934,1206,590,616,61,74,60,175,184,301,197,154
S01011935,770,430,340,34,50,24,146,141,199,118,58
S01011936,774,383,391,26,25,28,157,123,193,89,133
S01011937,698,411,287,35,43,14,129,164,142,113,58
S01011938,636,308,328,18,32,32,97,74,194,116,73
S01011939,682,406,276,31,40,15,146,128,203,96,23
S01011940,525,278,247,37,44,22,143,102,104,38,35
S01011941,735,434,301,29,29,16,193,189,160,92,27
S01011942,825,452,373,20,27,20,209,150,183,90,126
S01011943,1065,563,502,50,30,33,227,247,268,136,74
S01011944,501,256,245,21,23,25,47,37,125,144,79
S01011945,725,367,358,13,41,47,40,31,190,241,122
S01011946,718,330,388,30,44,50,95,51,197,158,93
S01011947,484,215,269,23,41,29,53,46,106,117,69
S01011948,1169,534,635,28,59,62,88,108,311,257,256
S01011949,771,342,429,30,60,37,73,43,175,204,149
S01011950,793,357,436,27,54,40,60,74,155,173,210
S01011951,626,300,326,34,48,27,65,100,142,121,89
S01011952,571,285,286,18,53,44,41,61,163,116,75
S01011953,880,418,462,30,57,61,71,72,244,245,100
S01011954,488,239,249,15,35,34,75,56,141,83,49
S01011955,954,424,530,45,77,60,103,86,238,198,147
S01011958,1228,605,623,46,93,78,115,151,304,313,128
S01011959,878,424,454,29,43,45,74,76,317,209,85
S01011969,950,464,486,40,60,48,104,89,270,226,113
S01011970,879,447,432,46,65,52,139,125,218,166,68
S01011971,649,302,347,28,54,51,60,85,173,132,66
S01011972,1096,552,544,55,46,55,105,77,323,318,117
S01011973,624,309,315,16,45,30,62,50,182,143,96
S01011974,958,490,468,24,71,36,122,158,242,196,109
S01011975,467,223,244,19,40,27,45,39,132,108,57
S01011976,709,369,340,21,54,41,87,65,211,158,72
S01011977,1091,560,531,56,80,46,109,114,292,263,131
S01011978,748,332,416,27,53,49,91,83,158,175,112
S01011979,1188,593,595,55,129,68,115,117,333,234,137
S01011980,603,302,301,41,46,30,90,57,155,130,54
S01011981,878,451,427,46,72,38,101,97,256,198,70
S01011982,942,500,442,29,70,58,71,66,306,246,96
S01011983,724,379,345,17,37,24,62,75,200,201,108
S01011984,634,330,304,31,59,36,93,74,168,114,59
S01011985,670,322,348,25,33,37,67,80,173,165,90
S01011986,583,270,313,46,49,27,86,82,144,95,54
S01011987,1046,490,556,58,76,54,147,139,235,226,111
S01011988,629,284,345,27,38,35,43,58,124,186,118
S01011989,847,411,436,29,55,31,129,73,203,186,141
S01011990,910,434,476,40,65,48,84,122,204,224,123
S01011991,726,346,380,32,63,31,112,91,166,155,76
S01011992,907,442,465,13,44,38,94,82,235,225,176
S01011993,771,385,386,37,55,38,112,130,189,128,82
S01011994,886,410,476,10,44,32,40,44,149,284,283
S01011995,998,507,491,66,73,70,121,109,296,201,62
S01011996,555,268,287,30,41,34,74,46,157,105,68
S01011997,814,398,416,28,48,37,117,74,263,170,77
S01011998,604,300,304,15,40,51,48,44,193,139,74
S01011999,633,311,322,25,26,34,86,47,204,144,67
S01012000,439,214,225,22,28,22,50,40,115,107,55
S01012001,650,330,320,34,57,34,65,73,182,134,71
S01012002,604,302,302,22,53,53,83,58,135,129,71
S01012003,531,260,271,23,37,37,67,51,157,101,58
S01012004,906,430,476,26,48,58,83,73,254,202,162
S01012005,874,431,443,36,65,70,133,78,294,149,49
S01012006,1450,804,646,58,60,323,244,216,310,166,73
S01012007,746,360,386,22,36,28,69,90,163,208,130
S01012008,1136,530,606,37,78,76,195,160,296,195,99
S01012009,702,336,366,20,39,28,118,91,218,131,57
S01012010,1329,636,693,51,52,38,117,148,316,332,275
S01012011,1087,509,578,48,68,49,137,151,315,206,113
S01012012,693,355,338,15,29,26,47,57,171,246,102
S01012013,801,401,400,23,36,51,69,76,216,222,108
S01012014,835,414,421,32,40,58,96,107,230,146,126
S01012015,970,498,472,36,68,67,113,85,290,198,113
S01012016,744,409,335,12,30,36,67,69,249,212,69
S01012017,497,255,242,15,34,18,41,37,162,114,76
S01012018,835,424,411,29,52,39,95,52,261,210,97
S01013001,383,191,192,17,27,22,54,46,100,83,34
S01013002,578,303,275,25,32,31,73,46,178,139,54
S01013003,685,339,346,28,65,48,67,67,196,126,88
S01013004,652,317,335,27,49,37,69,66,165,164,75
S01013005,882,445,437,42,98,71,68,100,243,172,88
S01013006,709,364,345,37,58,64,79,68,229,110,64
S01013007,866,411,455,34,51,53,72,66,234,196,160
S01013008,822,401,421,34,58,56,88,79,258,156,93
S01013009,579,264,315,20,46,44,65,66,161,104,73
S01013010,642,326,316,21,36,38,78,53,218,128,70
S01013011,700,312,388,19,65,80,93,51,231,108,53
S01013012,724,348,376,26,49,53,95,80,229,138,54
S01013013,996,468,528,44,105,88,113,102,278,184,82
S01013014,786,394,392,29,46,67,91,72,229,168,84
S01013015,799,405,394,36,43,65,78,85,236,173,83
S01013016,613,300,313,19,53,34,64,55,184,152,52
S01013017,870,406,464,30,64,68,109,54,267,174,104
S01013018,910,446,464,38,64,54,96,76,271,217,94
S01013019,928,479,449,40,58,65,156,110,305,132,62
S01013020,498,232,266,33,25,42,66,74,123,85,50
S01013021,493,221,272,22,49,38,84,76,122,69,33
S01013022,566,272,294,39,63,44,89,87,149,64,31
S01013023,820,388,432,29,50,65,81,69,210,208,108
S01013024,543,261,282,31,36,35,56,57,153,120,55
S01013025,708,371,337,52,38,42,74,100,219,129,54
S01013026,1001,486,515,42,90,68,114,119,337,167,64
S01013027,953,435,518,53,90,94,144,122,229,152,69
S01013028,491,230,261,32,36,20,48,79,146,100,30
S01013029,621,288,333,36,55,33,86,81,149,107,74
S01013030,652,314,338,51,55,59,105,79,162,112,29
S01013031,615,286,329,47,67,48,96,95,143,83,36
S01013032,834,412,422,63,65,79,125,107,305,77,13
S01013033,739,358,381,41,60,69,96,113,246,81,33
S01013034,663,324,339,38,59,38,93,76,178,131,50
S01013035,694,327,367,48,61,56,108,95,181,101,44
S01013036,750,362,388,32,79,69,121,102,190,122,35
S01013037,759,352,407,29,33,45,96,75,207,146,128
S01013038,898,419,479,48,45,57,146,123,243,144,92
S01013039,521,243,278,20,43,34,85,51,179,80,29
S01013040,638,313,325,35,33,32,81,93,161,119,84
S01013041,546,273,273,17,21,23,105,67,166,109,38
S01013042,784,384,400,50,73,50,131,98,243,109,30
S01013043,704,336,368,43,59,63,118,79,196,100,46
S01013044,776,371,405,50,72,49,131,115,182,123,54
S01013045,667,310,357,25,75,64,79,72,210,106,36
S01013046,461,226,235,13,37,19,75,57,125,91,44
S01013047,907,435,472,36,68,72,139,116,303,136,37
S01013048,754,382,372,32,30,40,115,108,232,133,64
S01013049,779,391,388,22,37,44,104,82,238,174,78
S01013050,721,354,367,37,43,18,97,98,198,164,66
S01013051,837,399,438,33,55,63,148,89,227,154,68
S01013052,757,361,396,54,57,45,124,104,166,131,76
S01013053,615,309,306,35,34,21,124,82,158,105,56
S01013054,636,296,340,25,42,35,72,83,192,119,68
S01013055,747,340,407,39,57,33,128,141,181,96,72
S01013056,1058,495,563,66,87,56,163,178,272,146,90
S01013057,997,480,517,82,110,100,169,157,240,98,41
S01013058,675,315,360,39,77,74,90,102,213,69,11
S01013059,1060,511,549,55,64,43,127,121,272,192,186
S01013060,543,267,276,30,30,39,75,53,130,122,64
S01013061,864,429,435,39,70,53,73,75,238,185,131
S01013062,964,431,533,31,44,34,118,103,216,199,219
S01013063,807,394,413,24,58,64,85,82,238,157,99
S01013064,814,375,439,34,64,61,98,93,214,138,112
S01013065,879,432,447,41,58,57,181,164,209,101,68
S01013066,817,382,435,40,53,45,149,121,240,118,51
S01013067,740,367,373,11,16,25,416,100,126,34,12
S01013068,668,355,313,15,35,20,254,101,146,68,29
S01013069,691,349,342,14,17,20,348,92,115,64,21
S01013070,652,303,349,18,27,29,333,88,93,38,26
S01013071,938,392,546,4,11,22,672,98,77,44,10
S01013072,608,283,325,32,64,40,111,75,149,109,28
S01013073,1333,613,720,88,117,73,253,303,262,127,110
S01013074,874,394,480,76,103,61,145,145,196,116,32
S01013075,833,412,421,44,62,40,152,104,227,138,66
S01013076,738,357,381,15,52,44,317,95,131,60,24
S01013077,684,317,367,45,57,47,133,72,173,101,56
S01013078,558,266,292,34,40,60,108,82,150,64,20
S01013079,1211,585,626,66,149,101,181,140,362,112,100
S01013080,876,424,452,29,49,46,179,85,241,155,92
S01013081,1133,562,571,70,111,85,121,126,348,187,85
S01013082,832,407,425,30,54,40,71,61,216,240,120
S01013083,1727,764,963,25,32,32,1288,33,152,93,72
S01013084,733,370,363,33,83,46,57,69,169,166,110
S01013085,830,370,460,9,31,48,301,131,154,90,66
S01013086,1011,481,530,28,54,56,194,187,253,150,89
S01013087,987,482,505,23,40,78,169,146,268,157,106
S01013088,1001,491,510,30,55,51,160,59,259,256,131
S01013089,765,361,404,30,31,38,153,107,172,131,103
S01013090,718,336,382,16,47,42,247,92,162,77,35
S01013091,738,335,403,27,17,12,377,119,118,54,14
S01013092,872,413,459,27,44,48,181,146,233,127,66
S01013093,546,264,282,16,20,20,151,40,131,105,63
S01013094,609,291,318,10,74,45,49,52,182,123,74
S01013095,874,426,448,36,82,98,98,59,310,147,44
S01013096,701,344,357,25,55,218,115,40,120,90,38
S01013097,913,434,479,36,113,103,69,73,328,135,56
S01013098,752,379,373,16,72,124,97,37,320,68,18
S01013099,976,459,517,20,52,46,104,93,258,201,202
S01013100,709,362,347,20,57,69,59,47,207,126,124
S01013101,1038,528,510,40,77,61,130,155,273,191,111
S01013102,629,296,333,26,40,49,51,58,156,122,127
S01013103,941,471,470,34,69,117,107,61,350,142,61
S01013104,949,474,475,39,68,68,95,73,269,223,114
S01013105,903,439,464,25,55,83,106,85,252,197,100
S01013106,769,386,383,31,59,51,85,120,198,152,73
S01013107,1140,550,590,73,125,92,103,109,358,181,99
S01013108,797,365,432,34,62,70,106,67,252,149,57
S01013109,1389,692,697,81,89,59,250,193,367,250,100
S01013110,714,369,345,28,55,34,98,62,213,156,68
S01013111,428,209,219,18,27,13,42,34,124,113,57
S01013112,593,298,295,24,40,66,66,55,183,109,50
S01013113,815,378,437,48,78,54,90,91,194,155,105
S01013114,862,436,426,23,67,55,97,95,276,163,86
S01013115,563,277,286,22,27,20,56,44,153,134,107
S01013116,828,390,438,23,37,57,78,64,233,204,132
S01013117,590,278,312,35,54,53,57,92,184,84,31
S01013118,466,232,234,9,28,31,38,64,143,119,34
S01013119,710,365,345,26,51,27,54,56,199,228,69
S01013120,1003,503,500,32,61,53,83,132,309,222,111
