rel..sa_id,rel..total_persons,rel..christian_church_of_scotland,rel..christian_roman_catholic,rel..christian_other_christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
S00127356,164,87,6,7,0,0,0,0,0,0,53,11
S00127357,66,37,12,6,0,0,0,0,0,1,8,2
S00127358,158,83,11,6,0,0,0,0,0,0,50,8
S00127359,81,42,2,3,0,0,0,0,0,0,28,6
S00127360,128,63,9,6,0,0,0,1,0,1,36,12
S00127361,93,43,10,1,0,0,0,0,0,0,35,4
S00127362,50,23,3,5,0,0,0,0,0,1,13,5
S00127363,124,61,3,7,0,0,0,0,0,0,43,10
S00127364,71,41,1,6,0,0,0,0,0,0,16,7
S00127365,137,57,17,8,1,0,0,0,0,0,40,14
S00127366,194,78,22,17,0,0,0,0,0,0,69,8
S00127367,161,69,6,14,0,0,0,0,0,0,67,5
S00127368,151,77,8,9,0,0,0,1,0,0,48,8
S00127369,68,25,12,2,4,0,0,0,0,0,22,3
S00127370,148,68,13,10,0,0,0,0,0,1,47,9
S00127371,182,59,14,26,1,3,0,0,0,1,72,6
S00127372,337,135,38,28,0,1,0,0,0,0,113,22
S00127373,116,62,9,6,1,0,0,1,0,0,26,11
S00127374,57,35,3,4,1,0,0,0,0,0,7,7
S00127375,89,45,5,12,0,0,0,0,0,0,19,8
S00127376,94,46,7,10,0,0,0,0,0,0,22,9
S00127377,60,37,0,5,0,0,0,0,0,0,15,3
S00127378,145,55,16,7,0,0,0,3,0,0,54,10
S00127379,96,42,1,10,0,0,0,0,0,0,32,11
S00127380,92,37,5,4,0,0,0,0,0,0,37,9
S00132881,190,62,15,4,0,1,0,3,0,0,93,12
S00132882,72,32,10,0,0,0,0,0,0,0,24,6
S00132883,79,25,8,5,0,0,0,0,0,2,32,7
S00132884,59,20,10,1,0,0,0,0,0,0,23,5
S00132885,86,9,12,23,0,0,0,0,0,1,32,9
S00132886,65,23,1,1,0,0,0,0,0,0,27,13
S00132887,109,34,8,9,0,0,0,0,0,0,53,5
S00132888,119,37,13,12,0,0,0,0,0,0,50,7
S00132889,65,28,4,0,0,0,0,0,0,1,28,4
S00132890,98,33,3,10,0,0,1,0,0,0,46,5
S00132891,93,43,2,6,0,0,0,1,0,0,33,8
S00132892,57,30,0,3,0,0,0,0,0,0,15,9
