rel..oa_id,rel..total_persons,rel..christian,rel..buddhist,rel..hindu,rel..jewish,rel..muslim,rel..sikh,rel..other_religion,rel..no_religion,rel..religion_not_stated
W00001649,301,206,1,0,0,0,0,0,63,31
W00001650,302,181,0,0,0,1,0,0,90,30
W00001651,326,230,0,0,0,0,0,1,69,26
W00001652,237,180,4,0,0,0,0,0,40,13
W00001653,203,166,0,0,0,0,0,1,26,10
W00001654,331,245,0,0,0,0,0,3,69,14
W00001655,279,196,1,0,0,0,0,0,59,23
W00001656,313,226,0,0,0,0,0,0,62,25
W00001657,313,189,0,0,0,1,0,0,96,27
W00001658,312,207,0,2,0,0,0,0,81,22
W00001659,301,201,1,0,0,0,0,1,74,24
W00001660,282,189,2,0,0,0,0,5,64,22
W00001661,360,227,3,1,0,0,0,0,94,35
W00001662,226,160,0,0,0,0,0,0,52,14
W00001663,309,157,0,0,0,0,0,1,127,24
W00001664,345,228,0,0,0,0,0,1,89,27
W00001665,225,173,0,0,0,0,0,1,44,7
W00001666,247,175,0,0,0,0,0,0,42,30
W00001667,395,228,1,0,0,0,0,0,134,32
W00001668,253,190,1,0,0,0,0,0,50,12
W00001669,380,230,3,0,0,0,0,1,121,25
W00001670,350,215,0,1,0,0,0,0,107,27
W00001671,295,201,0,0,0,0,0,1,79,14
W00001672,327,217,1,0,0,1,0,4,88,16
W00001674,356,244,3,0,0,5,0,0,86,18
W00001675,317,199,0,0,0,1,0,0,87,30
W00001676,272,178,2,0,0,0,0,0,75,17
W00001677,286,188,2,0,0,0,0,0,72,24
W00001678,230,144,0,0,0,0,0,0,57,29
W00001679,267,174,0,0,0,0,0,1,72,20
W00001680,377,247,0,0,0,2,0,3,95,30
W00001681,345,180,1,0,0,0,0,0,137,27
W00001683,261,180,0,0,0,3,0,0,58,20
W00001684,304,204,2,0,0,1,0,2,67,28
W00001685,298,173,0,2,0,0,0,1,94,28
W00001686,271,193,3,2,0,0,0,2,53,18
W00001687,336,201,2,0,0,0,0,2,102,29
W00001688,270,183,1,0,0,10,0,0,61,15
W00001689,313,222,3,0,0,1,0,0,72,15
W00001690,358,228,3,2,0,9,1,1,88,26
W00001691,284,178,1,0,0,7,0,1,81,16
W00001692,299,227,2,0,0,5,0,0,53,12
W00001693,233,145,0,0,1,3,0,2,63,19
W00001694,329,165,0,1,0,3,0,3,126,31
W00001695,321,206,1,0,0,0,0,3,82,29
W00001696,258,203,0,0,0,0,0,0,40,15
W00001697,240,165,0,0,0,0,0,0,57,18
W00001698,326,220,0,0,0,0,0,1,80,25
W00001699,315,240,0,0,1,0,0,0,46,28
W00001700,311,202,0,0,2,0,0,1,91,15
W00001701,336,245,0,0,0,0,0,1,68,22
W00001702,384,272,3,0,1,0,0,0,89,19
W00001703,313,226,3,0,0,0,0,0,66,18
W00001704,315,232,1,0,0,0,0,0,64,18
W00001705,325,265,0,0,0,0,0,0,38,22
W00001706,417,318,0,0,1,0,0,2,69,27
W00001707,332,152,0,0,0,0,0,4,147,29
W00001708,190,119,1,0,0,0,0,0,56,14
W00001709,282,189,1,0,0,0,0,0,68,24
W00001710,284,176,1,0,1,0,0,3,91,12
W00001711,246,166,0,0,0,2,0,1,70,7
W00001712,215,155,2,0,0,0,0,1,34,23
W00001713,442,267,3,0,1,1,0,1,140,29
W00001714,328,171,2,0,0,0,3,0,130,22
W00001715,322,185,0,0,0,0,0,2,107,28
W00001716,253,151,0,0,0,0,0,0,70,32
W00001717,481,335,0,0,0,0,0,2,106,38
W00001718,238,175,0,0,0,1,0,0,51,11
W00001719,180,124,1,0,0,0,0,0,42,13
W00001720,233,152,1,0,0,0,0,0,62,18
W00001721,262,168,0,0,0,1,0,1,75,17
W00001722,197,144,0,0,0,0,0,0,43,10
W00001723,345,240,1,0,0,3,0,0,74,27
W00001724,351,241,1,0,0,0,0,2,91,16
W00001725,197,135,0,0,1,0,0,0,43,18
W00001726,172,99,0,0,0,0,0,0,60,13
W00001727,536,386,0,0,0,4,0,1,122,23
W00001728,327,237,1,0,0,0,0,0,63,26
W00001729,295,225,1,0,0,0,0,1,58,10
W00001730,265,187,1,0,0,0,0,0,54,23
W00001731,204,142,0,0,0,0,0,0,50,12
W00001732,309,231,0,0,0,2,0,1,60,15
W00001733,315,234,0,3,1,0,0,3,62,12
W00001734,305,233,4,0,0,0,0,0,47,21
W00001735,358,245,1,0,0,0,0,0,84,28
W00001736,337,224,1,0,0,0,0,3,77,32
W00001737,338,247,0,5,1,0,0,3,71,11
W00001738,206,149,0,0,0,0,0,0,52,5
W00001739,313,213,1,0,0,1,0,1,69,28
W00001740,221,142,0,0,0,0,1,1,59,18
W00001741,307,207,1,0,0,0,0,1,79,19
W00001742,349,270,1,0,0,0,0,2,56,20
W00001743,382,270,0,2,0,2,0,0,81,27
W00001744,445,325,0,0,0,6,0,1,83,30
W00001745,311,234,0,0,0,0,0,1,57,19
W00001746,191,118,1,0,0,0,0,0,49,23
W00001747,201,138,0,0,0,0,0,0,46,17
W00001748,415,255,0,0,0,0,0,2,122,36
W00001749,320,210,0,0,1,0,0,1,82,26
W00001750,342,248,0,0,0,0,0,1,82,11
W00001751,303,232,0,0,0,0,0,0,49,22
W00001752,314,204,0,0,0,0,0,0,84,26
W00001753,323,197,0,0,0,0,0,0,104,22
W00001754,323,218,0,1,0,0,0,1,73,30
W00001755,316,228,0,1,0,0,0,1,68,18
W00001756,300,210,0,0,0,0,0,0,66,24
W00001757,288,217,0,7,0,0,0,0,49,15
W00001758,300,226,0,0,0,0,0,0,44,30
W00001759,330,225,0,0,0,0,0,0,84,21
W00001760,513,321,5,0,0,1,0,2,147,37
W00001761,336,247,0,0,1,0,0,0,77,11
W00001762,278,165,0,0,1,0,0,0,79,33
W00001763,301,173,1,0,0,5,0,0,77,45
W00001764,144,64,0,0,0,9,0,1,26,44
W00001765,285,171,3,2,0,0,0,4,93,12
W00001766,252,152,1,0,0,1,0,0,81,17
W00001767,271,165,1,0,0,6,0,0,79,20
W00001768,280,187,7,0,0,0,0,1,69,16
W00001769,165,90,1,0,0,0,0,0,53,21
W00001770,403,214,0,0,0,8,0,0,160,21
W00001771,254,158,0,0,0,0,0,0,74,22
W00001772,409,226,0,1,0,0,0,4,144,34
W00001773,271,184,2,0,0,1,0,0,70,14
W00001774,300,221,0,0,0,0,0,0,63,16
W00001775,313,192,0,3,0,3,0,3,76,36
W00001776,280,208,0,0,0,0,0,1,50,21
W00001777,358,206,1,0,0,2,0,2,118,29
W00001778,479,271,0,4,0,7,0,6,157,34
W00001779,337,190,6,0,0,0,0,4,118,19
W00001780,284,213,0,0,0,0,0,0,55,16
W00001781,392,207,1,5,0,18,0,1,131,29
W00001782,336,259,4,0,1,0,0,0,51,21
W00001783,453,242,1,1,0,3,0,0,168,38
W00001784,268,163,0,0,0,0,0,0,79,26
W00001785,235,140,6,0,0,0,0,0,71,18
W00001786,320,193,0,2,0,3,0,2,95,25
W00001787,285,182,1,0,0,2,0,0,87,13
W00001788,409,274,3,0,0,10,0,1,88,33
W00001789,306,177,0,1,0,0,0,0,111,17
W00001790,421,258,4,2,0,2,0,0,129,26
W00001791,299,161,0,0,0,2,0,1,119,16
W00001792,333,197,1,0,0,6,0,1,107,21
W00001793,287,169,0,4,0,5,0,0,87,22
W00001794,350,211,0,0,0,4,0,0,108,27
W00001795,323,195,0,0,0,1,0,0,110,17
W00001796,345,241,0,2,0,2,0,0,85,15
W00001797,320,250,1,0,0,0,0,1,56,12
W00001798,299,161,2,0,0,0,0,0,108,28
W00001799,326,192,0,0,0,0,0,0,113,21
W00001800,329,184,0,0,0,0,0,0,128,17
W00001801,445,289,0,0,0,2,0,0,130,24
W00001802,361,191,0,0,0,0,0,0,140,30
W00001803,200,138,0,0,0,0,0,0,47,15
W00001804,333,184,1,0,0,0,0,0,113,35
W00001805,283,197,1,0,0,1,0,0,56,28
W00001806,358,218,1,0,0,0,0,1,115,23
W00001807,291,217,1,0,0,1,0,0,42,30
W00001808,300,178,0,0,0,22,0,1,69,30
W00001809,261,158,0,1,0,6,0,1,69,26
W00001810,377,225,3,0,0,9,0,1,108,31
W00001811,278,178,3,0,0,2,0,0,81,14
W00001812,264,186,1,0,0,0,0,1,53,23
W00001813,123,74,1,0,0,0,0,0,42,6
W00001815,224,166,0,0,0,2,0,0,42,14
W00001816,292,193,2,0,0,0,0,1,64,32
W00001817,292,209,0,0,0,3,0,0,52,28
W00001818,236,171,0,0,0,0,0,0,33,32
W00001819,287,188,1,3,0,0,0,4,67,24
W00001820,276,195,0,0,0,0,0,3,62,16
W00001821,303,172,1,0,0,3,0,0,99,28
W00001822,494,353,1,0,0,0,0,1,92,47
W00001823,267,184,2,0,0,0,0,1,59,21
W00001824,391,313,1,0,0,0,0,0,57,20
W00001825,219,164,0,0,0,0,0,0,42,13
W00001826,188,135,0,0,0,2,0,1,39,11
W00001827,307,226,1,0,0,1,0,0,63,16
W00001828,333,254,1,0,0,0,0,0,57,21
W00001829,318,207,0,0,0,0,0,0,100,11
W00001830,252,161,0,0,0,0,0,0,69,22
W00001831,314,222,0,0,0,2,0,0,62,28
W00001832,299,170,0,0,0,0,0,1,105,23
W00001833,204,142,0,0,0,0,0,1,35,26
W00001834,257,147,2,0,0,6,0,0,61,41
W00001835,300,201,1,0,0,2,0,0,79,17
W00001836,358,196,3,0,0,3,0,0,128,28
W00001837,398,291,0,0,0,2,4,3,67,31
W00001838,239,183,3,0,0,3,1,0,33,16
W00001839,293,170,0,0,0,5,0,0,91,27
W00001840,292,194,0,0,0,0,0,0,82,16
W00001841,265,182,0,2,0,0,0,0,65,16
W00001842,260,158,0,0,1,0,0,0,83,18
W00001843,265,209,0,0,0,2,0,1,44,9
W00001844,286,207,0,0,0,1,0,0,65,13
W00001845,224,174,0,0,0,0,0,0,36,14
W00001846,283,220,0,0,0,0,0,0,44,19
W00001847,242,185,0,0,0,3,0,0,36,18
W00001848,245,180,0,0,0,0,0,0,51,14
W00001849,261,203,0,0,0,0,0,1,42,15
W00001850,335,245,0,0,0,0,0,0,76,14
W00001851,218,173,1,1,0,0,0,0,31,12
W00001852,282,186,0,0,0,0,0,1,74,21
W00001853,328,242,1,1,0,4,0,0,53,27
W00001854,265,199,5,0,0,0,0,1,44,16
W00001855,235,177,0,0,0,0,0,2,37,19
W00001856,329,258,0,0,0,0,0,2,55,14
W00001857,315,217,0,0,0,0,0,5,67,26
W00001858,297,217,0,0,0,0,0,1,53,26
W00001859,301,245,2,0,0,0,0,0,36,18
W00001860,354,247,0,0,0,0,0,1,69,37
W00001861,473,331,3,0,0,5,0,1,96,37
W00001862,279,174,0,0,0,3,0,2,79,21
W00001863,272,185,0,0,0,0,0,2,65,20
W00001864,280,188,0,0,1,0,1,0,77,13
W00001866,415,233,0,1,0,7,0,0,143,31
W00001867,434,291,1,0,0,1,0,0,77,64
W00001868,268,161,0,1,0,0,0,2,85,19
W00001869,317,137,0,3,0,0,0,0,144,33
W00001870,327,232,0,0,0,0,0,0,78,17
W00001871,273,170,1,0,0,4,0,0,71,27
W00001872,250,145,2,11,0,15,0,1,46,30
W00001874,269,190,0,0,2,7,0,1,49,20
W00001875,323,164,2,11,0,14,6,4,91,31
W00001876,249,139,0,2,0,0,0,0,90,18
W00001879,138,50,2,25,0,23,0,0,31,7
W00001880,266,167,5,1,0,18,0,1,57,17
W00001881,237,131,0,16,0,7,0,0,59,24
W00001882,351,242,0,0,0,0,0,1,83,25
W00001883,264,179,0,7,1,0,0,1,52,24
W00001884,297,164,0,0,0,0,0,0,106,27
W00001885,308,226,3,0,0,0,0,0,54,25
W00001886,245,135,0,0,0,1,0,0,88,21
W00001887,234,169,0,0,0,0,0,2,47,16
W00001888,450,283,0,0,0,0,3,0,141,23
W00001889,298,188,0,0,0,0,0,4,92,14
W00001890,148,83,0,0,0,1,0,1,48,15
W00001891,195,133,0,0,0,1,0,2,42,17
W00001892,327,206,5,0,0,5,0,0,89,22
W00001893,372,248,2,0,0,0,0,1,83,38
W00001894,287,162,1,0,0,0,0,0,97,27
W00001895,471,246,0,0,0,7,0,0,183,35
W00001896,310,151,0,6,0,3,0,0,111,39
W00001897,278,118,1,4,0,3,0,0,129,23
W00001898,348,211,0,4,0,10,0,0,98,25
W00001899,225,124,0,0,0,0,0,1,75,25
W00001900,295,186,0,0,0,1,1,1,71,35
W00001901,314,200,3,0,0,0,0,1,98,12
W00001902,305,174,0,0,0,1,0,0,111,19
W00001903,316,189,1,0,0,0,0,2,105,19
W00001904,258,140,0,1,0,0,0,1,95,21
W00001905,343,178,1,0,0,0,0,0,126,38
W00001906,337,176,0,0,0,0,0,0,120,41
W00001907,363,228,1,0,0,4,0,0,95,35
W00001908,370,183,0,0,0,0,0,0,145,42
W00001909,512,309,1,0,0,0,0,4,165,33
W00001910,281,162,1,0,0,2,0,0,82,34
W00001911,319,234,3,0,0,0,0,0,60,22
W00001912,249,138,1,0,0,0,0,2,98,10
W00001913,275,183,0,0,2,0,0,2,70,18
W00001914,312,152,0,0,0,0,0,2,129,29
W00001915,317,197,2,0,0,0,0,1,87,30
W00001916,205,136,0,0,0,0,0,0,51,18
W00001917,305,187,0,0,0,0,0,1,84,33
W00001918,312,210,1,0,0,0,0,1,81,19
W00001919,345,212,0,2,1,0,0,0,104,26
W00001920,238,143,2,0,0,0,1,1,73,18
W00001921,221,137,1,0,0,0,0,1,62,20
W00001922,236,143,1,0,0,0,0,1,55,36
W00001923,309,228,0,0,0,0,0,2,59,20
W00001924,327,206,0,0,0,0,2,2,96,21
W00001925,313,177,1,0,0,0,0,0,111,24
W00001926,205,146,1,0,0,0,0,1,34,23
W00001927,256,163,0,0,0,0,0,1,77,15
W00001928,306,186,1,3,0,3,0,0,76,37
W00001929,382,249,2,0,0,0,0,1,105,25
W00001930,334,211,1,0,0,1,0,1,97,23
W00001931,342,237,1,0,1,0,0,1,79,23
W00001932,379,194,0,0,0,0,0,0,149,36
W00001933,304,202,2,0,0,2,0,0,66,32
W00001934,355,206,0,1,1,1,0,0,116,30
W00001935,446,311,0,0,0,7,0,1,98,29
W00001936,210,127,1,0,0,0,0,0,75,7
W00001937,350,259,2,0,0,0,0,0,67,22
W00001938,384,270,1,2,0,6,0,1,76,28
W00001939,347,251,0,0,0,0,0,0,71,25
W00001940,407,246,1,0,0,0,0,0,119,41
W00001941,294,193,1,0,0,1,0,1,68,30
W00001942,314,213,0,0,0,0,0,1,82,18
W00001943,274,187,0,0,0,0,0,0,72,15
W00001944,277,213,0,0,0,0,0,0,48,16
W00001945,347,248,0,0,0,0,0,1,74,24
W00001946,230,163,1,0,0,0,0,0,48,18
W00001947,263,175,0,0,0,0,3,0,64,21
W00001948,330,159,0,0,0,3,0,0,151,17
W00001949,345,165,2,0,1,0,0,0,158,19
W00001950,332,169,0,0,0,0,0,1,123,39
W00001951,208,104,1,2,0,0,0,1,74,26
W00001952,422,300,0,6,1,0,0,0,90,25
W00001953,418,215,17,24,1,4,6,1,110,40
W00001954,304,197,0,0,0,9,0,1,79,18
W00001955,449,317,1,0,0,1,0,1,81,48
W00001956,293,247,0,0,0,1,0,0,40,5
W00001957,314,239,1,0,0,3,0,0,57,14
W00001958,264,189,1,0,0,2,0,0,46,26
W00001959,141,94,0,0,1,0,0,0,31,15
W00001960,285,203,1,0,0,0,0,0,69,12
W00001961,194,123,0,0,0,0,1,0,58,12
W00001962,312,232,3,0,0,4,0,0,53,20
W00001963,409,254,4,0,0,1,0,0,110,40
W00001964,310,215,0,0,0,0,0,0,78,17
W00001965,288,186,0,0,0,2,0,1,77,22
W00001966,243,150,3,0,0,4,0,1,57,28
W00001967,320,199,0,0,0,3,0,1,96,21
W00001968,276,202,0,0,0,3,0,0,57,14
W00001969,268,195,0,0,0,0,0,1,58,14
W00001970,272,180,2,0,0,2,0,0,61,27
W00001971,300,237,0,4,0,0,0,0,40,19
W00001972,254,179,0,0,0,2,0,2,56,15
W00001973,316,211,0,0,0,0,1,0,88,16
W00001974,350,290,2,0,1,0,0,1,46,10
W00001975,268,199,0,0,0,0,0,1,53,15
W00001976,246,161,1,0,0,1,0,0,72,11
W00001977,266,202,0,0,0,1,1,0,40,22
W00001978,267,220,0,0,0,0,0,1,29,17
W00001979,240,170,0,0,0,0,0,1,49,20
W00001980,338,254,1,4,0,0,0,2,59,18
W00001981,254,182,0,0,0,7,5,0,40,20
W00001982,300,217,1,0,0,0,0,0,58,24
W00001983,229,153,1,0,0,0,0,0,55,20
W00001984,322,242,0,0,0,0,0,0,64,16
W00001985,289,181,1,8,1,0,0,0,74,24
W00001986,410,217,3,6,0,10,3,2,145,24
W00001987,247,141,3,5,0,1,0,0,70,27
W00001988,297,169,2,4,2,12,0,1,77,30
W00001989,305,173,1,3,1,19,0,0,85,23
W00001990,482,210,6,13,0,11,5,9,206,22
W00001991,387,219,0,21,0,12,0,6,104,25
W00001992,273,173,2,4,0,2,0,2,70,20
W00001993,316,173,0,0,0,0,0,1,117,25
W00001994,285,184,2,0,0,2,0,0,79,18
W00001995,294,157,0,3,0,4,0,1,97,32
W00001996,271,152,0,1,0,0,0,2,91,25
W00001997,341,180,4,0,0,0,0,1,133,23
W00001998,324,217,0,2,0,0,0,0,79,26
W00001999,318,193,0,0,0,0,0,1,97,27
W00002000,264,146,0,1,0,3,0,0,89,25
W00002001,403,229,1,0,0,3,0,0,123,47
W00002002,254,177,0,0,2,1,0,0,57,17
W00002003,265,167,0,0,0,0,0,0,81,17
W00002004,264,205,0,0,0,0,0,0,47,12
W00002005,256,185,1,0,0,0,0,1,54,15
W00002006,326,212,1,0,0,3,0,0,85,25
W00002007,289,179,0,1,0,0,0,0,77,32
W00002008,289,198,0,0,0,0,0,3,69,19
W00002009,251,208,0,0,0,5,0,0,22,16
W00002010,375,276,0,0,0,0,0,1,73,25
W00002011,604,377,0,0,2,5,1,1,183,35
W00002014,422,217,3,1,0,10,0,0,163,28
W00002016,347,206,0,0,0,3,0,0,122,16
W00002017,242,127,0,0,0,5,0,0,96,14
W00002018,288,160,0,0,0,0,0,1,104,23
W00002019,485,267,1,0,0,0,0,0,175,42
W00002020,350,237,0,0,2,0,0,0,87,24
W00002021,309,187,0,0,0,0,0,1,95,26
W00002022,570,370,0,0,1,3,0,2,104,90
W00002023,315,203,0,0,0,5,0,0,88,19
W00002024,272,187,0,0,0,0,0,2,71,12
W00002025,263,161,2,2,0,0,0,0,78,20
W00002026,281,204,0,0,0,0,0,1,60,16
W00002027,229,134,0,0,0,5,0,1,59,30
W00002028,310,217,0,2,0,0,1,0,67,23
W00002029,317,234,2,2,0,0,0,0,71,8
W00002030,245,153,0,2,0,0,0,4,65,21
W00002031,238,108,1,0,0,2,0,0,106,21
W00002032,366,230,1,0,0,5,0,0,95,35
W00002033,255,195,0,0,0,0,0,0,40,20
W00002034,353,254,1,2,0,4,0,0,74,18
W00002035,274,135,2,0,0,0,0,0,100,37
W00002036,151,107,1,0,0,0,0,0,27,16
W00002037,192,116,2,0,0,2,0,1,56,15
W00002038,113,67,1,0,0,0,0,2,27,16
W00002039,143,76,0,0,0,4,0,1,57,5
W00002040,358,259,0,2,0,5,2,6,56,28
W00002041,407,253,1,0,0,0,0,2,119,32
W00002042,305,155,4,0,0,2,0,0,119,25
W00002043,279,193,1,0,0,0,0,3,59,23
W00002044,270,213,0,0,0,0,0,0,45,12
W00002045,231,176,0,0,0,0,0,0,35,20
W00002046,333,252,0,0,0,0,0,1,62,18
W00002047,408,289,2,1,1,0,0,1,82,32
W00002049,388,289,1,0,0,3,0,0,56,39
W00002050,303,208,2,0,0,1,0,1,67,24
W00002051,306,198,0,0,0,12,0,1,76,19
W00002052,298,219,0,0,0,0,2,0,68,9
W00002053,196,137,1,0,0,8,0,1,35,14
W00002054,266,202,0,0,0,0,0,0,54,10
W00002055,282,180,0,0,0,0,0,1,81,20
W00002056,365,199,1,0,0,0,4,2,134,25
W00002057,325,154,0,0,0,0,1,0,145,25
W00002058,324,176,1,0,0,0,0,2,113,32
W00002059,302,204,0,0,0,0,0,0,73,25
W00002060,299,231,0,0,0,0,0,0,50,18
W00002061,251,187,0,0,0,0,0,0,52,12
W00002062,264,163,0,0,0,2,0,0,76,23
W00002063,258,203,0,0,1,0,0,0,36,18
W00002064,289,212,0,0,0,3,0,1,57,16
W00002065,261,200,0,0,0,0,0,0,49,12
W00002066,367,263,0,0,1,0,0,1,79,23
W00002067,310,224,2,0,0,0,0,0,60,24
W00002068,322,253,1,1,0,0,0,0,45,22
W00002069,340,226,4,0,0,0,0,8,77,25
W00002070,309,200,1,2,0,6,0,3,74,23
W00002071,225,149,0,0,0,0,0,0,57,19
W00002072,318,187,0,0,0,0,0,1,104,26
W00002073,299,173,0,0,1,0,0,2,103,20
W00002074,307,190,0,0,0,3,0,0,94,20
W00002075,261,188,0,0,0,0,0,1,53,19
W00002076,290,219,0,0,0,0,0,1,55,15
W00002079,321,223,0,0,0,0,0,1,77,20
W00002080,273,134,0,0,0,3,0,0,95,41
W00002081,277,185,1,0,0,0,0,0,68,23
W00002082,314,167,0,0,0,0,0,1,129,17
W00002083,291,196,1,0,0,0,0,0,70,24
W00002084,284,179,0,0,0,0,0,0,88,17
W00002085,266,187,0,0,0,0,0,0,65,14
W00002086,133,86,0,0,0,0,0,1,37,9
W00002087,521,367,0,0,0,4,0,0,103,47
W00002088,146,96,0,0,0,0,0,0,29,21
W00002089,278,170,0,0,0,1,0,0,87,20
W00002090,301,209,0,0,0,0,0,0,74,18
W00002091,312,156,4,0,0,1,0,0,122,29
W00002092,264,163,0,0,0,0,0,1,74,26
W00002093,245,178,0,0,1,0,0,0,49,17
W00002094,262,168,0,0,0,4,0,0,64,26
W00002095,335,182,3,0,0,6,0,1,110,33
W00002096,263,206,2,2,0,0,0,0,37,16
W00002097,262,140,0,2,0,1,0,1,97,21
W00002098,315,218,0,5,0,5,0,0,69,18
W00002099,268,203,0,0,0,0,0,2,56,7
W00002100,383,295,0,0,0,1,0,3,55,29
W00002101,265,186,1,0,1,0,0,0,66,11
W00002102,259,172,0,0,0,0,0,0,63,24
W00002103,287,230,0,0,0,0,0,0,52,5
W00002104,285,169,0,4,0,0,0,0,85,27
W00002105,283,217,0,0,0,0,0,1,56,9
W00002106,346,250,0,3,0,1,0,0,72,20
W00002107,263,175,1,0,0,2,0,0,69,16
W00002108,342,262,2,0,0,5,0,0,61,12
W00002109,355,282,0,0,1,3,0,1,53,15
W00002110,308,240,3,2,0,0,0,1,50,12
W00002111,338,251,0,0,0,0,0,0,63,24
W00002112,292,213,1,0,0,0,0,0,62,16
W00002113,297,199,4,0,0,2,0,0,78,14
W00002114,348,263,0,4,0,3,0,0,60,18
W00002115,612,403,3,0,0,1,0,0,161,44
W00002116,133,85,0,0,0,0,0,0,32,16
W00002117,110,64,1,0,0,0,0,0,32,13
W00002118,303,222,0,0,0,0,0,0,60,21
W00002119,319,213,0,0,0,6,0,0,73,27
W00002120,381,263,0,0,0,0,0,2,101,15
W00002121,321,223,1,0,0,0,0,0,75,22
W00002122,293,178,1,0,3,5,0,3,85,18
W00002123,330,212,0,0,0,0,0,0,97,21
W00002124,274,204,0,0,0,0,0,0,51,19
W00002125,348,221,0,0,1,0,0,2,109,15
W00002126,321,189,1,0,0,6,0,1,97,27
W00002127,301,161,0,0,0,0,0,0,110,30
W00002128,243,155,0,0,0,0,0,0,73,15
W00002129,304,192,0,0,0,2,0,1,96,13
W00002130,515,301,2,0,0,2,0,2,179,29
W00002131,301,171,0,0,0,6,0,0,106,18
W00002132,284,179,0,0,0,0,0,0,78,27
W00002133,227,133,0,4,0,1,0,1,67,21
W00002134,313,160,3,11,1,7,0,3,83,45
W00002135,261,175,1,4,0,4,0,0,64,13
W00002136,360,192,8,17,0,24,5,1,93,20
W00002137,306,196,0,5,1,4,0,0,77,23
W00002138,347,241,2,8,0,7,0,0,63,26
W00002139,419,261,8,8,0,12,2,1,108,19
W00002140,323,169,2,14,0,11,0,1,97,29
W00002141,319,213,1,10,2,12,0,2,68,11
W00002142,353,283,0,0,0,0,0,3,54,13
W00002143,312,220,1,0,0,0,0,1,71,19
W00002144,290,222,1,0,0,0,0,1,41,25
W00002145,372,281,1,0,0,0,0,0,60,30
W00002146,180,132,0,0,0,0,0,0,40,8
W00002147,426,292,1,4,0,1,0,3,97,28
W00002148,236,156,0,0,0,3,0,0,44,33
W00002149,262,187,0,3,1,0,0,1,42,28
W00002150,265,203,1,0,0,0,0,0,45,16
W00002151,417,320,0,0,0,2,0,2,64,29
W00002152,202,161,1,0,0,0,0,1,29,10
W00002153,280,139,0,0,0,1,0,0,107,33
W00002154,364,207,0,0,0,6,0,0,118,33
W00002155,423,205,0,0,0,0,0,2,161,55
W00002156,381,167,1,0,0,0,0,0,186,27
W00002157,318,185,0,3,0,0,0,0,102,28
W00002158,289,160,0,0,0,0,0,0,108,21
W00002159,280,207,0,0,0,0,0,1,63,9
W00002160,310,140,0,0,0,5,0,0,139,26
W00002161,301,150,0,0,0,0,0,1,120,30
W00002162,335,155,2,0,0,0,0,3,133,42
W00002163,273,171,0,0,0,2,1,0,80,19
W00002164,316,197,0,0,0,5,0,2,78,34
W00002165,391,193,0,0,0,0,0,0,160,38
W00002166,279,167,0,0,0,7,0,2,77,26
W00002167,254,173,1,0,0,0,0,0,60,20
W00002168,354,205,2,0,0,0,0,0,128,19
W00002169,300,161,0,0,0,4,0,3,107,25
W00002170,276,178,2,0,0,5,0,0,77,14
W00002171,261,217,0,0,0,0,0,1,32,11
W00002172,319,218,0,0,0,1,0,0,81,19
W00002173,386,282,0,0,0,1,1,0,83,19
W00002174,383,250,0,0,0,0,0,0,119,14
W00002175,347,141,1,3,0,0,0,0,167,35
W00002176,336,168,3,0,0,0,0,1,137,27
W00002177,315,116,1,3,1,0,0,1,173,20
W00002178,322,144,1,0,0,5,0,0,150,22
W00002179,333,153,1,0,0,0,0,0,147,32
W00002180,324,120,0,0,0,0,4,0,184,16
W00002181,331,226,0,0,1,0,0,0,82,22
W00002182,418,275,0,2,0,1,1,0,110,29
W00002183,277,126,1,0,0,1,0,0,124,25
W00002184,269,181,0,0,0,0,0,0,68,20
W00002185,315,223,1,0,0,0,1,2,69,19
W00002186,326,190,0,0,0,0,0,1,108,27
W00002187,299,165,0,0,0,6,2,1,102,23
W00002188,267,198,1,0,0,0,0,1,46,21
W00002189,308,202,3,0,0,0,0,0,84,19
W00002190,329,218,0,0,0,0,0,2,92,17
W00002191,295,162,3,0,0,0,0,1,100,29
W00002192,219,139,0,0,0,0,0,1,60,19
W00002193,278,142,1,0,0,0,0,0,109,26
W00002194,259,126,0,0,0,0,0,0,109,24
W00002195,333,159,4,4,0,0,0,2,130,34
W00002196,319,172,3,3,0,4,0,0,104,33
W00002197,343,186,0,0,1,0,0,1,123,32
W00002198,317,145,3,5,0,3,0,1,145,15
W00002199,281,107,0,0,0,9,0,1,137,27
W00002200,262,115,2,0,0,4,0,0,111,30
W00002201,374,181,1,0,0,0,0,0,183,9
W00002202,341,168,0,0,0,2,0,0,138,33
W00002203,437,180,0,1,0,0,0,1,227,28
W00002204,330,133,0,0,1,0,0,1,162,33
W00002205,419,312,0,2,0,0,0,0,70,35
W00002206,288,209,1,0,0,0,0,1,55,22
W00002207,237,158,0,3,0,4,0,0,53,19
W00002208,246,167,3,0,0,8,0,0,53,15
W00002209,285,196,0,0,0,0,0,0,76,13
W00002210,262,191,0,5,0,0,0,0,41,25
W00002211,313,223,0,1,2,0,0,0,66,21
W00002212,289,221,0,0,0,5,0,0,35,28
W00002213,211,128,0,0,0,1,0,0,65,17
W00002214,200,127,1,1,0,0,0,0,43,28
W00002215,338,260,0,3,0,0,0,0,59,16
W00002216,306,244,0,4,0,2,0,0,47,9
W00002217,281,219,3,0,0,6,0,0,36,17
