house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
W00000883,117,14,13,35,30,8,12,5
W00000884,120,18,18,49,17,7,9,2
W00000885,129,30,17,55,17,7,2,1
W00000886,125,26,13,53,18,4,10,1
W00000888,131,21,14,36,23,16,16,5
W00000889,128,17,28,42,26,8,6,1
W00000890,147,20,15,44,41,12,10,5
W00000891,130,20,20,54,19,5,10,2
W00000892,133,31,13,58,17,6,7,1
W00000893,146,16,25,44,20,24,12,5
W00000894,159,23,56,39,13,8,19,1
W00000895,110,15,43,28,7,6,10,1
W00000896,136,28,31,38,10,8,12,9
W00000897,132,46,20,37,12,4,11,2
W00000898,116,17,25,40,18,4,9,3
W00000899,114,34,13,44,11,4,6,2
W00000900,139,47,54,18,5,3,12,0
W00000901,124,43,21,27,12,6,11,4
W00000902,120,15,18,35,26,6,15,5
W00000903,134,16,16,46,30,8,13,5
W00000904,128,6,32,20,30,18,16,6
W00000905,126,12,19,31,28,18,12,6
W00000906,135,32,24,30,15,19,13,2
W00000921,153,36,22,46,20,19,9,1
W00000922,132,14,27,45,30,8,8,0
W00000923,110,16,23,33,20,10,6,2
W00000924,122,29,12,56,12,6,6,1
W00000925,128,28,5,61,16,2,14,2
W00000926,142,20,17,63,24,5,12,1
W00000927,131,23,11,42,34,9,9,3
W00000928,116,24,9,33,38,5,5,2
W00000929,127,24,17,47,24,9,5,1
W00000930,127,28,12,60,15,2,9,1
W00000931,121,9,25,37,29,9,10,2
W00000932,134,14,16,57,36,4,5,2
W00000933,127,41,12,45,19,1,4,5
W00000934,128,14,5,64,31,5,8,1
W00000935,123,20,17,50,23,5,6,2
W00000936,140,35,11,76,5,6,7,0
W00000937,135,47,6,64,0,6,11,1
W00000938,124,9,8,59,23,13,8,4
W00000939,134,22,14,57,19,6,12,4
W00000940,142,15,21,51,34,11,5,5
W00000941,131,22,17,38,29,15,8,2
W00000942,147,13,33,28,34,18,11,10
W00000943,122,15,8,37,27,19,10,6
W00000944,143,40,22,33,17,16,11,4
W00000945,155,24,56,31,16,13,13,2
W00000946,109,12,7,52,17,8,9,4
W00000947,143,24,10,80,18,0,9,2
W00000948,140,19,21,37,31,18,11,3
W00000949,140,24,22,43,21,18,8,4
W00000950,122,23,21,58,9,3,7,1
W00000951,130,15,27,32,17,18,15,6
W00000952,126,33,10,66,8,3,5,1
W00000953,199,55,56,39,15,15,16,3
W00000954,125,36,16,56,7,4,5,1
W00000955,127,30,18,48,19,2,5,5
W00000956,111,13,27,27,15,20,8,1
W00000957,132,22,19,43,30,6,11,1
W00000958,119,29,10,34,14,19,10,3
W00000959,142,2,39,36,40,15,9,1
W00000960,188,74,43,48,10,4,8,1
W00000961,231,27,33,98,35,13,18,7
W00000962,139,21,29,40,23,14,7,5
W00000963,156,15,65,28,18,14,13,3
W00000964,140,17,15,53,32,9,10,4
W00000965,183,49,37,51,20,10,9,7
W00000966,138,11,59,29,14,10,12,3
W00000967,123,37,23,38,12,3,8,2
W00000968,111,65,22,13,3,4,3,1
W00000969,126,10,12,48,39,9,4,4
W00000970,126,30,45,13,10,14,10,4
W00000971,145,12,12,61,38,9,6,7
W00000972,122,18,7,55,22,3,6,11
W00000973,116,12,8,47,29,9,6,5
W00000974,202,21,35,76,51,11,3,5
W00000975,118,12,11,39,44,7,5,0
W00000976,130,6,5,47,50,8,8,6
W00000977,108,7,19,37,29,9,5,2
W00000978,195,38,32,80,19,6,17,3
W00000979,136,22,18,56,19,5,12,4
W00000980,52,12,4,21,6,4,5,0
W00000981,191,16,22,81,34,19,10,9
W00000982,121,34,18,43,13,3,8,2
W00000983,114,12,12,57,9,5,15,4
W00000984,122,14,24,42,21,15,6,0
W00000985,131,29,16,55,11,10,7,3
W00000987,75,9,12,30,16,2,3,3
W00000989,149,12,38,56,21,10,11,1
W00000990,118,20,46,13,12,18,8,1
W00000991,120,8,24,21,26,27,12,2
W00000992,119,21,32,35,11,7,12,1
W00000993,123,22,28,15,21,15,17,5
W00000994,130,17,31,24,23,21,12,2
W00000995,127,16,29,22,25,23,8,4
W00000996,124,27,14,44,24,4,9,2
W00000997,119,21,17,43,17,12,8,1
W00000998,125,27,16,62,9,2,7,2
W00000999,137,12,30,28,27,22,13,5
W00001000,132,32,11,49,23,5,9,3
W00001001,131,5,26,24,27,35,9,5
W00001002,156,14,24,48,30,25,11,4
W00001003,124,19,3,74,21,3,3,1
W00001004,219,114,22,61,8,6,6,2
W00001005,113,17,23,29,14,18,12,0
W00001006,124,31,21,23,22,9,11,7
W00001007,136,6,29,59,28,3,11,0
W00001008,143,18,25,62,24,4,9,1
W00001011,76,11,11,30,14,0,8,2
W00001012,177,18,27,80,41,4,6,1
W00001013,143,32,26,46,22,5,9,3
W00001014,79,8,12,32,21,0,6,0
W00001015,107,16,12,49,21,1,6,2
W00001016,93,12,15,46,16,1,1,2
W00001017,103,9,20,39,16,10,8,1
W00001018,106,2,11,41,42,6,4,0
W00001019,86,12,11,35,12,5,7,4
W00001020,104,7,10,31,19,18,15,4
W00001021,104,18,15,39,18,8,5,1
W00001022,106,17,16,51,13,2,6,1
W00001023,61,3,12,21,14,7,4,0
W00001024,114,6,20,37,27,16,6,2
W00001025,97,1,12,34,38,10,2,0
W00001026,98,17,7,40,22,4,8,0
W00001027,121,21,19,25,30,12,11,3
W00001028,139,24,29,51,21,4,9,1
W00001029,116,15,37,30,15,8,9,2
W00001030,103,11,25,33,24,7,3,0
W00001031,132,16,21,55,20,8,12,0
W00001032,134,15,23,63,17,5,6,5
W00001033,180,26,26,74,27,13,13,1
W00001034,129,19,35,32,21,12,10,0
W00001035,118,9,28,43,21,9,7,1
W00001036,123,13,23,39,25,12,8,3
W00001037,129,8,52,27,18,13,8,3
W00001038,139,20,24,49,22,11,13,0
W00001039,146,17,46,29,26,10,17,1
W00001040,167,8,63,37,20,22,15,2
W00001041,131,5,20,49,33,6,15,3
W00001042,125,19,18,52,21,3,11,1
W00001043,134,16,23,43,32,9,9,2
W00001044,135,8,9,63,30,7,17,1
W00001045,116,11,16,34,32,9,13,1
W00001046,163,12,18,54,58,13,4,4
W00001047,133,29,20,47,26,3,7,1
W00001048,150,21,15,44,50,9,11,0
W00001049,153,43,32,35,26,10,6,1
W00001050,153,21,19,58,44,1,8,2
W00001051,127,16,14,50,30,9,7,1
W00001052,122,29,7,58,21,2,5,0
W00001053,119,26,12,51,17,5,7,1
W00001054,121,21,19,47,22,5,6,1
W00001055,129,18,17,22,28,30,13,1
W00001056,137,27,47,31,14,7,9,2
W00001057,124,6,16,28,24,30,16,4
W00001058,133,20,13,30,25,18,22,5
W00001059,130,22,29,33,14,14,15,3
W00001060,74,7,6,38,15,1,4,3
W00001061,123,9,16,33,29,20,13,3
W00001062,126,38,15,36,15,7,14,1
W00001063,120,15,36,29,26,7,6,1
W00001064,138,19,22,52,25,4,15,1
W00001065,120,15,14,44,27,9,10,1
W00001066,133,16,31,50,21,9,5,1
W00001067,131,12,27,48,24,9,9,2
W00001068,131,16,21,42,30,9,11,2
W00001069,118,32,25,22,18,11,7,3
W00001070,124,16,12,47,24,12,10,3
W00001071,129,10,14,45,43,7,6,4
W00001072,140,21,14,69,19,8,8,1
W00001074,138,11,23,53,35,6,6,4
W00001075,94,7,10,29,31,4,10,3
W00001076,174,25,17,70,46,2,11,3
W00001077,129,12,11,44,34,13,13,2
W00001078,119,19,9,52,27,2,7,3
W00001079,144,21,21,72,22,2,4,2
W00001080,158,24,15,73,31,2,10,3
W00001081,101,12,14,44,18,3,7,3
W00001082,53,9,9,13,15,4,2,1
W00001083,114,9,16,51,26,3,4,5
W00001084,108,7,10,49,21,12,7,2
W00001085,154,22,19,63,33,6,7,4
W00001086,154,20,8,73,39,6,6,2
W00001087,128,13,12,60,34,3,6,0
W00001088,148,22,46,56,16,1,7,0
W00001089,99,17,23,38,13,2,4,2
W00001090,126,20,11,56,25,5,7,2
W00001091,121,7,10,66,26,5,4,3
W00001092,110,19,13,40,26,4,7,1
W00001093,119,18,11,58,16,2,12,2
W00001094,134,22,23,51,20,9,7,2
W00001095,126,20,22,50,15,5,12,2
W00001096,136,26,17,62,17,1,11,2
W00001097,133,15,14,56,38,1,7,2
W00001098,145,20,15,67,34,1,6,2
W00001099,144,16,16,60,27,8,11,6
W00001100,154,12,10,58,52,7,10,5
W00001101,140,23,26,30,33,15,9,4
W00001102,150,14,18,67,34,2,9,6
W00001103,105,14,25,35,20,7,4,0
W00001104,107,8,12,48,19,7,10,3
W00001105,129,9,20,54,32,5,7,2
W00001106,160,21,20,78,21,4,13,3
W00001107,148,31,25,48,23,7,9,5
W00001108,147,14,19,63,34,3,13,1
W00001109,157,40,30,64,17,3,2,1
W00001110,121,12,20,41,13,13,17,5
W00001111,142,14,25,61,20,11,7,4
W00001112,134,19,16,66,20,4,6,3
W00001113,122,13,25,41,24,7,11,1
W00001114,118,18,48,29,7,1,10,5
W00001115,127,13,15,33,31,21,11,3
W00001116,92,12,26,39,10,3,1,1
W00001117,117,21,20,48,15,3,7,3
W00001118,121,10,21,31,30,9,12,8
W00001119,141,15,22,66,26,4,7,1
W00001120,152,55,19,53,11,0,12,2
W00001121,126,24,45,25,11,9,9,3
W00001122,176,17,40,68,36,6,6,3
W00001123,191,24,14,84,37,9,17,6
W00001124,115,7,12,53,28,4,8,3
W00001125,98,27,15,34,13,2,7,0
W00001126,114,12,10,51,25,5,8,3
W00001127,99,20,11,42,20,3,2,1
